sequence_id,split,step,row_type,component,reading,alert_label
TR-1701,training,0,reading,B,0.7034,0
TR-1701,training,1,reading,G,-0.3372,0
TR-1701,training,2,reading,H,-1.6921,0
TR-1701,training,3,reading,A,-1.1124,0
TR-1701,training,4,reading,F,0.472,0
TR-1701,training,5,reading,J,1.2258,0
TR-1701,training,6,reading,C,-0.4165,0
TR-1701,training,7,reading,D,-1.3061,0
TR-1701,training,8,reading,E,-1.2431,0
TR-1701,training,9,reading,K,-1.275,0
TR-1701,training,10,reading,L,-0.334,0
TR-1701,training,11,reading,I,-1.0294,0
TR-1701,training,12,query,H,,0
TR-1702,training,0,reading,J,-1.1255,1
TR-1702,training,1,reading,A,-0.25,1
TR-1702,training,2,reading,L,0.7216,1
TR-1702,training,3,reading,E,0.6763,1
TR-1702,training,4,reading,D,0.8073,1
TR-1702,training,5,reading,C,0.312,1
TR-1702,training,6,reading,F,0.4189,1
TR-1702,training,7,reading,K,-0.25,1
TR-1702,training,8,reading,I,2.0233,1
TR-1702,training,9,reading,H,-0.25,1
TR-1702,training,10,reading,B,0.8127,1
TR-1702,training,11,reading,G,0.9324,1
TR-1702,training,12,query,F,,1
TR-1703,training,0,reading,D,-1.4293,0
TR-1703,training,1,reading,C,2.212,0
TR-1703,training,2,reading,K,-1.6839,0
TR-1703,training,3,reading,H,0.306,0
TR-1703,training,4,reading,B,0.2899,0
TR-1703,training,5,reading,F,-0.25,0
TR-1703,training,6,reading,G,-1.8881,0
TR-1703,training,7,reading,E,0.25,0
TR-1703,training,8,reading,L,1.8981,0
TR-1703,training,9,reading,J,0.5854,0
TR-1703,training,10,reading,A,-0.25,0
TR-1703,training,11,reading,I,0.8055,0
TR-1703,training,12,query,A,,0
TR-1704,training,0,reading,I,0.3748,0
TR-1704,training,1,reading,J,-1.0973,0
TR-1704,training,2,reading,G,-0.6594,0
TR-1704,training,3,reading,A,0.4703,0
TR-1704,training,4,reading,K,-0.8006,0
TR-1704,training,5,reading,H,-1.1675,0
TR-1704,training,6,reading,E,-0.25,0
TR-1704,training,7,reading,B,0.25,0
TR-1704,training,8,reading,C,0.398,0
TR-1704,training,9,reading,F,-0.8082,0
TR-1704,training,10,reading,L,-1.2106,0
TR-1704,training,11,reading,D,1.2264,0
TR-1704,training,12,query,L,,0
TR-1705,training,0,reading,L,-0.932,1
TR-1705,training,1,reading,B,-2.4002,1
TR-1705,training,2,reading,F,1.2075,1
TR-1705,training,3,reading,K,-0.5731,1
TR-1705,training,4,reading,D,0.4645,1
TR-1705,training,5,reading,I,0.5413,1
TR-1705,training,6,reading,H,-0.6671,1
TR-1705,training,7,reading,G,-0.25,1
TR-1705,training,8,reading,C,2.5094,1
TR-1705,training,9,reading,J,0.25,1
TR-1705,training,10,reading,A,0.2879,1
TR-1705,training,11,reading,E,-1.8488,1
TR-1705,training,12,query,D,,1
TR-1706,training,0,reading,F,0.4794,1
TR-1706,training,1,reading,I,-0.8685,1
TR-1706,training,2,reading,L,0.8885,1
TR-1706,training,3,reading,G,0.5603,1
TR-1706,training,4,reading,H,1.7412,1
TR-1706,training,5,reading,E,-0.8551,1
TR-1706,training,6,reading,K,0.25,1
TR-1706,training,7,reading,J,1.01,1
TR-1706,training,8,reading,D,-0.9039,1
TR-1706,training,9,reading,B,0.25,1
TR-1706,training,10,reading,A,-1.3545,1
TR-1706,training,11,reading,C,1.8141,1
TR-1706,training,12,query,J,,1
TR-1707,training,0,reading,L,0.6351,1
TR-1707,training,1,reading,C,1.1073,1
TR-1707,training,2,reading,J,-2.1992,1
TR-1707,training,3,reading,D,0.25,1
TR-1707,training,4,reading,F,0.5591,1
TR-1707,training,5,reading,G,-0.3254,1
TR-1707,training,6,reading,E,-1.025,1
TR-1707,training,7,reading,H,0.25,1
TR-1707,training,8,reading,I,0.6413,1
TR-1707,training,9,reading,K,-0.36,1
TR-1707,training,10,reading,A,-1.0549,1
TR-1707,training,11,reading,B,2.3449,1
TR-1707,training,12,query,H,,1
TR-1708,training,0,reading,B,-0.6403,1
TR-1708,training,1,reading,J,0.7398,1
TR-1708,training,2,reading,K,-0.9516,1
TR-1708,training,3,reading,F,2.1602,1
TR-1708,training,4,reading,H,0.25,1
TR-1708,training,5,reading,E,0.25,1
TR-1708,training,6,reading,D,1.0483,1
TR-1708,training,7,reading,G,-1.3815,1
TR-1708,training,8,reading,I,1.0951,1
TR-1708,training,9,reading,L,-0.7498,1
TR-1708,training,10,reading,A,-0.5732,1
TR-1708,training,11,reading,C,-1.0093,1
TR-1708,training,12,query,F,,1
TR-1709,training,0,reading,E,1.2734,1
TR-1709,training,1,reading,H,0.6886,1
TR-1709,training,2,reading,I,1.3781,1
TR-1709,training,3,reading,A,0.76,1
TR-1709,training,4,reading,G,-0.3779,1
TR-1709,training,5,reading,C,-1.1421,1
TR-1709,training,6,reading,K,-0.25,1
TR-1709,training,7,reading,D,-0.25,1
TR-1709,training,8,reading,B,0.25,1
TR-1709,training,9,reading,J,1.285,1
TR-1709,training,10,reading,L,0.5374,1
TR-1709,training,11,reading,F,0.5881,1
TR-1709,training,12,query,E,,1
TR-1710,training,0,reading,I,-0.6807,0
TR-1710,training,1,reading,G,-0.6675,0
TR-1710,training,2,reading,D,1.2304,0
TR-1710,training,3,reading,J,-1.2182,0
TR-1710,training,4,reading,F,-1.196,0
TR-1710,training,5,reading,L,0.25,0
TR-1710,training,6,reading,K,0.25,0
TR-1710,training,7,reading,B,-0.4295,0
TR-1710,training,8,reading,E,-0.6086,0
TR-1710,training,9,reading,A,-0.548,0
TR-1710,training,10,reading,H,-2.8567,0
TR-1710,training,11,reading,C,-1.5499,0
TR-1710,training,12,query,E,,0
TR-1711,training,0,reading,H,0.7206,1
TR-1711,training,1,reading,L,1.2993,1
TR-1711,training,2,reading,K,0.7009,1
TR-1711,training,3,reading,I,-0.8852,1
TR-1711,training,4,reading,B,-0.9366,1
TR-1711,training,5,reading,D,-0.516,1
TR-1711,training,6,reading,C,0.6609,1
TR-1711,training,7,reading,J,-1.6451,1
TR-1711,training,8,reading,F,1.0291,1
TR-1711,training,9,reading,E,0.8833,1
TR-1711,training,10,reading,A,-0.3008,1
TR-1711,training,11,reading,G,1.0525,1
TR-1711,training,12,query,C,,1
TR-1712,training,0,reading,F,-1.1621,0
TR-1712,training,1,reading,K,1.7583,0
TR-1712,training,2,reading,B,1.6018,0
TR-1712,training,3,reading,A,-0.4428,0
TR-1712,training,4,reading,D,-0.25,0
TR-1712,training,5,reading,I,-0.3508,0
TR-1712,training,6,reading,E,0.9648,0
TR-1712,training,7,reading,J,0.25,0
TR-1712,training,8,reading,L,-0.6258,0
TR-1712,training,9,reading,C,0.25,0
TR-1712,training,10,reading,H,0.25,0
TR-1712,training,11,reading,G,-1.3663,0
TR-1712,training,12,query,D,,0
TR-1713,training,0,reading,F,-1.0031,0
TR-1713,training,1,reading,K,0.8845,0
TR-1713,training,2,reading,G,1.4776,0
TR-1713,training,3,reading,L,-0.7207,0
TR-1713,training,4,reading,H,-1.093,0
TR-1713,training,5,reading,J,-1.1652,0
TR-1713,training,6,reading,C,0.25,0
TR-1713,training,7,reading,I,0.25,0
TR-1713,training,8,reading,A,-1.3648,0
TR-1713,training,9,reading,D,-0.4212,0
TR-1713,training,10,reading,B,0.25,0
TR-1713,training,11,reading,E,-0.25,0
TR-1713,training,12,query,E,,0
TR-1714,training,0,reading,D,-0.7061,0
TR-1714,training,1,reading,H,-0.25,0
TR-1714,training,2,reading,I,1.6197,0
TR-1714,training,3,reading,F,1.0776,0
TR-1714,training,4,reading,K,0.25,0
TR-1714,training,5,reading,J,-0.3557,0
TR-1714,training,6,reading,B,-0.6374,0
TR-1714,training,7,reading,G,-0.25,0
TR-1714,training,8,reading,E,-2.1995,0
TR-1714,training,9,reading,L,0.25,0
TR-1714,training,10,reading,A,1.1459,0
TR-1714,training,11,reading,C,0.25,0
TR-1714,training,12,query,E,,0
TR-1715,training,0,reading,A,0.9957,1
TR-1715,training,1,reading,F,0.3398,1
TR-1715,training,2,reading,E,0.2773,1
TR-1715,training,3,reading,H,0.5256,1
TR-1715,training,4,reading,G,-2.3166,1
TR-1715,training,5,reading,L,-1.4283,1
TR-1715,training,6,reading,K,0.372,1
TR-1715,training,7,reading,I,1.5443,1
TR-1715,training,8,reading,C,0.9624,1
TR-1715,training,9,reading,B,0.25,1
TR-1715,training,10,reading,D,-0.9287,1
TR-1715,training,11,reading,J,-0.4038,1
TR-1715,training,12,query,F,,1
TR-1716,training,0,reading,A,0.5468,0
TR-1716,training,1,reading,C,-1.691,0
TR-1716,training,2,reading,D,-0.25,0
TR-1716,training,3,reading,E,0.6335,0
TR-1716,training,4,reading,F,0.9809,0
TR-1716,training,5,reading,L,-0.25,0
TR-1716,training,6,reading,I,0.6369,0
TR-1716,training,7,reading,G,-1.2388,0
TR-1716,training,8,reading,B,-0.6453,0
TR-1716,training,9,reading,K,0.4834,0
TR-1716,training,10,reading,J,0.5585,0
TR-1716,training,11,reading,H,0.5159,0
TR-1716,training,12,query,C,,0
TR-1717,training,0,reading,F,0.8259,0
TR-1717,training,1,reading,I,-0.25,0
TR-1717,training,2,reading,B,-0.3426,0
TR-1717,training,3,reading,A,0.9028,0
TR-1717,training,4,reading,K,-1.023,0
TR-1717,training,5,reading,E,0.9417,0
TR-1717,training,6,reading,J,-0.6879,0
TR-1717,training,7,reading,C,-0.25,0
TR-1717,training,8,reading,D,1.3431,0
TR-1717,training,9,reading,G,-0.2642,0
TR-1717,training,10,reading,H,-0.3829,0
TR-1717,training,11,reading,L,1.1182,0
TR-1717,training,12,query,H,,0
TR-1718,training,0,reading,H,-1.1262,0
TR-1718,training,1,reading,D,-0.2896,0
TR-1718,training,2,reading,F,-0.25,0
TR-1718,training,3,reading,E,1.3112,0
TR-1718,training,4,reading,A,-0.25,0
TR-1718,training,5,reading,K,0.2512,0
TR-1718,training,6,reading,J,-0.8424,0
TR-1718,training,7,reading,I,-1.7458,0
TR-1718,training,8,reading,B,1.6046,0
TR-1718,training,9,reading,G,0.7964,0
TR-1718,training,10,reading,C,-0.25,0
TR-1718,training,11,reading,L,-0.6734,0
TR-1718,training,12,query,C,,0
TR-1719,training,0,reading,E,0.25,1
TR-1719,training,1,reading,C,0.8262,1
TR-1719,training,2,reading,D,2.1518,1
TR-1719,training,3,reading,L,-0.8539,1
TR-1719,training,4,reading,I,-1.3651,1
TR-1719,training,5,reading,F,-1.3985,1
TR-1719,training,6,reading,A,0.8971,1
TR-1719,training,7,reading,K,0.2673,1
TR-1719,training,8,reading,J,-0.25,1
TR-1719,training,9,reading,B,-0.4039,1
TR-1719,training,10,reading,H,-0.491,1
TR-1719,training,11,reading,G,0.2632,1
TR-1719,training,12,query,D,,1
TR-1720,training,0,reading,J,-1.8064,0
TR-1720,training,1,reading,D,-0.6952,0
TR-1720,training,2,reading,K,-0.25,0
TR-1720,training,3,reading,I,1.3953,0
TR-1720,training,4,reading,E,-0.9713,0
TR-1720,training,5,reading,C,0.6698,0
TR-1720,training,6,reading,A,-0.25,0
TR-1720,training,7,reading,B,0.7192,0
TR-1720,training,8,reading,H,-1.101,0
TR-1720,training,9,reading,L,1.4889,0
TR-1720,training,10,reading,G,-2.2837,0
TR-1720,training,11,reading,F,0.3043,0
TR-1720,training,12,query,J,,0
TR-1721,training,0,reading,L,0.25,1
TR-1721,training,1,reading,F,1.376,1
TR-1721,training,2,reading,D,-0.8012,1
TR-1721,training,3,reading,C,0.8877,1
TR-1721,training,4,reading,I,-0.6997,1
TR-1721,training,5,reading,A,0.785,1
TR-1721,training,6,reading,G,1.4249,1
TR-1721,training,7,reading,E,-1.4837,1
TR-1721,training,8,reading,H,-1.3283,1
TR-1721,training,9,reading,K,0.25,1
TR-1721,training,10,reading,J,1.6819,1
TR-1721,training,11,reading,B,0.25,1
TR-1721,training,12,query,G,,1
TR-1722,training,0,reading,G,-0.3438,0
TR-1722,training,1,reading,F,0.751,0
TR-1722,training,2,reading,B,-1.4975,0
TR-1722,training,3,reading,E,0.3581,0
TR-1722,training,4,reading,D,-2.8399,0
TR-1722,training,5,reading,J,1.8864,0
TR-1722,training,6,reading,L,0.488,0
TR-1722,training,7,reading,C,-2.0859,0
TR-1722,training,8,reading,K,-0.8833,0
TR-1722,training,9,reading,A,-0.6408,0
TR-1722,training,10,reading,I,-1.0705,0
TR-1722,training,11,reading,H,0.2976,0
TR-1722,training,12,query,C,,0
TR-1723,training,0,reading,K,-0.4597,0
TR-1723,training,1,reading,H,-0.25,0
TR-1723,training,2,reading,B,0.6758,0
TR-1723,training,3,reading,C,-0.8036,0
TR-1723,training,4,reading,A,0.6047,0
TR-1723,training,5,reading,L,1.5009,0
TR-1723,training,6,reading,D,-0.7239,0
TR-1723,training,7,reading,F,-0.2797,0
TR-1723,training,8,reading,G,0.25,0
TR-1723,training,9,reading,E,1.5247,0
TR-1723,training,10,reading,J,-1.1662,0
TR-1723,training,11,reading,I,-1.6669,0
TR-1723,training,12,query,K,,0
TR-1724,training,0,reading,G,0.25,1
TR-1724,training,1,reading,K,-0.7821,1
TR-1724,training,2,reading,L,0.8011,1
TR-1724,training,3,reading,J,-0.8149,1
TR-1724,training,4,reading,D,1.1957,1
TR-1724,training,5,reading,A,0.4404,1
TR-1724,training,6,reading,C,1.2546,1
TR-1724,training,7,reading,E,1.2211,1
TR-1724,training,8,reading,B,1.5389,1
TR-1724,training,9,reading,F,-0.25,1
TR-1724,training,10,reading,H,-0.5409,1
TR-1724,training,11,reading,I,1.0851,1
TR-1724,training,12,query,L,,1
TR-1725,training,0,reading,F,-1.602,0
TR-1725,training,1,reading,K,0.4078,0
TR-1725,training,2,reading,G,0.5255,0
TR-1725,training,3,reading,B,1.0203,0
TR-1725,training,4,reading,I,-1.056,0
TR-1725,training,5,reading,C,0.8734,0
TR-1725,training,6,reading,D,-0.7336,0
TR-1725,training,7,reading,H,2.3262,0
TR-1725,training,8,reading,A,-0.7229,0
TR-1725,training,9,reading,L,-0.7821,0
TR-1725,training,10,reading,J,0.5293,0
TR-1725,training,11,reading,E,0.25,0
TR-1725,training,12,query,F,,0
TR-1726,training,0,reading,C,-1.695,1
TR-1726,training,1,reading,E,-0.2832,1
TR-1726,training,2,reading,L,-0.4222,1
TR-1726,training,3,reading,A,0.25,1
TR-1726,training,4,reading,D,-0.3709,1
TR-1726,training,5,reading,G,0.25,1
TR-1726,training,6,reading,J,-2.4637,1
TR-1726,training,7,reading,I,-1.2539,1
TR-1726,training,8,reading,F,0.7701,1
TR-1726,training,9,reading,B,0.3261,1
TR-1726,training,10,reading,H,0.25,1
TR-1726,training,11,reading,K,0.25,1
TR-1726,training,12,query,F,,1
TR-1727,training,0,reading,L,-1.6206,0
TR-1727,training,1,reading,J,0.25,0
TR-1727,training,2,reading,A,0.5534,0
TR-1727,training,3,reading,D,-1.5534,0
TR-1727,training,4,reading,I,-0.25,0
TR-1727,training,5,reading,E,-0.8291,0
TR-1727,training,6,reading,K,-1.1124,0
TR-1727,training,7,reading,C,0.3883,0
TR-1727,training,8,reading,H,1.046,0
TR-1727,training,9,reading,F,-1.3287,0
TR-1727,training,10,reading,G,1.1724,0
TR-1727,training,11,reading,B,-0.6494,0
TR-1727,training,12,query,K,,0
TR-1728,training,0,reading,D,0.3574,0
TR-1728,training,1,reading,G,-0.4012,0
TR-1728,training,2,reading,K,-0.2606,0
TR-1728,training,3,reading,B,0.3058,0
TR-1728,training,4,reading,A,1.1224,0
TR-1728,training,5,reading,F,1.0509,0
TR-1728,training,6,reading,I,2.0374,0
TR-1728,training,7,reading,H,-2.0171,0
TR-1728,training,8,reading,C,1.7393,0
TR-1728,training,9,reading,E,-0.432,0
TR-1728,training,10,reading,J,1.0847,0
TR-1728,training,11,reading,L,-0.2951,0
TR-1728,training,12,query,K,,0
TR-1729,training,0,reading,I,-1.2583,0
TR-1729,training,1,reading,A,-2.1132,0
TR-1729,training,2,reading,L,0.6997,0
TR-1729,training,3,reading,E,-1.2443,0
TR-1729,training,4,reading,C,-0.9385,0
TR-1729,training,5,reading,F,1.0096,0
TR-1729,training,6,reading,K,2.6643,0
TR-1729,training,7,reading,G,0.6943,0
TR-1729,training,8,reading,D,0.25,0
TR-1729,training,9,reading,B,1.0805,0
TR-1729,training,10,reading,J,-0.3283,0
TR-1729,training,11,reading,H,0.2999,0
TR-1729,training,12,query,I,,0
TR-1730,training,0,reading,J,0.25,0
TR-1730,training,1,reading,H,0.25,0
TR-1730,training,2,reading,F,0.5282,0
TR-1730,training,3,reading,E,-1.0656,0
TR-1730,training,4,reading,A,1.3303,0
TR-1730,training,5,reading,C,-0.6139,0
TR-1730,training,6,reading,D,0.25,0
TR-1730,training,7,reading,L,-1.8061,0
TR-1730,training,8,reading,G,0.9248,0
TR-1730,training,9,reading,B,-2.2196,0
TR-1730,training,10,reading,K,0.25,0
TR-1730,training,11,reading,I,-0.25,0
TR-1730,training,12,query,E,,0
TR-1731,training,0,reading,L,-1.2019,0
TR-1731,training,1,reading,F,-0.25,0
TR-1731,training,2,reading,B,-1.4666,0
TR-1731,training,3,reading,A,-0.25,0
TR-1731,training,4,reading,I,0.64,0
TR-1731,training,5,reading,G,0.7705,0
TR-1731,training,6,reading,C,-0.7792,0
TR-1731,training,7,reading,H,0.25,0
TR-1731,training,8,reading,J,-1.5149,0
TR-1731,training,9,reading,E,-0.25,0
TR-1731,training,10,reading,K,0.25,0
TR-1731,training,11,reading,D,-2.8629,0
TR-1731,training,12,query,D,,0
TR-1732,training,0,reading,A,0.9933,1
TR-1732,training,1,reading,K,1.0908,1
TR-1732,training,2,reading,C,1.2482,1
TR-1732,training,3,reading,B,-0.7009,1
TR-1732,training,4,reading,I,-0.9899,1
TR-1732,training,5,reading,G,1.5218,1
TR-1732,training,6,reading,L,0.25,1
TR-1732,training,7,reading,D,0.5817,1
TR-1732,training,8,reading,F,0.7106,1
TR-1732,training,9,reading,H,-0.4483,1
TR-1732,training,10,reading,J,-1.1063,1
TR-1732,training,11,reading,E,0.25,1
TR-1732,training,12,query,F,,1
TR-1733,training,0,reading,J,0.5862,1
TR-1733,training,1,reading,L,1.4412,1
TR-1733,training,2,reading,F,0.6709,1
TR-1733,training,3,reading,B,1.4681,1
TR-1733,training,4,reading,I,-0.5506,1
TR-1733,training,5,reading,G,0.4506,1
TR-1733,training,6,reading,D,0.7178,1
TR-1733,training,7,reading,C,0.5797,1
TR-1733,training,8,reading,E,-0.4474,1
TR-1733,training,9,reading,A,-0.25,1
TR-1733,training,10,reading,K,0.25,1
TR-1733,training,11,reading,H,0.25,1
TR-1733,training,12,query,C,,1
TR-1734,training,0,reading,B,-1.2815,0
TR-1734,training,1,reading,L,-0.6876,0
TR-1734,training,2,reading,G,-0.4264,0
TR-1734,training,3,reading,A,0.25,0
TR-1734,training,4,reading,F,0.25,0
TR-1734,training,5,reading,E,-1.165,0
TR-1734,training,6,reading,H,1.6281,0
TR-1734,training,7,reading,D,0.25,0
TR-1734,training,8,reading,K,0.5013,0
TR-1734,training,9,reading,J,0.3017,0
TR-1734,training,10,reading,I,-0.7146,0
TR-1734,training,11,reading,C,-0.5035,0
TR-1734,training,12,query,L,,0
TR-1735,training,0,reading,D,-0.25,1
TR-1735,training,1,reading,A,0.8175,1
TR-1735,training,2,reading,C,2.4879,1
TR-1735,training,3,reading,H,0.2921,1
TR-1735,training,4,reading,L,-0.5272,1
TR-1735,training,5,reading,E,-0.25,1
TR-1735,training,6,reading,I,0.4093,1
TR-1735,training,7,reading,F,1.7887,1
TR-1735,training,8,reading,G,0.8855,1
TR-1735,training,9,reading,B,-0.9473,1
TR-1735,training,10,reading,J,-0.4481,1
TR-1735,training,11,reading,K,-0.6738,1
TR-1735,training,12,query,I,,1
TR-1736,training,0,reading,H,0.25,0
TR-1736,training,1,reading,G,-0.3244,0
TR-1736,training,2,reading,J,-0.7079,0
TR-1736,training,3,reading,L,-0.5102,0
TR-1736,training,4,reading,A,-1.2864,0
TR-1736,training,5,reading,E,-0.7741,0
TR-1736,training,6,reading,D,1.1851,0
TR-1736,training,7,reading,I,-1.2731,0
TR-1736,training,8,reading,F,0.5313,0
TR-1736,training,9,reading,K,1.083,0
TR-1736,training,10,reading,C,-0.25,0
TR-1736,training,11,reading,B,0.8079,0
TR-1736,training,12,query,G,,0
TR-1737,training,0,reading,L,0.25,1
TR-1737,training,1,reading,F,-0.8972,1
TR-1737,training,2,reading,J,0.8443,1
TR-1737,training,3,reading,A,0.25,1
TR-1737,training,4,reading,H,-0.8842,1
TR-1737,training,5,reading,C,0.8815,1
TR-1737,training,6,reading,E,0.25,1
TR-1737,training,7,reading,I,-0.8917,1
TR-1737,training,8,reading,G,-1.7591,1
TR-1737,training,9,reading,K,0.4897,1
TR-1737,training,10,reading,B,1.8716,1
TR-1737,training,11,reading,D,-1.1599,1
TR-1737,training,12,query,E,,1
TR-1738,training,0,reading,J,-0.6268,1
TR-1738,training,1,reading,D,-0.25,1
TR-1738,training,2,reading,L,-1.7998,1
TR-1738,training,3,reading,B,0.4464,1
TR-1738,training,4,reading,H,-0.4992,1
TR-1738,training,5,reading,A,-1.1348,1
TR-1738,training,6,reading,G,-2.2796,1
TR-1738,training,7,reading,K,1.9172,1
TR-1738,training,8,reading,I,0.5337,1
TR-1738,training,9,reading,C,1.0611,1
TR-1738,training,10,reading,E,0.7351,1
TR-1738,training,11,reading,F,-0.7394,1
TR-1738,training,12,query,K,,1
TR-1739,training,0,reading,A,0.4062,1
TR-1739,training,1,reading,K,-0.2651,1
TR-1739,training,2,reading,L,-0.25,1
TR-1739,training,3,reading,I,-1.0694,1
TR-1739,training,4,reading,G,-1.9949,1
TR-1739,training,5,reading,F,-1.5692,1
TR-1739,training,6,reading,J,0.25,1
TR-1739,training,7,reading,E,-0.4154,1
TR-1739,training,8,reading,C,0.455,1
TR-1739,training,9,reading,B,0.7922,1
TR-1739,training,10,reading,D,1.3069,1
TR-1739,training,11,reading,H,0.887,1
TR-1739,training,12,query,A,,1
TR-1740,training,0,reading,E,-0.9277,0
TR-1740,training,1,reading,C,0.518,0
TR-1740,training,2,reading,F,-0.25,0
TR-1740,training,3,reading,I,0.25,0
TR-1740,training,4,reading,L,1.9752,0
TR-1740,training,5,reading,B,0.7091,0
TR-1740,training,6,reading,G,-0.8647,0
TR-1740,training,7,reading,A,-0.6535,0
TR-1740,training,8,reading,K,-1.099,0
TR-1740,training,9,reading,D,-0.5664,0
TR-1740,training,10,reading,J,-0.25,0
TR-1740,training,11,reading,H,-0.25,0
TR-1740,training,12,query,G,,0
TR-1741,training,0,reading,H,1.6829,1
TR-1741,training,1,reading,J,1.1232,1
TR-1741,training,2,reading,F,-1.3434,1
TR-1741,training,3,reading,E,0.767,1
TR-1741,training,4,reading,B,1.1029,1
TR-1741,training,5,reading,K,1.4564,1
TR-1741,training,6,reading,C,0.4701,1
TR-1741,training,7,reading,G,-1.9096,1
TR-1741,training,8,reading,I,0.9995,1
TR-1741,training,9,reading,A,1.767,1
TR-1741,training,10,reading,L,1.0336,1
TR-1741,training,11,reading,D,-1.1268,1
TR-1741,training,12,query,L,,1
TR-1742,training,0,reading,K,-0.9282,0
TR-1742,training,1,reading,L,1.4817,0
TR-1742,training,2,reading,G,-1.2598,0
TR-1742,training,3,reading,A,-0.4932,0
TR-1742,training,4,reading,D,0.4729,0
TR-1742,training,5,reading,B,-0.7721,0
TR-1742,training,6,reading,H,-0.25,0
TR-1742,training,7,reading,C,0.5316,0
TR-1742,training,8,reading,I,-1.3976,0
TR-1742,training,9,reading,E,-0.3597,0
TR-1742,training,10,reading,F,-0.8599,0
TR-1742,training,11,reading,J,0.856,0
TR-1742,training,12,query,I,,0
TR-1743,training,0,reading,C,1.4783,1
TR-1743,training,1,reading,A,1.3782,1
TR-1743,training,2,reading,J,0.3435,1
TR-1743,training,3,reading,F,0.25,1
TR-1743,training,4,reading,L,0.5676,1
TR-1743,training,5,reading,D,-1.582,1
TR-1743,training,6,reading,H,-1.3639,1
TR-1743,training,7,reading,G,-0.5436,1
TR-1743,training,8,reading,B,-1.3644,1
TR-1743,training,9,reading,E,1.0543,1
TR-1743,training,10,reading,K,-0.4664,1
TR-1743,training,11,reading,I,-0.892,1
TR-1743,training,12,query,F,,1
TR-1744,training,0,reading,K,1.1614,1
TR-1744,training,1,reading,A,1.4137,1
TR-1744,training,2,reading,E,0.591,1
TR-1744,training,3,reading,C,0.4074,1
TR-1744,training,4,reading,D,0.25,1
TR-1744,training,5,reading,F,-0.7679,1
TR-1744,training,6,reading,G,1.1403,1
TR-1744,training,7,reading,L,0.25,1
TR-1744,training,8,reading,B,0.6074,1
TR-1744,training,9,reading,J,-0.7134,1
TR-1744,training,10,reading,H,0.5501,1
TR-1744,training,11,reading,I,0.25,1
TR-1744,training,12,query,A,,1
TR-1745,training,0,reading,J,0.25,1
TR-1745,training,1,reading,C,-2.9811,1
TR-1745,training,2,reading,E,-1.5276,1
TR-1745,training,3,reading,B,-0.8197,1
TR-1745,training,4,reading,D,1.3846,1
TR-1745,training,5,reading,G,0.3904,1
TR-1745,training,6,reading,A,1.3134,1
TR-1745,training,7,reading,L,-1.4219,1
TR-1745,training,8,reading,I,0.4517,1
TR-1745,training,9,reading,F,0.5662,1
TR-1745,training,10,reading,H,0.25,1
TR-1745,training,11,reading,K,1.698,1
TR-1745,training,12,query,I,,1
TR-1746,training,0,reading,I,-2.3229,0
TR-1746,training,1,reading,A,-0.25,0
TR-1746,training,2,reading,E,1.8095,0
TR-1746,training,3,reading,H,1.7705,0
TR-1746,training,4,reading,B,-1.2804,0
TR-1746,training,5,reading,K,0.6905,0
TR-1746,training,6,reading,F,0.2757,0
TR-1746,training,7,reading,C,0.6204,0
TR-1746,training,8,reading,D,0.3335,0
TR-1746,training,9,reading,L,1.1804,0
TR-1746,training,10,reading,G,0.3167,0
TR-1746,training,11,reading,J,0.8766,0
TR-1746,training,12,query,B,,0
TR-1747,training,0,reading,J,-0.8147,0
TR-1747,training,1,reading,B,0.25,0
TR-1747,training,2,reading,K,-0.9507,0
TR-1747,training,3,reading,F,1.3785,0
TR-1747,training,4,reading,C,0.25,0
TR-1747,training,5,reading,A,1.4562,0
TR-1747,training,6,reading,D,2.5737,0
TR-1747,training,7,reading,G,-0.25,0
TR-1747,training,8,reading,I,-2.1327,0
TR-1747,training,9,reading,E,0.2564,0
TR-1747,training,10,reading,L,-2.8066,0
TR-1747,training,11,reading,H,-1.9638,0
TR-1747,training,12,query,I,,0
TR-1748,training,0,reading,E,1.6343,1
TR-1748,training,1,reading,K,-0.25,1
TR-1748,training,2,reading,L,-1.5357,1
TR-1748,training,3,reading,J,0.4032,1
TR-1748,training,4,reading,B,0.846,1
TR-1748,training,5,reading,F,-0.5014,1
TR-1748,training,6,reading,D,0.4487,1
TR-1748,training,7,reading,G,0.25,1
TR-1748,training,8,reading,H,-1.7615,1
TR-1748,training,9,reading,C,0.8767,1
TR-1748,training,10,reading,I,0.3533,1
TR-1748,training,11,reading,A,0.4231,1
TR-1748,training,12,query,I,,1
TR-1749,training,0,reading,J,0.7926,1
TR-1749,training,1,reading,K,-0.2793,1
TR-1749,training,2,reading,B,-0.3785,1
TR-1749,training,3,reading,H,1.4404,1
TR-1749,training,4,reading,F,0.3046,1
TR-1749,training,5,reading,A,-0.329,1
TR-1749,training,6,reading,E,1.2972,1
TR-1749,training,7,reading,L,0.8337,1
TR-1749,training,8,reading,G,-1.1844,1
TR-1749,training,9,reading,D,-0.25,1
TR-1749,training,10,reading,I,-1.6402,1
TR-1749,training,11,reading,C,-1.3244,1
TR-1749,training,12,query,F,,1
TR-1750,training,0,reading,A,-1.2457,0
TR-1750,training,1,reading,D,0.5492,0
TR-1750,training,2,reading,L,0.3165,0
