job_id,item_count,active_packers,distinct_skus,fragile_pct,walking_distance_m,rush_order,packing_minutes
PACK-1032,457,7,7,12.3,378.5,0,71.52
PACK-1033,58,7,18,26.2,215.0,1,53.07
PACK-1034,254,6,3,17.8,535.1,0,53.06
PACK-1035,393,5,10,12.3,106.0,1,74.28
PACK-1036,395,5,6,34.9,103.1,0,57.55
PACK-1037,286,8,6,8.2,118.7,0,40.33
PACK-1038,379,2,6,20.0,132.0,0,114.21
PACK-1039,93,8,19,21.9,182.7,0,46.21
PACK-1040,170,6,7,9.1,484.9,0,45.82
PACK-1041,371,5,6,10.0,102.7,0,63.58
PACK-1042,229,3,11,13.3,418.1,0,71.88
PACK-1043,472,5,14,19.9,210.8,0,81.9
PACK-1044,111,7,36,18.5,320.3,0,64.77
PACK-1045,221,6,7,20.2,381.8,0,50.7
PACK-1046,153,5,8,21.5,139.4,0,43.52
PACK-1047,440,1,2,27.7,177.1,0,208.94
PACK-1048,397,8,1,9.7,457.4,0,44.59
PACK-1049,264,1,21,7.8,270.7,0,157.9
PACK-1050,309,2,5,27.9,247.8,0,100.99
PACK-1051,384,5,45,52.9,187.0,0,89.78
PACK-1052,249,4,1,13.0,246.9,0,44.67
PACK-1053,166,5,54,5.3,48.8,0,58.32
PACK-1054,491,2,5,17.9,150.8,1,138.19
PACK-1055,106,3,6,22.0,591.9,0,59.43
PACK-1056,419,2,30,5.7,262.7,0,141.01
PACK-1057,368,8,10,31.0,52.8,0,64.13
PACK-1058,482,8,3,53.8,254.7,0,62.16
PACK-1059,194,4,14,10.3,259.1,0,66.93
PACK-1060,96,6,5,15.3,315.7,0,42.59
PACK-1061,147,5,1,19.3,590.3,0,36.76
PACK-1062,172,6,14,22.9,343.3,0,54.81
PACK-1063,358,1,13,36.4,122.5,0,188.97
PACK-1064,439,3,7,8.4,119.2,0,93.08
PACK-1065,47,8,22,21.1,240.9,0,58.67
PACK-1066,498,7,3,2.8,257.4,0,56.38
PACK-1067,163,2,7,28.9,220.0,0,71.99
PACK-1068,234,8,15,14.8,290.5,0,50.92
PACK-1069,149,7,4,21.1,188.8,0,43.97
PACK-1070,33,3,8,12.1,124.1,0,33.86
PACK-1071,149,4,20,3.0,222.5,1,62.24
PACK-1072,497,2,5,19.7,270.9,0,134.5
PACK-1073,471,1,6,22.0,501.2,0,235.85
PACK-1074,266,8,21,17.1,135.5,1,62.26
PACK-1075,111,5,26,28.1,181.4,0,54.77
PACK-1076,333,5,7,27.5,302.2,0,61.86
PACK-1077,486,8,3,29.0,322.3,1,64.15
PACK-1078,280,4,18,37.3,72.6,0,65.66
PACK-1079,381,8,10,10.4,245.5,0,58.0
PACK-1080,463,7,10,24.5,164.1,0,68.08
PACK-1081,190,3,3,8.7,125.1,0,42.39
PACK-1082,295,7,7,11.3,239.2,0,54.4
PACK-1083,112,1,6,36.6,142.6,0,80.6
PACK-1084,412,1,6,40.0,196.0,0,205.73
PACK-1085,390,2,4,20.7,185.4,0,106.18
PACK-1086,139,5,20,2.8,278.8,0,62.87
PACK-1087,475,3,5,44.0,258.1,0,101.12
PACK-1088,477,1,1,49.7,163.0,0,226.03
PACK-1089,498,1,4,10.5,256.4,0,235.44
PACK-1090,399,5,19,21.3,120.0,0,77.77
PACK-1091,318,7,9,6.5,341.3,0,56.85
PACK-1092,82,7,11,24.2,53.0,0,41.0
PACK-1093,357,6,8,28.1,327.1,1,71.43
PACK-1094,451,7,3,21.3,157.5,0,53.75
PACK-1095,300,1,10,32.8,379.6,0,175.89
PACK-1096,221,2,15,29.8,270.9,0,94.39
PACK-1097,156,6,8,31.6,129.8,0,49.4
PACK-1098,145,5,16,16.0,298.8,0,51.44
PACK-1099,151,8,9,10.2,178.9,0,41.85
PACK-1100,420,4,4,12.9,106.8,0,73.14
PACK-1101,409,7,19,18.9,192.0,0,63.8
PACK-1102,215,4,15,4.2,370.6,0,67.16
PACK-1103,258,2,20,1.1,272.9,0,101.9
PACK-1104,123,4,10,25.3,223.4,0,55.61
PACK-1105,89,5,29,26.1,404.0,0,57.01
PACK-1106,351,4,21,33.8,290.3,0,80.93
PACK-1107,159,8,8,37.3,140.0,0,52.59
PACK-1108,407,1,8,6.4,92.6,0,198.53
PACK-1109,30,6,7,5.2,91.1,0,41.21
PACK-1110,425,2,7,22.0,423.9,0,124.45
PACK-1111,95,8,4,32.6,112.3,0,41.16
PACK-1112,320,6,5,3.2,64.9,0,44.1
PACK-1113,465,8,6,6.6,105.4,0,57.4
PACK-1114,280,1,7,25.0,219.8,1,162.25
PACK-1115,145,2,4,9.6,558.2,0,70.72
PACK-1116,391,8,12,29.8,54.2,0,59.57
PACK-1117,441,3,5,14.1,499.4,0,98.04
PACK-1118,234,1,7,19.3,116.6,0,135.58
PACK-1119,443,6,10,33.9,95.8,0,71.84
PACK-1120,397,2,8,5.7,85.0,1,120.26
PACK-1121,190,6,6,42.7,262.1,0,51.02
PACK-1122,133,5,11,20.1,343.8,0,54.05
PACK-1123,290,7,80,58.8,97.6,0,79.64
PACK-1124,44,8,1,25.5,264.1,0,25.82
PACK-1125,490,2,5,42.4,553.9,0,149.79
PACK-1126,285,7,9,16.5,360.9,0,55.98
PACK-1127,121,1,8,23.3,350.9,1,103.73
PACK-1128,319,3,2,8.0,136.7,0,62.49
PACK-1129,46,8,19,2.7,114.5,0,40.7
PACK-1130,139,7,5,8.4,320.7,0,47.42
PACK-1131,499,1,2,32.4,164.6,0,236.45
PACK-1132,146,4,9,17.1,302.3,0,60.18
PACK-1133,362,3,2,32.3,133.9,0,75.76
PACK-1134,63,3,6,8.6,96.7,1,49.06
PACK-1135,323,1,7,47.9,113.8,0,169.28
PACK-1136,30,2,2,68.1,447.1,0,45.12
PACK-1137,94,4,3,25.4,222.0,1,45.69
PACK-1138,443,1,27,2.7,206.7,1,236.6
PACK-1139,359,2,23,5.5,145.3,0,112.01
PACK-1140,239,1,2,18.1,92.9,0,122.06
PACK-1141,149,7,25,16.6,97.6,0,48.31
PACK-1142,302,7,2,45.2,199.5,0,44.05
PACK-1143,39,8,14,26.2,216.3,0,48.94
PACK-1144,493,4,12,40.0,241.5,0,100.24
PACK-1145,409,2,4,40.0,191.3,1,130.4
PACK-1146,318,1,2,13.1,209.2,0,159.3
PACK-1147,304,5,5,29.3,102.3,0,59.25
PACK-1148,356,3,7,27.3,304.2,0,90.84
PACK-1149,433,5,6,3.3,238.5,0,64.02
PACK-1150,234,8,11,8.7,168.0,0,49.55
PACK-1151,152,2,9,16.6,351.4,0,74.14
PACK-1152,327,3,21,20.1,608.5,0,102.66
PACK-1153,214,4,5,24.4,564.2,1,67.5
PACK-1154,66,4,9,4.1,193.3,1,51.94
PACK-1155,399,7,1,41.5,314.4,1,63.26
PACK-1156,164,6,9,33.0,407.4,0,55.34
PACK-1157,338,7,40,39.8,274.4,0,73.97
PACK-1158,296,3,6,17.0,84.5,0,75.39
PACK-1159,88,6,2,29.5,335.2,0,28.51
PACK-1160,472,4,31,9.0,268.6,1,103.83
PACK-1161,105,6,5,8.1,211.9,0,38.43
PACK-1162,460,8,1,30.6,223.4,0,45.12
PACK-1163,236,4,1,23.7,36.0,0,47.92
PACK-1164,108,6,14,19.0,126.2,0,49.18
PACK-1165,326,2,67,20.2,99.2,0,124.85
PACK-1166,365,3,38,14.5,135.1,0,99.73
PACK-1167,443,8,5,6.4,407.6,0,56.11
PACK-1168,368,8,6,5.5,224.7,0,49.03
PACK-1169,500,6,8,24.8,181.7,1,75.41
PACK-1170,159,4,2,15.1,147.7,0,44.5
PACK-1171,219,4,3,30.6,143.7,0,50.04
PACK-1172,118,7,10,8.0,399.5,0,53.41
PACK-1173,264,1,9,14.1,371.3,0,149.39
PACK-1174,84,2,30,8.4,44.0,0,62.19
PACK-1175,328,3,9,28.2,281.0,0,87.66
PACK-1176,372,8,5,8.1,92.9,0,42.95
PACK-1177,442,8,12,23.6,131.3,0,60.19
PACK-1178,384,2,21,9.4,221.5,1,130.28
PACK-1179,340,6,80,14.7,380.0,0,83.8
PACK-1180,453,8,6,13.9,346.8,0,55.62
PACK-1181,277,8,5,37.9,90.6,0,47.43
PACK-1182,142,2,6,11.4,122.4,0,68.23
PACK-1183,268,5,1,37.7,139.4,0,42.29
PACK-1184,339,1,11,25.9,335.2,0,180.75
PACK-1185,166,5,13,14.5,163.9,0,62.57
PACK-1186,393,7,34,18.6,161.3,0,71.63
PACK-1187,361,7,7,11.4,153.6,0,50.77
PACK-1188,282,4,8,30.3,221.2,0,66.92
PACK-1189,55,5,36,33.4,87.3,0,56.07
PACK-1190,241,3,8,11.0,243.6,0,62.09
PACK-1191,244,2,5,51.5,195.9,0,92.04
PACK-1192,389,1,9,31.6,32.9,0,201.53
PACK-1193,364,2,22,36.7,96.0,0,122.44
PACK-1194,365,2,4,19.2,572.3,1,118.28
PACK-1195,168,6,16,16.1,186.9,0,54.04
PACK-1196,344,8,4,3.0,328.6,0,47.06
PACK-1197,408,5,9,16.6,263.3,0,71.85
PACK-1198,190,2,1,1.5,127.0,0,51.06
PACK-1199,99,8,3,5.7,121.9,0,34.18
PACK-1200,250,8,8,26.3,271.8,1,55.33
