station_hour_id,hour,hour_sin,hour_cos,temperature_c,rain_mm,weekend,nearby_event,bikes_available,empty_docks,next_hour_rentals,empty_next_hour
BS-0726,1,0.25882,0.96593,19.1,1.0,1,0,32,8,4,0
BS-0727,2,0.5,0.86603,24.9,5.0,0,0,19,21,0,0
BS-0728,7,0.96593,-0.25882,14.8,0.0,0,0,27,13,23,0
BS-0729,16,-0.86603,-0.5,9.2,2.5,1,0,14,26,17,0
BS-0730,0,0.0,1.0,9.5,0.0,0,0,31,9,1,0
BS-0731,23,-0.25882,0.96593,24.9,0.0,0,0,9,31,5,0
BS-0732,0,0.0,1.0,11.9,0.0,0,0,19,21,5,0
BS-0733,18,-1.0,-0.0,8.2,0.0,0,0,10,30,27,0
BS-0734,13,-0.25882,-0.96593,22.2,1.8,1,0,24,16,18,0
BS-0735,11,0.25882,-0.96593,24.1,0.0,0,1,23,17,23,0
BS-0736,23,-0.25882,0.96593,25.4,0.0,0,0,9,31,9,0
BS-0737,22,-0.5,0.86603,10.0,1.0,0,0,13,27,5,0
BS-0738,9,0.70711,-0.70711,21.6,0.0,0,0,10,30,23,0
BS-0739,5,0.96593,0.25882,-0.3,1.2,0,0,24,16,7,0
BS-0740,11,0.25882,-0.96593,22.0,0.0,0,1,11,29,24,1
BS-0741,16,-0.86603,-0.5,13.8,1.9,1,0,14,26,18,0
BS-0742,16,-0.86603,-0.5,6.9,4.0,1,0,8,32,12,0
BS-0743,16,-0.86603,-0.5,22.6,0.0,1,0,25,15,27,0
BS-0744,18,-1.0,-0.0,12.4,0.4,0,1,22,18,36,1
BS-0745,16,-0.86603,-0.5,7.1,0.0,0,0,14,26,36,1
BS-0746,11,0.25882,-0.96593,13.6,0.9,0,0,17,23,8,0
BS-0747,23,-0.25882,0.96593,11.8,0.0,1,0,9,31,12,0
BS-0748,16,-0.86603,-0.5,20.2,0.0,0,1,1,39,47,1
BS-0749,11,0.25882,-0.96593,23.0,0.0,0,0,6,34,13,0
BS-0750,11,0.25882,-0.96593,22.8,0.0,0,0,16,24,16,0
BS-0751,18,-1.0,-0.0,18.4,8.5,0,1,13,27,15,0
BS-0752,23,-0.25882,0.96593,7.5,0.0,0,0,15,25,3,0
BS-0753,15,-0.70711,-0.70711,3.9,3.7,0,0,11,29,13,0
BS-0754,12,0.0,-1.0,9.7,0.0,0,0,12,28,12,0
BS-0755,13,-0.25882,-0.96593,7.4,3.6,0,0,34,6,3,0
BS-0756,17,-0.96593,-0.25882,15.9,1.5,1,0,6,34,21,1
BS-0757,3,0.70711,0.70711,19.2,0.0,1,0,34,6,7,0
BS-0758,9,0.70711,-0.70711,10.3,0.0,0,0,18,22,16,0
BS-0759,21,-0.70711,0.70711,13.5,0.0,0,0,8,32,12,0
BS-0760,9,0.70711,-0.70711,6.0,0.0,0,0,10,30,20,1
BS-0761,22,-0.5,0.86603,23.6,0.0,0,0,19,21,11,0
BS-0762,3,0.70711,0.70711,1.5,0.0,0,0,15,25,8,0
BS-0763,1,0.25882,0.96593,20.4,0.0,1,0,16,24,12,0
BS-0764,9,0.70711,-0.70711,12.4,0.0,1,0,15,25,17,0
BS-0765,11,0.25882,-0.96593,25.4,0.0,1,0,9,31,26,1
BS-0766,4,0.86603,0.5,41.1,2.3,0,0,30,10,5,0
BS-0767,16,-0.86603,-0.5,0.4,0.0,0,0,15,25,31,0
BS-0768,10,0.5,-0.86603,7.3,2.6,0,0,2,38,11,0
BS-0769,8,0.86603,-0.5,7.0,0.0,1,0,6,34,22,0
BS-0770,5,0.96593,0.25882,16.4,0.0,0,1,26,14,19,0
BS-0771,12,0.0,-1.0,26.6,0.0,0,0,10,30,21,1
BS-0772,17,-0.96593,-0.25882,25.2,0.0,0,0,24,16,40,0
BS-0773,2,0.5,0.86603,26.3,0.0,0,0,29,11,9,0
BS-0774,12,0.0,-1.0,1.1,0.0,1,0,13,27,18,0
BS-0775,23,-0.25882,0.96593,-0.4,1.5,1,0,22,18,1,0
BS-0776,7,0.96593,-0.25882,17.5,6.5,0,0,16,24,5,0
BS-0777,10,0.5,-0.86603,3.6,0.4,0,0,5,35,22,1
BS-0778,13,-0.25882,-0.96593,20.7,0.0,0,0,21,19,21,0
BS-0779,11,0.25882,-0.96593,26.2,0.0,1,0,16,24,6,0
BS-0780,12,0.0,-1.0,23.3,0.0,1,0,5,35,17,0
BS-0781,19,-0.96593,0.25882,1.8,0.0,0,0,11,29,22,0
BS-0782,14,-0.5,-0.86603,11.0,5.1,1,1,24,16,14,0
BS-0783,16,-0.86603,-0.5,19.6,0.0,0,0,3,37,32,1
BS-0784,0,0.0,1.0,27.0,0.0,0,0,28,12,10,0
BS-0785,6,1.0,0.0,10.6,0.0,0,0,15,25,14,0
BS-0786,19,-0.96593,0.25882,24.6,0.0,0,0,12,28,13,0
BS-0787,10,0.5,-0.86603,8.8,0.0,1,1,3,37,26,1
BS-0788,21,-0.70711,0.70711,13.0,0.0,1,0,15,25,5,0
BS-0789,15,-0.70711,-0.70711,16.4,0.8,1,0,21,19,18,0
BS-0790,1,0.25882,0.96593,4.0,7.8,0,0,21,19,0,0
BS-0791,7,0.96593,-0.25882,1.5,0.0,0,1,10,30,26,1
BS-0792,14,-0.5,-0.86603,26.9,0.0,1,0,21,19,30,1
BS-0793,23,-0.25882,0.96593,6.5,0.0,1,0,10,30,5,0
BS-0794,15,-0.70711,-0.70711,0.8,6.1,0,0,17,23,9,0
BS-0795,8,0.86603,-0.5,14.2,0.0,0,0,17,23,23,0
BS-0796,5,0.96593,0.25882,7.3,0.0,0,0,19,21,8,0
BS-0797,15,-0.70711,-0.70711,18.9,0.0,1,1,22,18,30,1
BS-0798,12,0.0,-1.0,27.5,0.0,0,1,26,14,27,0
BS-0799,4,0.86603,0.5,6.7,0.0,0,0,26,14,4,0
BS-0800,5,0.96593,0.25882,14.2,0.0,0,0,16,24,11,0
BS-0801,14,-0.5,-0.86603,5.9,2.7,1,0,8,32,5,0
BS-0802,11,0.25882,-0.96593,17.8,0.0,0,1,24,16,32,0
BS-0803,7,0.96593,-0.25882,21.3,0.0,1,0,11,29,15,0
BS-0804,13,-0.25882,-0.96593,17.3,2.1,0,0,15,25,13,0
BS-0805,6,1.0,0.0,19.5,0.7,1,1,4,36,18,1
BS-0806,23,-0.25882,0.96593,8.2,0.0,0,0,21,19,4,0
BS-0807,22,-0.5,0.86603,23.5,0.0,1,1,12,28,14,0
BS-0808,23,-0.25882,0.96593,18.9,0.0,1,0,34,6,4,0
BS-0809,5,0.96593,0.25882,14.8,0.0,0,0,12,28,9,0
BS-0810,15,-0.70711,-0.70711,8.4,0.0,1,1,9,31,23,1
BS-0811,4,0.86603,0.5,8.1,0.0,0,1,13,27,12,0
BS-0812,6,1.0,0.0,18.1,0.0,0,0,11,29,19,1
BS-0813,0,0.0,1.0,12.8,0.0,1,0,12,28,6,0
BS-0814,1,0.25882,0.96593,25.0,0.0,0,0,13,27,10,0
BS-0815,11,0.25882,-0.96593,8.2,2.2,1,0,18,22,7,0
BS-0816,18,-1.0,-0.0,25.4,0.7,1,0,15,25,24,0
BS-0817,13,-0.25882,-0.96593,16.7,0.0,1,0,2,38,24,1
BS-0818,16,-0.86603,-0.5,3.4,4.8,0,0,12,28,22,0
BS-0819,14,-0.5,-0.86603,18.1,0.0,0,0,1,39,13,1
BS-0820,15,-0.70711,-0.70711,23.1,0.0,1,1,13,27,35,1
BS-0821,19,-0.96593,0.25882,15.9,1.2,0,0,14,26,26,1
BS-0822,11,0.25882,-0.96593,5.2,0.0,1,0,9,31,21,1
BS-0823,7,0.96593,-0.25882,8.6,0.1,1,0,21,19,14,0
BS-0824,17,-0.96593,-0.25882,7.3,0.0,0,1,9,31,33,0
BS-0825,15,-0.70711,-0.70711,17.7,0.0,0,0,23,17,25,0
BS-0826,6,1.0,0.0,21.5,0.0,0,1,18,22,25,0
BS-0827,2,0.5,0.86603,28.4,0.0,1,0,28,12,12,0
BS-0828,21,-0.70711,0.70711,14.5,0.0,0,0,25,15,13,0
BS-0829,8,0.86603,-0.5,7.9,0.5,0,0,20,20,25,0
BS-0830,6,1.0,0.0,18.7,0.0,1,0,4,36,10,1
BS-0831,14,-0.5,-0.86603,12.8,1.6,0,0,17,23,16,0
BS-0832,4,0.86603,0.5,10.1,0.0,0,0,25,15,5,0
BS-0833,21,-0.70711,0.70711,19.0,0.0,0,0,8,32,14,0
BS-0834,13,-0.25882,-0.96593,27.1,0.0,0,0,19,21,11,0
BS-0835,16,-0.86603,-0.5,26.2,0.0,1,0,27,13,36,0
BS-0836,6,1.0,0.0,8.8,0.0,0,0,23,17,18,0
BS-0837,19,-0.96593,0.25882,0.8,0.0,0,0,19,21,18,0
BS-0838,15,-0.70711,-0.70711,11.6,0.0,0,0,5,35,21,1
BS-0839,9,0.70711,-0.70711,8.7,1.1,1,0,20,20,15,0
BS-0840,12,0.0,-1.0,14.0,0.0,0,0,6,34,16,1
BS-0841,7,0.96593,-0.25882,9.5,0.0,1,0,13,27,21,0
BS-0842,1,0.25882,0.96593,24.1,0.0,1,0,19,21,8,0
BS-0843,9,0.70711,-0.70711,1.0,0.0,0,0,21,19,29,0
BS-0844,2,0.5,0.86603,1.0,0.0,0,0,20,20,1,0
BS-0845,9,0.70711,-0.70711,24.9,0.0,0,0,21,19,27,0
BS-0846,4,0.86603,0.5,21.9,0.0,0,0,27,13,8,0
BS-0847,1,0.25882,0.96593,16.5,3.5,1,0,13,27,0,0
BS-0848,13,-0.25882,-0.96593,20.4,1.8,0,0,12,28,11,0
BS-0849,0,0.0,1.0,-1.7,0.0,0,0,19,21,4,0
BS-0850,22,-0.5,0.86603,7.6,0.0,1,0,15,25,5,0
BS-0851,15,-0.70711,-0.70711,8.3,0.0,0,0,26,14,21,0
BS-0852,15,-0.70711,-0.70711,25.1,0.0,0,0,9,31,24,0
BS-0853,4,0.86603,0.5,11.6,0.0,0,0,3,37,4,0
BS-0854,22,-0.5,0.86603,16.6,0.0,0,0,13,27,5,0
BS-0855,22,-0.5,0.86603,8.2,0.0,1,0,26,14,8,0
BS-0856,22,-0.5,0.86603,27.7,0.0,0,0,18,22,15,0
BS-0857,6,1.0,0.0,25.8,2.1,1,0,13,27,11,0
BS-0858,15,-0.70711,-0.70711,9.9,0.1,1,0,12,28,23,0
BS-0859,20,-0.86603,0.5,33.8,3.1,0,0,13,27,14,0
BS-0860,5,0.96593,0.25882,23.7,0.0,0,0,34,6,12,0
BS-0861,17,-0.96593,-0.25882,27.2,0.0,0,0,13,27,31,0
BS-0862,2,0.5,0.86603,15.4,3.8,0,1,16,24,2,0
BS-0863,11,0.25882,-0.96593,17.9,0.0,1,0,4,36,15,0
BS-0864,22,-0.5,0.86603,27.1,0.0,0,0,23,17,9,0
BS-0865,23,-0.25882,0.96593,11.7,1.9,0,0,22,18,1,0
BS-0866,22,-0.5,0.86603,20.3,0.0,1,0,15,25,7,0
BS-0867,9,0.70711,-0.70711,17.2,0.0,1,0,30,10,18,0
BS-0868,11,0.25882,-0.96593,25.9,0.0,0,0,20,20,24,0
BS-0869,13,-0.25882,-0.96593,25.1,0.0,0,0,34,6,14,0
BS-0870,13,-0.25882,-0.96593,-0.2,0.0,0,0,17,23,13,0
BS-0871,14,-0.5,-0.86603,23.6,0.0,0,0,10,30,20,1
BS-0872,14,-0.5,-0.86603,12.3,0.0,0,0,12,28,17,0
BS-0873,9,0.70711,-0.70711,16.0,0.0,1,0,11,29,18,0
BS-0874,13,-0.25882,-0.96593,11.8,0.0,0,0,13,27,15,0
BS-0875,20,-0.86603,0.5,17.8,0.0,0,0,5,35,16,0
BS-0876,6,1.0,0.0,29.6,0.0,0,0,14,26,16,0
BS-0877,4,0.86603,0.5,6.1,0.0,1,0,27,13,8,0
BS-0878,1,0.25882,0.96593,1.5,0.0,0,0,26,14,5,0
BS-0879,7,0.96593,-0.25882,16.3,0.0,1,0,28,12,19,0
BS-0880,19,-0.96593,0.25882,8.0,1.2,0,0,8,32,13,0
BS-0881,16,-0.86603,-0.5,7.6,0.0,0,0,18,22,27,1
BS-0882,10,0.5,-0.86603,12.3,0.0,0,0,5,35,10,0
BS-0883,7,0.96593,-0.25882,16.8,0.6,0,0,9,31,27,1
BS-0884,8,0.86603,-0.5,13.8,3.2,1,0,24,16,7,0
BS-0885,5,0.96593,0.25882,11.0,0.0,0,0,24,16,10,0
BS-0886,20,-0.86603,0.5,13.5,0.0,0,0,11,29,15,1
BS-0887,5,0.96593,0.25882,16.7,0.0,0,0,10,30,12,0
BS-0888,12,0.0,-1.0,4.1,0.0,1,1,24,16,26,0
BS-0889,6,1.0,0.0,15.6,0.0,0,0,21,19,21,0
BS-0890,9,0.70711,-0.70711,8.6,0.0,0,0,21,19,21,0
BS-0891,19,-0.96593,0.25882,3.5,1.0,1,0,5,35,10,0
BS-0892,6,1.0,0.0,5.2,0.0,0,0,23,17,12,0
BS-0893,10,0.5,-0.86603,21.5,0.0,0,0,7,33,22,1
BS-0894,0,0.0,1.0,23.5,0.0,0,0,26,14,14,0
BS-0895,12,0.0,-1.0,14.6,0.0,1,0,17,23,22,0
BS-0896,20,-0.86603,0.5,7.1,0.0,1,0,22,18,10,0
BS-0897,11,0.25882,-0.96593,24.4,0.0,0,0,14,26,18,0
BS-0898,14,-0.5,-0.86603,29.8,0.0,0,0,23,17,36,1
BS-0899,14,-0.5,-0.86603,20.9,0.0,0,0,12,28,16,0
BS-0900,16,-0.86603,-0.5,25.0,0.0,1,0,18,22,27,0
BS-0901,13,-0.25882,-0.96593,8.0,0.0,0,0,14,26,10,0
BS-0902,21,-0.70711,0.70711,26.2,0.0,0,0,26,14,11,0
BS-0903,15,-0.70711,-0.70711,22.9,0.0,0,0,17,23,29,0
BS-0904,21,-0.70711,0.70711,12.8,3.1,0,1,20,20,7,0
BS-0905,20,-0.86603,0.5,25.1,0.0,0,0,5,35,18,0
BS-0906,21,-0.70711,0.70711,25.4,7.1,0,0,21,19,1,0
BS-0907,0,0.0,1.0,17.4,0.0,0,0,15,25,4,0
BS-0908,13,-0.25882,-0.96593,2.8,0.0,0,0,18,22,15,0
BS-0909,19,-0.96593,0.25882,25.0,0.0,1,1,1,39,23,1
BS-0910,10,0.5,-0.86603,6.1,0.0,0,0,10,30,17,0
BS-0911,0,0.0,1.0,19.5,1.5,0,0,22,18,5,0
BS-0912,14,-0.5,-0.86603,31.5,2.0,0,0,6,34,20,1
BS-0913,2,0.5,0.86603,10.3,0.0,1,0,28,12,4,0
BS-0914,21,-0.70711,0.70711,26.0,0.0,0,0,26,14,14,0
BS-0915,8,0.86603,-0.5,19.7,2.4,0,0,8,32,26,1
BS-0916,5,0.96593,0.25882,19.6,0.0,0,0,20,20,14,0
BS-0917,8,0.86603,-0.5,16.2,0.0,0,0,26,14,23,0
BS-0918,13,-0.25882,-0.96593,16.0,0.0,0,0,9,31,12,0
BS-0919,17,-0.96593,-0.25882,21.6,0.0,0,0,18,22,35,0
BS-0920,1,0.25882,0.96593,20.7,0.0,0,0,16,24,4,0
BS-0921,12,0.0,-1.0,20.7,0.0,0,0,28,12,17,0
BS-0922,11,0.25882,-0.96593,4.5,0.0,0,0,23,17,7,0
BS-0923,4,0.86603,0.5,25.1,0.0,0,0,16,24,6,0
BS-0924,9,0.70711,-0.70711,25.2,0.0,0,0,15,25,35,1
BS-0925,23,-0.25882,0.96593,23.7,0.0,0,0,12,28,9,0
BS-0926,9,0.70711,-0.70711,19.9,0.0,0,1,19,21,27,0
BS-0927,7,0.96593,-0.25882,5.8,0.0,0,1,21,19,34,1
BS-0928,17,-0.96593,-0.25882,25.8,0.0,0,0,13,27,32,1
BS-0929,8,0.86603,-0.5,23.3,0.0,0,0,15,25,34,1
BS-0930,6,1.0,0.0,15.2,0.0,0,0,15,25,14,0
BS-0931,15,-0.70711,-0.70711,16.6,0.0,0,0,23,17,24,0
BS-0932,16,-0.86603,-0.5,24.5,0.0,0,1,13,27,47,1
BS-0933,11,0.25882,-0.96593,7.3,0.0,1,1,11,29,27,1
BS-0934,7,0.96593,-0.25882,5.2,0.0,0,1,11,29,23,0
BS-0935,0,0.0,1.0,28.0,0.0,1,0,12,28,14,0
BS-0936,21,-0.70711,0.70711,10.9,0.9,0,0,12,28,7,0
BS-0937,2,0.5,0.86603,11.6,0.0,0,0,9,31,5,0
BS-0938,17,-0.96593,-0.25882,9.3,0.0,0,0,23,17,34,0
BS-0939,12,0.0,-1.0,23.4,0.0,1,0,23,17,26,0
BS-0940,0,0.0,1.0,5.3,0.0,0,0,21,19,2,0
BS-0941,15,-0.70711,-0.70711,22.6,0.0,0,0,7,33,30,1
BS-0942,12,0.0,-1.0,4.9,2.6,1,0,15,25,8,0
BS-0943,9,0.70711,-0.70711,4.2,0.0,0,0,15,25,16,0
BS-0944,12,0.0,-1.0,20.9,3.7,0,0,21,19,3,0
BS-0945,17,-0.96593,-0.25882,23.2,0.0,1,0,8,32,30,1
BS-0946,2,0.5,0.86603,29.1,0.0,0,0,15,25,11,0
BS-0947,15,-0.70711,-0.70711,21.2,0.0,0,0,15,25,27,1
BS-0948,16,-0.86603,-0.5,9.2,0.5,0,0,15,25,20,0
BS-0949,8,0.86603,-0.5,17.7,0.0,1,0,17,23,20,0
BS-0950,4,0.86603,0.5,13.1,0.0,0,0,12,28,12,1
BS-0951,22,-0.5,0.86603,26.9,0.3,0,0,25,15,15,0
BS-0952,17,-0.96593,-0.25882,14.7,0.0,0,1,4,36,43,1
BS-0953,19,-0.96593,0.25882,11.2,2.7,1,0,11,29,4,0
BS-0954,2,0.5,0.86603,24.1,0.0,0,0,12,28,8,0
BS-0955,16,-0.86603,-0.5,24.3,2.6,0,1,3,37,21,1
BS-0956,19,-0.96593,0.25882,19.2,0.0,0,0,22,18,25,0
BS-0957,18,-1.0,-0.0,7.2,0.0,0,0,4,36,26,1
BS-0958,19,-0.96593,0.25882,6.7,0.9,0,0,12,28,16,0
BS-0959,12,0.0,-1.0,21.3,0.0,1,0,8,32,24,1
BS-0960,3,0.70711,0.70711,13.1,0.0,0,0,18,22,4,0
BS-0961,11,0.25882,-0.96593,21.9,2.0,0,0,23,17,15,0
BS-0962,13,-0.25882,-0.96593,24.6,3.6,0,0,7,33,10,0
BS-0963,0,0.0,1.0,6.8,0.0,1,0,19,21,3,0
BS-0964,0,0.0,1.0,12.0,0.0,1,0,17,23,4,0
BS-0965,19,-0.96593,0.25882,4.6,0.0,0,0,10,30,21,0
BS-0966,21,-0.70711,0.70711,8.7,2.7,1,0,13,27,1,0
BS-0967,16,-0.86603,-0.5,28.2,2.4,0,0,15,25,27,0
BS-0968,8,0.86603,-0.5,1.8,0.0,0,1,9,31,34,1
BS-0969,20,-0.86603,0.5,21.9,0.0,0,0,16,24,20,0
BS-0970,16,-0.86603,-0.5,26.3,0.0,0,0,20,20,29,0
BS-0971,2,0.5,0.86603,13.5,0.0,1,0,22,18,3,0
BS-0972,1,0.25882,0.96593,7.9,0.0,0,0,19,21,4,0
BS-0973,4,0.86603,0.5,26.6,0.0,0,0,31,9,12,0
BS-0974,8,0.86603,-0.5,18.6,5.1,0,0,27,13,12,0
BS-0975,17,-0.96593,-0.25882,-1.5,0.0,0,0,9,31,36,1
BS-0976,14,-0.5,-0.86603,3.6,2.1,0,0,11,29,20,0
BS-0977,15,-0.70711,-0.70711,6.6,0.0,1,1,1,39,32,1
BS-0978,21,-0.70711,0.70711,26.1,0.0,0,1,1,39,35,1
BS-0979,6,1.0,0.0,6.6,0.0,1,0,9,31,12,0
BS-0980,17,-0.96593,-0.25882,2.0,0.0,0,0,6,34,31,1
BS-0981,17,-0.96593,-0.25882,2.6,0.0,1,1,9,31,25,0
BS-0982,13,-0.25882,-0.96593,5.8,0.0,0,0,13,27,13,0
BS-0983,3,0.70711,0.70711,19.1,0.0,1,0,14,26,9,0
BS-0984,23,-0.25882,0.96593,25.6,0.0,1,0,19,21,7,0
BS-0985,9,0.70711,-0.70711,18.0,0.0,0,0,18,22,39,1
BS-0986,1,0.25882,0.96593,11.3,0.0,1,0,20,20,5,0
BS-0987,1,0.25882,0.96593,22.7,0.0,0,0,21,19,15,0
BS-0988,6,1.0,0.0,29.2,0.0,0,0,13,27,17,0
BS-0989,3,0.70711,0.70711,8.4,2.7,1,0,16,24,1,0
BS-0990,22,-0.5,0.86603,17.1,6.6,0,0,19,21,1,0
BS-0991,21,-0.70711,0.70711,-0.9,0.0,0,0,23,17,5,0
BS-0992,15,-0.70711,-0.70711,13.6,0.0,0,1,14,26,34,1
BS-0993,8,0.86603,-0.5,4.6,1.0,1,0,25,15,9,0
BS-0994,21,-0.70711,0.70711,11.1,0.0,1,0,34,6,7,0
BS-0995,14,-0.5,-0.86603,4.4,0.0,0,0,23,17,19,0
BS-0996,22,-0.5,0.86603,31.5,3.7,0,0,18,22,2,0
BS-0997,5,0.96593,0.25882,22.4,0.0,1,0,28,12,11,0
BS-0998,0,0.0,1.0,21.3,0.0,0,1,13,27,16,1
BS-0999,22,-0.5,0.86603,3.5,0.0,1,0,1,39,3,0
BS-1000,2,0.5,0.86603,6.8,0.0,1,0,20,20,4,0
BS-1001,21,-0.70711,0.70711,5.8,0.0,0,0,17,23,9,0
BS-1002,7,0.96593,-0.25882,23.3,1.1,0,0,5,35,26,1
BS-1003,14,-0.5,-0.86603,16.6,4.7,1,0,19,21,8,0
BS-1004,1,0.25882,0.96593,24.0,1.8,0,0,16,24,3,0
BS-1005,23,-0.25882,0.96593,4.2,6.3,1,0,24,16,1,0
BS-1006,4,0.86603,0.5,5.4,2.6,0,0,26,14,2,0
BS-1007,17,-0.96593,-0.25882,8.0,0.0,1,1,12,28,30,0
BS-1008,0,0.0,1.0,19.3,2.5,1,0,16,24,0,0
BS-1009,7,0.96593,-0.25882,28.1,0.0,1,0,6,34,20,1
BS-1010,6,1.0,0.0,18.8,0.0,0,0,8,32,22,1
BS-1011,23,-0.25882,0.96593,19.7,0.0,0,0,16,24,7,0
BS-1012,9,0.70711,-0.70711,5.8,0.0,0,0,9,31,23,1
BS-1013,2,0.5,0.86603,3.7,1.2,1,0,14,26,1,0
BS-1014,17,-0.96593,-0.25882,26.2,0.0,1,1,2,38,37,1
BS-1015,13,-0.25882,-0.96593,16.5,1.6,0,0,22,18,12,0
BS-1016,19,-0.96593,0.25882,1.7,0.0,1,0,21,19,12,0
BS-1017,19,-0.96593,0.25882,17.3,0.0,0,0,15,25,21,0
BS-1018,23,-0.25882,0.96593,27.9,0.0,0,0,11,29,7,0
BS-1019,16,-0.86603,-0.5,-0.2,0.0,1,0,21,19,18,0
BS-1020,13,-0.25882,-0.96593,17.8,0.0,0,0,15,25,17,0
BS-1021,3,0.70711,0.70711,0.0,4.2,0,0,28,12,1,0
BS-1022,7,0.96593,-0.25882,6.9,0.0,0,1,13,27,26,0
BS-1023,4,0.86603,0.5,23.0,0.0,0,0,15,25,10,0
BS-1024,3,0.70711,0.70711,12.3,0.0,1,0,22,18,3,0
BS-1025,5,0.96593,0.25882,11.2,3.9,0,0,29,11,2,0
BS-1026,16,-0.86603,-0.5,8.7,0.0,1,0,10,30,19,0
BS-1027,0,0.0,1.0,5.0,0.0,0,0,23,17,2,0
BS-1028,23,-0.25882,0.96593,20.7,0.0,0,0,15,25,13,0
BS-1029,8,0.86603,-0.5,11.6,0.0,0,0,18,22,33,0
BS-1030,10,0.5,-0.86603,-4.4,0.0,1,0,27,13,22,0
BS-1031,15,-0.70711,-0.70711,8.6,1.8,0,0,19,21,26,0
BS-1032,11,0.25882,-0.96593,22.2,0.0,1,0,15,25,22,0
BS-1033,16,-0.86603,-0.5,17.5,0.0,0,0,25,15,33,0
BS-1034,7,0.96593,-0.25882,18.1,0.0,0,0,13,27,23,0
BS-1035,6,1.0,0.0,27.2,0.0,0,0,22,18,17,0
BS-1036,19,-0.96593,0.25882,10.8,0.0,0,0,26,14,16,0
BS-1037,0,0.0,1.0,4.8,0.0,1,0,23,17,2,0
BS-1038,0,0.0,1.0,22.0,2.0,1,0,18,22,1,0
BS-1039,4,0.86603,0.5,19.0,0.0,0,1,24,16,12,0
BS-1040,13,-0.25882,-0.96593,10.4,0.0,0,0,6,34,13,1
BS-1041,16,-0.86603,-0.5,12.7,0.0,0,0,16,24,27,1
BS-1042,17,-0.96593,-0.25882,23.3,1.0,1,0,12,28,24,0
BS-1043,15,-0.70711,-0.70711,26.0,0.0,0,0,15,25,25,1
BS-1044,18,-1.0,-0.0,9.8,0.0,0,0,11,29,33,1
BS-1045,17,-0.96593,-0.25882,2.5,0.0,0,0,15,25,28,0
BS-1046,21,-0.70711,0.70711,5.2,2.6,0,1,24,16,13,0
BS-1047,16,-0.86603,-0.5,17.5,0.0,0,0,15,25,19,0
BS-1048,23,-0.25882,0.96593,23.1,0.0,0,1,21,19,17,0
BS-1049,10,0.5,-0.86603,16.0,0.0,0,1,6,34,23,1
BS-1050,17,-0.96593,-0.25882,-2.4,0.3,0,0,4,36,24,1
BS-1051,13,-0.25882,-0.96593,21.4,0.0,0,0,2,38,16,1
BS-1052,2,0.5,0.86603,30.1,4.6,0,0,17,23,0,0
BS-1053,7,0.96593,-0.25882,16.1,0.0,0,0,10,30,22,0
BS-1054,12,0.0,-1.0,24.5,0.0,0,0,12,28,19,0
BS-1055,19,-0.96593,0.25882,16.8,0.0,0,0,2,38,24,1
BS-1056,0,0.0,1.0,17.9,0.0,0,0,12,28,9,0
BS-1057,2,0.5,0.86603,3.3,0.0,1,0,30,10,6,0
BS-1058,13,-0.25882,-0.96593,15.3,0.0,0,0,21,19,16,0
BS-1059,16,-0.86603,-0.5,19.6,0.0,0,0,1,39,35,1
BS-1060,21,-0.70711,0.70711,5.6,0.0,1,0,21,19,7,0
BS-1061,11,0.25882,-0.96593,9.3,0.0,0,0,6,34,13,0
BS-1062,9,0.70711,-0.70711,22.0,0.0,0,0,12,28,22,1
BS-1063,8,0.86603,-0.5,5.0,0.0,0,0,24,16,20,0
BS-1064,18,-1.0,-0.0,30.1,0.0,0,0,16,24,35,0
BS-1065,19,-0.96593,0.25882,22.7,0.6,1,0,21,19,20,0
BS-1066,21,-0.70711,0.70711,9.2,0.0,0,0,18,22,10,0
BS-1067,15,-0.70711,-0.70711,23.3,1.7,1,0,10,30,21,1
BS-1068,0,0.0,1.0,21.2,0.0,1,0,7,33,8,0
BS-1069,23,-0.25882,0.96593,13.0,0.0,1,0,21,19,4,0
BS-1070,12,0.0,-1.0,16.3,0.0,1,0,15,25,28,0
BS-1071,15,-0.70711,-0.70711,14.4,0.0,0,0,23,17,30,1
BS-1072,17,-0.96593,-0.25882,9.2,2.1,0,0,22,18,29,0
BS-1073,9,0.70711,-0.70711,20.4,0.0,0,0,20,20,26,0
BS-1074,1,0.25882,0.96593,24.5,0.0,0,0,24,16,10,0
BS-1075,21,-0.70711,0.70711,16.4,0.5,0,0,18,22,9,0
BS-1076,15,-0.70711,-0.70711,0.8,0.0,0,0,16,24,26,1
BS-1077,21,-0.70711,0.70711,5.3,0.0,0,0,9,31,9,0
BS-1078,12,0.0,-1.0,8.7,3.2,0,0,15,25,1,0
BS-1079,18,-1.0,-0.0,14.4,0.0,0,0,17,23,19,0
BS-1080,23,-0.25882,0.96593,6.0,0.0,0,0,24,16,6,0
BS-1081,5,0.96593,0.25882,20.1,0.0,0,0,20,20,4,0
BS-1082,19,-0.96593,0.25882,12.3,0.0,0,0,16,24,22,0
BS-1083,13,-0.25882,-0.96593,12.3,0.0,1,1,10,30,25,1
BS-1084,9,0.70711,-0.70711,8.6,0.0,1,0,9,31,19,0
BS-1085,9,0.70711,-0.70711,7.6,0.0,0,0,25,15,23,0
BS-1086,7,0.96593,-0.25882,7.4,0.0,1,0,32,8,14,0
BS-1087,20,-0.86603,0.5,16.4,0.0,1,0,15,25,10,0
