sheet_id,production_line,coating_g_m2,split
CS-1746,line_B,58.233,train
CS-1747,line_A,43.976,test
CS-1748,line_A,48.778,train
CS-1749,line_A,39.43,train
CS-1750,line_A,45.477,train
CS-1751,line_B,62.944,train
CS-1752,line_A,46.123,train
CS-1753,line_A,46.116,train
CS-1754,line_A,58.017,test
CS-1755,line_B,53.002,test
CS-1756,line_A,57.313,train
CS-1757,line_B,46.394,train
CS-1758,line_A,43.171,train
CS-1759,line_B,58.518,train
CS-1760,line_A,50.127,train
CS-1761,line_A,54.564,train
CS-1762,line_A,38.874,test
CS-1763,line_B,56.234,train
CS-1764,line_B,55.542,train
CS-1765,line_B,54.249,train
CS-1766,line_A,36.58,test
CS-1767,line_A,42.616,train
CS-1768,line_A,48.775,train
CS-1769,line_A,41.139,train
CS-1770,line_B,49.178,train
CS-1771,line_B,63.785,train
CS-1772,line_A,57.033,train
CS-1773,line_A,54.098,train
CS-1774,line_B,59.548,train
CS-1775,line_A,49.915,test
CS-1776,line_A,45.257,test
CS-1777,line_A,48.281,train
CS-1778,line_A,37.991,train
CS-1779,line_B,55.815,train
CS-1780,line_B,54.788,train
CS-1781,line_A,46.435,test
CS-1782,line_A,49.725,test
CS-1783,line_A,49.056,train
CS-1784,line_A,50.379,test
CS-1785,line_B,67.116,train
CS-1786,line_B,50.699,test
CS-1787,line_B,64.162,train
CS-1788,line_A,50.017,train
CS-1789,line_B,67.061,train
CS-1790,line_B,65.018,train
CS-1791,line_A,41.284,train
CS-1792,line_A,50.04,train
CS-1793,line_A,55.213,test
CS-1794,line_A,45.347,test
CS-1795,line_A,40.898,train
CS-1796,line_B,62.918,train
CS-1797,line_A,49.932,train
CS-1798,line_B,45.777,train
CS-1799,line_A,45.557,train
CS-1800,line_A,51.526,train
CS-1801,line_A,37.988,train
CS-1802,line_B,68.213,train
CS-1803,line_A,60.955,train
CS-1804,line_A,53.579,train
CS-1805,line_B,56.625,train
CS-1806,line_B,64.495,train
CS-1807,line_A,52.656,train
CS-1808,line_A,52.784,test
CS-1809,line_A,49.398,train
CS-1810,line_B,55.415,train
CS-1811,line_B,67.235,test
CS-1812,line_A,48.487,train
CS-1813,line_B,56.736,train
CS-1814,line_A,49.606,train
CS-1815,line_A,36.981,train
CS-1816,line_A,45.293,train
CS-1817,line_A,48.943,train
CS-1818,line_A,51.49,train
CS-1819,line_B,56.688,test
CS-1820,line_A,38.457,test
CS-1821,line_A,40.247,train
CS-1822,line_A,39.453,test
CS-1823,line_B,60.244,train
CS-1824,line_A,45.605,test
CS-1825,line_A,53.306,train
CS-1826,line_A,45.374,train
CS-1827,line_A,39.39,train
CS-1828,line_A,37.799,test
CS-1829,line_A,50.547,test
CS-1830,line_B,59.777,train
CS-1831,line_A,44.659,test
CS-1832,line_A,48.125,train
CS-1833,line_A,52.578,train
CS-1834,line_A,50.521,test
CS-1835,line_B,72.154,train
CS-1836,line_A,43.254,test
CS-1837,line_B,57.04,train
CS-1838,line_B,56.63,train
CS-1839,line_B,62.736,train
CS-1840,line_A,47.716,train
CS-1841,line_A,45.138,test
CS-1842,line_B,56.742,test
CS-1843,line_B,67.207,train
CS-1844,line_A,45.859,train
CS-1845,line_B,52.402,train
CS-1846,line_B,64.632,train
CS-1847,line_A,48.707,train
CS-1848,line_B,56.916,test
CS-1849,line_A,56.03,train
CS-1850,line_B,67.051,test
CS-1851,line_A,36.902,test
CS-1852,line_A,44.177,train
CS-1853,line_B,54.869,train
CS-1854,line_B,53.587,train
CS-1855,line_A,52.577,train
CS-1856,line_B,51.285,train
CS-1857,line_B,57.759,train
CS-1858,line_B,60.645,test
CS-1859,line_B,53.05,train
CS-1860,line_A,49.099,test
CS-1861,line_B,55.565,train
CS-1862,line_B,54.56,train
CS-1863,line_B,54.058,train
CS-1864,line_B,60.294,test
CS-1865,line_A,54.664,train
CS-1866,line_A,45.798,train
CS-1867,line_B,59.235,test
CS-1868,line_A,48.39,test
CS-1869,line_A,41.451,train
CS-1870,line_B,58.51,test
CS-1871,line_A,41.677,train
CS-1872,line_B,57.116,train
CS-1873,line_A,49.808,train
CS-1874,line_B,56.979,test
CS-1875,line_A,34.212,train
CS-1876,line_B,48.413,train
CS-1877,line_B,53.458,test
CS-1878,line_B,58.312,train
CS-1879,line_A,44.88,train
CS-1880,line_A,53.648,test
CS-1881,line_A,59.002,train
CS-1882,line_B,54.172,test
CS-1883,line_B,45.063,train
CS-1884,line_B,59.356,train
CS-1885,line_B,64.294,test
CS-1886,line_A,46.739,train
CS-1887,line_A,47.82,test
CS-1888,line_A,37.795,train
CS-1889,line_A,50.167,test
CS-1890,line_A,40.404,train
CS-1891,line_A,48.899,train
CS-1892,line_A,47.413,train
CS-1893,line_A,45.034,train
CS-1894,line_A,64.76,test
CS-1895,line_A,47.301,test
CS-1896,line_A,51.013,train
CS-1897,line_A,54.378,test
CS-1898,line_B,55.863,test
CS-1899,line_A,40.044,test
CS-1900,line_B,69.231,test
CS-1901,line_A,46.861,train
CS-1902,line_A,51.468,train
CS-1903,line_A,49.156,train
CS-1904,line_A,38.166,test
CS-1905,line_B,45.661,train
CS-1906,line_A,45.045,train
CS-1907,line_A,35.229,train
CS-1908,line_A,46.194,train
CS-1909,line_B,63.716,test
CS-1910,line_A,39.14,train
CS-1911,line_A,49.652,test
CS-1912,line_A,57.655,train
CS-1913,line_A,43.195,train
CS-1914,line_A,36.296,test
CS-1915,line_A,47.732,train
CS-1916,line_B,51.956,test
CS-1917,line_A,57.028,train
CS-1918,line_A,52.187,train
CS-1919,line_A,46.626,train
CS-1920,line_A,46.332,test
CS-1921,line_A,47.58,train
CS-1922,line_A,48.148,train
CS-1923,line_A,49.775,test
CS-1924,line_B,64.132,train
CS-1925,line_A,38.289,train
CS-1926,line_A,50.974,train
CS-1927,line_A,56.15,train
CS-1928,line_A,44.446,train
CS-1929,line_A,37.853,train
CS-1930,line_B,61.729,train
CS-1931,line_A,47.937,test
CS-1932,line_B,59.391,train
CS-1933,line_B,62.166,test
CS-1934,line_B,57.471,train
CS-1935,line_A,45.783,train
CS-1936,line_A,55.3,train
CS-1937,line_B,49.694,train
CS-1938,line_A,47.735,train
CS-1939,line_B,49.593,test
CS-1940,line_B,51.245,train
CS-1941,line_B,54.08,train
CS-1942,line_A,48.855,train
CS-1943,line_A,55.11,train
CS-1944,line_B,63.416,train
CS-1945,line_A,48.842,train
CS-1946,line_A,49.863,train
CS-1947,line_B,54.087,train
CS-1948,line_A,49.304,train
CS-1949,line_A,57.046,train
CS-1950,line_A,46.855,train
CS-1951,line_B,57.942,train
CS-1952,line_A,47.805,train
CS-1953,line_A,46.122,test
CS-1954,line_A,51.978,test
CS-1955,line_A,43.539,test
CS-1956,line_A,50.311,train
CS-1957,line_B,62.432,train
CS-1958,line_B,57.527,test
CS-1959,line_A,48.818,test
CS-1960,line_B,49.339,train
CS-1961,line_A,40.232,train
CS-1962,line_B,55.45,train
CS-1963,line_A,53.543,test
CS-1964,line_B,52.607,train
CS-1965,line_B,53.718,train
CS-1966,line_A,45.923,train
CS-1967,line_B,62.514,train
CS-1968,line_A,35.237,train
CS-1969,line_A,52.594,test
CS-1970,line_B,52.477,train
CS-1971,line_B,55.334,test
CS-1972,line_A,43.647,train
CS-1973,line_A,44.79,test
CS-1974,line_A,49.517,train
CS-1975,line_A,44.095,train
CS-1976,line_A,42.788,train
CS-1977,line_A,52.403,train
CS-1978,line_A,48.936,train
CS-1979,line_A,53.519,train
CS-1980,line_A,46.269,train
CS-1981,line_A,50.034,train
CS-1982,line_A,53.687,test
CS-1983,line_A,48.172,train
CS-1984,line_A,49.181,train
CS-1985,line_A,47.689,test
CS-1986,line_B,57.79,train
CS-1987,line_A,59.058,train
CS-1988,line_B,61.762,train
CS-1989,line_B,57.767,train
CS-1990,line_A,45.906,test
CS-1991,line_B,60.046,test
CS-1992,line_B,52.225,train
CS-1993,line_B,64.259,train
CS-1994,line_A,44.509,train
CS-1995,line_A,49.491,train
CS-1996,line_B,57.695,test
CS-1997,line_A,53.403,train
CS-1998,line_A,43.057,train
CS-1999,line_B,58.896,train
CS-2000,line_A,49.534,train
CS-2001,line_A,49.022,test
CS-2002,line_A,39.158,train
CS-2003,line_B,58.686,train
CS-2004,line_A,42.134,train
CS-2005,line_A,50.57,train
CS-2006,line_A,50.299,train
CS-2007,line_A,54.671,train
CS-2008,line_A,50.687,train
CS-2009,line_A,57.071,train
CS-2010,line_A,52.892,train
CS-2011,line_A,48.516,test
CS-2012,line_A,45.578,train
CS-2013,line_B,55.134,test
CS-2014,line_A,54.232,train
CS-2015,line_A,49.646,train
CS-2016,line_A,50.14,train
CS-2017,line_B,59.481,train
CS-2018,line_A,44.015,train
CS-2019,line_A,39.021,train
CS-2020,line_A,46.891,test
CS-2021,line_A,59.539,train
CS-2022,line_A,52.206,train
CS-2023,line_B,57.38,train
CS-2024,line_B,56.824,train
CS-2025,line_A,44.918,train
CS-2026,line_A,50.13,train
CS-2027,line_A,50.084,train
CS-2028,line_A,48.346,train
CS-2029,line_A,36.413,train
CS-2030,line_B,61.142,train
CS-2031,line_A,41.494,train
CS-2032,line_B,59.048,train
CS-2033,line_B,54.845,train
CS-2034,line_B,51.679,train
CS-2035,line_A,53.551,train
CS-2036,line_A,43.044,train
CS-2037,line_A,36.343,train
CS-2038,line_B,58.148,train
CS-2039,line_A,38.217,train
CS-2040,line_B,64.344,train
CS-2041,line_A,52.059,train
CS-2042,line_A,52.29,train
CS-2043,line_A,50.775,train
CS-2044,line_A,45.486,train
CS-2045,line_A,53.515,train
CS-2046,line_B,58.667,test
CS-2047,line_A,44.284,train
CS-2048,line_A,45.809,train
CS-2049,line_B,58.588,train
CS-2050,line_A,47.224,train
CS-2051,line_A,55.037,train
CS-2052,line_B,57.154,train
CS-2053,line_A,37.828,train
CS-2054,line_B,69.108,train
CS-2055,line_A,64.046,test
CS-2056,line_A,44.709,train
CS-2057,line_A,54.275,train
CS-2058,line_B,50.5,train
CS-2059,line_A,47.988,test
CS-2060,line_A,43.562,test
CS-2061,line_A,45.345,test
CS-2062,line_B,50.598,train
CS-2063,line_A,45.591,test
CS-2064,line_A,42.633,test
CS-2065,line_A,52.804,train
CS-2066,line_A,56.145,train
CS-2067,line_A,45.544,train
CS-2068,line_A,40.696,train
CS-2069,line_A,43.936,train
CS-2070,line_A,39.468,train
CS-2071,line_A,39.641,train
CS-2072,line_A,45.026,test
CS-2073,line_B,60.61,train
CS-2074,line_B,66.063,train
CS-2075,line_B,57.715,train
CS-2076,line_B,55.425,test
CS-2077,line_B,58.481,train
CS-2078,line_B,60.476,train
CS-2079,line_A,43.472,train
CS-2080,line_A,43.723,train
CS-2081,line_A,43.077,train
CS-2082,line_A,41.879,train
CS-2083,line_A,58.489,train
CS-2084,line_A,53.437,train
CS-2085,line_A,47.614,train
CS-2086,line_B,61.175,train
CS-2087,line_A,46.224,train
CS-2088,line_A,44.784,train
CS-2089,line_A,57.544,train
CS-2090,line_B,56.375,train
CS-2091,line_B,49.051,test
CS-2092,line_A,47.852,train
CS-2093,line_B,61.129,train
CS-2094,line_A,45.984,train
CS-2095,line_B,60.461,train
CS-2096,line_B,64.087,train
CS-2097,line_A,52.352,train
CS-2098,line_A,47.142,train
CS-2099,line_A,52.601,train
CS-2100,line_A,43.454,train
CS-2101,line_B,52.978,train
CS-2102,line_A,53.595,train
CS-2103,line_B,54.442,train
CS-2104,line_A,59.266,train
CS-2105,line_B,51.345,test
CS-2106,line_A,41.071,train
CS-2107,line_A,33.447,train
CS-2108,line_A,55.427,train
CS-2109,line_A,47.956,test
CS-2110,line_B,56.798,train
CS-2111,line_A,41.358,train
CS-2112,line_B,67.828,train
CS-2113,line_B,59.756,test
CS-2114,line_B,62.143,train
CS-2115,line_A,46.354,test
CS-2116,line_A,48.261,test
CS-2117,line_A,46.997,test
CS-2118,line_B,61.829,test
CS-2119,line_A,50.41,train
CS-2120,line_A,43.237,train
CS-2121,line_A,43.954,test
CS-2122,line_B,58.758,test
CS-2123,line_A,53.662,train
CS-2124,line_B,58.869,train
CS-2125,line_A,45.26,train
CS-2126,line_A,59.69,train
CS-2127,line_A,39.992,test
CS-2128,line_A,51.44,train
CS-2129,line_B,55.256,test
CS-2130,line_A,46.14,test
CS-2131,line_B,58.069,test
CS-2132,line_A,55.603,test
CS-2133,line_A,45.42,train
CS-2134,line_B,65.917,train
CS-2135,line_A,48.197,train
CS-2136,line_B,60.288,train
CS-2137,line_A,55.587,train
CS-2138,line_A,50.324,train
CS-2139,line_A,51.524,train
CS-2140,line_A,48.971,train
CS-2141,line_A,44.617,train
CS-2142,line_A,46.798,test
CS-2143,line_B,53.258,test
CS-2144,line_A,49.124,train
CS-2145,line_A,52.509,train
CS-2146,line_A,45.138,test
CS-2147,line_A,46.679,train
CS-2148,line_B,55.87,train
CS-2149,line_A,52.623,test
CS-2150,line_A,58.017,train
CS-2151,line_A,55.964,train
CS-2152,line_A,32.777,train
CS-2153,line_A,49.391,test
CS-2154,line_A,54.226,train
CS-2155,line_A,46.144,train
CS-2156,line_B,67.764,train
CS-2157,line_B,59.217,train
CS-2158,line_A,51.023,train
CS-2159,line_B,58.779,train
CS-2160,line_A,45.168,test
CS-2161,line_A,43.233,train
CS-2162,line_A,48.844,train
CS-2163,line_A,44.986,test
CS-2164,line_A,51.442,train
CS-2165,line_B,52.83,test
CS-2166,line_B,56.361,train
CS-2167,line_A,50.244,train
CS-2168,line_B,65.954,train
CS-2169,line_A,53.928,train
CS-2170,line_B,56.276,train
CS-2171,line_A,49.28,train
CS-2172,line_B,58.253,train
CS-2173,line_A,53.883,train
CS-2174,line_A,52.906,train
CS-2175,line_A,46.734,train
CS-2176,line_A,51.557,train
CS-2177,line_B,63.339,train
CS-2178,line_B,65.932,train
CS-2179,line_A,44.423,train
CS-2180,line_A,42.822,train
CS-2181,line_A,55.008,train
CS-2182,line_A,55.523,train
CS-2183,line_A,57.903,train
CS-2184,line_A,48.457,train
CS-2185,line_A,55.671,train
CS-2186,line_A,40.376,train
CS-2187,line_B,61.636,test
CS-2188,line_A,45.237,train
CS-2189,line_B,60.62,train
CS-2190,line_A,47.393,train
CS-2191,line_A,48.827,train
CS-2192,line_B,58.072,train
CS-2193,line_B,57.264,train
CS-2194,line_A,51.222,test
CS-2195,line_B,60.932,train
CS-2196,line_A,37.466,test
CS-2197,line_B,53.645,train
CS-2198,line_B,47.346,train
CS-2199,line_B,60.388,test
CS-2200,line_A,53.241,train
CS-2201,line_A,51.107,train
CS-2202,line_A,40.862,train
CS-2203,line_B,49.463,train
CS-2204,line_A,38.61,train
CS-2205,line_A,57.911,train
CS-2206,line_A,50.59,train
CS-2207,line_B,58.953,train
CS-2208,line_A,50.894,train
CS-2209,line_B,56.709,train
CS-2210,line_A,53.024,train
CS-2211,line_B,57.089,test
CS-2212,line_A,55.438,train
CS-2213,line_A,45.159,train
CS-2214,line_A,55.568,train
CS-2215,line_B,53.446,train
CS-2216,line_A,51.189,train
CS-2217,line_A,43.958,train
CS-2218,line_A,45.891,train
CS-2219,line_B,60.027,train
CS-2220,line_B,62.951,train
CS-2221,line_B,53.87,test
CS-2222,line_B,61.138,train
CS-2223,line_A,41.935,train
CS-2224,line_B,62.141,test
CS-2225,line_A,41.932,train
CS-2226,line_A,44.91,train
CS-2227,line_B,53.507,test
CS-2228,line_A,50.176,train
CS-2229,line_A,45.662,train
CS-2230,line_B,59.002,train
CS-2231,line_A,42.394,train
CS-2232,line_A,48.438,train
CS-2233,line_A,47.783,test
CS-2234,line_A,36.698,test
CS-2235,line_B,63.351,test
CS-2236,line_A,49.486,train
CS-2237,line_A,43.776,train
CS-2238,line_B,61.761,train
CS-2239,line_A,44.688,train
CS-2240,line_A,42.853,train
CS-2241,line_A,38.604,train
CS-2242,line_A,46.883,train
CS-2243,line_A,57.885,train
CS-2244,line_A,49.674,train
CS-2245,line_A,58.116,train
CS-2246,line_A,46.069,train
CS-2247,line_A,41.063,train
CS-2248,line_B,65.813,train
CS-2249,line_B,51.612,test
CS-2250,line_B,60.23,train
CS-2251,line_A,45.947,train
CS-2252,line_A,46.675,train
CS-2253,line_A,53.244,train
CS-2254,line_A,47.229,train
CS-2255,line_B,59.173,train
CS-2256,line_B,56.571,train
CS-2257,line_A,47.617,train
CS-2258,line_A,41.36,train
CS-2259,line_A,59.56,train
CS-2260,line_A,47.998,train
CS-2261,line_A,43.335,test
CS-2262,line_A,45.971,train
CS-2263,line_A,48.089,train
CS-2264,line_A,40.287,train
CS-2265,line_B,54.629,train
CS-2266,line_A,52.77,train
CS-2267,line_A,52.728,train
CS-2268,line_B,53.937,train
CS-2269,line_A,44.021,train
CS-2270,line_A,40.946,test
CS-2271,line_A,46.162,test
CS-2272,line_A,42.972,train
CS-2273,line_A,44.719,train
CS-2274,line_A,41.547,train
CS-2275,line_B,50.244,test
CS-2276,line_A,57.706,test
CS-2277,line_A,44.074,train
CS-2278,line_A,50.148,train
CS-2279,line_A,51.864,train
CS-2280,line_B,63.489,test
CS-2281,line_B,65.736,train
CS-2282,line_A,51.101,test
CS-2283,line_A,56.151,test
CS-2284,line_B,44.587,test
CS-2285,line_A,47.538,train
CS-2286,line_B,63.779,train
CS-2287,line_A,54.042,train
CS-2288,line_A,54.579,train
CS-2289,line_B,51.624,train
CS-2290,line_A,52.091,train
CS-2291,line_A,47.905,test
CS-2292,line_B,56.645,train
CS-2293,line_A,54.054,train
CS-2294,line_B,64.675,train
CS-2295,line_B,58.58,test
CS-2296,line_B,65.178,train
CS-2297,line_A,51.081,train
CS-2298,line_B,58.602,test
CS-2299,line_B,55.32,train
CS-2300,line_B,69.02,test
CS-2301,line_A,52.017,train
CS-2302,line_A,49.008,train
CS-2303,line_B,59.242,train
CS-2304,line_A,44.899,test
CS-2305,line_B,62.276,train
CS-2306,line_B,63.853,test
CS-2307,line_A,42.187,train
CS-2308,line_A,42.01,train
CS-2309,line_A,48.311,train
CS-2310,line_A,42.974,train
CS-2311,line_A,44.461,test
CS-2312,line_A,51.339,train
CS-2313,line_A,56.292,test
CS-2314,line_A,51.869,train
CS-2315,line_A,48.79,train
CS-2316,line_A,46.435,train
CS-2317,line_A,53.06,train
CS-2318,line_A,44.925,train
CS-2319,line_A,49.168,train
CS-2320,line_B,53.583,train
CS-2321,line_A,45.864,test
CS-2322,line_A,55.961,train
CS-2323,line_A,51.72,train
CS-2324,line_B,58.471,train
CS-2325,line_A,41.616,train
CS-2326,line_B,59.628,train
CS-2327,line_A,42.79,train
CS-2328,line_B,52.933,train
CS-2329,line_A,43.759,train
CS-2330,line_A,43.434,train
CS-2331,line_B,51.348,train
CS-2332,line_A,50.85,train
CS-2333,line_B,59.566,train
CS-2334,line_B,52.948,train
CS-2335,line_A,42.232,test
CS-2336,line_A,50.006,train
CS-2337,line_A,52.577,train
CS-2338,line_A,43.299,train
CS-2339,line_A,47.043,train
CS-2340,line_A,40.52,train
CS-2341,line_A,49.214,test
CS-2342,line_B,57.498,train
CS-2343,line_A,43.267,train
CS-2344,line_B,58.098,train
CS-2345,line_A,56.032,train
CS-2346,line_A,54.88,test
CS-2347,line_A,38.19,test
CS-2348,line_B,68.114,train
CS-2349,line_B,65.55,train
CS-2350,line_A,48.257,test
CS-2351,line_A,49.676,test
CS-2352,line_A,54.151,train
CS-2353,line_A,50.557,train
CS-2354,line_B,67.436,train
CS-2355,line_A,49.455,train
CS-2356,line_A,50.51,train
CS-2357,line_B,58.592,train
CS-2358,line_A,51.308,train
CS-2359,line_B,58.073,train
CS-2360,line_A,51.74,train
CS-2361,line_A,44.877,train
CS-2362,line_A,51.595,train
CS-2363,line_B,53.438,train
CS-2364,line_A,46.806,train
CS-2365,line_B,54.296,train
CS-2366,line_B,52.96,train
CS-2367,line_A,54.236,test
CS-2368,line_B,54.274,train
CS-2369,line_A,61.566,test
CS-2370,line_A,54.548,train
CS-2371,line_B,52.017,train
CS-2372,line_A,52.444,train
CS-2373,line_A,48.235,train
CS-2374,line_A,48.388,train
CS-2375,line_A,49.867,train
CS-2376,line_B,61.595,train
CS-2377,line_A,46.495,train
CS-2378,line_A,40.985,train
CS-2379,line_A,56.184,train
CS-2380,line_B,56.732,train
CS-2381,line_A,44.461,train
CS-2382,line_A,47.999,train
CS-2383,line_A,39.761,train
CS-2384,line_A,49.877,test
CS-2385,line_A,48.519,train
CS-2386,line_B,57.357,test
CS-2387,line_A,41.286,train
CS-2388,line_B,61.413,train
CS-2389,line_A,47.226,test
CS-2390,line_B,54.871,train
CS-2391,line_A,42.409,test
CS-2392,line_A,40.406,train
CS-2393,line_B,69.509,train
CS-2394,line_A,55.165,train
CS-2395,line_A,47.19,test
CS-2396,line_A,41.442,train
CS-2397,line_B,56.094,train
CS-2398,line_A,50.239,train
CS-2399,line_B,57.644,train
CS-2400,line_B,50.465,train
CS-2401,line_B,70.565,train
CS-2402,line_A,44.58,train
CS-2403,line_A,40.753,train
CS-2404,line_A,48.753,test
CS-2405,line_A,47.976,train
CS-2406,line_B,61.958,train
CS-2407,line_B,61.408,test
CS-2408,line_B,58.215,train
CS-2409,line_A,48.323,train
CS-2410,line_B,68.5,test
CS-2411,line_B,54.724,train
CS-2412,line_B,46.775,train
CS-2413,line_A,52.834,train
CS-2414,line_A,40.488,test
CS-2415,line_B,54.98,train
CS-2416,line_B,51.947,train
CS-2417,line_A,43.921,train
CS-2418,line_A,51.168,train
CS-2419,line_A,39.594,train
CS-2420,line_B,63.299,train
CS-2421,line_A,39.533,train
CS-2422,line_A,48.382,train
CS-2423,line_A,43.972,train
CS-2424,line_B,57.556,train
CS-2425,line_B,57.8,test
CS-2426,line_B,58.207,train
CS-2427,line_A,40.043,train
CS-2428,line_B,61.054,train
CS-2429,line_A,47.798,train
CS-2430,line_A,55.046,train
CS-2431,line_A,52.949,train
CS-2432,line_B,63.161,test
CS-2433,line_A,47.578,test
CS-2434,line_B,60.819,train
CS-2435,line_A,57.557,train
CS-2436,line_B,56.2,train
CS-2437,line_B,50.231,test
CS-2438,line_B,54.99,train
CS-2439,line_A,58.977,train
CS-2440,line_A,55.318,train
CS-2441,line_A,51.883,test
CS-2442,line_B,55.873,train
CS-2443,line_B,58.766,train
CS-2444,line_B,57.72,train
CS-2445,line_A,48.064,train
CS-2446,line_A,50.139,train
CS-2447,line_A,49.148,test
CS-2448,line_A,44.926,test
CS-2449,line_B,53.984,train
CS-2450,line_A,48.33,train
CS-2451,line_A,49.864,train
CS-2452,line_A,50.01,train
CS-2453,line_A,52.1,train
CS-2454,line_B,49.975,train
CS-2455,line_A,44.169,train
CS-2456,line_A,42.045,train
CS-2457,line_A,47.128,train
CS-2458,line_A,46.078,train
CS-2459,line_B,54.354,test
CS-2460,line_A,61.724,train
CS-2461,line_A,49.85,train
CS-2462,line_A,35.889,test
CS-2463,line_A,44.526,test
CS-2464,line_B,53.394,train
CS-2465,line_B,53.961,train
CS-2466,line_B,56.442,train
CS-2467,line_A,45.366,test
CS-2468,line_B,61.52,test
CS-2469,line_A,57.745,train
CS-2470,line_B,57.195,train
CS-2471,line_A,43.562,train
CS-2472,line_A,51.208,train
CS-2473,line_A,46.069,train
CS-2474,line_A,50.046,test
CS-2475,line_B,56.098,train
CS-2476,line_A,42.475,test
CS-2477,line_A,39.339,train
CS-2478,line_A,40.528,train
CS-2479,line_A,56.068,train
CS-2480,line_A,58.469,train
CS-2481,line_B,61.557,test
CS-2482,line_A,39.972,train
CS-2483,line_B,58.85,test
CS-2484,line_B,53.28,train
CS-2485,line_B,66.798,test
CS-2486,line_B,61.062,train
CS-2487,line_A,41.973,test
CS-2488,line_A,51.028,test
CS-2489,line_A,46.07,test
CS-2490,line_B,51.969,train
CS-2491,line_A,41.49,train
CS-2492,line_A,46.75,test
CS-2493,line_A,45.132,test
CS-2494,line_B,57.634,test
CS-2495,line_A,47.693,train
CS-2496,line_A,50.501,test
CS-2497,line_A,48.956,train
CS-2498,line_A,55.65,train
CS-2499,line_A,54.684,test
CS-2500,line_B,52.556,test
CS-2501,line_A,51.312,train
CS-2502,line_A,55.985,train
CS-2503,line_A,41.002,train
CS-2504,line_A,52.811,train
CS-2505,line_B,64.846,test
CS-2506,line_A,46.79,train
CS-2507,line_B,58.464,train
CS-2508,line_A,49.03,train
CS-2509,line_A,44.544,train
CS-2510,line_B,57.884,train
CS-2511,line_B,66.622,train
CS-2512,line_A,50.151,train
CS-2513,line_A,46.594,train
CS-2514,line_A,51.869,test
CS-2515,line_B,60.723,train
CS-2516,line_A,52.395,train
CS-2517,line_A,46.234,train
CS-2518,line_A,49.221,train
CS-2519,line_A,49.768,train
CS-2520,line_A,53.027,train
CS-2521,line_B,65.493,train
CS-2522,line_B,57.674,train
CS-2523,line_A,34.172,train
CS-2524,line_B,60.323,train
CS-2525,line_B,63.693,train
CS-2526,line_A,43.701,test
CS-2527,line_B,44.942,train
CS-2528,line_A,43.867,train
CS-2529,line_B,63.389,train
CS-2530,line_B,68.601,train
CS-2531,line_B,64.424,train
CS-2532,line_B,52.945,test
CS-2533,line_A,48.802,test
CS-2534,line_A,60.068,train
CS-2535,line_B,56.743,test
CS-2536,line_A,48.658,train
CS-2537,line_A,51.156,train
CS-2538,line_A,54.087,train
CS-2539,line_A,41.064,train
CS-2540,line_B,63.322,train
CS-2541,line_B,66.733,train
CS-2542,line_B,53.196,train
CS-2543,line_A,52.198,train
CS-2544,line_B,51.36,train
CS-2545,line_A,54.188,train
CS-2546,line_A,37.222,train
CS-2547,line_A,54.658,train
CS-2548,line_B,54.193,test
CS-2549,line_B,57.234,test
CS-2550,line_B,58.693,train
CS-2551,line_B,53.489,test
CS-2552,line_A,55.527,test
CS-2553,line_A,39.485,train
CS-2554,line_A,40.129,train
CS-2555,line_A,49.072,test
CS-2556,line_B,55.189,train
CS-2557,line_A,39.724,train
CS-2558,line_A,46.842,train
CS-2559,line_A,47.408,train
CS-2560,line_B,50.744,train
CS-2561,line_B,59.13,train
CS-2562,line_A,49.165,train
CS-2563,line_A,45.586,train
CS-2564,line_A,36.063,train
CS-2565,line_A,52.052,test
CS-2566,line_A,57.315,train
CS-2567,line_A,42.194,test
CS-2568,line_A,40.488,train
CS-2569,line_A,45.482,test
CS-2570,line_A,54.805,train
CS-2571,line_A,47.705,train
CS-2572,line_A,49.551,train
CS-2573,line_A,39.406,train
CS-2574,line_B,47.585,train
CS-2575,line_A,46.324,train
CS-2576,line_B,49.907,train
CS-2577,line_A,44.686,train
CS-2578,line_A,53.978,train
CS-2579,line_A,48.887,train
CS-2580,line_A,45.674,train
CS-2581,line_A,44.198,train
CS-2582,line_B,62.071,train
CS-2583,line_A,49.09,train
CS-2584,line_B,53.977,train
CS-2585,line_A,46.659,train
CS-2586,line_B,59.591,train
CS-2587,line_A,45.217,train
CS-2588,line_A,42.207,train
CS-2589,line_A,49.475,train
CS-2590,line_B,56.374,train
CS-2591,line_B,59.545,train
CS-2592,line_A,42.346,train
CS-2593,line_A,38.604,train
CS-2594,line_B,54.243,train
CS-2595,line_A,47.393,train
CS-2596,line_A,49.976,train
CS-2597,line_B,50.1,train
CS-2598,line_A,44.72,test
CS-2599,line_B,50.89,train
CS-2600,line_A,41.545,train
CS-2601,line_A,57.937,train
CS-2602,line_A,53.228,train
CS-2603,line_A,51.717,train
CS-2604,line_B,67.662,train
CS-2605,line_B,66.008,train
CS-2606,line_B,64.155,train
CS-2607,line_A,46.701,train
CS-2608,line_A,50.168,test
CS-2609,line_A,37.921,train
CS-2610,line_B,62.305,train
CS-2611,line_B,53.119,train
CS-2612,line_A,42.269,train
CS-2613,line_B,46.599,train
CS-2614,line_A,50.092,train
CS-2615,line_A,50.536,train
CS-2616,line_A,50.536,train
CS-2617,line_A,43.148,train
CS-2618,line_A,41.786,train
