reading_id,outside_temp_c,hour,door_open_minutes,pallet_load_kg,humidity_pct,compressor_age_months,cooling_energy_kwh
CS-0957,36.2,6,2.2,556.6,60.2,75,63.41
CS-0958,28.8,7,,1352.4,56.4,111,74.2
CS-0959,23.3,20,1.9,418.3,53.7,28,42.77
CS-0960,29.0,18,4.2,972.7,59.8,102,62.94
CS-0961,20.5,23,8.3,852.2,84.5,117,56.03
CS-0962,17.8,22,2.4,891.5,81.1,90,52.06
CS-0963,23.2,1,,177.5,,54,50.33
CS-0964,11.8,0,0.9,422.3,67.5,99,39.88
CS-0965,28.9,18,2.9,228.4,52.4,37,53.29
CS-0966,32.2,6,3.9,918.6,52.8,107,60.3
CS-0967,30.4,21,1.8,526.3,52.6,68,55.16
CS-0968,36.1,18,6.7,785.6,74.5,112,72.03
CS-0969,20.9,8,5.0,231.5,46.9,77,51.29
CS-0970,27.6,10,4.4,536.5,,44,58.26
CS-0971,18.5,10,4.3,644.9,,119,56.87
CS-0972,13.1,21,1.9,432.1,65.4,18,34.33
CS-0973,25.9,22,10.2,236.4,,61,52.66
CS-0974,16.9,16,8.2,2054.2,56.8,84,55.15
CS-0975,31.8,9,9.4,331.3,,34,62.09
CS-0976,21.0,7,5.0,922.5,37.7,10,46.53
CS-0977,18.9,5,1.9,419.6,64.0,79,44.25
CS-0978,32.8,14,5.3,561.5,60.3,115,70.56
CS-0979,39.0,17,7.9,373.4,66.6,34,69.66
CS-0980,27.1,18,5.4,1560.4,69.9,56,61.83
CS-0981,17.7,19,0.9,611.2,65.7,18,40.1
CS-0982,31.3,19,,1687.6,63.3,78,72.7
CS-0983,13.0,8,2.4,377.0,63.3,41,39.18
CS-0984,23.7,5,,188.4,44.2,85,65.42
CS-0985,24.8,6,2.6,385.0,72.2,73,50.86
CS-0986,36.6,13,4.0,911.1,72.5,83,69.71
CS-0987,38.7,6,4.5,398.1,56.5,57,63.81
CS-0988,23.2,4,,694.5,50.9,94,70.05
CS-0989,28.0,19,3.2,372.0,51.4,33,54.22
CS-0990,19.4,23,4.6,1130.7,68.7,32,44.68
CS-0991,18.8,7,,1297.7,73.9,84,67.86
CS-0992,23.2,16,4.1,795.0,58.3,32,53.33
CS-0993,10.2,0,,642.5,53.7,78,52.97
CS-0994,3.4,4,4.9,769.0,65.2,38,29.29
CS-0995,19.1,10,,463.6,65.2,81,63.54
CS-0996,23.1,0,4.3,699.3,70.2,66,48.71
CS-0997,15.9,20,4.0,706.3,,72,49.38
CS-0998,20.7,10,8.1,186.0,47.4,90,56.39
CS-0999,20.7,12,5.4,746.6,66.3,10,48.82
CS-1000,28.3,6,,582.5,66.4,29,65.97
CS-1001,15.5,0,,1198.0,63.8,102,54.29
CS-1002,28.0,13,1.6,1382.9,72.1,47,53.8
CS-1003,38.0,17,4.4,685.4,48.6,83,70.84
CS-1004,21.0,6,7.2,831.9,41.7,106,53.37
CS-1005,10.0,3,3.6,743.0,,8,33.86
CS-1006,21.1,14,12.4,500.7,58.7,86,65.39
CS-1007,19.8,9,,573.9,56.5,98,65.4
CS-1008,19.5,11,,304.2,34.4,106,59.32
CS-1009,21.8,1,6.3,409.5,58.9,109,56.46
CS-1010,25.0,11,,,75.4,94,67.85
CS-1011,12.8,13,2.9,818.2,47.2,3,38.06
CS-1012,21.6,12,1.9,505.2,77.2,21,47.25
CS-1013,41.1,12,7.9,591.3,52.9,5,64.39
CS-1014,27.5,16,7.1,927.3,55.1,6,53.42
CS-1015,27.6,8,,619.6,72.5,96,73.79
CS-1016,31.3,23,9.0,,51.7,55,60.49
CS-1017,25.5,11,3.7,712.5,,25,47.79
CS-1018,19.3,0,,1477.8,45.9,118,62.07
CS-1019,26.8,16,1.6,571.2,,118,66.56
CS-1020,19.4,19,3.1,935.1,31.4,77,52.68
CS-1021,14.7,13,4.4,689.2,56.5,117,52.46
CS-1022,18.6,9,3.4,561.9,65.4,7,40.97
CS-1023,12.8,16,,,69.8,109,56.87
CS-1024,23.6,11,10.6,711.9,65.6,71,58.82
CS-1025,26.7,18,3.6,187.4,,27,46.06
CS-1026,10.5,16,,695.6,73.7,9,46.44
CS-1027,15.5,17,1.1,,47.6,4,36.58
CS-1028,10.4,1,6.2,893.8,62.4,109,44.86
CS-1029,9.7,17,4.9,933.5,56.0,39,41.78
CS-1030,18.1,5,2.1,1326.4,83.4,42,47.49
CS-1031,20.8,23,,919.4,57.1,102,65.11
CS-1032,27.3,6,5.7,710.6,52.5,116,63.77
CS-1033,22.3,22,6.0,541.9,60.9,49,52.59
CS-1034,27.7,12,3.4,,54.9,47,55.43
CS-1035,29.9,7,,428.0,51.5,99,74.03
CS-1036,15.4,10,0.7,565.5,,8,34.38
CS-1037,19.9,9,9.9,186.5,67.6,97,54.05
CS-1038,26.5,5,1.3,740.1,,37,51.66
CS-1039,19.6,23,12.8,1293.1,48.1,21,46.1
CS-1040,32.7,14,8.7,428.0,52.1,10,53.77
CS-1041,26.3,15,8.6,247.9,45.7,17,53.37
CS-1042,21.4,19,2.6,368.8,,12,44.23
CS-1043,27.6,12,7.4,944.7,48.6,104,62.81
CS-1044,32.9,6,4.5,857.8,54.9,16,58.4
CS-1045,14.5,2,8.6,1789.4,68.7,13,42.72
CS-1046,33.5,2,6.0,770.5,58.2,108,66.49
CS-1047,17.7,20,,,52.5,43,53.68
CS-1048,25.9,21,2.5,291.7,52.7,107,55.29
CS-1049,30.3,3,6.2,362.3,60.8,34,51.64
CS-1050,26.4,4,,244.4,84.9,86,66.98
CS-1051,21.0,18,,1229.8,63.5,99,61.02
CS-1052,35.6,18,1.6,856.7,64.3,86,62.8
CS-1053,19.7,15,17.2,433.9,60.2,46,57.43
CS-1054,30.2,10,5.9,522.3,64.7,114,68.36
CS-1055,36.7,6,7.4,1509.9,65.5,8,62.62
CS-1056,18.9,21,12.3,,73.3,23,51.19
CS-1057,27.6,0,3.9,1006.2,73.5,26,55.13
CS-1058,23.2,10,0.8,1017.5,74.1,89,56.3
CS-1059,12.2,15,3.7,,,11,37.21
CS-1060,41.1,6,5.9,252.5,66.8,92,71.59
CS-1061,28.2,23,2.3,,62.4,11,44.61
CS-1062,29.3,4,,2000.5,46.1,112,79.58
CS-1063,31.1,19,6.9,565.5,57.3,45,57.61
CS-1064,26.6,23,,894.6,58.1,95,75.93
CS-1065,34.0,12,2.0,837.5,,49,58.53
CS-1066,34.1,14,6.6,205.5,39.2,103,69.48
CS-1067,27.2,5,,1545.1,56.8,102,66.57
CS-1068,31.4,22,6.7,863.4,59.6,78,65.62
CS-1069,22.0,21,1.3,406.5,74.6,8,45.84
CS-1070,19.8,12,7.4,738.2,62.7,118,55.99
CS-1071,27.8,8,7.0,184.8,67.0,37,60.5
CS-1072,28.0,6,4.7,236.8,78.2,32,56.63
CS-1073,32.2,18,,1950.6,60.3,19,73.95
CS-1074,17.2,2,,326.4,81.2,91,57.99
CS-1075,23.6,2,5.7,801.6,92.0,34,43.73
CS-1076,12.6,16,10.1,181.1,,54,52.19
CS-1077,30.2,4,3.7,1483.3,,14,52.87
CS-1078,23.4,21,6.5,1072.9,72.3,15,55.26
CS-1079,26.7,3,3.8,288.7,78.6,15,45.37
CS-1080,23.5,2,2.4,677.7,64.3,111,53.86
CS-1081,21.8,19,3.4,439.3,63.7,33,49.46
CS-1082,34.9,10,5.3,457.9,54.3,36,60.71
CS-1083,31.2,12,,1080.1,72.3,108,73.85
CS-1084,29.7,9,3.9,611.1,61.6,57,56.52
CS-1085,24.4,20,,,64.2,53,62.25
CS-1086,23.6,2,1.5,1169.3,,118,52.38
CS-1087,17.4,12,4.2,899.2,,113,57.29
CS-1088,10.3,5,2.7,526.7,,101,44.13
CS-1089,35.9,5,4.3,927.0,61.5,62,61.7
CS-1090,30.9,9,,1536.2,,90,71.55
CS-1091,18.6,23,5.1,804.5,63.6,111,54.67
CS-1092,12.5,23,16.2,574.9,62.4,109,54.62
CS-1093,22.1,19,7.4,1617.8,,4,52.3
CS-1094,39.3,18,4.3,845.2,58.5,32,72.37
CS-1095,34.3,9,9.1,983.6,,88,67.61
CS-1096,12.9,20,5.8,434.4,63.1,11,39.55
CS-1097,27.1,22,5.7,495.8,,49,52.85
CS-1098,20.8,2,7.8,,74.5,54,50.82
CS-1099,33.9,2,2.2,939.8,44.6,21,53.13
CS-1100,16.3,0,4.7,856.3,55.3,20,39.67
CS-1101,12.9,20,1.0,1949.3,62.0,84,42.26
CS-1102,22.6,14,1.1,359.9,59.1,62,51.78
CS-1103,22.9,9,7.6,227.0,47.5,37,51.27
CS-1104,38.1,2,3.5,874.2,56.2,90,64.69
CS-1105,36.4,3,6.5,615.3,57.6,95,66.53
CS-1106,27.0,13,0.9,892.8,42.7,57,55.06
CS-1107,9.9,13,12.6,1074.1,71.2,46,46.07
CS-1108,18.9,15,4.8,655.4,60.0,63,47.1
CS-1109,22.8,16,3.9,718.3,56.3,55,56.61
CS-1110,36.5,1,5.3,1137.0,62.2,3,53.11
CS-1111,24.9,21,6.6,1202.5,,72,61.2
CS-1112,29.2,1,1.7,549.4,53.3,83,55.01
CS-1113,25.3,23,9.7,1113.6,,89,55.99
CS-1114,31.0,20,5.6,1084.7,64.0,57,66.27
CS-1115,30.9,22,3.2,191.1,75.3,19,53.76
CS-1116,20.3,5,2.4,,57.7,58,49.33
CS-1117,18.8,1,2.9,1228.7,67.9,74,50.87
CS-1118,26.5,21,8.6,402.3,56.8,104,56.53
CS-1119,21.3,5,4.5,398.2,55.9,29,42.19
CS-1120,28.9,8,2.8,1177.2,56.8,108,63.49
CS-1121,14.5,3,,,44.7,48,49.6
CS-1122,6.7,2,6.3,,63.6,73,32.97
CS-1123,31.0,4,3.9,865.3,,5,48.47
CS-1124,18.9,6,8.3,1649.2,50.2,47,46.0
CS-1125,24.7,4,,484.7,67.8,39,59.09
CS-1126,28.4,14,3.2,129.3,59.8,54,56.36
CS-1127,28.6,7,2.7,2498.2,,53,58.37
CS-1128,21.5,21,5.5,537.8,59.0,69,55.38
CS-1129,11.5,18,,220.7,,116,66.37
CS-1130,10.3,21,2.6,535.1,66.3,94,43.19
CS-1131,32.2,21,2.7,1132.1,70.3,7,52.67
CS-1132,2.0,14,,492.2,,78,48.49
CS-1133,16.0,9,4.3,858.9,69.0,99,52.94
CS-1134,24.9,2,12.0,544.5,50.2,34,53.18
CS-1135,16.2,11,11.4,336.4,61.0,35,51.82
CS-1136,23.9,15,2.5,405.5,49.2,6,51.95
CS-1137,22.1,23,,473.6,,117,62.39
CS-1138,25.2,14,7.8,819.8,52.1,44,56.83
CS-1139,20.3,1,12.2,68.3,52.4,12,50.76
CS-1140,18.2,14,6.5,923.8,52.0,74,55.42
CS-1141,21.7,13,5.2,763.7,,58,54.68
CS-1142,26.9,6,13.8,1084.7,69.7,21,61.65
CS-1143,21.2,0,3.8,856.4,61.1,71,47.4
CS-1144,17.7,9,0.6,268.3,63.4,78,46.7
CS-1145,39.7,4,7.3,994.9,,10,63.95
CS-1146,34.2,18,5.2,329.2,85.5,84,69.66
CS-1147,25.8,21,3.3,680.9,80.4,82,63.01
CS-1148,25.2,21,6.1,441.8,57.6,9,44.65
CS-1149,24.8,0,,1348.7,46.2,32,52.38
CS-1150,20.2,0,5.0,1027.4,59.0,58,50.88
CS-1151,38.7,20,6.1,698.2,50.3,61,60.26
CS-1152,20.4,15,6.8,441.3,72.3,102,60.39
CS-1153,31.2,12,6.3,310.7,54.7,21,58.16
CS-1154,43.0,19,4.9,710.3,69.6,80,75.11
CS-1155,29.5,5,2.8,493.2,47.4,109,58.12
CS-1156,15.2,6,5.7,428.1,92.0,31,45.22
CS-1157,28.2,14,,357.4,60.7,81,82.57
CS-1158,32.7,10,3.7,1410.6,61.5,90,68.7
CS-1159,16.7,1,3.2,1893.7,66.0,37,44.03
CS-1160,38.6,14,5.9,282.4,37.7,30,60.85
CS-1161,30.0,22,3.9,788.0,67.3,38,52.7
CS-1162,33.6,19,7.3,709.8,,84,67.69
CS-1163,23.3,20,10.4,793.3,66.2,83,61.64
CS-1164,27.3,1,4.0,2328.8,38.7,28,52.24
CS-1165,32.3,8,0.4,379.3,,37,57.22
CS-1166,22.4,0,3.8,1008.2,65.9,29,45.47
CS-1167,13.6,15,6.9,311.8,,39,44.37
CS-1168,16.8,10,12.6,176.5,55.1,118,58.47
CS-1169,31.5,10,2.3,450.2,71.1,37,57.8
CS-1170,4.5,17,5.0,244.2,65.7,8,34.37
CS-1171,27.7,10,11.2,337.7,69.7,106,67.03
CS-1172,14.8,21,9.7,1011.5,65.1,82,56.54
CS-1173,20.2,9,3.2,928.2,53.9,54,52.1
CS-1174,23.8,1,4.4,,70.9,72,52.84
CS-1175,18.2,15,7.6,889.1,78.3,56,53.82
CS-1176,26.1,11,7.0,1813.2,68.6,16,62.85
CS-1177,15.2,0,3.4,924.7,38.8,50,42.71
CS-1178,35.4,11,2.9,294.4,57.0,62,60.22
CS-1179,20.8,15,1.8,750.3,,105,56.41
CS-1180,22.8,16,5.3,1394.6,62.1,111,61.78
CS-1181,20.0,1,2.2,604.8,65.0,105,46.63
CS-1182,25.5,19,5.4,944.8,50.0,63,56.51
CS-1183,21.8,17,2.5,408.0,55.5,117,57.46
CS-1184,20.6,10,,1231.4,60.9,75,66.28
CS-1185,36.8,18,7.8,333.6,52.5,111,72.6
CS-1186,32.3,23,8.0,1338.8,59.4,63,61.58
CS-1187,17.7,22,8.8,772.8,43.9,89,50.03
CS-1188,29.8,18,,910.5,,97,76.47
CS-1189,32.2,17,1.5,561.8,56.9,58,61.79
CS-1190,14.3,21,6.9,171.9,,65,44.97
CS-1191,30.7,14,11.3,1347.0,64.8,120,73.99
CS-1192,20.7,7,5.8,167.7,85.2,2,46.05
CS-1193,16.0,6,19.8,740.9,72.3,49,56.71
CS-1194,29.2,9,9.9,553.8,52.5,115,63.29
CS-1195,34.8,8,7.0,583.7,69.0,94,65.42
CS-1196,25.9,9,14.8,405.3,53.9,84,65.23
CS-1197,25.1,12,,649.6,58.1,13,64.37
CS-1198,22.6,6,1.7,,58.4,2,43.13
CS-1199,14.2,10,8.0,1217.7,75.5,75,53.21
CS-1200,12.4,1,14.5,941.7,51.0,70,47.56
CS-1201,25.2,2,2.3,,54.7,72,52.32
CS-1202,24.3,16,,592.6,50.5,41,58.58
CS-1203,25.0,8,9.6,711.1,48.2,77,60.12
CS-1204,20.4,3,6.5,938.2,52.4,53,53.31
CS-1205,25.6,19,,479.2,48.8,71,61.17
CS-1206,30.9,8,9.3,444.2,36.4,16,57.77
CS-1207,13.8,22,4.7,326.9,75.9,49,48.51
CS-1208,39.0,0,13.3,1174.3,57.4,74,71.66
CS-1209,18.2,19,5.2,575.1,48.9,2,41.41
CS-1210,12.8,1,,315.8,64.6,71,50.59
CS-1211,23.6,1,11.7,459.5,53.8,109,61.44
CS-1212,28.6,8,9.3,,58.0,13,56.55
CS-1213,13.0,22,11.0,318.3,58.4,11,40.36
CS-1214,25.4,5,5.6,945.5,,54,56.12
CS-1215,13.0,10,3.3,,62.3,18,39.43
CS-1216,33.3,8,0.7,750.3,,28,56.68
CS-1217,30.7,15,6.1,168.7,52.2,90,69.09
CS-1218,22.9,4,11.1,764.0,62.9,59,49.9
CS-1219,29.8,12,8.4,1319.2,50.5,63,57.6
CS-1220,23.9,7,8.5,622.6,55.0,60,54.43
CS-1221,22.9,0,,248.3,71.5,111,70.37
CS-1222,24.7,21,4.3,,66.3,22,55.73
CS-1223,35.4,8,3.2,455.0,76.6,19,60.26
CS-1224,15.2,9,11.8,516.0,74.3,58,52.48
CS-1225,30.6,16,5.7,975.8,60.4,44,62.73
CS-1226,25.7,7,1.2,348.3,57.1,107,56.82
CS-1227,31.4,0,3.3,,66.4,6,51.99
CS-1228,20.1,16,8.3,,64.7,17,48.77
CS-1229,19.7,6,,618.4,,53,52.93
CS-1230,8.0,16,6.0,489.9,46.0,61,40.23
CS-1231,14.5,21,,1315.0,59.5,31,53.22
CS-1232,17.9,3,1.5,220.8,76.4,13,35.58
CS-1233,33.3,20,7.8,676.3,65.4,23,61.41
CS-1234,28.1,14,1.9,550.8,74.1,84,66.12
CS-1235,21.8,0,2.0,486.5,62.2,20,42.55
CS-1236,23.5,19,4.5,842.2,66.5,95,56.36
CS-1237,30.4,14,8.3,677.0,63.6,38,62.06
CS-1238,19.7,12,4.9,510.4,76.6,7,45.24
CS-1239,21.1,11,10.3,835.2,68.8,53,57.98
CS-1240,29.2,13,,525.9,84.9,115,71.65
CS-1241,21.7,14,5.4,600.5,68.6,48,53.4
CS-1242,26.3,5,9.3,303.9,,28,52.96
CS-1243,43.0,21,11.5,272.0,80.3,87,73.12
CS-1244,28.9,15,,,73.4,84,76.77
CS-1245,21.5,23,5.1,402.6,60.8,86,49.44
CS-1246,14.4,1,8.2,,,7,34.48
CS-1247,10.4,7,7.4,,64.6,37,37.35
CS-1248,26.9,4,5.1,1018.1,66.4,53,52.88
CS-1249,27.4,12,5.0,669.4,64.7,36,54.86
CS-1250,27.7,0,1.9,872.4,80.6,79,54.82
CS-1251,23.8,18,5.7,592.9,,41,51.53
CS-1252,26.7,1,2.2,583.0,53.6,92,61.88
CS-1253,23.6,5,8.5,1191.6,43.8,7,49.68
CS-1254,22.8,12,7.1,606.8,66.6,55,57.8
CS-1255,22.9,6,3.3,368.6,52.1,86,54.97
CS-1256,11.3,2,,565.6,53.3,86,47.22
CS-1257,11.5,5,3.4,1073.3,69.7,36,42.94
CS-1258,22.6,2,,582.3,65.6,111,67.82
CS-1259,26.0,2,15.0,507.0,54.4,46,61.64
CS-1260,39.8,2,7.1,853.1,61.7,34,71.39
CS-1261,25.4,4,4.4,1515.5,50.0,52,50.54
CS-1262,28.2,18,0.6,427.0,55.9,38,48.88
CS-1263,21.7,1,3.3,425.4,80.2,34,44.35
CS-1264,16.2,4,9.3,740.7,,98,51.71
CS-1265,28.4,21,16.4,869.6,76.2,92,75.75
CS-1266,21.6,0,5.7,247.4,68.1,112,55.21
CS-1267,22.4,7,5.1,574.6,53.5,27,49.34
CS-1268,17.1,6,6.3,634.9,60.9,33,42.8
CS-1269,13.1,16,7.9,157.0,84.0,66,48.22
CS-1270,17.1,8,1.4,145.1,61.5,13,37.54
CS-1271,9.6,4,1.6,,65.6,67,34.62
CS-1272,23.9,14,14.6,431.4,87.9,57,66.47
CS-1273,34.2,5,8.8,959.1,63.3,104,66.17
CS-1274,35.0,10,12.7,,55.7,31,69.37
CS-1275,32.0,1,0.6,998.8,62.1,118,62.03
CS-1276,23.2,14,4.0,549.0,68.7,96,62.5
CS-1277,26.0,12,4.0,746.8,,8,57.1
CS-1278,24.0,18,8.4,201.2,61.7,118,58.65
CS-1279,21.7,18,6.5,783.4,51.4,119,61.41
CS-1280,26.2,20,6.7,486.6,53.8,66,55.57
CS-1281,23.2,3,,242.8,66.6,113,66.06
CS-1282,18.1,1,6.8,258.8,46.6,33,42.1
CS-1283,26.0,16,3.6,152.6,66.6,84,54.0
CS-1284,32.4,3,1.8,1351.4,75.1,75,64.92
CS-1285,23.4,10,5.5,480.3,46.5,89,56.45
CS-1286,22.9,16,5.2,339.4,,64,59.75
CS-1287,21.8,23,2.2,1002.4,92.0,60,52.03
CS-1288,19.5,12,2.3,705.1,71.3,20,49.52
CS-1289,24.3,0,4.0,418.8,46.4,2,37.73
CS-1290,28.4,6,2.7,333.6,76.3,48,50.29
CS-1291,17.0,2,5.7,429.0,46.1,116,48.8
CS-1292,30.0,19,,510.4,64.0,26,68.08
CS-1293,21.5,8,11.7,1069.4,72.6,44,52.64
CS-1294,25.8,10,3.3,342.5,61.7,84,56.2
CS-1295,43.0,4,4.2,1252.6,67.0,20,62.93
CS-1296,17.0,18,1.2,806.6,36.2,106,50.22
CS-1297,19.8,11,12.9,481.4,56.7,56,54.52
CS-1298,29.4,7,2.2,890.4,46.5,75,61.22
CS-1299,24.2,17,4.0,389.1,55.4,80,56.07
CS-1300,32.0,17,,704.4,45.1,99,69.61
CS-1301,22.9,15,8.3,1012.8,69.5,50,62.85
CS-1302,15.1,6,13.8,1397.7,59.9,60,49.08
CS-1303,27.8,0,2.3,149.7,61.8,31,47.31
CS-1304,25.9,4,8.1,786.6,77.1,99,63.1
CS-1305,34.4,13,2.6,606.6,62.2,47,58.9
CS-1306,22.1,22,12.1,548.8,68.1,83,54.79
CS-1307,29.0,11,15.0,1085.3,71.2,94,69.01
CS-1308,31.0,17,3.7,,60.5,37,61.3
CS-1309,10.8,6,6.4,852.7,,99,46.08
CS-1310,28.3,18,3.8,370.9,60.2,42,57.99
CS-1311,23.8,15,22.1,912.5,55.0,111,77.31
CS-1312,15.4,9,13.6,394.4,60.2,55,50.92
CS-1313,17.1,16,4.1,395.9,74.7,100,56.33
CS-1314,22.0,5,3.9,495.5,56.1,57,44.06
CS-1315,31.2,11,,158.2,76.0,49,71.63
CS-1316,28.8,15,3.2,366.7,68.6,97,60.66
CS-1317,17.9,8,6.7,649.7,61.7,37,48.03
CS-1318,29.8,19,3.9,199.7,68.7,93,64.26
CS-1319,24.2,8,4.0,162.8,32.1,102,49.27
CS-1320,19.8,20,1.6,,76.1,107,54.68
CS-1321,19.1,4,7.6,664.3,,37,48.05
CS-1322,25.2,8,,1001.1,46.6,65,62.43
CS-1323,17.8,19,0.8,1573.0,61.9,84,54.01
CS-1324,33.2,23,3.7,,61.9,58,58.12
CS-1325,10.9,3,,350.6,71.8,61,49.27
CS-1326,25.1,11,6.6,472.3,58.3,57,55.35
CS-1327,37.7,12,4.4,1270.1,,89,72.8
CS-1328,30.3,8,2.1,190.0,,49,55.91
CS-1329,30.4,21,,1494.0,,65,67.22
CS-1330,21.9,7,,1040.6,63.4,92,67.09
CS-1331,21.0,12,1.4,694.3,57.4,5,45.53
CS-1332,12.6,20,7.1,557.3,44.1,17,36.35
CS-1333,22.1,11,4.2,425.7,63.9,35,47.47
CS-1334,35.1,12,3.4,1215.6,62.7,54,63.57
CS-1335,23.6,22,9.2,1284.9,67.0,46,58.36
CS-1336,21.3,4,,988.2,67.1,2,55.81
CS-1337,27.0,7,5.9,1326.9,57.9,51,55.88
CS-1338,15.7,14,5.4,241.4,54.8,73,51.75
CS-1339,33.4,18,2.1,,,101,66.42
CS-1340,28.4,10,2.9,331.5,48.1,63,59.16
CS-1341,35.1,21,10.4,329.5,62.1,25,65.21
CS-1342,22.4,16,4.3,694.8,54.8,85,53.79
CS-1343,36.0,5,,,60.9,25,79.8
CS-1344,21.6,7,8.9,392.4,67.7,78,51.72
CS-1345,12.7,20,4.0,451.1,53.6,68,36.61
CS-1346,36.2,0,0.8,502.7,56.4,39,55.66
CS-1347,22.5,18,4.8,667.6,48.3,5,43.91
CS-1348,29.1,16,5.3,887.1,,117,69.02
CS-1349,21.9,21,6.0,534.5,49.5,97,52.86
CS-1350,15.3,5,7.4,913.1,70.4,10,40.2
CS-1351,5.4,20,1.3,694.9,72.1,108,44.06
CS-1352,15.0,20,4.8,297.3,58.1,118,48.14
CS-1353,7.0,19,3.4,1781.0,63.0,76,40.21
CS-1354,28.2,0,4.7,2229.6,53.4,32,57.59
CS-1355,17.0,4,6.5,907.5,54.9,91,45.84
CS-1356,12.4,10,3.8,280.0,64.3,79,49.89
CS-1357,32.8,18,4.5,718.2,30.1,113,63.28
CS-1358,30.9,0,3.5,,80.7,73,55.58
CS-1359,16.3,19,1.0,1225.8,41.2,100,49.54
CS-1360,15.7,14,7.5,1266.1,73.4,34,54.53
CS-1361,18.6,16,4.4,607.1,,107,55.55
CS-1362,29.0,2,7.2,531.5,,30,55.38
CS-1363,30.8,23,4.0,549.5,80.0,72,64.93
CS-1364,23.9,18,,1008.3,57.5,71,61.42
CS-1365,27.2,23,2.1,627.4,66.7,62,52.72
CS-1366,23.4,6,,950.3,,70,58.05
CS-1367,34.7,1,,276.2,53.7,69,64.71
CS-1368,25.8,13,,556.6,70.9,41,65.64
CS-1369,33.4,19,2.6,748.6,51.4,50,56.99
CS-1370,20.1,4,11.8,639.6,49.4,60,54.33
CS-1371,14.0,7,0.3,413.1,68.1,85,44.68
CS-1372,29.7,11,5.1,605.5,71.6,43,65.43
CS-1373,42.8,10,9.8,1149.3,63.3,16,72.5
CS-1374,29.0,11,6.4,509.5,72.2,106,67.74
CS-1375,29.0,0,3.5,839.5,74.8,50,48.82
CS-1376,23.4,15,3.4,897.1,54.0,104,59.88
CS-1377,33.7,5,,1791.1,56.2,12,66.95
CS-1378,24.8,6,4.4,1079.8,,57,54.44
CS-1379,10.1,23,4.2,235.1,81.7,8,36.31
CS-1380,29.7,4,8.0,683.2,61.7,95,67.97
CS-1381,20.6,9,,1084.3,59.7,60,67.65
CS-1382,30.6,23,2.7,,,78,63.13
CS-1383,36.9,7,9.2,1167.9,67.2,76,74.91
CS-1384,18.8,4,0.9,,57.1,93,52.04
CS-1385,18.0,10,,,34.2,52,55.0
CS-1386,22.6,13,2.1,699.5,81.6,94,59.88
CS-1387,13.7,3,2.2,260.4,,30,38.17
CS-1388,25.4,5,10.3,488.1,61.6,21,53.91
CS-1389,21.7,15,4.1,,62.4,104,60.25
CS-1390,25.8,0,2.5,602.5,71.0,17,55.22
CS-1391,17.9,18,4.0,631.9,88.8,67,49.12
CS-1392,36.3,7,4.8,,73.9,55,63.46
CS-1393,27.3,9,7.3,968.0,59.1,58,56.5
CS-1394,7.9,10,3.7,433.4,58.3,42,39.55
CS-1395,20.4,1,4.8,1692.3,66.1,78,56.18
CS-1396,31.1,17,1.1,183.7,65.8,32,51.61
CS-1397,26.6,10,11.5,639.9,68.0,71,68.14
CS-1398,23.3,4,4.0,1047.3,,32,48.53
CS-1399,35.4,22,2.2,647.9,63.6,119,69.86
CS-1400,28.5,4,3.6,1356.6,52.5,78,58.17
CS-1401,25.1,20,5.7,1026.2,61.4,101,61.28
CS-1402,24.2,12,,1488.3,50.7,30,65.86
CS-1403,20.0,19,3.4,517.6,43.8,78,49.75
CS-1404,32.2,22,6.8,426.7,69.5,44,60.61
CS-1405,2.2,13,3.2,1336.5,53.4,112,44.91
CS-1406,19.6,21,,130.4,58.5,105,67.67
CS-1407,19.0,11,1.9,456.8,53.7,35,41.23
CS-1408,42.2,1,,,59.7,40,77.35
CS-1409,25.3,11,7.8,372.4,83.2,85,64.63
CS-1410,23.6,6,3.1,684.1,69.7,3,46.72
CS-1411,19.5,9,6.2,324.8,63.4,25,49.26
CS-1412,33.4,8,10.6,,65.0,100,72.68
CS-1413,34.7,12,,750.0,44.0,16,66.73
CS-1414,33.0,0,3.6,541.1,63.0,95,57.86
CS-1415,21.2,3,7.4,937.4,,68,53.75
CS-1416,16.5,0,,883.3,50.7,57,53.02
CS-1417,31.1,1,,1093.4,38.7,117,75.98
CS-1418,15.7,23,5.4,,68.6,98,45.3
CS-1419,21.5,12,4.3,237.1,67.0,5,47.78
CS-1420,29.5,20,3.9,629.3,55.1,54,54.01
CS-1421,32.3,10,,281.2,60.4,70,67.7
CS-1422,29.5,23,1.6,348.3,45.4,52,45.07
CS-1423,7.4,22,6.2,363.3,54.8,5,31.75
CS-1424,26.4,8,2.0,768.0,52.0,22,48.54
CS-1425,31.2,11,,446.5,75.9,72,74.27
CS-1426,23.5,6,0.9,893.1,59.9,89,51.82
CS-1427,20.4,1,4.1,,,82,52.19
CS-1428,40.4,22,9.4,1107.5,59.1,106,79.73
CS-1429,31.0,2,3.2,609.8,56.0,9,46.96
CS-1430,9.5,6,9.0,446.5,41.9,15,30.77
CS-1431,29.5,4,16.5,1078.2,36.6,93,62.92
CS-1432,26.2,5,7.9,475.6,44.1,103,58.53
CS-1433,10.4,1,2.3,1364.4,56.3,18,35.35
CS-1434,23.9,3,4.2,581.4,40.5,101,53.3
CS-1435,16.8,14,,798.1,37.1,116,61.07
