tile_id,row,column,red,green,blue,red_minus_blue,green_minus_blue,local_contrast,is_defect
T07,25,22,183,203,198,-15.0000,5.0000,3.6870,0
T07,25,23,191,205,206,-15.0000,-1.0000,3.5603,0
T07,25,24,182,192,191,-9.0000,1.0000,3.7772,0
T07,25,25,179,193,194,-15.0000,-1.0000,4.0089,0
T07,25,26,188,203,203,-15.0000,0.0000,3.9031,0
T07,25,27,185,199,201,-16.0000,-2.0000,4.1261,0
T07,25,28,186,200,199,-13.0000,1.0000,4.1843,0
T07,25,29,186,205,199,-13.0000,6.0000,3.9604,0
T07,25,30,184,203,200,-16.0000,3.0000,3.7379,0
T07,25,31,182,194,195,-13.0000,-1.0000,3.9790,0
T07,25,32,183,195,196,-13.0000,-1.0000,3.9700,0
T07,25,33,188,203,202,-14.0000,1.0000,3.9758,0
T07,25,34,185,199,202,-17.0000,-3.0000,4.6511,0
T07,25,35,182,195,195,-13.0000,0.0000,5.1158,0
T07,25,36,199,186,176,23.0000,10.0000,5.0025,1
T07,25,37,203,196,181,22.0000,15.0000,4.6400,1
T07,25,38,200,176,169,31.0000,7.0000,5.0155,1
T07,25,39,210,186,171,39.0000,15.0000,5.1556,1
T07,25,40,191,183,172,19.0000,11.0000,4.8132,1
T07,25,41,185,191,175,10.0000,16.0000,5.0099,1
T07,25,42,203,191,188,15.0000,3.0000,4.9026,1
T07,25,43,208,202,175,33.0000,27.0000,5.4037,1
T07,25,44,184,195,181,3.0000,14.0000,5.0741,1
T07,25,45,202,183,178,24.0000,5.0000,5.1726,1
T07,25,46,208,197,180,28.0000,17.0000,5.3358,1
T07,25,47,190,192,175,15.0000,17.0000,5.4487,1
T07,25,48,203,187,178,25.0000,9.0000,5.0614,1
T07,25,49,195,199,172,23.0000,27.0000,4.8884,1
T07,25,50,181,198,191,-10.0000,7.0000,4.3713,0
T07,25,51,183,194,194,-11.0000,0.0000,3.9338,0
T07,25,52,179,198,194,-15.0000,4.0000,3.9220,0
T07,25,53,175,194,192,-17.0000,2.0000,3.9418,0
T07,25,54,182,198,195,-13.0000,3.0000,3.6413,0
T07,25,55,185,196,198,-13.0000,-2.0000,3.7095,0
T07,25,56,175,191,187,-12.0000,4.0000,3.6612,0
T07,25,57,186,197,198,-12.0000,-1.0000,3.5011,0
T07,25,58,179,196,196,-17.0000,0.0000,3.4010,0
T07,25,59,182,197,198,-16.0000,-1.0000,3.8721,0
T07,25,60,187,197,204,-17.0000,-7.0000,3.5924,0
T07,25,61,172,191,188,-16.0000,3.0000,3.5791,0
T07,25,62,182,197,195,-13.0000,2.0000,3.7688,0
T07,25,63,180,194,198,-18.0000,-4.0000,3.5534,0
T07,26,0,183,201,200,-17.0000,1.0000,2.8802,0
T07,26,1,186,202,203,-17.0000,-1.0000,2.7809,0
T07,26,2,185,204,203,-18.0000,1.0000,3.0810,0
T07,26,3,183,198,200,-17.0000,-2.0000,3.5528,0
T07,26,4,182,196,196,-14.0000,0.0000,3.2311,0
T07,26,5,184,198,195,-11.0000,3.0000,3.1421,0
T07,26,6,183,196,196,-13.0000,0.0000,3.1552,0
T07,26,7,180,199,193,-13.0000,6.0000,3.4462,0
T07,26,8,179,197,195,-16.0000,2.0000,3.0824,0
T07,26,9,191,202,205,-14.0000,-3.0000,3.2536,0
T07,26,10,185,203,201,-16.0000,2.0000,3.1875,0
T07,26,11,177,195,194,-17.0000,1.0000,3.4312,0
T07,26,12,178,194,193,-15.0000,1.0000,3.5567,0
T07,26,13,181,199,197,-16.0000,2.0000,4.1588,0
T07,26,14,181,199,200,-19.0000,-1.0000,4.4033,0
T07,26,15,193,207,207,-14.0000,0.0000,4.2226,0
T07,26,16,177,194,197,-20.0000,-3.0000,4.0021,0
T07,26,17,181,197,196,-15.0000,1.0000,3.4973,0
T07,26,18,181,194,195,-14.0000,-1.0000,3.4133,0
T07,26,19,182,199,194,-12.0000,5.0000,3.3656,0
T07,26,20,180,198,199,-19.0000,-1.0000,3.6878,0
T07,26,21,188,200,205,-17.0000,-5.0000,3.9180,0
T07,26,22,187,198,199,-12.0000,-1.0000,3.7310,0
T07,26,23,177,194,199,-22.0000,-5.0000,3.5083,0
T07,26,24,185,201,204,-19.0000,-3.0000,3.7330,0
T07,26,25,181,196,196,-15.0000,0.0000,3.8884,0
T07,26,26,182,197,196,-14.0000,1.0000,3.8384,0
T07,26,27,175,187,193,-18.0000,-6.0000,4.1226,0
T07,26,28,183,199,192,-9.0000,7.0000,4.4020,0
T07,26,29,185,202,205,-20.0000,-3.0000,4.1953,0
T07,26,30,185,195,198,-13.0000,-3.0000,3.9711,0
T07,26,31,189,201,204,-15.0000,-3.0000,4.0803,0
T07,26,32,183,194,193,-10.0000,1.0000,3.8049,0
T07,26,33,188,205,203,-15.0000,2.0000,3.5709,0
T07,26,34,189,205,203,-14.0000,2.0000,4.5132,0
T07,26,35,177,197,195,-18.0000,2.0000,4.9618,0
T07,26,36,189,208,204,-15.0000,4.0000,5.3449,0
T07,26,37,214,196,179,35.0000,17.0000,4.9579,1
T07,26,38,200,180,173,27.0000,7.0000,5.3146,1
T07,26,39,210,189,185,25.0000,4.0000,5.3099,1
T07,26,40,214,188,187,27.0000,1.0000,5.0418,1
T07,26,41,191,189,171,20.0000,18.0000,4.8243,1
T07,26,42,199,198,170,29.0000,28.0000,4.7397,1
T07,26,43,199,202,181,18.0000,21.0000,5.0606,1
T07,26,44,202,189,179,23.0000,10.0000,4.8816,1
T07,26,45,209,188,201,8.0000,-13.0000,5.0239,1
T07,26,46,193,182,177,16.0000,5.0000,5.2901,1
T07,26,47,197,180,174,23.0000,6.0000,5.3424,1
T07,26,48,193,181,177,16.0000,4.0000,5.0543,1
T07,26,49,194,192,178,16.0000,14.0000,4.6069,1
T07,26,50,186,192,203,-17.0000,-11.0000,4.2179,0
T07,26,51,191,203,201,-10.0000,2.0000,3.8693,0
T07,26,52,182,190,190,-8.0000,0.0000,3.8986,0
T07,26,53,188,200,199,-11.0000,1.0000,3.9632,0
T07,26,54,181,199,199,-18.0000,0.0000,4.0050,0
T07,26,55,173,198,196,-23.0000,2.0000,3.8598,0
T07,26,56,181,196,197,-16.0000,-1.0000,3.6431,0
T07,26,57,176,192,190,-14.0000,2.0000,3.4263,0
T07,26,58,182,195,195,-13.0000,0.0000,3.2560,0
T07,26,59,185,198,199,-14.0000,-1.0000,3.8308,0
T07,26,60,178,192,193,-15.0000,-1.0000,3.6406,0
T07,26,61,188,202,204,-16.0000,-2.0000,3.5798,0
T07,26,62,176,196,193,-17.0000,3.0000,3.6878,0
T07,26,63,184,199,199,-15.0000,0.0000,3.3577,0
T07,27,0,184,195,199,-15.0000,-4.0000,2.8651,0
T07,27,1,187,198,198,-11.0000,0.0000,2.7066,0
T07,27,2,180,197,198,-18.0000,-1.0000,2.9649,0
T07,27,3,182,197,200,-18.0000,-3.0000,3.3037,0
T07,27,4,188,202,206,-18.0000,-4.0000,2.7586,0
T07,27,5,179,201,198,-19.0000,3.0000,2.3909,0
T07,27,6,184,199,200,-16.0000,-1.0000,2.6742,0
T07,27,7,184,204,201,-17.0000,3.0000,3.2878,0
T07,27,8,184,202,202,-18.0000,0.0000,3.0926,0
T07,27,9,177,194,191,-14.0000,3.0000,3.2646,0
T07,27,10,184,201,202,-18.0000,-1.0000,3.3292,0
T07,27,11,183,197,198,-15.0000,-1.0000,3.7693,0
T07,27,12,185,201,203,-18.0000,-2.0000,3.3471,0
T07,27,13,188,206,205,-17.0000,1.0000,4.0500,0
T07,27,14,180,193,193,-13.0000,0.0000,4.3415,0
T07,27,15,183,199,199,-16.0000,0.0000,4.2895,0
T07,27,16,193,204,204,-11.0000,0.0000,3.8277,0
T07,27,17,182,202,197,-15.0000,5.0000,3.9038,0
T07,27,18,182,199,197,-15.0000,2.0000,3.2796,0
T07,27,19,193,207,203,-10.0000,4.0000,2.8411,0
T07,27,20,184,200,199,-15.0000,1.0000,3.1325,0
T07,27,21,183,198,198,-15.0000,0.0000,3.4115,0
T07,27,22,179,193,192,-13.0000,1.0000,3.2910,0
T07,27,23,181,197,200,-19.0000,-3.0000,3.2194,0
T07,27,24,180,200,199,-19.0000,1.0000,3.3613,0
T07,27,25,182,198,195,-13.0000,3.0000,3.5541,0
T07,27,26,187,201,205,-18.0000,-4.0000,3.5765,0
T07,27,27,180,195,195,-15.0000,0.0000,3.8210,0
T07,27,28,174,191,190,-16.0000,1.0000,4.1412,0
T07,27,29,178,193,188,-10.0000,5.0000,4.0327,0
T07,27,30,185,200,201,-16.0000,-1.0000,4.0792,0
T07,27,31,181,197,196,-15.0000,1.0000,4.1462,0
T07,27,32,182,196,198,-16.0000,-2.0000,3.7605,0
T07,27,33,187,204,204,-17.0000,0.0000,3.4487,0
T07,27,34,177,199,196,-19.0000,3.0000,4.2510,0
T07,27,35,178,201,200,-22.0000,1.0000,4.0001,0
T07,27,36,182,194,190,-8.0000,4.0000,4.8533,0
T07,27,37,209,200,176,33.0000,24.0000,4.5930,1
T07,27,38,201,189,187,14.0000,2.0000,5.0532,1
T07,27,39,193,184,185,8.0000,-1.0000,4.9611,1
T07,27,40,194,188,186,8.0000,2.0000,4.7541,1
T07,27,41,193,184,168,25.0000,16.0000,4.3623,1
T07,27,42,189,187,180,9.0000,7.0000,4.4728,1
T07,27,43,196,187,176,20.0000,11.0000,4.9649,1
T07,27,44,208,185,166,42.0000,19.0000,4.7525,1
T07,27,45,200,204,186,14.0000,18.0000,5.0493,1
T07,27,46,204,191,167,37.0000,24.0000,4.9464,1
T07,27,47,180,185,181,-1.0000,4.0000,4.5802,1
T07,27,48,204,181,179,25.0000,2.0000,3.2745,1
T07,27,49,181,197,195,-14.0000,2.0000,3.7932,0
T07,27,50,175,194,193,-18.0000,1.0000,3.6198,0
T07,27,51,182,194,197,-15.0000,-3.0000,3.8943,0
T07,27,52,176,190,189,-13.0000,1.0000,4.0331,0
T07,27,53,177,190,188,-11.0000,2.0000,4.3515,0
T07,27,54,172,193,191,-19.0000,2.0000,4.1977,0
T07,27,55,174,189,186,-12.0000,3.0000,4.1765,0
T07,27,56,183,198,199,-16.0000,-1.0000,3.5479,0
T07,27,57,187,200,201,-14.0000,-1.0000,3.3626,0
T07,27,58,181,197,195,-14.0000,2.0000,3.1944,0
T07,27,59,183,197,201,-18.0000,-4.0000,3.8414,0
T07,27,60,183,200,197,-14.0000,3.0000,3.5752,0
T07,27,61,191,203,206,-15.0000,-3.0000,3.6947,0
T07,27,62,183,200,198,-15.0000,2.0000,3.7500,0
T07,27,63,179,192,196,-17.0000,-4.0000,3.5626,0
T07,28,0,186,201,199,-13.0000,2.0000,2.3861,0
T07,28,1,191,205,204,-13.0000,1.0000,2.4046,0
T07,28,2,187,204,200,-13.0000,4.0000,2.7375,0
T07,28,3,185,203,198,-13.0000,5.0000,3.0210,0
T07,28,4,187,200,198,-11.0000,2.0000,2.8079,0
T07,28,5,177,195,195,-18.0000,0.0000,2.6511,0
T07,28,6,184,200,200,-16.0000,0.0000,3.1601,0
T07,28,7,181,198,198,-17.0000,0.0000,3.5157,0
T07,28,8,188,203,203,-15.0000,0.0000,3.6037,0
T07,28,9,179,195,197,-18.0000,-2.0000,3.7536,0
T07,28,10,182,196,196,-14.0000,0.0000,3.7297,0
T07,28,11,185,199,197,-12.0000,2.0000,3.9034,0
T07,28,12,185,204,198,-13.0000,6.0000,3.7913,0
T07,28,13,182,198,194,-12.0000,4.0000,4.2562,0
T07,28,14,188,201,206,-18.0000,-5.0000,4.4623,0
T07,28,15,176,194,195,-19.0000,-1.0000,4.3640,0
T07,28,16,186,200,199,-13.0000,1.0000,4.1418,0
T07,28,17,187,202,202,-15.0000,0.0000,4.1272,0
T07,28,18,182,194,195,-13.0000,-1.0000,3.6601,0
T07,28,19,182,195,196,-14.0000,-1.0000,3.2862,0
T07,28,20,179,192,195,-16.0000,-3.0000,3.4896,0
T07,28,21,181,198,193,-12.0000,5.0000,3.4005,0
T07,28,22,182,195,192,-10.0000,3.0000,3.0965,0
T07,28,23,181,199,198,-17.0000,1.0000,2.8576,0
T07,28,24,184,198,204,-20.0000,-6.0000,2.9101,0
T07,28,25,182,196,198,-16.0000,-2.0000,3.1489,0
T07,28,26,185,200,199,-14.0000,1.0000,3.5248,0
T07,28,27,179,195,190,-11.0000,5.0000,3.9743,0
T07,28,28,186,203,198,-12.0000,5.0000,4.2877,0
T07,28,29,175,194,193,-18.0000,1.0000,4.3205,0
T07,28,30,175,191,189,-14.0000,2.0000,4.3673,0
T07,28,31,180,199,194,-14.0000,5.0000,4.1418,0
T07,28,32,177,196,200,-23.0000,-4.0000,3.6818,0
T07,28,33,181,195,195,-14.0000,0.0000,3.5010,0
T07,28,34,184,199,202,-18.0000,-3.0000,4.1384,0
T07,28,35,182,200,196,-14.0000,4.0000,3.9025,0
T07,28,36,173,189,191,-18.0000,-2.0000,4.5744,0
T07,28,37,180,197,190,-10.0000,7.0000,4.5802,0
T07,28,38,182,184,177,5.0000,7.0000,4.4657,1
T07,28,39,198,186,171,27.0000,15.0000,4.4716,1
T07,28,40,204,189,187,17.0000,2.0000,4.2906,1
T07,28,41,189,192,183,6.0000,9.0000,3.7744,1
T07,28,42,206,187,179,27.0000,8.0000,4.0660,1
T07,28,43,190,193,177,13.0000,16.0000,4.8509,1
T07,28,44,212,185,185,27.0000,0.0000,4.9741,1
T07,28,45,199,199,186,13.0000,13.0000,5.2813,1
T07,28,46,197,202,174,23.0000,28.0000,5.3399,1
T07,28,47,203,187,173,30.0000,14.0000,4.8953,1
T07,28,48,185,195,198,-13.0000,-3.0000,3.7925,0
T07,28,49,181,196,200,-19.0000,-4.0000,3.8737,0
T07,28,50,176,198,194,-18.0000,4.0000,3.7782,0
T07,28,51,183,197,195,-12.0000,2.0000,4.0727,0
T07,28,52,185,205,203,-18.0000,2.0000,4.1184,0
T07,28,53,186,196,200,-14.0000,-4.0000,4.4686,0
T07,28,54,185,201,197,-12.0000,4.0000,4.1041,0
T07,28,55,186,200,200,-14.0000,0.0000,4.0542,0
T07,28,56,183,198,204,-21.0000,-6.0000,3.3930,0
T07,28,57,182,199,200,-18.0000,-1.0000,3.1651,0
T07,28,58,183,199,194,-11.0000,5.0000,2.7454,0
T07,28,59,178,199,192,-14.0000,7.0000,3.5452,0
T07,28,60,178,192,192,-14.0000,0.0000,3.3280,0
T07,28,61,184,194,199,-15.0000,-5.0000,3.4309,0
T07,28,62,181,199,200,-19.0000,-1.0000,3.4834,0
T07,28,63,183,203,198,-15.0000,5.0000,3.3985,0
T07,29,0,186,202,203,-17.0000,-1.0000,3.0288,0
T07,29,1,188,197,199,-11.0000,-2.0000,2.9725,0
T07,29,2,184,200,199,-15.0000,1.0000,3.4072,0
T07,29,3,181,195,197,-16.0000,-2.0000,3.5245,0
T07,29,4,181,196,201,-20.0000,-5.0000,3.2275,0
T07,29,5,182,196,195,-13.0000,1.0000,3.2673,0
T07,29,6,182,197,196,-14.0000,1.0000,3.5764,0
T07,29,7,179,195,198,-19.0000,-3.0000,3.4936,0
T07,29,8,181,195,197,-16.0000,-2.0000,3.4341,0
T07,29,9,186,205,204,-18.0000,1.0000,3.6271,0
T07,29,10,183,197,194,-11.0000,3.0000,3.3853,0
T07,29,11,181,195,195,-14.0000,0.0000,3.6708,0
T07,29,12,186,200,198,-12.0000,2.0000,3.7522,0
T07,29,13,189,209,204,-15.0000,5.0000,4.0608,0
T07,29,14,181,196,194,-13.0000,2.0000,4.1658,0
T07,29,15,176,194,193,-17.0000,1.0000,4.2143,0
T07,29,16,177,195,192,-15.0000,3.0000,3.9644,0
T07,29,17,179,195,197,-18.0000,-2.0000,4.2159,0
T07,29,18,182,195,196,-14.0000,-1.0000,4.8820,0
T07,29,19,184,197,202,-18.0000,-5.0000,4.7359,0
T07,29,20,185,205,200,-15.0000,5.0000,5.1794,0
T07,29,21,181,199,201,-20.0000,-2.0000,5.0094,0
T07,29,22,177,192,192,-15.0000,0.0000,4.5814,0
T07,29,23,180,202,198,-18.0000,4.0000,3.3066,0
T07,29,24,185,202,202,-17.0000,0.0000,3.3748,0
T07,29,25,176,196,199,-23.0000,-3.0000,2.8394,0
T07,29,26,179,197,199,-20.0000,-2.0000,3.3030,0
T07,29,27,185,198,205,-20.0000,-7.0000,3.9944,0
T07,29,28,185,197,199,-14.0000,-2.0000,4.3080,0
T07,29,29,178,197,197,-19.0000,0.0000,4.2062,0
T07,29,30,184,200,201,-17.0000,-1.0000,4.3851,0
T07,29,31,185,200,200,-15.0000,0.0000,3.9961,0
T07,29,32,194,207,206,-12.0000,1.0000,3.2796,0
T07,29,33,181,198,198,-17.0000,0.0000,3.0448,0
T07,29,34,185,202,201,-16.0000,1.0000,3.5919,0
T07,29,35,185,195,200,-15.0000,-5.0000,3.7344,0
T07,29,36,181,200,200,-19.0000,0.0000,4.2111,0
T07,29,37,176,195,195,-19.0000,0.0000,4.4611,0
T07,29,38,181,197,197,-16.0000,0.0000,4.2205,0
T07,29,39,183,199,199,-16.0000,0.0000,4.5094,0
T07,29,40,212,189,183,29.0000,6.0000,4.2618,1
T07,29,41,205,188,184,21.0000,4.0000,3.5818,1
T07,29,42,197,201,182,15.0000,19.0000,3.7798,1
T07,29,43,203,191,175,28.0000,16.0000,4.4485,1
T07,29,44,207,199,185,22.0000,14.0000,4.4966,1
T07,29,45,191,185,165,26.0000,20.0000,4.7864,1
T07,29,46,195,186,170,25.0000,16.0000,4.7065,1
T07,29,47,179,196,198,-19.0000,-2.0000,4.3364,0
T07,29,48,180,191,193,-13.0000,-2.0000,3.5486,0
T07,29,49,178,195,193,-15.0000,2.0000,3.2180,0
T07,29,50,178,193,195,-17.0000,-2.0000,3.0584,0
T07,29,51,189,203,203,-14.0000,0.0000,3.7958,0
T07,29,52,181,197,200,-19.0000,-3.0000,4.0531,0
T07,29,53,187,204,201,-14.0000,3.0000,4.4810,0
T07,29,54,178,195,194,-16.0000,1.0000,4.4227,0
T07,29,55,184,199,200,-16.0000,-1.0000,4.3292,0
T07,29,56,181,192,197,-16.0000,-5.0000,3.7735,0
T07,29,57,175,193,189,-14.0000,4.0000,3.4501,0
T07,29,58,181,193,197,-16.0000,-4.0000,3.1661,0
T07,29,59,181,195,197,-16.0000,-2.0000,3.4209,0
T07,29,60,175,193,192,-17.0000,1.0000,3.4289,0
T07,29,61,181,199,196,-15.0000,3.0000,3.3875,0
T07,29,62,177,191,191,-14.0000,0.0000,3.1893,0
T07,29,63,177,195,198,-21.0000,-3.0000,3.1946,0
T07,30,0,182,197,196,-14.0000,1.0000,4.8989,0
T07,30,1,187,199,200,-13.0000,-1.0000,4.8148,0
T07,30,2,190,205,205,-15.0000,0.0000,4.6014,0
T07,30,3,188,202,202,-14.0000,0.0000,4.2566,0
T07,30,4,177,195,196,-19.0000,-1.0000,3.8668,0
T07,30,5,188,202,201,-13.0000,1.0000,3.4137,0
T07,30,6,185,200,199,-14.0000,1.0000,3.5966,0
T07,30,7,191,201,203,-12.0000,-2.0000,3.5654,0
T07,30,8,177,189,191,-14.0000,-2.0000,3.2895,0
T07,30,9,182,195,196,-14.0000,-1.0000,3.6733,0
T07,30,10,175,194,194,-19.0000,0.0000,3.3889,0
T07,30,11,178,196,192,-14.0000,4.0000,3.4948,0
T07,30,12,183,195,193,-10.0000,2.0000,3.8428,0
T07,30,13,186,202,203,-17.0000,-1.0000,4.2479,0
T07,30,14,177,195,189,-12.0000,6.0000,4.0552,0
T07,30,15,186,201,200,-14.0000,1.0000,4.1235,0
T07,30,16,186,197,196,-10.0000,1.0000,3.8974,0
T07,30,17,184,201,200,-16.0000,1.0000,3.8737,0
T07,30,18,175,191,190,-15.0000,1.0000,4.5532,0
T07,30,19,184,194,194,-10.0000,0.0000,4.5767,0
T07,30,20,188,204,200,-12.0000,4.0000,5.0946,0
T07,30,21,186,200,198,-12.0000,2.0000,4.8653,0
T07,30,22,185,197,196,-11.0000,1.0000,4.6551,0
T07,30,23,190,206,203,-13.0000,3.0000,3.6797,0
T07,30,24,183,198,201,-18.0000,-3.0000,3.6203,0
T07,30,25,185,198,197,-12.0000,1.0000,3.1486,0
T07,30,26,180,194,195,-15.0000,-1.0000,3.2181,0
T07,30,27,179,195,198,-19.0000,-3.0000,3.7345,0
T07,30,28,188,204,207,-19.0000,-3.0000,3.8569,0
T07,30,29,189,203,205,-16.0000,-2.0000,4.0583,0
T07,30,30,186,198,195,-9.0000,3.0000,4.2032,0
T07,30,31,177,197,195,-18.0000,2.0000,4.1015,0
T07,30,32,183,196,197,-14.0000,-1.0000,3.6387,0
T07,30,33,180,200,203,-23.0000,-3.0000,3.5806,0
T07,30,34,180,198,198,-18.0000,0.0000,3.7349,0
T07,30,35,191,203,204,-13.0000,-1.0000,3.6974,0
T07,30,36,181,192,197,-16.0000,-5.0000,4.3092,0
T07,30,37,184,199,198,-14.0000,1.0000,4.7422,0
T07,30,38,186,203,196,-10.0000,7.0000,4.5514,0
T07,30,39,183,193,191,-8.0000,2.0000,4.4702,0
T07,30,40,183,196,202,-19.0000,-6.0000,4.1107,0
T07,30,41,173,197,197,-24.0000,0.0000,3.5264,0
T07,30,42,177,194,191,-14.0000,3.0000,3.3751,0
T07,30,43,182,194,195,-13.0000,-1.0000,3.8532,0
T07,30,44,186,202,203,-17.0000,-1.0000,4.2541,0
T07,30,45,184,199,198,-14.0000,1.0000,4.3543,0
T07,30,46,188,207,201,-13.0000,6.0000,4.3161,0
T07,30,47,181,195,195,-14.0000,0.0000,3.9353,0
T07,30,48,182,198,190,-8.0000,8.0000,3.2958,0
T07,30,49,174,193,192,-18.0000,1.0000,2.8503,0
T07,30,50,186,199,198,-12.0000,1.0000,3.0717,0
T07,30,51,181,194,195,-14.0000,-1.0000,4.0522,0
T07,30,52,184,195,197,-13.0000,-2.0000,4.1446,0
T07,30,53,177,193,188,-11.0000,5.0000,4.1053,0
T07,30,54,180,196,195,-15.0000,1.0000,4.1824,0
T07,30,55,184,201,202,-18.0000,-1.0000,4.2864,0
T07,30,56,179,199,195,-16.0000,4.0000,3.4862,0
T07,30,57,178,200,193,-15.0000,7.0000,3.6697,0
T07,30,58,182,199,200,-18.0000,-1.0000,3.9157,0
T07,30,59,181,199,198,-17.0000,1.0000,3.6884,0
T07,30,60,178,199,192,-14.0000,7.0000,3.5223,0
T07,30,61,175,192,193,-18.0000,-1.0000,3.4663,0
T07,30,62,186,200,197,-11.0000,3.0000,3.0447,0
T07,30,63,182,196,196,-14.0000,0.0000,2.8855,0
T07,31,0,184,194,194,-10.0000,0.0000,5.3623,0
T07,31,1,180,197,194,-14.0000,3.0000,5.0798,0
T07,31,2,178,195,196,-18.0000,-1.0000,4.8034,0
T07,31,3,180,193,196,-16.0000,-3.0000,4.4245,0
T07,31,4,176,193,191,-15.0000,2.0000,4.0394,0
T07,31,5,184,201,204,-20.0000,-3.0000,3.5897,0
T07,31,6,183,200,198,-15.0000,2.0000,3.4924,0
T07,31,7,176,193,192,-16.0000,1.0000,3.4446,0
T07,31,8,182,197,200,-18.0000,-3.0000,3.1594,0
T07,31,9,178,198,197,-19.0000,1.0000,3.6115,0
T07,31,10,177,203,198,-21.0000,5.0000,3.1494,0
T07,31,11,175,192,192,-17.0000,0.0000,3.4496,0
T07,31,12,182,198,199,-17.0000,-1.0000,3.6600,0
T07,31,13,183,197,198,-15.0000,-1.0000,4.1971,0
T07,31,14,184,199,198,-14.0000,1.0000,3.9150,0
T07,31,15,175,188,195,-20.0000,-7.0000,4.0511,0
T07,31,16,187,200,199,-12.0000,1.0000,3.8084,0
T07,31,17,179,195,196,-17.0000,-1.0000,3.9729,0
T07,31,18,186,202,204,-18.0000,-2.0000,4.5578,0
T07,31,19,189,205,206,-17.0000,-1.0000,4.6546,0
T07,31,20,166,183,187,-21.0000,-4.0000,5.2427,0
T07,31,21,189,204,206,-17.0000,-2.0000,5.0711,0
T07,31,22,192,209,204,-12.0000,5.0000,5.0009,0
T07,31,23,185,200,201,-16.0000,-1.0000,4.0346,0
T07,31,24,181,199,201,-20.0000,-2.0000,3.9850,0
T07,31,25,185,193,200,-15.0000,-7.0000,3.4490,0
T07,31,26,177,196,192,-15.0000,4.0000,3.5751,0
T07,31,27,177,197,193,-16.0000,4.0000,3.8194,0
T07,31,28,186,201,200,-14.0000,1.0000,3.4992,0
T07,31,29,190,204,203,-13.0000,1.0000,3.7344,0
T07,31,30,182,197,196,-14.0000,1.0000,3.8615,0
T07,31,31,189,203,198,-9.0000,5.0000,4.0103,0
T07,31,32,184,196,199,-15.0000,-3.0000,3.7583,0
T07,31,33,181,195,197,-16.0000,-2.0000,3.9937,0
T07,31,34,182,198,193,-11.0000,5.0000,3.6507,0
T07,31,35,181,197,197,-16.0000,0.0000,3.6902,0
T07,31,36,176,195,194,-18.0000,1.0000,3.4550,0
T07,31,37,173,187,187,-14.0000,0.0000,4.3640,0
T07,31,38,187,200,203,-16.0000,-3.0000,4.1097,0
T07,31,39,185,201,204,-19.0000,-3.0000,4.2167,0
T07,31,40,184,197,198,-14.0000,-1.0000,3.9843,0
T07,31,41,176,190,189,-13.0000,1.0000,3.6890,0
T07,31,42,181,198,198,-17.0000,0.0000,3.4039,0
T07,31,43,180,194,196,-16.0000,-2.0000,3.8482,0
T07,31,44,179,196,195,-16.0000,1.0000,4.3019,0
T07,31,45,184,200,199,-15.0000,1.0000,4.1921,0
T07,31,46,183,199,196,-13.0000,3.0000,4.3563,0
T07,31,47,187,203,199,-12.0000,4.0000,4.0233,0
T07,31,48,179,197,194,-15.0000,3.0000,3.5951,0
T07,31,49,179,194,193,-14.0000,1.0000,3.1831,0
T07,31,50,182,198,198,-16.0000,0.0000,3.1364,0
T07,31,51,182,197,197,-15.0000,0.0000,4.1998,0
T07,31,52,176,198,194,-18.0000,4.0000,4.2322,0
T07,31,53,173,191,190,-17.0000,1.0000,4.1761,0
T07,31,54,174,189,191,-17.0000,-2.0000,4.2048,0
T07,31,55,180,198,202,-22.0000,-4.0000,4.5097,0
T07,31,56,177,191,190,-13.0000,1.0000,3.5509,0
T07,31,57,184,197,198,-14.0000,-1.0000,4.0067,0
T07,31,58,188,200,201,-13.0000,-1.0000,4.1117,0
T07,31,59,188,203,203,-15.0000,0.0000,3.8799,0
T07,31,60,184,200,201,-17.0000,-1.0000,3.4072,0
T07,31,61,180,198,199,-19.0000,-1.0000,3.4461,0
T07,31,62,179,191,192,-13.0000,-1.0000,3.0140,0
T07,31,63,183,198,195,-12.0000,3.0000,2.9322,0
T07,32,0,196,211,208,-12.0000,3.0000,5.3450,0
T07,32,1,192,207,203,-11.0000,4.0000,5.1034,0
T07,32,2,172,189,191,-19.0000,-2.0000,4.8179,0
T07,32,3,183,197,199,-16.0000,-2.0000,4.5500,0
T07,32,4,182,200,203,-21.0000,-3.0000,4.1673,0
T07,32,5,177,196,191,-14.0000,5.0000,3.8574,0
T07,32,6,177,191,192,-15.0000,-1.0000,3.8319,0
T07,32,7,181,195,191,-10.0000,4.0000,3.5434,0
T07,32,8,179,199,197,-18.0000,2.0000,3.1707,0
T07,32,9,184,199,199,-15.0000,0.0000,3.6240,0
T07,32,10,184,201,195,-11.0000,6.0000,2.9409,0
T07,32,11,189,205,206,-17.0000,-1.0000,2.9061,0
T07,32,12,184,198,199,-15.0000,-1.0000,3.2646,0
T07,32,13,180,194,194,-14.0000,0.0000,3.7194,0
T07,32,14,173,192,194,-21.0000,-2.0000,3.5306,0
T07,32,15,177,192,194,-17.0000,-2.0000,3.8941,0
T07,32,16,174,191,193,-19.0000,-2.0000,4.2909,0
T07,32,17,183,197,199,-16.0000,-2.0000,4.2536,0
T07,32,18,183,199,196,-13.0000,3.0000,4.7647,0
T07,32,19,184,201,201,-17.0000,0.0000,4.8431,0
