check_id,pump_age_months,operating_load_pct,motor_temperature_c,vibration_mm_s,starts_24h,days_since_service,fault_within_7_days
PUMP-02536,128,64.1,57.8,2.26,25,122.1,0
PUMP-02537,57,100.0,66.0,3.64,32,206.4,1
PUMP-02538,133,72.7,60.0,3.48,27,54.0,0
PUMP-02539,38,78.9,59.8,2.68,20,79.4,0
PUMP-02540,97,52.9,58.1,1.88,20,26.7,0
PUMP-02541,88,61.6,55.3,3.18,17,57.6,0
PUMP-02542,126,59.0,61.9,4.09,17,92.8,0
PUMP-02543,93,59.9,54.3,3.74,21,108.8,0
PUMP-02544,72,49.1,63.3,2.26,12,119.0,0
PUMP-02545,105,42.9,49.6,2.62,14,59.0,0
PUMP-02546,43,86.7,65.1,2.86,16,102.3,0
PUMP-02547,97,59.1,57.8,3.35,23,98.7,0
PUMP-02548,104,41.4,59.9,3.58,12,2.5,0
PUMP-02549,98,71.4,64.2,7.34,27,199.1,0
PUMP-02550,53,43.9,47.1,2.54,16,127.0,0
PUMP-02551,104,48.1,53.9,3.16,17,86.3,0
PUMP-02552,33,100.0,62.0,3.06,29,32.6,0
PUMP-02553,97,35.7,55.6,3.51,10,62.5,0
PUMP-02554,98,58.5,53.1,1.95,9,68.4,0
PUMP-02555,30,82.9,58.3,2.84,21,35.6,0
PUMP-02556,118,40.7,57.4,5.25,16,73.4,1
PUMP-02557,92,60.4,60.5,2.34,23,62.2,0
PUMP-02558,127,47.0,47.1,2.23,14,27.9,0
PUMP-02559,60,78.8,54.3,2.29,16,82.6,0
PUMP-02560,55,71.8,55.9,2.19,13,74.7,0
PUMP-02561,71,73.5,59.1,4.26,21,30.5,0
PUMP-02562,46,76.3,64.4,1.78,23,126.6,0
PUMP-02563,44,15.0,50.0,1.87,15,97.7,0
PUMP-02564,104,51.7,63.1,3.93,13,28.4,0
PUMP-02565,5,62.0,55.8,3.37,19,70.0,0
PUMP-02566,13,47.9,50.7,2.17,12,109.8,0
PUMP-02567,110,53.6,56.9,1.92,23,134.3,0
PUMP-02568,96,54.9,54.1,2.82,24,110.5,0
PUMP-02569,95,67.6,63.7,3.65,21,155.3,0
PUMP-02570,65,48.6,56.1,3.76,19,98.6,0
PUMP-02571,133,82.7,59.6,3.44,21,17.1,0
PUMP-02572,47,94.6,57.4,3.04,22,182.1,0
PUMP-02573,82,39.5,55.6,5.3,16,78.2,0
PUMP-02574,93,46.9,55.8,4.15,21,96.7,0
PUMP-02575,55,80.8,56.9,3.08,25,144.7,0
PUMP-02576,66,83.5,51.2,2.91,19,311.0,0
PUMP-02577,4,72.4,57.3,4.9,25,258.0,0
PUMP-02578,11,88.8,67.9,2.66,24,77.2,0
PUMP-02579,68,65.5,54.1,2.95,17,53.8,0
PUMP-02580,64,28.8,53.6,2.2,18,65.9,0
PUMP-02581,73,57.1,53.3,3.61,12,225.9,0
PUMP-02582,45,71.2,65.0,2.48,14,61.0,0
PUMP-02583,50,60.0,61.8,3.33,15,76.2,0
PUMP-02584,74,91.6,67.1,5.22,21,138.8,1
PUMP-02585,66,75.8,60.5,2.28,18,64.5,0
PUMP-02586,141,90.3,67.4,3.0,14,67.3,0
PUMP-02587,132,68.4,62.9,3.73,20,28.3,0
PUMP-02588,17,24.0,38.8,2.05,12,243.0,0
PUMP-02589,99,64.6,64.9,2.97,22,65.1,0
PUMP-02590,143,66.4,62.9,2.67,22,59.6,0
PUMP-02591,32,79.9,59.9,2.47,24,156.0,0
PUMP-02592,122,64.0,57.8,3.4,18,36.0,0
PUMP-02593,74,68.8,62.8,5.37,22,59.2,1
PUMP-02594,79,40.0,47.3,7.15,17,75.3,0
PUMP-02595,68,80.0,62.8,4.41,20,174.5,0
PUMP-02596,98,44.7,53.1,2.1,18,34.6,0
PUMP-02597,54,15.0,48.1,3.12,12,113.1,0
PUMP-02598,116,83.1,64.4,4.38,29,212.7,0
PUMP-02599,97,76.3,70.1,2.88,16,58.9,0
PUMP-02600,46,36.2,52.3,1.87,16,21.0,0
PUMP-02601,144,40.6,54.0,2.42,23,102.7,0
PUMP-02602,33,29.3,52.3,1.0,18,216.3,0
PUMP-02603,111,70.9,51.2,2.02,24,34.3,0
PUMP-02604,62,24.9,46.2,2.65,16,97.3,0
PUMP-02605,62,74.8,54.4,2.89,16,89.2,0
PUMP-02606,22,78.7,58.3,2.66,16,131.5,0
PUMP-02607,111,82.9,61.6,3.28,29,107.8,0
PUMP-02608,37,53.4,60.5,5.1,17,138.1,0
PUMP-02609,45,66.0,55.3,2.69,32,306.4,0
PUMP-02610,85,35.3,54.0,4.81,17,8.5,0
PUMP-02611,9,65.6,51.8,2.5,16,26.5,0
PUMP-02612,5,77.8,65.1,2.72,19,42.6,0
PUMP-02613,20,63.6,58.2,2.0,26,68.4,0
PUMP-02614,101,28.6,52.0,2.32,10,86.5,0
PUMP-02615,32,86.8,57.4,3.41,30,42.8,0
PUMP-02616,61,94.3,57.8,2.37,26,132.9,0
PUMP-02617,87,36.1,53.0,2.14,22,74.2,0
PUMP-02618,60,74.7,61.0,3.72,20,43.8,0
PUMP-02619,114,62.8,62.9,5.01,24,142.8,0
PUMP-02620,56,90.8,67.2,3.21,23,60.8,0
PUMP-02621,103,61.4,57.3,2.98,13,23.7,0
PUMP-02622,64,40.7,61.1,2.05,12,103.3,0
PUMP-02623,31,64.3,54.9,3.25,15,112.9,0
PUMP-02624,42,69.1,55.0,2.79,19,116.5,0
PUMP-02625,37,62.9,61.9,2.57,18,141.3,0
PUMP-02626,74,66.0,55.8,4.86,29,28.8,0
PUMP-02627,30,81.6,59.8,3.27,21,90.8,0
PUMP-02628,66,43.3,50.8,2.91,25,80.0,0
PUMP-02629,68,45.2,57.9,1.97,21,178.5,0
PUMP-02630,13,82.2,55.2,3.49,24,23.5,0
PUMP-02631,102,72.9,58.4,3.09,23,28.8,0
PUMP-02632,120,36.3,56.1,5.37,17,142.0,1
PUMP-02633,52,41.4,58.2,1.81,23,80.3,0
PUMP-02634,3,62.9,61.5,6.03,17,118.5,0
PUMP-02635,117,66.3,53.3,4.23,15,64.3,0
PUMP-02636,39,45.3,55.3,4.7,24,98.5,0
PUMP-02637,45,85.2,53.9,2.33,22,9.7,0
PUMP-02638,50,49.0,52.1,7.4,18,84.8,0
PUMP-02639,56,81.5,59.8,3.04,14,21.7,0
PUMP-02640,4,64.3,60.1,2.19,25,19.4,0
PUMP-02641,62,74.8,60.6,2.3,23,111.6,0
PUMP-02642,17,15.0,53.2,2.03,16,31.8,0
PUMP-02643,70,53.6,54.4,4.37,17,25.0,0
PUMP-02644,14,76.8,65.0,2.86,26,81.2,1
PUMP-02645,105,59.6,53.3,5.47,16,7.7,0
PUMP-02646,31,41.0,58.2,7.19,12,49.2,0
PUMP-02647,30,60.2,60.1,2.57,22,151.1,0
PUMP-02648,61,76.0,63.6,2.55,20,134.8,0
PUMP-02649,6,65.6,63.6,3.17,24,207.5,0
PUMP-02650,65,56.9,53.8,3.39,21,86.6,0
PUMP-02651,91,43.7,51.5,1.82,19,23.1,0
PUMP-02652,12,55.2,55.9,3.44,17,56.8,0
PUMP-02653,69,83.4,58.7,4.5,13,66.7,0
PUMP-02654,13,54.7,58.6,4.16,18,112.4,0
PUMP-02655,124,71.5,60.0,5.25,21,37.3,0
PUMP-02656,65,58.4,60.9,2.17,18,118.0,0
PUMP-02657,89,42.4,46.0,5.43,11,203.8,0
PUMP-02658,110,63.3,56.4,2.89,18,65.8,0
PUMP-02659,27,49.0,44.4,2.84,14,54.6,0
PUMP-02660,23,39.5,45.9,1.66,17,92.3,0
PUMP-02661,43,43.7,54.0,5.58,11,87.6,0
PUMP-02662,49,93.3,59.7,2.53,22,99.4,0
PUMP-02663,124,35.1,53.1,2.78,23,35.0,0
PUMP-02664,31,51.5,53.8,1.05,20,125.8,0
PUMP-02665,138,28.9,42.6,2.9,11,193.0,0
PUMP-02666,106,63.3,55.7,2.41,28,78.0,0
PUMP-02667,46,67.8,61.2,2.81,24,64.1,0
PUMP-02668,89,73.2,62.2,2.94,21,75.3,0
PUMP-02669,70,68.0,55.8,4.12,23,45.0,0
PUMP-02670,37,76.5,58.5,3.8,21,32.0,0
PUMP-02671,72,79.7,65.2,1.96,17,83.6,0
PUMP-02672,24,51.9,52.7,2.62,20,44.4,0
PUMP-02673,119,86.8,60.4,3.79,16,29.0,0
PUMP-02674,9,65.9,60.1,2.01,17,139.8,0
PUMP-02675,91,60.2,63.2,1.73,23,9.6,0
PUMP-02676,7,35.8,54.5,5.3,20,120.0,0
PUMP-02677,137,90.4,68.6,2.68,26,26.4,0
PUMP-02678,73,50.0,57.8,2.33,15,112.5,0
PUMP-02679,26,61.9,65.9,1.64,23,200.9,0
PUMP-02680,135,82.9,64.0,2.59,21,47.6,0
PUMP-02681,140,61.2,56.0,5.34,25,200.3,1
PUMP-02682,60,37.8,49.7,4.58,12,50.5,0
PUMP-02683,11,61.9,55.4,11.1,17,65.6,0
PUMP-02684,65,71.2,55.0,5.06,28,93.1,0
PUMP-02685,113,47.9,61.3,3.22,18,45.5,1
PUMP-02686,45,28.0,52.6,2.44,25,151.6,0
PUMP-02687,33,64.7,56.5,1.69,24,162.5,0
PUMP-02688,134,43.5,52.0,6.02,19,141.3,0
PUMP-02689,38,53.0,52.4,1.92,11,66.5,0
PUMP-02690,42,47.2,60.7,3.37,19,10.5,0
PUMP-02691,31,66.8,56.6,1.59,22,30.8,0
PUMP-02692,43,63.6,58.4,2.08,21,53.4,0
PUMP-02693,36,100.0,66.8,3.79,23,74.8,0
PUMP-02694,104,73.5,55.8,3.76,20,37.6,0
PUMP-02695,122,55.7,54.0,2.81,19,59.9,0
PUMP-02696,80,52.4,58.5,4.98,24,26.1,0
PUMP-02697,115,58.5,65.6,2.73,22,49.7,0
PUMP-02698,119,73.3,57.7,4.05,28,118.2,1
PUMP-02699,98,48.2,52.6,2.31,13,106.8,0
PUMP-02700,80,77.4,66.3,2.65,19,72.0,0
PUMP-02701,112,54.3,63.4,4.55,22,73.1,0
PUMP-02702,45,51.4,55.1,3.23,23,180.7,0
PUMP-02703,88,44.3,59.3,2.96,12,188.6,0
PUMP-02704,79,45.6,57.8,1.43,17,22.3,0
PUMP-02705,45,59.1,59.5,1.6,16,39.9,0
PUMP-02706,24,58.4,51.6,4.64,20,57.7,0
PUMP-02707,49,81.1,59.8,2.56,25,137.5,0
PUMP-02708,19,51.8,50.3,1.49,20,97.4,0
PUMP-02709,126,60.0,64.3,4.44,22,23.5,0
PUMP-02710,50,90.8,64.6,5.11,32,217.2,0
PUMP-02711,66,78.0,52.6,3.94,25,87.4,0
PUMP-02712,72,77.4,61.6,3.89,26,35.6,0
PUMP-02713,49,86.6,57.8,2.05,17,46.6,0
PUMP-02714,115,66.8,58.8,3.98,14,35.4,0
PUMP-02715,22,92.0,61.1,2.01,27,82.7,0
PUMP-02716,21,75.0,64.9,2.11,27,129.8,0
PUMP-02717,112,84.0,72.0,12.0,21,81.9,1
PUMP-02718,47,77.1,60.7,3.17,20,83.2,0
PUMP-02719,66,65.6,46.6,2.09,25,75.6,0
PUMP-02720,85,61.4,51.5,3.09,21,159.4,0
PUMP-02721,130,100.0,68.5,3.76,29,58.3,0
PUMP-02722,56,94.6,70.1,4.11,26,4.6,1
PUMP-02723,32,79.3,56.6,2.6,23,87.3,1
PUMP-02724,122,41.8,54.5,3.58,24,50.3,0
PUMP-02725,96,79.8,59.8,2.37,29,54.9,0
PUMP-02726,41,58.0,64.3,2.04,20,38.2,0
PUMP-02727,28,55.4,60.2,1.86,15,94.0,0
PUMP-02728,116,46.5,61.0,5.71,28,60.6,0
PUMP-02729,135,85.0,56.7,3.76,20,31.3,0
PUMP-02730,28,63.1,55.7,4.89,15,31.7,0
PUMP-02731,42,47.7,57.6,1.94,18,179.8,0
PUMP-02732,124,77.9,66.6,2.79,22,77.1,0
PUMP-02733,111,54.6,58.6,3.71,24,46.9,0
PUMP-02734,47,100.0,59.2,4.82,25,69.1,0
PUMP-02735,108,59.1,62.2,3.3,22,184.3,0
PUMP-02736,21,33.8,49.8,0.88,19,7.5,0
PUMP-02737,72,85.9,64.0,5.57,20,47.4,1
PUMP-02738,34,47.5,48.1,4.03,21,57.1,0
PUMP-02739,65,62.9,62.7,3.61,17,84.9,0
PUMP-02740,35,50.6,46.9,2.02,28,106.5,0
PUMP-02741,91,90.5,64.5,4.75,24,50.5,1
PUMP-02742,18,63.9,49.9,1.34,19,129.4,0
PUMP-02743,18,72.6,54.8,5.49,20,45.2,0
PUMP-02744,88,56.9,55.7,4.1,24,24.4,0
PUMP-02745,49,46.6,57.4,1.84,18,153.5,0
PUMP-02746,63,68.8,60.6,4.59,27,49.5,0
PUMP-02747,31,84.9,68.6,4.09,18,32.5,0
PUMP-02748,87,60.5,61.7,2.37,26,102.5,0
PUMP-02749,21,68.2,57.8,1.43,16,48.4,0
PUMP-02750,8,50.4,60.4,1.48,15,126.3,0
PUMP-02751,82,35.3,54.4,2.14,18,40.5,0
PUMP-02752,48,81.4,55.7,5.49,33,213.5,1
PUMP-02753,11,64.5,58.1,4.16,29,19.3,0
PUMP-02754,75,76.1,66.7,7.57,28,93.0,1
PUMP-02755,134,61.3,63.0,2.42,21,156.7,0
PUMP-02756,103,62.5,64.6,3.88,20,33.2,0
PUMP-02757,51,64.0,55.0,3.43,26,94.5,0
PUMP-02758,86,88.4,74.6,2.51,22,81.0,0
PUMP-02759,141,63.7,59.9,5.31,14,47.7,0
PUMP-02760,118,63.2,58.9,3.26,15,153.6,0
PUMP-02761,22,37.6,50.7,1.36,18,100.1,0
PUMP-02762,43,64.0,57.8,3.74,18,99.4,0
PUMP-02763,62,42.1,52.6,5.18,10,46.7,0
PUMP-02764,130,49.1,57.8,2.78,20,203.5,0
PUMP-02765,73,100.0,65.2,3.49,29,35.9,0
PUMP-02766,136,49.4,53.4,2.94,15,39.2,0
PUMP-02767,71,45.9,58.7,1.8,19,109.3,0
PUMP-02768,105,79.1,55.2,5.6,30,153.1,0
PUMP-02769,142,50.2,63.7,2.3,11,106.2,0
PUMP-02770,102,75.3,64.8,2.55,19,74.2,0
PUMP-02771,90,64.9,59.0,4.02,23,138.6,0
PUMP-02772,142,71.5,58.5,2.97,27,32.2,0
PUMP-02773,92,61.9,56.8,2.59,14,112.5,0
PUMP-02774,33,78.6,57.8,5.73,26,94.8,0
PUMP-02775,104,37.4,62.4,3.5,9,67.3,0
PUMP-02776,126,60.2,51.5,3.56,22,110.1,0
PUMP-02777,51,71.7,66.8,1.3,23,102.5,0
PUMP-02778,37,62.8,62.2,1.28,23,96.7,0
PUMP-02779,6,72.2,56.7,1.88,18,61.1,0
PUMP-02780,135,75.6,59.6,4.62,16,57.8,1
PUMP-02781,111,55.2,56.2,2.14,18,54.3,0
PUMP-02782,35,47.3,54.1,2.73,21,98.8,0
PUMP-02783,87,54.2,57.9,2.43,19,31.7,0
PUMP-02784,132,62.7,53.3,4.58,23,14.0,0
PUMP-02785,26,84.3,59.9,2.24,25,39.2,0
PUMP-02786,7,57.4,47.3,1.84,18,115.8,0
PUMP-02787,42,55.7,59.5,10.73,16,18.7,0
PUMP-02788,132,48.0,56.2,4.87,12,91.1,0
PUMP-02789,68,67.4,54.1,5.53,18,111.7,0
PUMP-02790,122,76.7,60.2,4.8,27,110.7,0
PUMP-02791,120,35.8,56.1,3.12,16,172.1,0
PUMP-02792,22,61.6,48.9,4.66,10,46.6,0
PUMP-02793,105,44.3,55.9,3.69,17,213.1,0
PUMP-02794,92,58.6,58.1,2.73,21,105.8,1
PUMP-02795,86,47.0,56.1,3.41,14,91.5,0
PUMP-02796,81,58.5,55.8,1.51,19,157.4,0
PUMP-02797,133,76.3,57.9,4.12,26,17.9,0
PUMP-02798,139,52.8,59.6,3.16,13,16.5,0
PUMP-02799,118,65.2,59.1,3.93,17,50.2,0
PUMP-02800,104,56.7,49.0,4.0,16,91.0,0
PUMP-02801,108,54.6,58.3,3.03,13,26.8,0
PUMP-02802,45,57.0,56.8,2.08,23,43.6,0
PUMP-02803,123,68.1,57.9,5.28,25,45.1,1
PUMP-02804,39,78.1,56.1,2.24,23,19.6,0
PUMP-02805,112,79.6,55.1,3.2,21,111.7,0
PUMP-02806,110,78.3,62.5,3.0,25,53.1,0
PUMP-02807,18,80.7,56.3,5.5,23,99.0,0
PUMP-02808,123,44.4,60.9,7.34,14,104.0,0
PUMP-02809,41,48.6,52.5,2.41,25,132.9,0
PUMP-02810,26,55.5,55.8,2.7,19,119.9,0
PUMP-02811,55,42.1,55.0,1.64,16,35.8,0
PUMP-02812,74,50.4,53.2,2.07,13,29.1,1
PUMP-02813,32,46.2,58.6,2.71,16,101.9,0
PUMP-02814,42,38.1,51.6,3.76,27,34.8,0
PUMP-02815,22,67.4,52.8,3.95,27,114.0,0
PUMP-02816,50,68.8,64.2,2.85,18,39.3,0
PUMP-02817,44,69.8,54.1,4.71,18,202.1,0
PUMP-02818,30,75.5,63.1,5.07,13,86.9,0
PUMP-02819,92,65.9,61.0,2.51,27,75.9,0
PUMP-02820,98,70.0,67.7,3.0,25,48.4,1
PUMP-02821,29,42.5,56.2,3.16,24,186.0,0
PUMP-02822,99,78.9,59.2,3.92,26,54.1,0
PUMP-02823,25,64.9,67.0,2.35,28,16.0,0
PUMP-02824,15,62.5,53.4,2.07,20,100.1,0
PUMP-02825,84,63.8,68.6,1.87,18,130.5,0
PUMP-02826,118,60.9,54.3,3.92,20,107.4,0
PUMP-02827,19,33.4,49.1,1.8,12,243.9,0
PUMP-02828,131,45.9,67.7,5.4,19,57.3,1
PUMP-02829,8,55.2,61.0,2.31,17,84.9,0
PUMP-02830,109,61.4,61.6,4.6,20,165.2,1
PUMP-02831,7,63.6,54.2,2.32,14,3.4,0
PUMP-02832,81,24.9,46.2,1.59,14,157.7,0
PUMP-02833,139,71.0,60.9,2.66,26,96.8,0
PUMP-02834,129,59.4,58.1,2.63,17,128.0,0
PUMP-02835,82,42.4,53.0,5.86,18,47.5,0
PUMP-02836,96,57.9,60.3,3.54,16,200.1,0
PUMP-02837,83,81.5,62.4,3.05,27,149.6,0
PUMP-02838,116,65.8,58.4,2.33,13,26.5,0
PUMP-02839,57,70.3,61.7,3.14,32,16.5,0
PUMP-02840,91,59.4,64.5,5.65,17,40.1,1
PUMP-02841,32,94.4,50.9,2.25,24,127.2,0
PUMP-02842,55,48.1,56.7,4.57,15,96.3,1
PUMP-02843,8,28.2,53.9,5.91,13,73.5,0
PUMP-02844,63,58.2,57.8,6.68,12,105.3,1
PUMP-02845,9,81.7,53.5,3.49,25,87.5,0
PUMP-02846,77,59.0,57.1,3.57,21,189.5,0
PUMP-02847,45,73.1,58.6,2.08,22,75.4,0
PUMP-02848,23,51.6,61.5,3.98,25,99.6,0
PUMP-02849,70,90.4,61.9,6.84,35,49.4,0
PUMP-02850,131,88.9,62.6,5.8,22,131.7,0
PUMP-02851,33,63.3,62.0,2.85,18,44.8,0
PUMP-02852,60,60.1,59.6,2.28,19,45.5,0
PUMP-02853,49,79.9,58.8,4.89,18,37.5,0
PUMP-02854,38,98.0,56.5,3.22,28,58.8,0
PUMP-02855,37,82.0,65.3,2.31,26,119.8,0
PUMP-02856,22,100.0,69.4,3.74,29,124.0,0
PUMP-02857,61,72.2,58.2,4.2,28,18.8,0
PUMP-02858,135,59.8,61.0,2.67,15,250.0,0
PUMP-02859,61,53.1,48.1,4.9,17,128.7,0
PUMP-02860,62,90.4,59.3,2.54,29,49.1,0
PUMP-02861,136,84.5,58.7,4.88,28,131.4,0
PUMP-02862,70,70.0,60.8,3.97,17,92.6,0
PUMP-02863,117,41.9,64.2,2.28,8,53.1,0
PUMP-02864,47,36.3,52.4,8.42,23,93.2,0
PUMP-02865,80,70.6,59.9,1.83,19,33.8,0
PUMP-02866,45,28.5,49.5,3.52,17,105.4,0
PUMP-02867,77,61.9,54.5,4.6,14,29.9,0
PUMP-02868,139,46.7,51.9,2.4,16,76.2,0
PUMP-02869,25,85.0,64.9,4.35,21,118.0,0
PUMP-02870,40,79.6,60.4,1.85,19,11.4,0
PUMP-02871,22,60.5,57.3,1.75,16,161.3,0
PUMP-02872,34,59.4,49.6,1.65,18,18.8,0
PUMP-02873,80,75.8,58.8,3.41,22,22.7,0
PUMP-02874,81,36.5,49.7,3.3,12,69.7,0
PUMP-02875,99,17.4,51.1,1.77,12,135.0,0
PUMP-02876,98,78.9,60.5,2.72,16,254.5,0
PUMP-02877,63,59.1,51.2,4.91,19,66.9,0
PUMP-02878,86,89.6,60.9,3.55,33,159.3,0
PUMP-02879,88,98.1,64.0,3.44,14,245.9,1
PUMP-02880,140,57.8,59.0,2.54,20,18.2,0
PUMP-02881,36,85.7,60.3,1.78,20,89.8,0
PUMP-02882,42,60.6,61.5,4.09,17,59.5,0
PUMP-02883,122,62.3,63.2,3.3,27,26.7,0
PUMP-02884,28,73.9,62.5,1.68,24,120.0,0
PUMP-02885,17,68.3,58.0,2.1,17,241.8,0
PUMP-02886,39,100.0,63.8,2.8,16,84.8,0
PUMP-02887,52,67.8,50.7,3.54,18,147.6,0
PUMP-02888,61,57.4,56.6,5.37,19,31.6,0
PUMP-02889,30,72.3,61.3,2.34,24,77.8,0
PUMP-02890,111,68.8,53.0,4.74,23,8.5,0
PUMP-02891,17,59.4,55.5,2.73,28,50.2,0
PUMP-02892,41,46.5,50.5,4.7,16,61.7,0
PUMP-02893,34,38.2,49.5,3.38,16,114.0,0
PUMP-02894,79,46.8,56.1,3.5,15,70.4,0
PUMP-02895,74,70.3,62.5,2.78,18,21.5,0
PUMP-02896,73,22.2,49.9,2.28,12,76.9,0
PUMP-02897,69,58.0,61.2,3.13,22,129.8,1
PUMP-02898,122,85.2,57.8,2.57,27,159.8,0
PUMP-02899,90,56.1,55.1,4.81,17,85.8,0
PUMP-02900,44,98.7,65.7,3.9,26,156.5,0
PUMP-02901,38,66.0,60.1,2.3,22,25.7,0
PUMP-02902,63,52.8,48.0,3.55,21,47.6,0
PUMP-02903,63,27.7,57.1,2.85,12,78.2,0
PUMP-02904,16,67.2,58.8,5.87,19,89.4,0
PUMP-02905,128,48.3,57.6,4.77,14,190.7,1
PUMP-02906,49,56.5,53.1,1.72,32,65.6,0
PUMP-02907,128,45.9,51.9,2.0,27,57.4,0
PUMP-02908,86,66.7,61.2,4.23,24,54.0,0
PUMP-02909,29,55.5,52.1,3.69,19,13.5,0
PUMP-02910,123,58.5,59.3,3.21,13,91.5,0
PUMP-02911,112,74.6,64.1,4.26,20,202.2,0
PUMP-02912,27,100.0,67.5,3.53,26,136.4,0
PUMP-02913,47,55.2,50.0,2.05,17,68.3,0
PUMP-02914,55,64.4,62.6,3.55,20,65.5,0
PUMP-02915,32,51.9,57.4,1.57,20,114.0,0
PUMP-02916,35,35.7,48.5,2.49,16,19.2,0
PUMP-02917,140,74.3,52.5,4.22,22,87.0,0
PUMP-02918,88,62.4,58.0,2.91,14,143.4,0
PUMP-02919,83,69.9,62.5,3.3,30,80.8,0
PUMP-02920,99,55.8,60.5,6.11,19,128.0,0
PUMP-02921,56,55.6,53.9,1.35,18,88.3,0
PUMP-02922,30,44.4,50.7,2.92,12,47.5,0
PUMP-02923,28,20.3,54.0,5.86,17,67.8,0
PUMP-02924,28,65.2,61.8,1.16,24,32.6,0
PUMP-02925,35,61.7,53.1,1.67,17,52.1,0
PUMP-02926,43,81.4,62.6,2.51,22,72.1,0
PUMP-02927,13,93.1,60.6,3.44,27,143.6,0
PUMP-02928,116,50.0,52.7,2.84,17,77.2,0
PUMP-02929,12,46.1,50.0,2.01,13,66.5,0
PUMP-02930,72,53.2,54.7,6.78,20,65.2,0
PUMP-02931,12,52.1,62.0,2.46,20,29.6,0
PUMP-02932,28,71.2,56.5,2.44,19,134.2,0
PUMP-02933,135,51.2,60.6,4.51,21,64.3,0
PUMP-02934,93,54.2,59.4,2.68,16,23.1,0
PUMP-02935,127,78.4,59.6,6.11,19,198.5,1
PUMP-02936,109,90.7,58.4,4.58,32,13.8,0
PUMP-02937,24,77.2,53.0,3.21,22,53.5,0
PUMP-02938,72,68.7,58.6,1.79,26,69.8,0
PUMP-02939,23,68.6,52.9,3.8,21,24.3,0
PUMP-02940,14,44.8,57.5,1.8,9,64.7,0
PUMP-02941,73,79.3,64.4,4.38,13,59.6,0
PUMP-02942,103,61.6,55.3,4.61,24,162.0,0
PUMP-02943,32,82.2,64.7,4.65,22,67.7,1
PUMP-02944,135,50.4,57.5,2.32,18,145.5,0
PUMP-02945,112,62.7,56.6,2.15,18,139.3,0
PUMP-02946,17,65.3,56.7,4.63,20,45.3,0
PUMP-02947,53,34.9,54.4,4.48,15,73.3,0
PUMP-02948,77,56.7,47.2,2.73,16,11.9,0
PUMP-02949,135,40.2,59.1,3.4,26,73.9,0
PUMP-02950,125,90.4,61.9,3.71,22,101.9,0
PUMP-02951,136,76.9,57.8,4.32,20,91.5,0
PUMP-02952,27,69.2,57.2,2.51,23,126.1,0
PUMP-02953,25,55.2,59.1,4.7,14,80.1,0
PUMP-02954,88,65.6,64.9,2.8,15,218.2,0
PUMP-02955,51,52.0,41.8,5.18,14,118.1,0
PUMP-02956,116,80.9,65.7,3.63,15,86.6,1
PUMP-02957,16,27.6,48.8,5.79,18,134.4,0
PUMP-02958,23,86.5,67.6,3.4,20,145.7,0
PUMP-02959,121,39.0,56.2,2.44,23,54.9,0
PUMP-02960,125,55.1,59.4,3.23,17,95.3,0
PUMP-02961,29,70.1,56.1,2.67,22,163.2,0
PUMP-02962,108,72.7,54.2,2.14,11,70.2,0
PUMP-02963,74,64.8,56.6,3.5,14,203.8,1
PUMP-02964,84,60.8,59.9,4.77,22,143.7,0
PUMP-02965,22,51.4,49.6,3.56,18,31.6,0
PUMP-02966,62,37.3,51.1,2.75,19,157.9,0
PUMP-02967,46,43.7,58.3,1.68,10,155.9,0
PUMP-02968,45,42.2,53.9,2.89,15,75.2,0
PUMP-02969,125,45.8,49.3,2.41,16,27.4,0
PUMP-02970,113,84.6,58.6,2.53,21,78.8,0
PUMP-02971,144,56.8,57.5,3.47,23,45.1,0
PUMP-02972,63,67.1,58.4,2.2,16,42.3,0
PUMP-02973,63,55.3,56.9,1.37,18,46.5,0
PUMP-02974,61,71.0,57.2,8.8,13,90.0,0
PUMP-02975,71,78.1,58.2,2.53,23,39.4,0
PUMP-02976,142,51.4,61.6,7.75,14,23.7,0
PUMP-02977,70,65.2,64.1,5.94,19,26.0,0
PUMP-02978,58,61.2,48.6,1.97,24,100.8,0
PUMP-02979,98,48.5,54.6,2.34,22,23.0,0
PUMP-02980,142,76.6,60.5,8.52,12,69.7,1
PUMP-02981,77,50.7,63.1,5.29,27,31.6,1
PUMP-02982,101,73.9,60.4,6.98,26,130.0,1
PUMP-02983,126,82.4,56.8,3.97,31,152.9,0
PUMP-02984,109,50.0,52.9,2.6,19,67.4,0
PUMP-02985,19,70.4,51.6,2.87,19,92.9,1
PUMP-02986,9,66.9,58.0,1.61,15,83.7,0
PUMP-02987,67,66.1,55.1,1.91,23,99.0,0
PUMP-02988,125,57.9,54.2,4.04,19,172.6,0
PUMP-02989,77,74.8,56.0,1.93,24,36.3,0
PUMP-02990,126,69.1,59.0,5.4,14,103.3,0
PUMP-02991,100,62.4,62.3,2.45,15,97.7,0
PUMP-02992,2,64.0,69.8,1.93,18,6.9,0
PUMP-02993,19,27.3,54.0,1.04,12,142.1,0
PUMP-02994,25,91.8,58.4,3.24,14,28.0,0
PUMP-02995,10,45.0,57.4,2.17,17,82.5,0
PUMP-02996,104,54.2,57.4,6.96,16,69.7,0
PUMP-02997,18,77.0,58.8,2.61,20,187.9,0
PUMP-02998,7,45.6,55.1,2.66,19,6.5,0
PUMP-02999,123,75.0,57.9,8.27,21,68.8,0
