age,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,workclass,income
36,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,Self-emp-not-inc,>50K
50,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Self-emp-not-inc,>50K
61,4,Widowed,Other-service,Not-in-family,Black,Female,0,0,21,Private,<=50K
31,11,Never-married,Transport-moving,Own-child,White,Male,0,1980,60,Private,<=50K
63,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Private,<=50K
41,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Private,<=50K
48,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Private,<=50K
45,9,Divorced,Sales,Not-in-family,White,Female,0,0,35,Private,<=50K
24,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Private,<=50K
34,10,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,40,Private,>50K
27,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,Private,<=50K
26,11,Never-married,Craft-repair,Own-child,White,Male,0,0,48,Private,<=50K
27,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,Private,<=50K
55,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Private,<=50K
38,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Private,>50K
31,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Private,>50K
51,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Self-emp-not-inc,>50K
56,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Private,>50K
39,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Private,<=50K
50,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,>50K
34,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2051,40,Local-gov,<=50K
44,9,Divorced,Sales,Not-in-family,White,Male,3674,0,50,Private,<=50K
21,9,Never-married,Protective-serv,Own-child,White,Male,0,0,40,Private,<=50K
37,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,70,Private,<=50K
18,8,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,Private,<=50K
38,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,65,Private,>50K
19,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,12,Private,<=50K
46,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,<=50K
19,10,Never-married,Sales,Own-child,White,Female,0,0,25,Private,<=50K
22,10,Never-married,Sales,Own-child,White,Female,0,0,20,Private,<=50K
38,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Private,<=50K
33,14,Divorced,Exec-managerial,Own-child,White,Female,14084,0,50,Private,>50K
83,9,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,8,Self-emp-not-inc,<=50K
34,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Private,>50K
38,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,<=50K
33,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,Private,<=50K
27,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,1887,40,Private,>50K
38,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,Private,<=50K
25,10,Never-married,Other-service,Not-in-family,White,Male,0,0,25,Private,<=50K
38,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Private,<=50K
52,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,Private,>50K
33,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,State-gov,<=50K
17,7,Never-married,Other-service,Own-child,White,Female,0,0,20,Private,<=50K
28,13,Never-married,Exec-managerial,Not-in-family,White,Female,6849,0,60,Private,<=50K
52,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,Local-gov,<=50K
34,9,Separated,Handlers-cleaners,Not-in-family,White,Male,2463,0,40,Private,<=50K
25,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,Private,<=50K
17,5,Never-married,Other-service,Own-child,Black,Male,0,0,26,Private,<=50K
22,9,Never-married,Other-service,Own-child,Black,Male,0,0,80,Private,<=50K
22,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,Private,<=50K
46,10,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,Private,>50K
58,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,Private,<=50K
39,10,Divorced,Sales,Other-relative,White,Female,0,0,35,Private,<=50K
59,10,Widowed,Other-service,Not-in-family,White,Female,0,0,40,Local-gov,<=50K
61,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Private,<=50K
32,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Private,<=50K
50,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Private,>50K
51,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,<=50K
20,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,Private,<=50K
38,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,Local-gov,<=50K
44,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,Federal-gov,>50K
28,11,Never-married,Sales,Not-in-family,White,Male,0,0,50,Private,<=50K
50,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,Private,<=50K
53,16,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,Private,<=50K
42,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,Self-emp-not-inc,<=50K
47,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,45,Private,<=50K
39,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Private,>50K
38,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,60,Self-emp-not-inc,<=50K
34,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,50,State-gov,<=50K
40,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,Private,<=50K
63,10,Widowed,Sales,Not-in-family,White,Female,0,0,20,Private,<=50K
53,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,Private,>50K
43,11,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,48,Private,<=50K
28,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,1669,60,Private,<=50K
68,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,10,Private,>50K
46,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,State-gov,<=50K
57,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,Private,<=50K
38,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,Private,<=50K
66,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Private,<=50K
29,12,Never-married,Sales,Own-child,White,Female,0,0,40,Private,<=50K
54,13,Married-civ-spouse,Sales,Husband,White,Male,7688,0,50,Private,>50K
38,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Private,<=50K
35,7,Separated,Priv-house-serv,Unmarried,White,Female,0,0,8,Private,<=50K
30,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,37,Private,<=50K
39,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,Private,<=50K
31,14,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,Private,<=50K
50,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,Private,<=50K
30,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,Self-emp-not-inc,<=50K
25,13,Never-married,Sales,Own-child,White,Female,0,0,40,Private,<=50K
24,13,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,Private,<=50K
59,9,Separated,Protective-serv,Other-relative,Black,Female,0,2339,40,Local-gov,<=50K
45,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,15,Private,<=50K
64,3,Separated,Other-service,Other-relative,White,Female,0,0,20,Private,<=50K
61,8,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,Private,<=50K
42,11,Divorced,Tech-support,Unmarried,White,Female,0,0,40,Private,<=50K
28,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Private,<=50K
53,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Private,<=50K
33,7,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,7,Self-emp-not-inc,<=50K
34,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,Local-gov,<=50K
41,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,48,Private,<=50K
67,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,9386,0,24,Private,>50K
46,12,Widowed,Prof-specialty,Unmarried,White,Female,0,0,27,Private,<=50K
32,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,Private,<=50K
41,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Private,<=50K
30,13,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,40,Private,<=50K
54,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,Self-emp-not-inc,<=50K
33,9,Divorced,Other-service,Unmarried,Black,Male,0,0,40,Private,<=50K
34,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,Private,<=50K
45,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,48,Private,<=50K
21,9,Never-married,Other-service,Own-child,White,Male,0,0,40,Private,<=50K
25,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Private,<=50K
38,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,Private,<=50K
17,7,Never-married,Craft-repair,Own-child,White,Female,0,0,15,Private,<=50K
35,9,Divorced,Sales,Not-in-family,White,Female,0,0,30,Private,<=50K
38,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,<=50K
48,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,Local-gov,>50K
25,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,Private,<=50K
57,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,Private,<=50K
32,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,Private,>50K
39,13,Separated,Prof-specialty,Not-in-family,Black,Male,0,0,30,Local-gov,<=50K
23,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,Private,<=50K
21,9,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,45,Private,<=50K
47,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,48,Private,<=50K
25,4,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,Private,<=50K
41,10,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Male,4650,0,40,Federal-gov,<=50K
19,9,Never-married,Other-service,Own-child,White,Female,0,0,15,Private,<=50K
24,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,42,Private,<=50K
57,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,Private,>50K
32,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Private,<=50K
28,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Self-emp-not-inc,<=50K
40,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,75,Private,>50K
21,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,State-gov,<=50K
45,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Self-emp-not-inc,>50K
55,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,Private,<=50K
42,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,Private,<=50K
49,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,Private,<=50K
38,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Private,<=50K
50,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,Private,<=50K
47,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,Private,>50K
39,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Private,>50K
42,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,Private,<=50K
32,9,Divorced,Craft-repair,Other-relative,Black,Female,0,0,50,Private,<=50K
44,12,Divorced,Exec-managerial,Not-in-family,White,Female,2354,0,40,Federal-gov,<=50K
50,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,80,Self-emp-inc,>50K
55,9,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,45,Private,<=50K
37,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,Private,<=50K
59,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,Private,<=50K
56,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Private,<=50K
33,8,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,32,Self-emp-not-inc,<=50K
35,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Private,>50K
44,9,Never-married,Other-service,Unmarried,White,Male,0,0,40,Private,<=50K
57,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,State-gov,>50K
31,10,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,Private,<=50K
18,7,Never-married,Sales,Not-in-family,White,Female,0,0,15,Private,<=50K
43,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,Private,<=50K
33,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,Private,<=50K
18,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,Private,<=50K
47,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,Private,<=50K
53,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,Private,<=50K
59,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,35,Self-emp-not-inc,>50K
49,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Private,<=50K
26,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Private,<=50K
25,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,60,Private,<=50K
36,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,30,State-gov,<=50K
29,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,Private,<=50K
52,6,Divorced,Other-service,Other-relative,White,Female,0,0,25,Private,<=50K
50,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Self-emp-not-inc,<=50K
22,13,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,0,0,40,Private,<=50K
44,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,Self-emp-not-inc,<=50K
32,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Private,>50K
49,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,Private,<=50K
31,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,Private,<=50K
33,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Private,<=50K
50,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,15,Private,<=50K
26,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,1974,40,Private,<=50K
55,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,Private,>50K
49,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,20,Federal-gov,<=50K
22,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,Private,<=50K
43,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,Private,>50K
58,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,Private,<=50K
48,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,State-gov,>50K
21,7,Never-married,Other-service,Own-child,White,Male,0,0,50,Private,<=50K
67,4,Widowed,Other-service,Not-in-family,White,Female,0,0,20,Local-gov,<=50K
39,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Self-emp-not-inc,<=50K
52,11,Divorced,Farming-fishing,Not-in-family,White,Female,0,0,40,Federal-gov,<=50K
25,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Private,<=50K
27,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,60,Self-emp-not-inc,>50K
18,7,Never-married,Sales,Own-child,White,Female,0,0,20,Private,<=50K
41,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,Local-gov,>50K
59,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,Private,<=50K
23,12,Never-married,Other-service,Own-child,Black,Male,0,0,44,Private,<=50K
42,9,Divorced,Other-service,Own-child,White,Female,0,0,15,Private,<=50K
54,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,Self-emp-not-inc,>50K
39,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,60,Private,<=50K
57,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Local-gov,<=50K
51,6,Divorced,Other-service,Unmarried,White,Female,0,0,25,Private,<=50K
31,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Self-emp-not-inc,<=50K
24,10,Married-spouse-absent,Adm-clerical,Own-child,Black,Female,0,0,45,Private,<=50K
35,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,Private,<=50K
26,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,Private,<=50K
42,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,Self-emp-inc,>50K
31,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Private,<=50K
46,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Private,>50K
38,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,37,State-gov,<=50K
51,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Private,<=50K
27,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Private,<=50K
22,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,Private,>50K
25,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,Private,<=50K
58,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,Self-emp-not-inc,>50K
23,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,Private,<=50K
63,3,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,19,Private,<=50K
23,5,Separated,Other-service,Not-in-family,White,Male,0,0,40,Private,<=50K
51,14,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,Private,>50K
75,1,Never-married,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,0,0,48,Private,<=50K
52,10,Divorced,Sales,Unmarried,White,Female,0,0,50,Private,<=50K
69,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,10,Private,<=50K
40,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,Federal-gov,<=50K
34,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Private,>50K
21,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,8,State-gov,<=50K
30,13,Never-married,Prof-specialty,Other-relative,White,Female,0,0,40,Private,<=50K
46,3,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,1902,40,Private,<=50K
21,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,Private,<=50K
44,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Private,<=50K
51,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,3908,0,40,State-gov,<=50K
40,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,32,Private,<=50K
33,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,37,State-gov,<=50K
22,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,Self-emp-not-inc,<=50K
23,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,Private,<=50K
75,10,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,30,Self-emp-not-inc,<=50K
55,7,Widowed,Handlers-cleaners,Unmarried,White,Female,0,0,40,Private,<=50K
45,10,Divorced,Craft-repair,Not-in-family,White,Male,27828,0,56,Private,>50K
31,9,Never-married,Other-service,Own-child,White,Male,0,0,24,Private,<=50K
49,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Private,>50K
26,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,Local-gov,<=50K
61,14,Married-civ-spouse,Sales,Husband,White,Male,3103,0,50,Private,<=50K
44,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,3908,0,50,Private,<=50K
28,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,Local-gov,<=50K
51,9,Divorced,Other-service,Other-relative,Black,Female,0,0,30,Private,<=50K
44,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,Self-emp-inc,<=50K
24,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,Private,<=50K
46,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Self-emp-inc,>50K
36,9,Widowed,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,20,Private,<=50K
23,8,Never-married,Other-service,Not-in-family,White,Female,0,0,38,Private,<=50K
25,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Private,<=50K
48,10,Married-civ-spouse,Sales,Husband,Black,Male,0,0,8,Private,<=50K
18,7,Never-married,Other-service,Other-relative,Black,Female,0,0,24,Private,<=50K
25,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,Private,<=50K
19,9,Never-married,Transport-moving,Own-child,White,Male,2176,0,45,Private,<=50K
33,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,Private,<=50K
42,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,Private,<=50K
22,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Private,<=50K
36,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Private,>50K
33,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,Private,<=50K
34,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,Self-emp-not-inc,<=50K
33,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,Private,<=50K
62,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,15,Self-emp-not-inc,>50K
30,10,Never-married,Exec-managerial,Own-child,Black,Female,0,0,40,Private,<=50K
22,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Private,<=50K
34,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,Private,<=50K
43,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,60,Private,<=50K
25,13,Never-married,Craft-repair,Own-child,White,Male,0,0,40,Private,<=50K
35,9,Widowed,Other-service,Own-child,White,Female,0,0,40,Private,<=50K
28,12,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,Private,<=50K
28,10,Divorced,Sales,Unmarried,White,Female,0,0,45,Private,<=50K
25,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,25,Private,<=50K
40,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,>50K
35,5,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,Private,<=50K
48,4,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,Self-emp-not-inc,<=50K
63,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2290,0,20,Self-emp-not-inc,<=50K
31,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Private,>50K
36,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Private,<=50K
39,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Private,<=50K
24,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,Private,<=50K
32,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,Local-gov,<=50K
46,1,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,Private,<=50K
19,9,Never-married,Sales,Own-child,White,Male,0,0,35,Private,<=50K
30,10,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Private,<=50K
35,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Private,<=50K
33,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,Private,<=50K
25,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,Private,<=50K
64,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,35,Local-gov,>50K
18,9,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,20,Private,<=50K
59,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,<=50K
45,9,Divorced,Protective-serv,Unmarried,Black,Female,0,0,40,State-gov,<=50K
30,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,15,Private,<=50K
24,3,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,Private,<=50K
22,9,Never-married,Other-service,Unmarried,White,Female,0,0,35,Private,<=50K
49,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,56,Self-emp-inc,>50K
35,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Private,<=50K
48,14,Never-married,Prof-specialty,Unmarried,White,Female,0,1380,40,Local-gov,<=50K
18,8,Never-married,Sales,Own-child,White,Female,0,0,20,Private,<=50K
35,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Private,<=50K
27,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,Private,<=50K
28,13,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,60,Private,<=50K
26,10,Never-married,Other-service,Own-child,Black,Female,0,0,50,Private,<=50K
44,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,40,Private,>50K
39,9,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,Private,<=50K
40,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,State-gov,<=50K
70,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,35,Self-emp-not-inc,>50K
34,14,Never-married,Exec-managerial,Unmarried,White,Female,0,0,50,Private,<=50K
34,12,Divorced,Adm-clerical,Not-in-family,Black,Male,0,0,40,Private,<=50K
66,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Private,<=50K
40,9,Separated,Transport-moving,Unmarried,Black,Male,0,0,40,Private,<=50K
61,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,Self-emp-not-inc,>50K
59,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Self-emp-not-inc,<=50K
47,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Private,>50K
33,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,State-gov,>50K
18,7,Never-married,Other-service,Other-relative,White,Male,0,0,20,Private,<=50K
25,5,Never-married,Craft-repair,Unmarried,White,Male,914,0,40,Private,<=50K
22,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,20,Private,<=50K
40,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,Local-gov,>50K
30,12,Divorced,Adm-clerical,Own-child,White,Female,0,1762,40,Private,<=50K
73,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,6418,0,99,Self-emp-not-inc,>50K
45,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,10,Self-emp-not-inc,<=50K
