observation_id,outside_temp_c,room_humidity_pct,visitors,lighting_pct,ventilation_pct,sunlight_w_m2,hour_sin,hour_cos,next_hour_kwh
RR-0656,25.8,64.3,16,72.0,34.0,275.8,0.2588,-0.9659,12.47
RR-0657,14.8,50.0,17,61.6,48.6,405.5,-0.9659,0.2588,10.67
RR-0658,32.4,44.5,16,72.5,35.8,590.9,-0.5,-0.866,19.34
RR-0659,22.5,57.2,23,31.8,64.1,708.8,-0.2588,-0.9659,12.73
RR-0660,28.2,45.7,13,50.8,44.1,459.0,0.2588,-0.9659,14.15
RR-0661,24.1,45.3,13,80.7,29.7,684.0,-0.866,-0.5,7.98
RR-0662,25.1,58.5,22,74.2,56.6,577.0,-0.866,-0.5,10.54
RR-0663,23.2,51.3,24,82.0,40.5,297.6,0.2588,-0.9659,8.86
RR-0664,26.4,64.3,19,60.3,33.0,479.7,0.7071,-0.7071,14.57
RR-0665,12.5,65.5,14,81.7,29.6,583.0,0.2588,-0.9659,8.04
RR-0666,33.8,47.3,18,73.2,35.6,451.2,0.0,-1.0,16.0
RR-0667,18.1,53.3,14,55.5,35.1,900.0,-0.866,-0.5,7.83
RR-0668,29.3,50.0,17,77.7,40.5,900.0,0.0,-1.0,17.19
RR-0669,28.7,42.1,16,51.0,48.7,391.5,-1.0,-0.0,14.64
RR-0670,12.2,69.4,19,67.5,36.7,373.3,-0.9659,-0.2588,11.38
RR-0671,25.5,53.5,23,55.2,46.8,192.9,-0.9659,0.2588,12.39
RR-0672,36.3,44.6,12,44.3,30.9,630.0,-0.866,-0.5,21.0
RR-0673,25.2,55.3,9,42.3,25.3,0.0,0.2588,-0.9659,11.59
RR-0674,11.2,64.0,20,55.6,55.9,191.2,0.0,-1.0,10.71
RR-0675,18.6,55.3,13,50.1,21.5,418.0,-0.2588,-0.9659,4.11
RR-0676,13.0,58.8,12,47.6,28.2,299.0,-1.0,-0.0,4.71
RR-0677,20.2,64.5,19,82.0,46.7,0.0,-1.0,-0.0,12.23
RR-0678,29.4,68.2,15,66.9,33.0,0.0,-0.5,-0.866,11.91
RR-0679,24.4,49.1,18,55.1,39.6,49.8,0.7071,-0.7071,12.07
RR-0680,25.1,54.4,21,43.0,44.1,192.7,-1.0,-0.0,13.76
RR-0681,17.8,56.9,23,70.9,48.9,427.7,-1.0,-0.0,10.35
RR-0682,31.3,58.0,18,82.0,45.6,441.5,-0.5,-0.866,18.18
RR-0683,23.1,68.4,23,72.4,51.8,602.7,0.5,-0.866,12.15
RR-0684,26.5,42.9,22,57.6,47.8,789.9,-0.9659,-0.2588,9.01
RR-0685,31.4,40.5,16,57.2,40.9,443.4,-1.0,-0.0,16.68
RR-0686,36.3,53.3,21,47.5,37.1,351.1,0.866,-0.5,23.44
RR-0687,20.8,61.2,21,82.0,36.5,240.0,-0.9659,0.2588,8.31
RR-0688,28.9,44.7,15,77.5,32.0,226.9,-0.9659,-0.2588,11.33
RR-0689,22.8,59.0,16,82.0,41.2,445.4,0.866,-0.5,11.85
RR-0690,17.0,53.8,10,56.7,22.6,539.8,-0.9659,-0.2588,6.91
RR-0691,21.3,56.6,14,50.3,38.8,249.8,-1.0,-0.0,8.22
RR-0692,30.0,54.5,17,82.0,42.7,395.5,-0.866,0.5,13.03
RR-0693,27.0,59.3,18,79.8,42.7,200.5,-0.9659,0.2588,10.68
RR-0694,18.1,76.5,13,82.0,41.4,573.9,-0.2588,-0.9659,12.1
RR-0695,18.1,59.4,20,82.0,43.1,445.2,-0.5,-0.866,9.35
RR-0696,16.1,65.9,14,37.3,41.8,826.8,-0.5,-0.866,10.51
RR-0697,10.6,50.8,12,68.1,38.8,540.3,0.5,-0.866,9.71
RR-0698,39.0,51.1,17,60.4,36.9,460.6,0.5,-0.866,21.48
RR-0699,32.4,30.3,18,37.1,49.2,514.8,-0.9659,-0.2588,16.13
RR-0700,31.9,56.0,26,18.0,57.4,430.1,-1.0,-0.0,15.5
RR-0701,31.5,60.1,15,53.2,38.2,554.0,-1.0,-0.0,14.21
RR-0702,25.2,37.8,21,46.1,32.9,272.1,-0.5,-0.866,13.6
RR-0703,19.2,62.7,13,59.8,37.9,445.7,-1.0,-0.0,7.4
RR-0704,4.0,61.6,12,82.0,34.7,579.3,-0.7071,-0.7071,7.26
RR-0705,26.3,61.3,22,66.2,50.4,782.0,0.7071,-0.7071,11.89
RR-0706,13.3,67.3,23,48.1,36.5,900.0,-0.9659,-0.2588,8.06
RR-0707,24.2,60.5,22,67.6,56.4,549.4,-0.866,0.5,10.06
RR-0708,14.6,47.3,20,48.1,55.4,136.9,-0.7071,-0.7071,7.58
RR-0709,19.7,51.5,19,38.5,42.0,374.5,-0.2588,-0.9659,9.47
RR-0710,19.3,59.4,17,67.1,36.9,467.4,-0.866,-0.5,9.94
RR-0711,28.8,40.6,27,18.4,56.7,589.6,-0.866,-0.5,13.68
RR-0712,9.7,56.9,21,79.3,42.8,146.0,-0.9659,0.2588,7.83
RR-0713,23.1,58.4,23,82.0,39.3,270.2,-0.5,-0.866,9.46
RR-0714,13.6,69.4,15,33.4,34.3,789.7,-1.0,-0.0,9.69
RR-0715,16.9,55.8,24,34.2,49.0,393.3,-0.866,-0.5,6.39
RR-0716,19.0,61.6,16,66.4,44.1,344.6,0.5,-0.866,6.46
RR-0717,23.6,63.4,18,61.5,45.3,900.0,-0.9659,-0.2588,8.23
RR-0718,16.6,65.5,16,82.0,30.8,346.0,0.0,-1.0,10.41
RR-0719,20.9,56.9,24,59.6,42.8,258.8,-0.866,0.5,8.38
RR-0720,32.0,53.7,14,72.7,36.0,651.0,-0.866,0.5,15.9
RR-0721,14.6,64.0,16,39.2,42.7,0.0,-0.9659,-0.2588,7.31
RR-0722,33.9,48.8,26,66.9,51.1,137.8,0.866,-0.5,19.92
RR-0723,14.0,47.2,20,82.0,62.5,479.9,-0.2588,-0.9659,8.54
RR-0724,32.1,38.6,19,69.5,39.7,340.4,-0.7071,-0.7071,15.55
RR-0725,31.5,41.4,27,60.0,59.7,269.2,-1.0,-0.0,19.02
RR-0726,26.6,60.3,15,41.2,33.0,470.5,-1.0,-0.0,12.13
RR-0727,16.5,68.8,20,61.9,46.4,217.3,0.2588,-0.9659,9.66
RR-0728,28.5,46.3,13,34.7,35.0,146.3,0.2588,-0.9659,13.82
RR-0729,11.3,61.9,11,45.7,35.7,358.8,0.866,-0.5,8.26
RR-0730,16.4,47.3,16,64.0,43.4,701.1,0.7071,-0.7071,10.47
RR-0731,20.9,58.5,22,37.7,52.7,452.8,0.0,-1.0,7.12
RR-0732,27.0,53.8,15,50.2,39.6,203.6,0.2588,-0.9659,10.06
RR-0733,24.9,47.0,19,55.4,41.5,381.8,-0.866,-0.5,8.67
RR-0734,23.6,65.9,19,71.3,39.6,473.1,0.0,-1.0,6.37
RR-0735,25.9,57.3,16,35.6,36.5,341.0,0.2588,-0.9659,8.39
RR-0736,22.5,46.6,26,82.0,53.2,713.9,0.2588,-0.9659,10.9
RR-0737,29.2,48.8,21,81.4,53.5,420.6,-0.2588,-0.9659,14.72
RR-0738,29.8,49.6,22,52.7,38.2,622.0,-0.9659,-0.2588,13.7
RR-0739,26.7,52.5,15,73.0,35.2,0.0,-0.2588,-0.9659,9.84
RR-0740,22.6,60.6,13,82.0,31.7,491.0,-0.2588,-0.9659,9.49
RR-0741,24.3,66.4,18,52.2,33.0,580.3,-1.0,-0.0,11.48
RR-0742,27.5,42.7,16,78.7,31.0,358.0,-1.0,-0.0,9.83
RR-0743,14.4,66.6,17,64.7,46.2,454.4,-0.5,-0.866,5.32
RR-0744,21.4,51.9,21,82.0,35.2,299.5,0.2588,-0.9659,10.9
RR-0745,5.9,70.9,16,21.7,43.9,438.9,0.866,-0.5,9.28
RR-0746,22.0,61.1,18,51.3,37.1,691.8,0.5,-0.866,8.46
RR-0747,16.6,59.1,17,48.9,54.5,286.8,-1.0,-0.0,9.38
RR-0748,23.6,51.7,18,42.8,34.1,609.6,0.866,-0.5,10.05
RR-0749,8.8,62.4,23,34.6,45.8,0.0,-0.7071,-0.7071,8.53
RR-0750,21.7,48.1,19,47.9,56.9,40.7,-0.9659,0.2588,11.34
RR-0751,33.8,63.4,18,47.4,56.0,442.8,-0.7071,-0.7071,19.66
RR-0752,25.6,53.5,12,82.0,33.5,561.7,-0.7071,-0.7071,8.51
RR-0753,8.7,63.3,19,68.3,40.9,41.6,-0.866,0.5,7.52
RR-0754,17.5,58.2,21,82.0,43.6,186.7,0.5,-0.866,11.11
RR-0755,31.5,59.4,22,61.9,45.6,204.9,0.0,-1.0,18.2
RR-0756,28.7,63.6,14,55.9,26.3,334.8,-0.9659,0.2588,11.13
RR-0757,20.6,59.8,13,24.7,38.8,43.9,-0.7071,-0.7071,8.07
RR-0758,10.6,61.0,18,70.8,39.9,547.7,0.0,-1.0,8.8
RR-0759,28.3,52.5,21,55.6,52.4,439.6,0.866,-0.5,16.37
RR-0760,24.4,67.9,23,55.8,58.2,120.7,-1.0,-0.0,9.07
RR-0761,29.3,48.3,12,53.0,29.5,417.6,-0.9659,-0.2588,13.22
RR-0762,30.2,62.5,11,74.9,31.2,563.7,-0.866,-0.5,15.62
RR-0763,16.6,58.5,15,43.1,33.7,207.5,0.7071,-0.7071,8.53
RR-0764,25.1,60.3,12,63.2,35.9,570.8,-1.0,-0.0,9.27
RR-0765,31.2,53.7,18,49.0,43.0,392.9,0.866,-0.5,16.13
RR-0766,9.6,61.5,15,38.2,26.2,346.9,-1.0,-0.0,7.28
RR-0767,20.1,56.5,14,68.9,38.1,255.8,0.5,-0.866,8.86
RR-0768,24.7,51.0,33,44.2,61.8,561.0,-0.2588,-0.9659,10.55
RR-0769,17.7,73.9,18,66.1,59.5,1.4,0.0,-1.0,11.03
RR-0770,5.4,57.8,11,58.1,46.2,483.3,-0.2588,-0.9659,9.66
RR-0771,25.4,52.9,24,70.7,52.2,830.1,-0.866,0.5,16.22
RR-0772,36.8,34.9,9,82.0,17.9,388.8,-0.866,-0.5,20.84
RR-0773,28.6,43.0,16,49.3,44.1,489.3,-0.9659,-0.2588,14.99
RR-0774,7.5,68.5,18,54.7,39.7,510.0,-0.9659,-0.2588,8.27
RR-0775,18.3,69.1,18,52.8,41.9,876.7,0.5,-0.866,8.1
RR-0776,16.8,58.3,21,43.7,47.5,164.5,0.7071,-0.7071,8.61
RR-0777,14.3,59.4,18,75.2,36.4,900.0,-0.9659,-0.2588,6.92
RR-0778,23.5,52.6,22,60.9,37.1,512.4,-0.2588,-0.9659,11.19
RR-0779,32.8,54.6,19,37.4,44.2,511.9,0.7071,-0.7071,19.78
RR-0780,25.5,61.7,10,73.9,29.9,431.3,-0.866,-0.5,9.23
RR-0781,18.3,59.0,22,60.5,48.4,528.3,0.0,-1.0,10.27
RR-0782,28.9,58.7,19,82.0,42.9,252.6,-0.866,0.5,15.69
RR-0783,24.9,54.6,25,53.1,61.4,732.2,-0.7071,-0.7071,12.5
RR-0784,27.0,53.3,12,82.0,28.9,252.1,0.866,-0.5,11.91
RR-0785,19.9,60.8,11,35.6,31.2,369.8,-0.866,-0.5,7.6
RR-0786,32.6,46.7,21,46.9,46.6,239.1,-0.9659,0.2588,15.84
RR-0787,17.2,51.6,20,65.4,46.1,714.5,0.2588,-0.9659,9.01
RR-0788,25.1,47.5,6,55.3,33.5,281.8,0.866,-0.5,10.27
RR-0789,37.4,33.0,15,59.9,33.2,344.0,0.7071,-0.7071,20.92
RR-0790,24.6,67.6,21,71.9,44.9,664.5,-0.2588,-0.9659,14.39
RR-0791,24.8,52.1,21,82.0,48.6,660.3,-0.866,-0.5,10.56
RR-0792,21.2,47.0,8,70.3,27.9,218.2,0.2588,-0.9659,8.21
RR-0793,29.2,59.4,20,18.0,24.2,0.0,-0.7071,-0.7071,10.98
RR-0794,25.8,51.9,20,18.0,29.5,248.5,-1.0,-0.0,9.98
RR-0795,14.4,65.6,21,37.5,52.1,100.6,-0.7071,-0.7071,10.18
RR-0796,14.9,52.4,18,64.5,51.4,363.7,0.866,-0.5,11.18
RR-0797,20.2,51.7,20,68.6,45.2,898.4,-0.866,0.5,9.08
RR-0798,32.9,58.4,14,53.7,31.2,451.9,0.0,-1.0,15.91
RR-0799,32.2,53.2,15,40.7,41.0,367.9,0.0,-1.0,18.87
RR-0800,26.8,48.0,25,67.3,58.6,522.2,-0.9659,0.2588,15.25
RR-0801,18.1,57.1,15,56.7,39.2,425.5,0.866,-0.5,8.48
RR-0802,24.9,59.8,19,55.5,52.6,705.0,0.7071,-0.7071,16.49
RR-0803,31.6,55.4,17,62.6,52.7,412.3,-1.0,-0.0,14.34
RR-0804,26.5,58.1,21,82.0,42.6,459.3,0.0,-1.0,9.93
RR-0805,15.0,62.5,21,58.0,50.2,661.7,0.0,-1.0,7.04
RR-0806,36.0,47.5,19,63.4,47.0,217.3,0.866,-0.5,20.66
RR-0807,31.0,59.4,20,49.4,42.8,470.3,-1.0,-0.0,17.86
RR-0808,14.4,58.7,11,60.1,36.5,183.5,0.7071,-0.7071,9.28
RR-0809,39.1,52.4,21,18.0,46.8,162.3,-0.9659,-0.2588,21.63
RR-0810,31.2,45.4,26,70.5,46.2,74.1,-0.7071,-0.7071,16.99
RR-0811,21.6,43.6,19,49.2,54.1,728.9,0.7071,-0.7071,9.46
RR-0812,25.6,45.7,12,62.3,39.8,470.7,-0.2588,-0.9659,9.39
RR-0813,32.3,51.4,21,82.0,39.5,294.3,0.2588,-0.9659,17.71
RR-0814,21.5,69.7,17,48.8,43.0,577.2,-1.0,-0.0,7.0
RR-0815,27.7,62.1,20,62.3,40.8,400.5,-0.9659,-0.2588,10.86
RR-0816,28.4,51.1,21,72.2,35.8,560.0,-0.9659,0.2588,11.64
RR-0817,29.9,49.7,16,54.7,37.3,380.6,0.0,-1.0,15.07
RR-0818,8.5,59.0,18,82.0,33.2,372.9,-0.7071,-0.7071,9.28
RR-0819,31.0,51.6,14,48.0,29.3,308.8,0.5,-0.866,16.82
RR-0820,24.7,54.7,22,72.5,47.2,542.5,-1.0,-0.0,12.44
RR-0821,21.0,64.0,11,28.1,39.5,642.7,-0.9659,-0.2588,7.66
RR-0822,17.7,61.5,22,22.8,55.6,595.3,0.5,-0.866,12.16
RR-0823,28.8,61.3,29,39.2,56.8,0.0,-0.7071,-0.7071,14.77
RR-0824,24.1,59.2,22,82.0,50.3,113.9,-0.7071,-0.7071,12.06
RR-0825,11.1,59.4,22,76.0,47.9,205.6,0.5,-0.866,11.13
RR-0826,14.7,61.4,18,53.2,33.3,632.9,0.7071,-0.7071,8.89
RR-0827,9.4,67.2,10,71.5,25.2,304.8,-0.2588,-0.9659,7.42
RR-0828,31.0,55.6,10,81.3,29.4,544.0,0.866,-0.5,13.91
RR-0829,22.3,55.1,18,63.7,46.3,242.2,-1.0,-0.0,8.32
RR-0830,36.8,50.9,14,65.9,27.3,630.6,0.2588,-0.9659,16.52
RR-0831,27.9,53.2,14,64.1,48.2,368.8,-0.2588,-0.9659,12.89
RR-0832,23.1,59.6,20,76.3,45.8,468.4,-0.9659,-0.2588,9.62
RR-0833,28.2,52.2,15,82.0,43.6,673.0,0.0,-1.0,13.54
RR-0834,22.3,58.5,12,39.8,31.6,610.6,-0.5,-0.866,8.79
RR-0835,18.1,64.5,17,82.0,48.1,359.4,0.2588,-0.9659,11.81
RR-0836,20.6,59.0,15,65.0,41.9,900.0,0.866,-0.5,11.72
RR-0837,19.8,54.8,21,59.1,41.9,421.9,-0.866,-0.5,7.72
RR-0838,27.4,48.3,12,27.5,21.7,290.7,-0.9659,-0.2588,8.12
RR-0839,34.3,44.2,20,69.2,47.7,442.4,-0.2588,-0.9659,21.02
RR-0840,34.1,47.1,20,68.2,43.7,214.6,-0.866,-0.5,17.84
RR-0841,17.7,47.8,17,52.4,44.3,561.5,-0.7071,-0.7071,7.94
RR-0842,22.0,48.0,13,43.5,47.1,572.7,0.866,-0.5,9.53
RR-0843,20.6,61.9,13,82.0,28.6,213.9,-0.9659,0.2588,7.59
RR-0844,7.0,69.6,15,51.4,42.5,474.4,-0.9659,0.2588,10.0
RR-0845,28.7,52.6,22,49.2,53.9,435.4,-0.866,0.5,16.35
RR-0846,26.2,50.2,19,82.0,46.0,604.0,0.7071,-0.7071,14.05
RR-0847,22.7,60.2,22,77.3,52.1,404.4,0.2588,-0.9659,11.34
RR-0848,30.7,49.0,15,47.8,40.6,766.9,-0.2588,-0.9659,12.19
RR-0849,5.9,73.1,21,58.0,42.1,266.8,0.5,-0.866,10.06
RR-0850,20.4,55.4,25,27.4,49.5,873.0,0.5,-0.866,9.24
RR-0851,23.3,59.9,20,72.9,35.0,396.6,-0.5,-0.866,9.25
RR-0852,28.2,54.1,13,74.3,26.6,651.8,0.2588,-0.9659,14.28
RR-0853,4.0,69.8,21,61.6,42.4,307.0,-0.866,-0.5,6.55
RR-0854,19.2,64.0,17,82.0,45.1,616.3,-0.9659,0.2588,10.54
RR-0855,23.1,59.7,22,60.6,48.4,245.7,0.2588,-0.9659,8.74
RR-0856,11.3,58.6,12,57.2,34.7,93.8,0.2588,-0.9659,9.39
RR-0857,25.3,57.8,16,24.9,47.3,57.0,0.7071,-0.7071,9.53
RR-0858,10.8,75.0,14,59.9,37.3,463.8,0.7071,-0.7071,10.94
RR-0859,34.6,46.3,12,48.5,39.7,21.6,-1.0,-0.0,16.08
RR-0860,21.5,57.1,18,55.5,38.5,386.3,-0.866,-0.5,6.23
RR-0861,19.7,53.3,13,64.7,38.4,672.3,-0.9659,0.2588,8.08
RR-0862,8.9,72.9,20,80.7,62.9,159.1,-0.866,0.5,11.86
RR-0863,16.9,50.3,23,33.5,53.3,120.8,-0.9659,-0.2588,7.64
RR-0864,17.2,63.4,15,46.5,41.9,180.3,-1.0,-0.0,9.58
RR-0865,30.1,43.9,21,82.0,29.7,614.6,-0.5,-0.866,15.94
RR-0866,30.7,53.8,20,21.6,46.1,316.3,-0.5,-0.866,15.14
RR-0867,39.6,44.2,19,64.8,46.2,588.1,-1.0,-0.0,22.04
RR-0868,28.7,53.0,24,62.6,51.6,585.4,0.5,-0.866,15.58
RR-0869,25.6,53.6,18,48.7,30.2,0.0,0.5,-0.866,9.53
RR-0870,18.5,75.4,16,72.9,42.7,863.0,-0.866,-0.5,11.13
RR-0871,19.1,53.5,19,82.0,40.9,542.3,-0.2588,-0.9659,8.6
RR-0872,33.9,46.9,22,72.5,56.6,666.5,0.7071,-0.7071,21.34
RR-0873,10.2,58.6,20,82.0,35.8,255.7,-0.866,0.5,6.16
RR-0874,22.0,67.0,17,65.5,45.4,0.0,-0.5,-0.866,10.46
RR-0875,17.3,65.9,12,61.5,40.4,374.1,-0.7071,-0.7071,7.32
RR-0876,15.7,57.7,14,43.9,28.2,559.5,-0.2588,-0.9659,9.48
RR-0877,20.2,58.6,10,60.2,32.7,532.5,-1.0,-0.0,6.14
RR-0878,24.3,63.1,20,18.0,45.9,541.6,-0.9659,-0.2588,10.12
RR-0879,14.9,54.0,20,32.5,65.7,514.1,0.5,-0.866,8.06
RR-0880,21.6,41.8,20,40.2,41.2,199.6,0.7071,-0.7071,6.49
RR-0881,40.1,55.4,16,62.1,38.2,123.9,0.866,-0.5,21.55
RR-0882,20.2,55.8,19,64.0,38.9,479.2,0.7071,-0.7071,7.07
RR-0883,12.6,63.4,24,64.9,48.4,687.2,-0.2588,-0.9659,8.01
RR-0884,17.6,61.6,26,67.1,51.4,384.8,-0.7071,-0.7071,13.31
RR-0885,20.4,57.2,19,52.9,37.7,37.3,0.5,-0.866,10.11
RR-0886,25.2,61.0,18,79.2,41.6,677.2,-0.5,-0.866,11.43
RR-0887,20.0,58.0,13,60.7,34.0,414.4,-0.866,-0.5,7.17
RR-0888,11.0,55.2,18,59.8,35.5,0.0,-0.866,0.5,10.18
RR-0889,28.4,52.7,23,69.1,38.6,470.6,0.866,-0.5,12.91
RR-0890,19.7,50.7,14,82.0,33.9,205.5,-0.9659,0.2588,10.09
RR-0891,28.5,50.7,18,18.0,47.7,333.4,-0.7071,-0.7071,10.72
RR-0892,17.9,64.8,19,48.4,42.9,468.1,-0.9659,0.2588,8.6
RR-0893,30.4,48.9,23,61.7,42.0,331.5,-0.7071,-0.7071,14.24
RR-0894,33.5,46.4,19,55.0,37.9,524.1,0.0,-1.0,18.02
RR-0895,16.3,60.9,21,62.5,55.7,284.7,0.0,-1.0,12.13
RR-0896,25.2,51.2,20,68.6,61.2,87.7,-0.7071,-0.7071,12.55
RR-0897,28.6,59.6,12,59.0,45.4,622.5,-0.9659,0.2588,10.86
RR-0898,22.3,69.3,20,82.0,35.1,482.8,-1.0,-0.0,11.23
RR-0899,36.3,54.6,20,68.0,38.0,642.9,-0.9659,-0.2588,19.5
RR-0900,19.2,61.1,20,70.0,49.6,594.3,-0.9659,0.2588,11.8
RR-0901,27.5,53.0,13,82.0,24.7,542.4,-0.7071,-0.7071,10.06
RR-0902,21.2,55.4,15,68.1,45.8,64.8,0.5,-0.866,10.36
RR-0903,32.4,52.3,21,82.0,50.6,143.0,-0.866,0.5,16.41
RR-0904,29.2,50.7,25,67.1,49.2,448.0,-1.0,-0.0,17.65
RR-0905,30.5,66.4,28,82.0,60.2,848.9,-0.9659,0.2588,18.54
RR-0906,19.0,56.3,16,74.0,39.7,616.7,0.866,-0.5,7.01
RR-0907,15.5,79.0,19,52.6,50.4,325.7,-0.5,-0.866,11.45
RR-0908,23.6,55.7,12,63.6,30.2,298.7,0.0,-1.0,10.53
RR-0909,29.8,52.2,14,82.0,31.4,521.2,-0.7071,-0.7071,14.28
RR-0910,34.2,53.8,11,63.7,31.0,313.6,0.0,-1.0,17.51
RR-0911,26.1,53.6,19,80.2,41.4,302.0,0.7071,-0.7071,13.33
RR-0912,20.1,46.3,26,82.0,55.2,712.9,-0.9659,-0.2588,8.74
RR-0913,16.0,60.9,22,58.6,50.9,687.6,0.7071,-0.7071,8.44
RR-0914,17.6,64.8,8,81.6,29.0,712.1,0.866,-0.5,8.03
RR-0915,23.2,60.2,25,55.3,42.1,543.2,0.5,-0.866,11.89
RR-0916,29.3,49.3,20,44.3,49.6,301.7,0.5,-0.866,14.18
RR-0917,25.9,57.2,18,65.4,32.6,503.3,-0.2588,-0.9659,9.77
RR-0918,20.9,60.1,27,31.5,56.8,547.1,-0.5,-0.866,10.29
RR-0919,15.8,50.9,23,48.1,35.0,127.2,-0.866,0.5,7.43
RR-0920,32.6,53.9,18,54.0,46.6,26.5,0.866,-0.5,18.66
RR-0921,15.5,62.5,21,53.2,51.6,568.8,-0.2588,-0.9659,11.55
RR-0922,27.1,58.2,18,73.4,30.3,890.9,0.0,-1.0,14.51
RR-0923,20.1,60.1,21,70.1,42.3,341.6,-0.9659,-0.2588,7.88
RR-0924,29.0,52.2,11,73.7,36.0,633.0,0.5,-0.866,11.66
RR-0925,23.7,63.0,19,74.0,49.8,257.9,0.7071,-0.7071,10.68
RR-0926,23.1,54.5,15,18.0,43.7,713.4,-0.5,-0.866,11.17
RR-0927,13.2,61.3,20,44.5,43.3,495.4,-0.5,-0.866,9.23
RR-0928,25.4,52.3,21,82.0,43.7,513.3,-0.2588,-0.9659,11.67
RR-0929,24.8,60.1,19,77.9,55.9,687.7,-0.2588,-0.9659,12.64
RR-0930,32.2,55.5,21,49.9,59.5,367.3,-0.7071,-0.7071,18.22
RR-0931,28.8,55.9,17,44.3,50.6,104.2,0.866,-0.5,14.79
RR-0932,20.6,55.1,16,62.1,44.4,753.0,-0.7071,-0.7071,9.62
RR-0933,23.7,52.0,17,73.2,42.9,391.9,0.0,-1.0,9.88
RR-0934,24.8,52.2,22,47.4,42.3,309.7,-0.5,-0.866,9.03
RR-0935,22.5,53.5,13,78.5,44.2,90.1,-0.9659,0.2588,9.2
RR-0936,23.1,56.4,18,48.7,48.7,15.8,0.2588,-0.9659,9.01
RR-0937,17.8,63.8,14,43.4,47.5,122.6,0.7071,-0.7071,8.78
RR-0938,20.6,46.6,21,60.1,45.7,28.0,0.866,-0.5,10.41
RR-0939,37.4,46.8,28,65.2,42.7,339.2,-0.9659,0.2588,21.03
RR-0940,16.3,69.4,17,82.0,37.8,457.7,-0.9659,-0.2588,8.73
RR-0941,28.0,59.8,17,82.0,40.4,344.4,-1.0,-0.0,11.71
RR-0942,31.1,58.0,20,65.4,37.9,900.0,-0.2588,-0.9659,16.09
RR-0943,26.1,53.0,16,70.7,43.0,303.4,-0.9659,-0.2588,14.6
RR-0944,21.4,59.5,21,41.0,41.7,493.9,0.5,-0.866,9.44
RR-0945,18.3,71.7,12,66.9,44.7,65.9,-1.0,-0.0,11.55
RR-0946,32.8,50.6,18,57.6,35.0,552.0,-0.866,-0.5,13.18
RR-0947,36.7,44.3,16,33.2,48.9,762.4,-0.9659,0.2588,22.45
RR-0948,27.1,59.6,19,18.0,44.9,530.7,0.7071,-0.7071,11.15
RR-0949,34.7,53.2,24,45.2,37.4,532.0,0.5,-0.866,19.33
RR-0950,22.8,49.7,19,50.6,32.4,440.0,-0.5,-0.866,8.09
RR-0951,18.1,59.1,17,78.5,49.3,697.3,0.0,-1.0,8.67
RR-0952,28.2,61.4,19,49.1,42.3,549.4,-0.7071,-0.7071,9.84
RR-0953,13.5,51.8,17,52.2,48.8,361.1,-0.9659,-0.2588,8.9
RR-0954,30.4,60.7,13,69.3,39.9,190.9,0.7071,-0.7071,15.84
RR-0955,18.7,48.6,21,82.0,54.9,416.7,0.866,-0.5,11.79
RR-0956,28.2,55.8,19,50.3,56.7,599.0,0.5,-0.866,13.2
RR-0957,27.8,66.3,23,82.0,47.0,491.9,-0.7071,-0.7071,14.18
RR-0958,7.5,55.9,18,52.9,45.5,522.7,0.7071,-0.7071,11.65
RR-0959,27.4,69.6,15,56.1,36.4,836.1,-0.5,-0.866,11.23
RR-0960,23.2,61.6,17,20.4,30.7,155.7,0.0,-1.0,11.31
RR-0961,16.0,75.8,20,81.6,42.4,664.3,0.0,-1.0,12.81
RR-0962,29.2,43.7,13,64.8,36.4,573.4,-0.7071,-0.7071,14.34
RR-0963,28.2,42.2,23,76.0,62.6,383.7,0.866,-0.5,15.36
RR-0964,19.7,51.3,16,63.5,36.8,118.2,-0.9659,-0.2588,9.86
RR-0965,25.1,61.4,18,81.2,53.6,4.5,-0.9659,-0.2588,12.21
RR-0966,20.1,59.6,24,47.0,65.2,603.9,-0.866,-0.5,10.16
RR-0967,16.2,53.3,18,57.9,50.4,318.3,-0.866,-0.5,8.49
RR-0968,25.5,55.0,13,82.0,37.2,262.0,0.7071,-0.7071,12.14
RR-0969,31.6,54.3,18,63.5,42.7,900.0,-0.2588,-0.9659,16.32
RR-0970,16.5,44.6,23,71.9,56.2,428.4,-0.9659,0.2588,8.34
RR-0971,27.8,59.1,14,82.0,40.8,630.4,-1.0,-0.0,10.54
RR-0972,15.2,69.5,17,18.0,40.5,92.3,-0.866,-0.5,8.16
RR-0973,31.7,44.9,20,48.5,47.1,590.6,0.7071,-0.7071,15.3
RR-0974,23.0,56.1,16,69.6,46.7,563.4,-0.866,-0.5,9.95
RR-0975,21.6,54.2,12,79.0,34.7,85.7,-0.866,0.5,8.27
RR-0976,40.1,36.2,17,18.0,33.1,403.9,0.0,-1.0,23.15
RR-0977,31.5,53.7,19,57.9,51.3,110.6,-0.866,-0.5,14.05
RR-0978,11.6,68.0,19,32.0,38.4,354.7,0.0,-1.0,8.68
RR-0979,25.7,56.0,18,63.3,32.1,765.5,-0.9659,-0.2588,8.93
RR-0980,26.3,43.7,25,68.8,50.8,489.6,0.0,-1.0,14.47
RR-0981,28.9,57.4,21,36.0,51.6,303.8,0.5,-0.866,15.55
RR-0982,26.4,64.7,22,70.6,54.7,477.3,-0.2588,-0.9659,15.7
RR-0983,36.4,50.6,23,18.0,43.9,467.2,0.7071,-0.7071,19.5
