ticket_id,prediction_at,channel,priority,customer_plan,message_word_count,open_ticket_backlog,previous_30d_contacts,opened_hour,opened_weekday,first_response_minutes,missed_8h_sla,label_available_at
TKT-0441,2026-03-19T08:00:00+0000,web,normal,basic,53,17,1.0,8,3,149,0,2026-03-19T10:29:00+0000
TKT-0442,2026-03-19T12:00:00+0000,chat,high,basic,54,13,2.0,12,3,152,0,2026-03-19T14:32:00+0000
TKT-0443,2026-03-19T16:00:00+0000,chat,high,basic,49,21,1.0,16,3,90,0,2026-03-19T17:30:00+0000
TKT-0444,2026-03-19T20:00:00+0000,email,normal,team,61,16,2.0,20,3,225,0,2026-03-19T23:45:00+0000
TKT-0445,2026-03-20T00:00:00+0000,web,normal,team,47,21,1.0,0,4,118,0,2026-03-20T01:58:00+0000
TKT-0446,2026-03-20T04:00:00+0000,web,normal,basic,50,13,2.0,4,4,1027,1,2026-03-20T12:00:00+0000
TKT-0447,2026-03-20T08:00:00+0000,chat,normal,team,62,13,1.0,8,4,113,0,2026-03-20T09:53:00+0000
TKT-0448,2026-03-20T12:00:00+0000,web,normal,basic,47,14,1.0,12,4,35,0,2026-03-20T12:35:00+0000
TKT-0449,2026-03-20T16:00:00+0000,web,normal,basic,54,19,1.0,16,4,218,0,2026-03-20T19:38:00+0000
TKT-0450,2026-03-20T20:00:00+0000,web,normal,team,53,14,3.0,20,4,230,0,2026-03-20T23:50:00+0000
TKT-0451,2026-03-21T00:00:00+0000,web,high,basic,50,21,0.0,0,5,781,1,2026-03-21T08:00:00+0000
TKT-0452,2026-03-21T04:00:00+0000,web,high,basic,61,14,1.0,4,5,253,0,2026-03-21T08:13:00+0000
TKT-0453,2026-03-21T08:00:00+0000,web,normal,basic,42,16,1.0,8,5,54,0,2026-03-21T08:54:00+0000
TKT-0454,2026-03-21T12:00:00+0000,chat,low,basic,62,13,3.0,12,5,69,0,2026-03-21T13:09:00+0000
TKT-0455,2026-03-21T16:00:00+0000,web,normal,basic,50,19,2.0,16,5,556,1,2026-03-22T00:00:00+0000
TKT-0456,2026-03-21T20:00:00+0000,email,high,enterprise,58,14,0.0,20,5,1092,1,2026-03-22T04:00:00+0000
TKT-0457,2026-03-22T00:00:00+0000,email,normal,team,38,15,1.0,0,6,90,0,2026-03-22T01:30:00+0000
TKT-0458,2026-03-22T04:00:00+0000,web,normal,basic,60,13,3.0,4,6,161,0,2026-03-22T06:41:00+0000
TKT-0459,2026-03-22T08:00:00+0000,email,low,basic,59,18,1.0,8,6,287,0,2026-03-22T12:47:00+0000
TKT-0460,2026-03-22T12:00:00+0000,chat,low,team,47,19,3.0,12,6,12,0,2026-03-22T12:12:00+0000
TKT-0461,2026-03-22T16:00:00+0000,chat,low,,56,15,2.0,16,6,32,0,2026-03-22T16:32:00+0000
TKT-0462,2026-03-22T20:00:00+0000,web,normal,basic,52,20,0.0,20,6,33,0,2026-03-22T20:33:00+0000
TKT-0463,2026-03-23T00:00:00+0000,web,normal,basic,49,17,1.0,0,0,124,0,2026-03-23T02:04:00+0000
TKT-0464,2026-03-23T04:00:00+0000,email,normal,enterprise,55,19,2.0,4,0,102,0,2026-03-23T05:42:00+0000
TKT-0465,2026-03-23T08:00:00+0000,web,normal,team,53,19,0.0,8,0,140,0,2026-03-23T10:20:00+0000
TKT-0466,2026-03-23T12:00:00+0000,chat,high,team,46,23,2.0,12,0,57,0,2026-03-23T12:57:00+0000
TKT-0467,2026-03-23T16:00:00+0000,chat,low,basic,52,22,4.0,16,0,71,0,2026-03-23T17:11:00+0000
TKT-0468,2026-03-23T20:00:00+0000,email,high,enterprise,54,27,1.0,20,0,577,1,2026-03-24T04:00:00+0000
TKT-0469,2026-03-24T00:00:00+0000,email,low,basic,48,25,1.0,0,1,357,0,2026-03-24T05:57:00+0000
TKT-0470,2026-03-24T04:00:00+0000,email,normal,basic,61,27,1.0,4,1,55,0,2026-03-24T04:55:00+0000
TKT-0471,2026-03-24T08:00:00+0000,email,low,team,54,23,1.0,8,1,648,1,2026-03-24T16:00:00+0000
TKT-0472,2026-03-24T12:00:00+0000,email,low,team,54,15,3.0,12,1,73,0,2026-03-24T13:13:00+0000
TKT-0473,2026-03-24T16:00:00+0000,email,low,team,45,21,1.0,16,1,292,0,2026-03-24T20:52:00+0000
TKT-0474,2026-03-24T20:00:00+0000,email,low,basic,50,26,1.0,20,1,543,1,2026-03-25T04:00:00+0000
TKT-0475,2026-03-25T00:00:00+0000,web,normal,team,65,26,4.0,0,2,564,1,2026-03-25T08:00:00+0000
TKT-0476,2026-03-25T04:00:00+0000,email,normal,team,56,19,2.0,4,2,14,0,2026-03-25T04:14:00+0000
TKT-0477,2026-03-25T08:00:00+0000,chat,high,basic,55,24,1.0,8,2,271,0,2026-03-25T12:31:00+0000
TKT-0478,2026-03-25T12:00:00+0000,email,high,team,43,20,0.0,12,2,609,1,2026-03-25T20:00:00+0000
TKT-0479,2026-03-25T16:00:00+0000,web,normal,basic,60,20,1.0,16,2,193,0,2026-03-25T19:13:00+0000
TKT-0480,2026-03-25T20:00:00+0000,web,normal,basic,53,24,2.0,20,2,631,1,2026-03-26T04:00:00+0000
TKT-0481,2026-03-26T00:00:00+0000,email,normal,team,44,31,1.0,0,3,193,0,2026-03-26T03:13:00+0000
TKT-0482,2026-03-26T04:00:00+0000,email,high,basic,62,21,2.0,4,3,745,1,2026-03-26T12:00:00+0000
TKT-0483,2026-03-26T08:00:00+0000,chat,low,team,73,20,0.0,8,3,41,0,2026-03-26T08:41:00+0000
TKT-0484,2026-03-26T12:00:00+0000,email,normal,basic,54,18,3.0,12,3,86,0,2026-03-26T13:26:00+0000
TKT-0485,2026-03-26T16:00:00+0000,email,normal,team,54,27,2.0,16,3,72,0,2026-03-26T17:12:00+0000
TKT-0486,2026-03-26T20:00:00+0000,email,normal,team,58,21,1.0,20,3,865,1,2026-03-27T04:00:00+0000
TKT-0487,2026-03-27T00:00:00+0000,web,normal,basic,65,20,1.0,0,4,16,0,2026-03-27T00:16:00+0000
TKT-0488,2026-03-27T04:00:00+0000,web,low,team,48,13,0.0,4,4,165,0,2026-03-27T06:45:00+0000
TKT-0489,2026-03-27T08:00:00+0000,email,normal,team,60,14,2.0,8,4,169,0,2026-03-27T10:49:00+0000
TKT-0490,2026-03-27T12:00:00+0000,web,normal,basic,65,8,1.0,12,4,246,0,2026-03-27T16:06:00+0000
TKT-0491,2026-03-27T16:00:00+0000,web,normal,team,55,13,3.0,16,4,146,0,2026-03-27T18:26:00+0000
TKT-0492,2026-03-27T20:00:00+0000,email,normal,basic,42,19,1.0,20,4,666,1,2026-03-28T04:00:00+0000
TKT-0493,2026-03-28T00:00:00+0000,web,high,basic,52,16,1.0,0,5,144,0,2026-03-28T02:24:00+0000
TKT-0494,2026-03-28T04:00:00+0000,web,normal,basic,56,15,0.0,4,5,55,0,2026-03-28T04:55:00+0000
TKT-0495,2026-03-28T08:00:00+0000,email,normal,team,53,17,1.0,8,5,104,0,2026-03-28T09:44:00+0000
TKT-0496,2026-03-28T12:00:00+0000,email,low,basic,43,18,0.0,12,5,166,0,2026-03-28T14:46:00+0000
TKT-0497,2026-03-28T16:00:00+0000,web,normal,team,43,15,4.0,16,5,168,0,2026-03-28T18:48:00+0000
TKT-0498,2026-03-28T20:00:00+0000,email,low,basic,55,17,2.0,20,5,707,1,2026-03-29T04:00:00+0000
TKT-0499,2026-03-29T00:00:00+0000,email,normal,basic,63,15,0.0,0,6,212,0,2026-03-29T03:32:00+0000
TKT-0500,2026-03-29T04:00:00+0000,email,normal,basic,64,17,1.0,4,6,794,1,2026-03-29T12:00:00+0000
TKT-0501,2026-03-29T08:00:00+0000,email,normal,enterprise,50,19,1.0,8,6,128,0,2026-03-29T10:08:00+0000
TKT-0502,2026-03-29T12:00:00+0000,chat,normal,team,54,19,1.0,12,6,1023,1,2026-03-29T20:00:00+0000
TKT-0503,2026-03-29T16:00:00+0000,chat,normal,basic,44,24,7.0,16,6,132,0,2026-03-29T18:12:00+0000
TKT-0504,2026-03-29T20:00:00+0000,chat,normal,basic,55,18,1.0,20,6,75,0,2026-03-29T21:15:00+0000
TKT-0505,2026-03-30T00:00:00+0000,chat,normal,team,48,24,1.0,0,0,573,1,2026-03-30T08:00:00+0000
TKT-0506,2026-03-30T04:00:00+0000,chat,normal,basic,56,21,1.0,4,0,32,0,2026-03-30T04:32:00+0000
TKT-0507,2026-03-30T08:00:00+0000,web,normal,basic,49,18,2.0,8,0,30,0,2026-03-30T08:30:00+0000
TKT-0508,2026-03-30T12:00:00+0000,web,low,basic,66,15,4.0,12,0,70,0,2026-03-30T13:10:00+0000
TKT-0509,2026-03-30T16:00:00+0000,web,normal,basic,54,19,1.0,16,0,59,0,2026-03-30T16:59:00+0000
TKT-0510,2026-03-30T20:00:00+0000,web,high,basic,57,25,1.0,20,0,813,1,2026-03-31T04:00:00+0000
TKT-0511,2026-03-31T00:00:00+0000,web,normal,basic,65,21,1.0,0,1,118,0,2026-03-31T01:58:00+0000
TKT-0512,2026-03-31T04:00:00+0000,web,normal,team,46,23,2.0,4,1,599,1,2026-03-31T12:00:00+0000
TKT-0513,2026-03-31T08:00:00+0000,email,normal,team,48,25,2.0,8,1,67,0,2026-03-31T09:07:00+0000
TKT-0514,2026-03-31T12:00:00+0000,web,normal,basic,62,29,2.0,12,1,563,1,2026-03-31T20:00:00+0000
TKT-0515,2026-03-31T16:00:00+0000,web,normal,basic,56,23,0.0,16,1,678,1,2026-04-01T00:00:00+0000
TKT-0516,2026-03-31T20:00:00+0000,chat,high,enterprise,46,25,1.0,20,1,194,0,2026-03-31T23:14:00+0000
TKT-0517,2026-04-01T00:00:00+0000,email,normal,basic,60,23,3.0,0,2,166,0,2026-04-01T02:46:00+0000
TKT-0518,2026-04-01T04:00:00+0000,chat,low,basic,49,25,1.0,4,2,268,0,2026-04-01T08:28:00+0000
TKT-0519,2026-04-01T08:00:00+0000,chat,normal,basic,63,27,1.0,8,2,901,1,2026-04-01T16:00:00+0000
TKT-0520,2026-04-01T12:00:00+0000,email,normal,basic,48,25,1.0,12,2,46,0,2026-04-01T12:46:00+0000
TKT-0521,2026-04-01T16:00:00+0000,chat,normal,team,49,22,2.0,16,2,179,0,2026-04-01T18:59:00+0000
TKT-0522,2026-04-01T20:00:00+0000,web,high,enterprise,57,28,1.0,20,2,621,1,2026-04-02T04:00:00+0000
TKT-0523,2026-04-02T00:00:00+0000,email,normal,enterprise,55,30,,0,3,209,0,2026-04-02T03:29:00+0000
TKT-0524,2026-04-02T04:00:00+0000,chat,normal,basic,54,20,1.0,4,3,91,0,2026-04-02T05:31:00+0000
TKT-0525,2026-04-02T08:00:00+0000,web,high,basic,48,25,1.0,8,3,114,0,2026-04-02T09:54:00+0000
TKT-0526,2026-04-02T12:00:00+0000,web,normal,team,57,26,2.0,12,3,777,1,2026-04-02T20:00:00+0000
TKT-0527,2026-04-02T16:00:00+0000,email,normal,team,48,20,1.0,16,3,328,0,2026-04-02T21:28:00+0000
TKT-0528,2026-04-02T20:00:00+0000,email,high,basic,50,18,0.0,20,3,835,1,2026-04-03T04:00:00+0000
TKT-0529,2026-04-03T00:00:00+0000,email,high,enterprise,49,15,1.0,0,4,583,1,2026-04-03T08:00:00+0000
TKT-0530,2026-04-03T04:00:00+0000,chat,normal,team,40,22,1.0,4,4,60,0,2026-04-03T05:00:00+0000
TKT-0531,2026-04-03T08:00:00+0000,web,low,enterprise,45,19,0.0,8,4,69,0,2026-04-03T09:09:00+0000
TKT-0532,2026-04-03T12:00:00+0000,email,normal,team,61,18,1.0,12,4,79,0,2026-04-03T13:19:00+0000
TKT-0533,2026-04-03T16:00:00+0000,email,normal,basic,49,15,0.0,16,4,194,0,2026-04-03T19:14:00+0000
TKT-0534,2026-04-03T20:00:00+0000,chat,normal,enterprise,67,18,1.0,20,4,39,0,2026-04-03T20:39:00+0000
TKT-0535,2026-04-04T00:00:00+0000,web,normal,team,53,23,0.0,0,5,43,0,2026-04-04T00:43:00+0000
TKT-0536,2026-04-04T04:00:00+0000,chat,low,basic,39,16,2.0,4,5,158,0,2026-04-04T06:38:00+0000
TKT-0537,2026-04-04T08:00:00+0000,web,normal,team,51,16,2.0,8,5,940,1,2026-04-04T16:00:00+0000
TKT-0538,2026-04-04T12:00:00+0000,email,normal,team,41,15,3.0,12,5,190,0,2026-04-04T15:10:00+0000
TKT-0539,2026-04-04T16:00:00+0000,email,normal,basic,49,19,1.0,16,5,260,0,2026-04-04T20:20:00+0000
TKT-0540,2026-04-04T20:00:00+0000,email,normal,basic,47,24,2.0,20,5,790,1,2026-04-05T04:00:00+0000
TKT-0541,2026-04-05T00:00:00+0000,web,high,team,31,21,0.0,0,6,179,0,2026-04-05T02:59:00+0000
TKT-0542,2026-04-05T04:00:00+0000,chat,normal,team,57,19,2.0,4,6,55,0,2026-04-05T04:55:00+0000
TKT-0543,2026-04-05T08:00:00+0000,chat,normal,team,63,24,1.0,8,6,154,0,2026-04-05T10:34:00+0000
TKT-0544,2026-04-05T12:00:00+0000,email,normal,enterprise,46,14,0.0,12,6,61,0,2026-04-05T13:01:00+0000
TKT-0545,2026-04-05T16:00:00+0000,email,normal,team,55,21,0.0,16,6,402,0,2026-04-05T22:42:00+0000
TKT-0546,2026-04-05T20:00:00+0000,web,high,team,66,17,0.0,20,6,181,0,2026-04-05T23:01:00+0000
TKT-0547,2026-04-06T00:00:00+0000,email,normal,basic,52,19,4.0,0,0,1182,1,2026-04-06T08:00:00+0000
TKT-0548,2026-04-06T04:00:00+0000,email,normal,basic,45,24,1.0,4,0,595,1,2026-04-06T12:00:00+0000
TKT-0549,2026-04-06T08:00:00+0000,chat,normal,team,62,16,2.0,8,0,116,0,2026-04-06T09:56:00+0000
TKT-0550,2026-04-06T12:00:00+0000,email,low,team,50,23,1.0,12,0,777,1,2026-04-06T20:00:00+0000
TKT-0551,2026-04-06T16:00:00+0000,email,normal,team,44,27,0.0,16,0,116,0,2026-04-06T17:56:00+0000
TKT-0552,2026-04-06T20:00:00+0000,chat,low,team,68,26,3.0,20,0,1180,1,2026-04-07T04:00:00+0000
TKT-0553,2026-04-07T00:00:00+0000,web,normal,team,54,21,2.0,0,1,126,0,2026-04-07T02:06:00+0000
TKT-0554,2026-04-07T04:00:00+0000,email,low,basic,57,21,2.0,4,1,579,1,2026-04-07T12:00:00+0000
TKT-0555,2026-04-07T08:00:00+0000,chat,high,team,49,28,3.0,8,1,154,0,2026-04-07T10:34:00+0000
TKT-0556,2026-04-07T12:00:00+0000,email,normal,basic,70,25,2.0,12,1,873,1,2026-04-07T20:00:00+0000
TKT-0557,2026-04-07T16:00:00+0000,web,normal,basic,50,20,3.0,16,1,62,0,2026-04-07T17:02:00+0000
TKT-0558,2026-04-07T20:00:00+0000,web,normal,team,55,26,3.0,20,1,137,0,2026-04-07T22:17:00+0000
TKT-0559,2026-04-08T00:00:00+0000,email,normal,enterprise,63,20,2.0,0,2,638,1,2026-04-08T08:00:00+0000
TKT-0560,2026-04-08T04:00:00+0000,email,normal,enterprise,59,27,2.0,4,2,295,0,2026-04-08T08:55:00+0000
TKT-0561,2026-04-08T08:00:00+0000,email,normal,enterprise,54,22,1.0,8,2,617,1,2026-04-08T16:00:00+0000
TKT-0562,2026-04-08T12:00:00+0000,email,high,basic,49,25,1.0,12,2,793,1,2026-04-08T20:00:00+0000
TKT-0563,2026-04-08T16:00:00+0000,web,normal,basic,61,25,3.0,16,2,133,0,2026-04-08T18:13:00+0000
TKT-0564,2026-04-08T20:00:00+0000,web,normal,team,45,19,1.0,20,2,382,0,2026-04-09T02:22:00+0000
TKT-0565,2026-04-09T00:00:00+0000,web,normal,team,67,22,3.0,0,3,688,1,2026-04-09T08:00:00+0000
TKT-0566,2026-04-09T04:00:00+0000,web,normal,team,54,22,0.0,4,3,286,0,2026-04-09T08:46:00+0000
TKT-0567,2026-04-09T08:00:00+0000,email,normal,enterprise,61,16,0.0,8,3,53,0,2026-04-09T08:53:00+0000
TKT-0568,2026-04-09T12:00:00+0000,email,normal,basic,52,24,2.0,12,3,593,1,2026-04-09T20:00:00+0000
TKT-0569,2026-04-09T16:00:00+0000,email,high,team,49,21,1.0,16,3,107,0,2026-04-09T17:47:00+0000
TKT-0570,2026-04-09T20:00:00+0000,email,normal,team,61,18,0.0,20,3,252,0,2026-04-10T00:12:00+0000
TKT-0571,2026-04-10T00:00:00+0000,email,low,basic,47,21,1.0,0,4,797,1,2026-04-10T08:00:00+0000
TKT-0572,2026-04-10T04:00:00+0000,web,normal,basic,62,18,1.0,4,4,229,0,2026-04-10T07:49:00+0000
TKT-0573,2026-04-10T08:00:00+0000,chat,normal,team,53,18,3.0,8,4,427,0,2026-04-10T15:07:00+0000
TKT-0574,2026-04-10T12:00:00+0000,email,normal,team,57,18,2.0,12,4,28,0,2026-04-10T12:28:00+0000
TKT-0575,2026-04-10T16:00:00+0000,email,high,enterprise,48,24,2.0,16,4,760,1,2026-04-11T00:00:00+0000
TKT-0576,2026-04-10T20:00:00+0000,email,normal,basic,70,12,3.0,20,4,326,0,2026-04-11T01:26:00+0000
TKT-0577,2026-04-11T00:00:00+0000,email,normal,basic,49,14,3.0,0,5,353,0,2026-04-11T05:53:00+0000
TKT-0578,2026-04-11T04:00:00+0000,email,normal,enterprise,55,15,1.0,4,5,69,0,2026-04-11T05:09:00+0000
TKT-0579,2026-04-11T08:00:00+0000,web,normal,team,57,22,0.0,8,5,156,0,2026-04-11T10:36:00+0000
TKT-0580,2026-04-11T12:00:00+0000,email,low,team,61,19,2.0,12,5,239,0,2026-04-11T15:59:00+0000
TKT-0581,2026-04-11T16:00:00+0000,web,normal,basic,44,20,1.0,16,5,194,0,2026-04-11T19:14:00+0000
TKT-0582,2026-04-11T20:00:00+0000,email,normal,basic,70,23,3.0,20,5,588,1,2026-04-12T04:00:00+0000
TKT-0583,2026-04-12T00:00:00+0000,web,high,basic,52,23,2.0,0,6,696,1,2026-04-12T08:00:00+0000
TKT-0584,2026-04-12T04:00:00+0000,email,normal,basic,52,19,2.0,4,6,64,0,2026-04-12T05:04:00+0000
TKT-0585,2026-04-12T08:00:00+0000,chat,normal,team,55,17,0.0,8,6,80,0,2026-04-12T09:20:00+0000
TKT-0586,2026-04-12T12:00:00+0000,email,normal,team,52,23,1.0,12,6,562,1,2026-04-12T20:00:00+0000
TKT-0587,2026-04-12T16:00:00+0000,email,high,basic,50,19,2.0,16,6,300,0,2026-04-12T21:00:00+0000
TKT-0588,2026-04-12T20:00:00+0000,email,normal,enterprise,53,25,2.0,20,6,662,1,2026-04-13T04:00:00+0000
TKT-0589,2026-04-13T00:00:00+0000,web,normal,basic,51,24,0.0,0,0,193,0,2026-04-13T03:13:00+0000
TKT-0590,2026-04-13T04:00:00+0000,email,high,basic,50,24,1.0,4,0,828,1,2026-04-13T12:00:00+0000
TKT-0591,2026-04-13T08:00:00+0000,email,normal,basic,63,26,1.0,8,0,936,1,2026-04-13T16:00:00+0000
TKT-0592,2026-04-13T12:00:00+0000,chat,normal,team,50,21,1.0,12,0,732,1,2026-04-13T20:00:00+0000
TKT-0593,2026-04-13T16:00:00+0000,email,normal,basic,55,24,0.0,16,0,126,0,2026-04-13T18:06:00+0000
TKT-0594,2026-04-13T20:00:00+0000,email,normal,basic,71,26,0.0,20,0,750,1,2026-04-14T04:00:00+0000
TKT-0595,2026-04-14T00:00:00+0000,web,normal,enterprise,53,19,0.0,0,1,690,1,2026-04-14T08:00:00+0000
TKT-0596,2026-04-14T04:00:00+0000,email,low,team,53,31,0.0,4,1,132,0,2026-04-14T06:12:00+0000
TKT-0597,2026-04-14T08:00:00+0000,web,low,team,56,23,2.0,8,1,117,0,2026-04-14T09:57:00+0000
TKT-0598,2026-04-14T12:00:00+0000,email,normal,basic,56,23,3.0,12,1,661,1,2026-04-14T20:00:00+0000
TKT-0599,2026-04-14T16:00:00+0000,email,low,team,65,30,1.0,16,1,74,0,2026-04-14T17:14:00+0000
TKT-0600,2026-04-14T20:00:00+0000,web,normal,team,55,22,1.0,20,1,37,0,2026-04-14T20:37:00+0000
TKT-0601,2026-04-15T00:00:00+0000,chat,high,basic,52,21,3.0,0,2,130,0,2026-04-15T02:10:00+0000
TKT-0602,2026-04-15T04:00:00+0000,web,normal,team,60,30,0.0,4,2,226,0,2026-04-15T07:46:00+0000
TKT-0603,2026-04-15T08:00:00+0000,web,low,team,57,19,2.0,8,2,206,0,2026-04-15T11:26:00+0000
TKT-0604,2026-04-15T12:00:00+0000,email,high,basic,61,23,0.0,12,2,30,0,2026-04-15T12:30:00+0000
TKT-0605,2026-04-15T16:00:00+0000,web,normal,team,48,25,2.0,16,2,754,1,2026-04-16T00:00:00+0000
TKT-0606,2026-04-15T20:00:00+0000,email,normal,enterprise,62,24,2.0,20,2,746,1,2026-04-16T04:00:00+0000
TKT-0607,2026-04-16T00:00:00+0000,email,normal,enterprise,57,24,1.0,0,3,64,0,2026-04-16T01:04:00+0000
TKT-0608,2026-04-16T04:00:00+0000,email,high,team,60,19,2.0,4,3,617,1,2026-04-16T12:00:00+0000
TKT-0609,2026-04-16T08:00:00+0000,web,normal,basic,63,17,2.0,8,3,183,0,2026-04-16T11:03:00+0000
TKT-0610,2026-04-16T12:00:00+0000,email,normal,,48,21,4.0,12,3,167,0,2026-04-16T14:47:00+0000
TKT-0611,2026-04-16T16:00:00+0000,email,low,basic,58,23,,16,3,115,0,2026-04-16T17:55:00+0000
TKT-0612,2026-04-16T20:00:00+0000,email,normal,team,58,18,0.0,20,3,45,0,2026-04-16T20:45:00+0000
TKT-0613,2026-04-17T00:00:00+0000,web,low,basic,52,15,4.0,0,4,201,0,2026-04-17T03:21:00+0000
TKT-0614,2026-04-17T04:00:00+0000,web,normal,basic,73,14,0.0,4,4,635,1,2026-04-17T12:00:00+0000
TKT-0615,2026-04-17T08:00:00+0000,web,normal,basic,55,21,2.0,8,4,200,0,2026-04-17T11:20:00+0000
TKT-0616,2026-04-17T12:00:00+0000,email,low,basic,51,19,0.0,12,4,170,0,2026-04-17T14:50:00+0000
TKT-0617,2026-04-17T16:00:00+0000,email,normal,team,48,21,0.0,16,4,257,0,2026-04-17T20:17:00+0000
TKT-0618,2026-04-17T20:00:00+0000,email,high,basic,60,15,1.0,20,4,732,1,2026-04-18T04:00:00+0000
TKT-0619,2026-04-18T00:00:00+0000,email,normal,basic,63,16,2.0,0,5,124,0,2026-04-18T02:04:00+0000
TKT-0620,2026-04-18T04:00:00+0000,web,normal,basic,48,18,3.0,4,5,156,0,2026-04-18T06:36:00+0000
TKT-0621,2026-04-18T08:00:00+0000,email,normal,enterprise,57,14,0.0,8,5,92,0,2026-04-18T09:32:00+0000
TKT-0622,2026-04-18T12:00:00+0000,email,high,team,60,18,4.0,12,5,147,0,2026-04-18T14:27:00+0000
TKT-0623,2026-04-18T16:00:00+0000,email,normal,basic,52,14,3.0,16,5,125,0,2026-04-18T18:05:00+0000
TKT-0624,2026-04-18T20:00:00+0000,chat,normal,enterprise,55,21,2.0,20,5,71,0,2026-04-18T21:11:00+0000
TKT-0625,2026-04-19T00:00:00+0000,web,normal,team,47,22,0.0,0,6,185,0,2026-04-19T03:05:00+0000
TKT-0626,2026-04-19T04:00:00+0000,email,normal,basic,51,21,1.0,4,6,45,0,2026-04-19T04:45:00+0000
TKT-0627,2026-04-19T08:00:00+0000,email,normal,team,64,18,0.0,8,6,110,0,2026-04-19T09:50:00+0000
TKT-0628,2026-04-19T12:00:00+0000,web,low,basic,50,16,0.0,12,6,209,0,2026-04-19T15:29:00+0000
TKT-0629,2026-04-19T16:00:00+0000,web,low,enterprise,63,24,4.0,16,6,73,0,2026-04-19T17:13:00+0000
TKT-0630,2026-04-19T20:00:00+0000,web,high,basic,56,24,1.0,20,6,794,1,2026-04-20T04:00:00+0000
TKT-0631,2026-04-20T00:00:00+0000,email,normal,team,61,26,2.0,0,0,126,0,2026-04-20T02:06:00+0000
TKT-0632,2026-04-20T04:00:00+0000,email,normal,team,64,27,1.0,4,0,39,0,2026-04-20T04:39:00+0000
TKT-0633,2026-04-20T08:00:00+0000,email,low,enterprise,53,21,1.0,8,0,51,0,2026-04-20T08:51:00+0000
TKT-0634,2026-04-20T12:00:00+0000,email,high,basic,61,19,3.0,12,0,121,0,2026-04-20T14:01:00+0000
TKT-0635,2026-04-20T16:00:00+0000,email,normal,team,53,19,2.0,16,0,63,0,2026-04-20T17:03:00+0000
TKT-0636,2026-04-20T20:00:00+0000,web,low,basic,45,26,4.0,20,0,73,0,2026-04-20T21:13:00+0000
TKT-0637,2026-04-21T00:00:00+0000,web,normal,enterprise,66,22,1.0,0,1,53,0,2026-04-21T00:53:00+0000
TKT-0638,2026-04-21T04:00:00+0000,chat,normal,basic,50,26,0.0,4,1,116,0,2026-04-21T05:56:00+0000
TKT-0639,2026-04-21T08:00:00+0000,web,low,basic,55,17,1.0,8,1,305,0,2026-04-21T13:05:00+0000
TKT-0640,2026-04-21T12:00:00+0000,email,high,basic,51,23,1.0,12,1,645,1,2026-04-21T20:00:00+0000
TKT-0641,2026-04-21T16:00:00+0000,web,normal,basic,51,32,1.0,16,1,119,0,2026-04-21T17:59:00+0000
TKT-0642,2026-04-21T20:00:00+0000,chat,normal,basic,55,23,2.0,20,1,91,0,2026-04-21T21:31:00+0000
TKT-0643,2026-04-22T00:00:00+0000,chat,low,enterprise,52,26,0.0,0,2,470,0,2026-04-22T07:50:00+0000
TKT-0644,2026-04-22T04:00:00+0000,email,low,team,55,27,0.0,4,2,88,0,2026-04-22T05:28:00+0000
TKT-0645,2026-04-22T08:00:00+0000,email,normal,basic,38,21,1.0,8,2,850,1,2026-04-22T16:00:00+0000
TKT-0646,2026-04-22T12:00:00+0000,chat,low,basic,47,23,2.0,12,2,582,1,2026-04-22T20:00:00+0000
TKT-0647,2026-04-22T16:00:00+0000,web,normal,enterprise,66,27,0.0,16,2,34,0,2026-04-22T16:34:00+0000
TKT-0648,2026-04-22T20:00:00+0000,web,low,basic,58,30,0.0,20,2,94,0,2026-04-22T21:34:00+0000
TKT-0649,2026-04-23T00:00:00+0000,email,normal,basic,53,25,1.0,0,3,520,1,2026-04-23T08:00:00+0000
TKT-0650,2026-04-23T04:00:00+0000,chat,low,basic,57,18,4.0,4,3,170,0,2026-04-23T06:50:00+0000
TKT-0651,2026-04-23T08:00:00+0000,chat,low,enterprise,62,21,1.0,8,3,74,0,2026-04-23T09:14:00+0000
TKT-0652,2026-04-23T12:00:00+0000,email,normal,basic,53,30,2.0,12,3,177,0,2026-04-23T14:57:00+0000
TKT-0653,2026-04-23T16:00:00+0000,chat,high,team,56,21,2.0,16,3,39,0,2026-04-23T16:39:00+0000
TKT-0654,2026-04-23T20:00:00+0000,email,low,enterprise,65,22,2.0,20,3,525,1,2026-04-24T04:00:00+0000
TKT-0655,2026-04-24T00:00:00+0000,chat,normal,enterprise,57,23,3.0,0,4,130,0,2026-04-24T02:10:00+0000
TKT-0656,2026-04-24T04:00:00+0000,email,low,enterprise,38,22,1.0,4,4,91,0,2026-04-24T05:31:00+0000
TKT-0657,2026-04-24T08:00:00+0000,chat,low,basic,52,17,1.0,8,4,828,1,2026-04-24T16:00:00+0000
TKT-0658,2026-04-24T12:00:00+0000,email,normal,enterprise,49,21,2.0,12,4,112,0,2026-04-24T13:52:00+0000
TKT-0659,2026-04-24T16:00:00+0000,email,normal,basic,63,23,2.0,16,4,671,1,2026-04-25T00:00:00+0000
TKT-0660,2026-04-24T20:00:00+0000,chat,high,enterprise,44,18,2.0,20,4,82,0,2026-04-24T21:22:00+0000
TKT-0661,2026-04-25T00:00:00+0000,web,low,team,43,18,4.0,0,5,210,0,2026-04-25T03:30:00+0000
