interval_id,bikes_available,open_docks,departures_last_30m,arrivals_last_30m,hour,is_weekend,empty_within_30m
BI-1392,9,5,2,8,17,0,0
BI-1393,3,30,2,2,10,1,0
BI-1394,4,30,7,2,7,0,1
BI-1395,19,5,7,3,9,0,0
BI-1396,4,22,1,4,16,0,0
BI-1397,21,13,5,6,16,0,0
BI-1398,22,1,2,1,15,0,0
BI-1399,19,14,1,3,20,0,0
BI-1400,2,26,2,3,13,0,0
BI-1401,3,14,3,2,20,0,1
BI-1402,7,28,2,1,0,0,0
BI-1403,23,0,2,2,1,0,0
BI-1404,3,25,1,4,16,0,0
BI-1405,27,3,6,5,17,1,0
BI-1406,17,19,0,3,22,0,0
BI-1407,13,8,0,1,1,1,0
BI-1408,17,6,2,2,11,0,0
BI-1409,18,9,7,2,8,0,0
BI-1410,25,1,3,0,10,0,0
BI-1411,7,17,4,0,3,0,1
BI-1412,11,16,5,6,18,0,0
BI-1413,6,16,3,8,16,0,0
BI-1414,8,25,4,2,13,0,1
BI-1415,13,2,3,1,22,0,0
BI-1416,18,4,0,1,3,1,0
BI-1417,23,7,4,1,6,1,0
BI-1418,25,1,4,1,14,1,0
BI-1419,6,23,1,1,15,0,0
BI-1420,6,18,1,0,14,1,0
BI-1421,9,7,1,3,4,0,0
BI-1422,10,12,3,2,21,0,1
BI-1423,7,9,2,5,17,0,0
BI-1424,6,18,10,3,16,1,1
BI-1425,29,6,2,8,7,1,0
BI-1426,6,23,2,3,4,0,0
BI-1427,0,17,2,1,3,0,1
BI-1428,6,14,1,1,5,1,0
BI-1429,17,12,5,3,18,0,0
BI-1430,8,22,1,3,14,1,0
BI-1431,8,22,2,3,14,0,0
BI-1432,2,23,1,2,0,0,0
BI-1433,3,20,2,1,1,1,1
BI-1434,4,10,1,2,23,0,0
BI-1435,7,20,5,4,17,0,0
BI-1436,2,25,1,3,15,1,0
BI-1437,16,12,0,1,0,0,0
BI-1438,7,28,3,1,12,0,0
BI-1439,9,13,0,1,1,0,0
BI-1440,3,24,3,2,14,0,1
BI-1441,0,28,3,3,14,0,1
BI-1442,3,23,3,0,13,0,0
BI-1443,13,16,1,3,6,0,0
BI-1444,16,12,0,0,10,0,0
BI-1445,19,12,3,6,8,1,0
BI-1446,16,20,5,5,7,1,0
BI-1447,14,8,2,4,15,1,0
BI-1448,1,18,3,2,14,0,0
BI-1449,10,14,4,4,16,1,0
BI-1450,20,2,3,4,20,0,0
BI-1451,11,16,1,2,1,0,0
BI-1452,20,4,1,1,2,0,0
BI-1453,2,22,3,1,3,0,1
BI-1454,1,15,3,2,14,0,0
BI-1455,0,28,0,4,6,1,1
BI-1456,5,11,2,5,2,1,1
BI-1457,13,14,3,2,10,0,0
BI-1458,3,26,2,1,3,0,1
BI-1459,7,13,8,1,8,1,1
BI-1460,20,15,0,2,15,1,0
BI-1461,6,19,0,2,5,1,0
BI-1462,3,20,4,0,1,0,0
BI-1463,18,13,8,4,9,0,0
BI-1464,30,6,3,3,13,0,0
BI-1465,0,34,5,8,17,1,1
BI-1466,12,5,2,1,14,1,0
BI-1467,8,11,2,3,23,1,0
BI-1468,3,20,5,8,16,0,1
BI-1469,11,14,3,1,5,0,0
BI-1470,18,11,5,6,17,0,0
BI-1471,10,13,1,2,23,1,0
BI-1472,35,0,4,7,18,0,0
BI-1473,5,15,2,3,5,1,0
BI-1474,9,23,1,1,14,1,0
BI-1475,23,1,2,2,19,0,0
BI-1476,26,4,3,2,11,1,0
BI-1477,20,4,8,5,7,0,0
BI-1478,2,21,2,4,10,1,0
BI-1479,13,8,5,2,6,0,0
BI-1480,24,3,2,3,2,0,0
BI-1481,23,7,0,0,14,1,0
BI-1482,5,16,1,1,4,0,0
BI-1483,2,15,0,2,22,1,1
BI-1484,11,19,2,2,11,1,0
BI-1485,14,5,1,2,12,1,0
BI-1486,16,11,5,2,17,1,0
BI-1487,4,14,2,3,16,0,0
BI-1488,24,3,5,1,12,1,0
BI-1489,0,24,1,4,20,0,0
BI-1490,4,23,2,1,15,0,0
BI-1491,22,1,3,6,16,1,0
BI-1492,8,25,1,0,19,1,0
BI-1493,7,8,0,1,12,0,0
BI-1494,33,0,1,3,1,0,0
BI-1495,14,5,3,0,6,0,0
BI-1496,16,14,1,0,2,0,0
BI-1497,9,5,0,2,19,1,0
BI-1498,15,1,0,3,15,0,0
BI-1499,18,3,7,8,17,0,0
BI-1500,5,9,1,2,10,1,0
BI-1501,30,6,4,2,21,0,0
BI-1502,1,15,5,4,7,0,1
BI-1503,25,4,1,0,23,1,0
BI-1504,3,14,9,5,18,0,1
BI-1505,29,5,2,0,10,0,0
BI-1506,7,16,9,5,9,1,0
BI-1507,8,10,5,3,7,0,0
BI-1508,13,18,1,5,21,0,0
BI-1509,8,22,0,4,5,0,0
BI-1510,14,12,5,2,3,0,0
BI-1511,20,3,1,2,21,1,0
BI-1512,14,4,9,4,7,0,0
BI-1513,9,9,1,3,6,0,0
BI-1514,30,0,2,1,12,1,0
BI-1515,9,5,1,0,14,0,0
BI-1516,22,11,12,6,8,1,0
BI-1517,4,10,2,3,14,0,0
BI-1518,14,1,3,1,15,0,0
BI-1519,15,0,0,2,21,1,0
BI-1520,25,10,0,2,22,1,0
BI-1521,3,29,3,2,12,0,1
BI-1522,18,3,3,2,0,0,0
BI-1523,6,26,6,3,11,0,1
BI-1524,10,19,0,2,20,1,0
BI-1525,5,28,2,1,11,1,0
BI-1526,13,12,2,5,14,0,0
BI-1527,16,7,3,1,3,0,0
BI-1528,30,3,1,1,14,0,0
BI-1529,26,0,3,3,23,0,0
BI-1530,25,1,3,1,10,1,0
BI-1531,9,17,0,0,19,0,0
BI-1532,5,11,4,0,4,1,0
BI-1533,6,25,5,3,8,0,1
BI-1534,4,21,1,2,12,0,1
BI-1535,25,3,2,3,22,0,0
BI-1536,5,15,4,6,16,0,0
BI-1537,10,15,3,6,18,0,1
BI-1538,1,24,4,0,0,0,0
BI-1539,17,14,5,1,0,0,0
BI-1540,10,4,1,1,21,0,0
BI-1541,22,10,3,2,14,0,0
BI-1542,2,25,5,7,16,0,1
BI-1543,7,25,5,5,18,0,0
BI-1544,20,10,5,1,21,0,0
BI-1545,5,18,0,1,2,0,1
BI-1546,18,11,6,5,17,1,0
BI-1547,0,25,0,1,10,1,1
BI-1548,20,7,1,1,23,1,0
BI-1549,9,6,3,3,22,0,0
BI-1550,23,11,2,2,11,1,0
BI-1551,3,12,3,1,21,0,1
BI-1552,1,31,2,1,23,0,1
BI-1553,9,23,0,0,6,0,0
BI-1554,21,1,3,3,20,1,0
BI-1555,30,6,4,1,9,0,0
BI-1556,17,5,0,0,15,0,0
BI-1557,11,6,3,2,19,0,0
BI-1558,22,8,3,5,22,0,0
BI-1559,21,2,1,8,18,1,0
BI-1560,23,3,0,2,2,1,0
BI-1561,21,14,1,1,15,0,0
BI-1562,7,17,2,2,20,0,1
BI-1563,7,7,2,1,22,1,0
BI-1564,7,23,1,2,12,1,0
BI-1565,13,16,3,0,3,0,0
BI-1566,18,10,4,2,4,0,0
BI-1567,20,9,3,3,14,0,0
BI-1568,7,18,6,5,8,1,1
BI-1569,2,15,4,1,4,0,1
BI-1570,18,2,6,3,18,0,0
BI-1571,18,15,2,0,3,0,0
BI-1572,16,6,3,1,6,0,0
BI-1573,14,6,4,3,23,0,0
BI-1574,6,17,1,1,21,0,0
BI-1575,12,11,11,11,18,0,0
BI-1576,10,8,1,3,2,1,0
BI-1577,9,11,5,0,10,0,0
BI-1578,16,0,1,3,23,1,0
BI-1579,14,0,1,2,11,0,0
BI-1580,1,27,2,3,6,0,0
BI-1581,11,17,2,1,23,0,1
BI-1582,16,12,2,2,3,1,0
BI-1583,8,7,8,4,9,0,0
BI-1584,16,12,5,2,7,1,0
BI-1585,32,0,1,7,18,0,0
BI-1586,30,5,1,2,23,0,0
BI-1587,17,4,0,1,10,1,0
BI-1588,16,17,3,2,22,0,0
BI-1589,27,3,7,1,9,1,0
BI-1590,8,14,2,1,15,0,0
BI-1591,0,24,4,3,15,0,1
BI-1592,11,3,0,0,1,0,0
BI-1593,26,9,1,2,19,1,0
BI-1594,17,7,1,0,14,0,0
BI-1595,18,4,1,1,14,1,0
BI-1596,2,13,1,1,12,1,1
BI-1597,1,20,2,4,10,0,0
BI-1598,2,25,0,2,11,0,1
BI-1599,13,5,4,2,12,0,0
BI-1600,19,8,4,1,4,0,0
BI-1601,10,5,7,4,7,0,0
BI-1602,13,10,2,4,17,1,0
BI-1603,0,25,3,2,5,1,0
BI-1604,23,3,8,6,9,1,0
BI-1605,8,6,10,6,18,0,1
BI-1606,6,17,0,1,1,1,1
BI-1607,8,9,2,7,17,0,0
BI-1608,9,10,2,2,14,0,0
BI-1609,12,17,0,0,19,0,0
BI-1610,7,7,1,3,4,1,0
BI-1611,3,24,1,3,20,0,0
BI-1612,18,15,11,6,9,0,0
BI-1613,18,7,1,1,11,1,0
BI-1614,25,11,6,9,17,0,0
BI-1615,6,18,4,8,18,0,0
BI-1616,33,2,2,4,17,0,0
BI-1617,7,18,1,4,23,0,0
BI-1618,15,3,3,3,12,0,0
BI-1619,5,29,3,2,3,1,0
BI-1620,21,11,1,0,15,0,0
BI-1621,10,9,1,0,5,0,1
BI-1622,10,6,2,2,13,0,0
BI-1623,9,5,2,3,4,0,0
BI-1624,6,16,6,7,18,0,0
BI-1625,4,18,2,1,19,0,1
BI-1626,18,17,1,4,12,0,0
BI-1627,4,11,1,1,5,1,0
BI-1628,19,9,1,3,21,0,0
BI-1629,1,17,1,3,3,0,0
BI-1630,13,9,7,6,16,0,0
BI-1631,18,11,2,1,13,0,0
BI-1632,11,22,4,1,11,1,0
BI-1633,0,34,4,1,23,0,0
BI-1634,9,19,1,3,4,0,0
BI-1635,20,15,7,1,8,0,0
BI-1636,10,4,8,3,9,0,1
BI-1637,22,2,3,0,21,0,0
BI-1638,20,11,3,1,7,1,0
BI-1639,24,1,6,2,11,1,0
BI-1640,28,4,0,5,1,1,0
BI-1641,13,20,2,2,5,0,0
BI-1642,7,7,2,2,11,1,1
BI-1643,12,10,1,0,19,1,0
BI-1644,18,2,2,6,1,0,0
BI-1645,17,3,3,2,2,0,0
BI-1646,23,3,3,0,3,0,0
BI-1647,19,12,5,0,3,0,0
BI-1648,12,2,1,0,5,0,0
BI-1649,17,16,4,3,16,0,0
BI-1650,14,5,3,6,9,0,0
BI-1651,8,8,2,2,6,1,0
BI-1652,15,10,0,3,12,0,0
BI-1653,2,29,3,1,23,0,1
BI-1654,14,22,2,0,13,1,0
BI-1655,9,11,1,3,0,0,0
BI-1656,24,12,1,4,11,0,0
BI-1657,2,32,4,4,17,1,1
BI-1658,11,3,8,5,7,0,0
BI-1659,20,7,2,0,5,0,0
BI-1660,7,19,1,4,18,1,0
BI-1661,0,18,7,2,16,0,1
BI-1662,8,7,2,1,13,0,0
BI-1663,20,9,2,0,12,0,0
BI-1664,14,5,1,2,12,0,0
BI-1665,5,18,2,1,19,0,0
BI-1666,10,16,2,4,20,0,0
BI-1667,30,4,6,5,18,0,0
BI-1668,26,10,2,3,19,1,0
BI-1669,0,31,2,2,5,0,1
BI-1670,26,2,1,2,4,1,0
BI-1671,10,9,4,3,16,0,1
BI-1672,2,12,3,2,14,0,1
BI-1673,7,20,1,1,12,1,1
BI-1674,12,2,1,1,23,0,0
BI-1675,10,10,2,2,19,0,0
BI-1676,12,12,2,1,2,0,0
BI-1677,20,8,4,3,18,0,0
BI-1678,12,22,1,2,14,0,0
BI-1679,9,7,4,6,18,0,0
BI-1680,3,26,2,1,0,0,1
BI-1681,15,4,2,1,20,0,0
BI-1682,25,4,6,3,21,0,0
BI-1683,15,2,2,2,0,0,0
BI-1684,3,11,4,1,20,0,0
BI-1685,14,10,1,0,10,0,0
BI-1686,3,27,2,0,20,1,1
BI-1687,14,4,1,2,10,1,0
BI-1688,7,14,2,0,20,1,0
BI-1689,18,2,1,5,2,1,0
BI-1690,12,2,3,2,13,0,0
BI-1691,5,12,2,4,20,0,0
BI-1692,22,11,10,2,9,0,0
BI-1693,22,4,1,2,1,0,0
BI-1694,19,9,3,4,14,0,0
BI-1695,20,2,2,0,5,1,0
BI-1696,1,16,4,1,15,0,1
BI-1697,17,6,3,2,20,0,0
BI-1698,5,9,3,0,13,1,0
BI-1699,19,12,2,1,2,1,0
BI-1700,8,7,7,1,9,0,1
BI-1701,30,3,2,2,12,0,0
BI-1702,16,18,0,0,4,0,0
BI-1703,28,3,1,1,22,0,0
BI-1704,8,14,1,3,7,0,0
BI-1705,4,19,2,3,10,0,1
BI-1706,12,2,5,6,17,0,0
BI-1707,7,12,0,3,6,0,0
BI-1708,15,3,1,1,1,1,0
BI-1709,17,6,2,4,8,0,0
BI-1710,0,20,4,1,10,0,1
BI-1711,18,9,2,5,21,0,0
BI-1712,14,12,1,1,5,0,0
BI-1713,5,16,6,8,18,0,0
BI-1714,18,11,2,11,16,0,0
BI-1715,0,21,3,2,1,0,0
BI-1716,5,17,2,0,4,1,0
BI-1717,0,25,3,2,12,0,1
BI-1718,13,3,0,3,4,0,0
BI-1719,19,7,2,1,22,0,0
BI-1720,5,10,1,0,20,0,0
BI-1721,20,5,3,5,12,0,0
BI-1722,9,21,5,2,4,0,0
BI-1723,4,12,5,3,16,0,0
BI-1724,24,4,3,5,9,0,0
BI-1725,9,15,3,4,19,0,0
BI-1726,5,29,8,7,8,0,1
BI-1727,9,13,1,4,1,0,0
BI-1728,17,11,3,0,15,0,0
BI-1729,2,13,1,2,6,1,1
BI-1730,13,19,0,2,12,0,0
BI-1731,17,2,8,2,8,0,0
BI-1732,1,15,1,1,23,0,0
BI-1733,8,24,1,2,13,0,0
BI-1734,18,0,1,3,12,1,0
BI-1735,1,28,1,4,11,0,1
BI-1736,21,2,0,2,15,1,0
BI-1737,13,4,4,1,23,0,0
BI-1738,26,9,2,1,1,0,0
BI-1739,5,10,1,1,14,1,1
BI-1740,5,18,2,0,10,0,1
BI-1741,12,19,6,3,4,0,0
BI-1742,3,15,3,0,6,0,1
BI-1743,25,8,0,2,14,1,0
BI-1744,2,20,8,4,17,1,1
BI-1745,9,21,2,0,6,1,0
BI-1746,2,28,0,4,10,0,0
BI-1747,15,20,0,2,6,1,0
BI-1748,23,0,1,0,20,0,0
BI-1749,7,22,5,2,0,0,0
BI-1750,1,16,9,6,17,0,1
BI-1751,24,3,2,2,15,0,0
BI-1752,4,30,3,3,4,0,0
BI-1753,17,15,2,2,15,0,0
BI-1754,4,23,3,2,5,0,0
BI-1755,19,15,2,1,3,0,0
BI-1756,13,2,1,0,0,0,0
BI-1757,0,18,6,0,9,1,1
BI-1758,4,19,2,1,5,0,0
BI-1759,0,18,1,2,5,0,1
BI-1760,0,22,4,1,15,0,1
BI-1761,14,0,1,3,22,0,0
BI-1762,15,18,0,3,2,1,0
BI-1763,3,19,1,2,5,1,0
BI-1764,0,14,2,2,15,0,0
BI-1765,8,6,3,3,0,0,0
BI-1766,18,6,5,4,9,0,0
BI-1767,5,15,4,3,21,0,0
BI-1768,24,11,4,3,22,1,0
BI-1769,5,10,2,1,15,0,0
BI-1770,30,4,1,2,22,0,0
BI-1771,9,26,4,1,4,0,0
BI-1772,13,17,0,2,15,0,0
BI-1773,23,2,5,13,17,0,0
BI-1774,1,24,3,5,2,0,0
BI-1775,2,16,3,0,22,0,0
BI-1776,18,17,0,2,12,0,0
BI-1777,5,13,8,6,9,0,1
BI-1778,15,3,5,11,18,0,0
BI-1779,7,11,4,4,9,0,1
BI-1780,22,12,6,1,2,0,0
BI-1781,30,3,7,5,17,0,0
BI-1782,15,12,5,2,19,0,0
BI-1783,29,5,3,6,9,1,0
BI-1784,6,11,3,2,6,0,0
BI-1785,12,6,2,5,9,0,0
BI-1786,26,5,1,2,4,0,0
BI-1787,2,31,5,0,12,0,1
BI-1788,18,18,2,2,4,0,0
BI-1789,15,2,2,0,19,0,0
BI-1790,27,2,1,3,12,0,0
BI-1791,16,8,1,3,12,0,0
BI-1792,8,6,0,1,6,0,0
BI-1793,12,14,5,4,18,0,0
BI-1794,0,32,5,7,17,0,1
BI-1795,19,13,2,2,19,0,0
BI-1796,5,19,2,2,10,0,1
BI-1797,13,14,1,4,23,0,0
BI-1798,22,0,2,4,21,0,0
BI-1799,30,0,4,2,20,0,0
BI-1800,22,11,3,0,19,0,0
