order_id,data_split,review_status,item_count,fragile_item_count,aisle_distance_m,pickers_available,conveyor_load_pct,pick_minutes
PICK-0898,training,routine log,4,0,92.1,3,16.8,13.77
PICK-0899,training,routine log,77,9,781.0,1,27.4,44.71
PICK-0900,training,routine log,5,1,687.8,1,72.3,32.81
PICK-0901,training,routine log,40,1,155.1,4,68.7,24.3
PICK-0902,training,routine log,15,5,305.8,4,28.8,18.43
PICK-0903,training,routine log,61,10,148.7,6,58.4,23.08
PICK-0904,training,routine log,42,3,381.1,5,57.2,25.87
PICK-0905,training,routine log,33,1,231.4,5,59.1,1.0
PICK-0906,training,routine log,59,5,206.0,5,60.8,26.04
PICK-0907,training,routine log,41,7,829.2,1,72.6,44.95
PICK-0908,training,routine log,6,0,176.4,5,37.5,13.33
PICK-0909,training,routine log,48,8,627.1,2,38.1,28.72
PICK-0910,training,routine log,72,13,394.1,1,75.5,42.67
PICK-0911,training,routine log,74,7,287.4,3,57.0,33.0
PICK-0912,training,routine log,24,3,546.2,5,93.4,31.14
PICK-0913,training,routine log,20,2,347.9,3,41.1,23.39
PICK-0914,training,routine log,39,12,123.7,4,79.3,24.56
PICK-0915,training,routine log,4,2,277.8,6,83.9,20.35
PICK-0916,training,routine log,33,3,723.3,4,75.8,28.87
PICK-0917,training,routine log,25,8,376.9,4,41.3,21.02
PICK-0918,training,routine log,80,9,799.7,3,45.3,40.33
PICK-0919,training,routine log,14,3,767.0,2,28.9,28.05
PICK-0920,training,routine log,5,1,617.5,6,19.5,18.49
PICK-0921,training,routine log,71,4,107.1,3,47.8,29.85
PICK-0922,training,routine log,66,1,201.4,1,71.6,33.77
PICK-0923,training,routine log,9,3,420.5,6,58.9,19.2
PICK-0924,training,routine log,69,20,236.2,5,72.7,30.86
PICK-0925,training,routine log,52,5,599.7,5,43.6,31.23
PICK-0926,training,routine log,51,19,469.5,2,68.5,36.1
PICK-0927,training,routine log,42,8,354.8,5,80.5,26.25
PICK-0928,training,routine log,35,11,659.1,5,85.9,1.0
PICK-0929,training,routine log,52,2,415.4,4,94.8,33.48
PICK-0930,training,routine log,4,1,709.8,2,96.5,34.51
PICK-0931,training,routine log,30,9,216.9,1,57.0,28.99
PICK-0932,training,routine log,26,10,216.0,6,75.7,25.29
PICK-0933,training,routine log,19,5,310.2,3,21.5,21.07
PICK-0934,training,routine log,68,3,309.5,1,31.5,37.84
PICK-0935,training,routine log,14,2,527.4,2,40.3,22.01
PICK-0936,training,routine log,45,8,740.7,2,78.6,35.59
PICK-0937,training,routine log,46,9,652.5,2,26.7,31.14
PICK-0938,training,routine log,23,0,262.2,4,41.2,19.08
PICK-0939,training,routine log,68,18,131.7,6,20.5,26.27
PICK-0940,training,routine log,62,7,657.0,6,91.1,41.39
PICK-0941,training,routine log,70,4,493.8,5,62.7,28.58
PICK-0942,training,routine log,40,4,531.7,1,19.3,108.98
PICK-0943,training,routine log,69,10,652.4,6,30.8,127.86
PICK-0944,training,routine log,12,0,563.2,2,69.3,27.85
PICK-0945,training,routine log,12,1,347.6,6,62.5,21.88
PICK-0946,training,routine log,73,18,426.4,1,31.4,40.4
PICK-0947,training,routine log,16,4,610.8,5,57.3,22.46
PICK-0948,training,routine log,41,4,482.7,1,54.4,36.66
PICK-0949,training,routine log,36,3,605.5,4,44.2,27.27
PICK-0950,training,routine log,23,6,561.9,1,77.9,35.7
PICK-0951,training,routine log,29,6,229.1,6,74.1,18.07
PICK-0952,training,routine log,66,16,862.3,1,44.6,48.01
PICK-0953,training,routine log,56,15,878.1,2,53.1,41.16
PICK-0954,training,routine log,33,11,829.1,5,49.3,31.14
PICK-0955,training,routine log,5,0,404.7,6,80.9,19.86
PICK-0956,training,routine log,69,12,451.2,1,32.8,38.33
PICK-0957,training,routine log,31,5,476.7,6,72.6,26.39
PICK-0958,training,routine log,56,14,647.4,5,35.0,28.84
PICK-0959,training,routine log,25,2,467.0,4,97.8,29.99
PICK-0960,training,routine log,7,0,776.4,3,92.3,33.91
PICK-0961,training,routine log,71,14,653.8,6,84.4,139.34
PICK-0962,training,routine log,65,16,435.1,2,40.9,35.7
PICK-0963,training,routine log,27,6,280.0,6,82.8,117.02
PICK-0964,training,routine log,55,11,678.0,5,53.7,34.31
PICK-0965,training,routine log,22,3,623.9,4,40.4,23.96
PICK-0966,training,routine log,64,15,818.9,2,47.1,37.92
PICK-0967,training,routine log,73,16,691.9,6,16.8,32.57
PICK-0968,training,routine log,55,8,293.7,6,52.2,27.04
PICK-0969,training,routine log,43,12,561.8,5,32.5,26.0
PICK-0970,training,routine log,80,4,560.7,4,64.1,37.59
PICK-0971,training,routine log,40,1,331.3,1,26.8,29.19
PICK-0972,training,routine log,13,1,569.8,6,25.1,19.12
PICK-0973,training,routine log,52,6,232.6,2,88.2,35.05
PICK-0974,training,routine log,76,12,99.7,4,30.9,24.19
PICK-0975,training,routine log,12,2,425.0,3,70.3,22.24
PICK-0976,training,routine log,53,5,817.4,6,25.5,30.09
PICK-0977,training,routine log,34,9,100.0,2,25.7,21.33
PICK-0978,training,routine log,48,13,89.6,4,92.6,27.86
PICK-0979,training,routine log,66,6,749.2,1,66.9,42.97
PICK-0980,training,routine log,43,8,101.4,1,85.1,31.24
PICK-0981,training,routine log,52,8,842.3,1,16.5,39.92
PICK-0982,training,routine log,79,2,710.3,3,44.6,36.84
PICK-0983,training,routine log,19,1,277.9,2,57.7,25.66
PICK-0984,training,routine log,10,2,517.0,5,62.2,23.49
PICK-0985,training,routine log,4,1,635.2,1,40.9,27.5
PICK-0986,training,routine log,32,8,151.9,3,90.9,24.37
PICK-0987,training,routine log,52,6,647.7,6,57.4,27.23
PICK-0988,training,routine log,72,22,843.5,2,75.3,48.89
PICK-0989,training,routine log,30,3,165.1,5,81.5,18.89
PICK-0990,training,routine log,14,2,860.6,1,32.8,31.7
PICK-0991,training,routine log,22,8,144.2,5,70.0,107.14
PICK-0992,training,routine log,57,14,500.7,3,40.9,26.66
PICK-0993,training,routine log,69,16,308.0,5,41.0,31.9
PICK-0994,training,routine log,55,2,790.1,5,96.4,38.61
PICK-0995,training,routine log,20,1,830.2,6,31.3,22.25
PICK-0996,training,routine log,46,5,387.4,3,65.5,26.67
PICK-0997,training,routine log,64,5,829.5,1,50.5,45.63
PICK-0998,training,routine log,61,17,87.0,3,75.2,30.28
PICK-0999,training,routine log,19,1,579.9,6,59.5,24.47
PICK-1000,training,routine log,41,12,280.2,3,40.1,23.93
PICK-1001,training,routine log,69,7,252.9,2,47.6,33.31
PICK-1002,training,routine log,15,2,565.8,3,23.7,19.7
PICK-1003,training,routine log,56,11,426.9,4,21.3,29.01
PICK-1004,training,routine log,14,0,210.2,6,37.1,14.94
PICK-1005,training,routine log,55,2,109.2,2,95.9,36.13
PICK-1006,training,routine log,78,18,632.7,2,28.6,34.34
PICK-1007,training,routine log,49,6,603.6,6,97.9,39.11
PICK-1008,training,routine log,24,2,114.6,5,51.9,15.35
PICK-1009,training,routine log,56,8,860.8,3,21.9,34.23
PICK-1010,training,routine log,46,8,395.0,6,29.7,21.97
PICK-1011,training,routine log,29,7,821.5,1,32.2,34.91
PICK-1012,training,routine log,32,9,658.4,1,35.6,34.71
PICK-1013,training,routine log,38,7,676.7,6,84.0,99.98
PICK-1014,training,routine log,44,4,201.4,2,83.7,26.81
PICK-1015,training,routine log,75,11,815.7,6,52.7,41.92
PICK-1016,training,routine log,12,2,880.3,6,49.6,24.23
PICK-1017,training,routine log,63,16,856.7,6,92.4,47.87
PICK-1018,training,routine log,18,4,539.2,4,34.7,23.11
PICK-1019,training,routine log,41,13,240.5,4,19.3,20.06
PICK-1020,training,routine log,24,9,756.9,1,79.8,37.99
PICK-1021,training,routine log,60,7,708.6,3,72.4,34.23
PICK-1022,training,routine log,55,4,419.0,4,94.5,35.24
PICK-1023,training,routine log,25,2,97.2,5,71.0,19.69
PICK-1024,training,routine log,74,15,456.2,4,41.9,31.57
PICK-1025,training,routine log,19,3,494.7,3,80.5,27.84
PICK-1026,training,routine log,67,1,237.8,4,59.6,1.0
PICK-1027,training,routine log,46,11,591.6,6,69.6,31.15
PICK-1028,training,routine log,23,5,426.1,4,54.1,21.48
PICK-1029,training,routine log,76,15,582.0,3,64.5,39.82
PICK-1030,training,routine log,15,2,563.6,2,71.3,30.01
PICK-1031,training,routine log,35,5,873.6,2,46.7,32.48
PICK-1032,training,routine log,47,2,184.3,6,72.8,25.5
PICK-1033,training,routine log,57,6,90.4,3,57.5,24.18
PICK-1034,training,routine log,73,9,451.2,4,63.6,31.76
PICK-1035,training,routine log,16,3,285.7,5,25.1,17.01
PICK-1036,training,routine log,75,11,455.8,5,35.1,30.0
PICK-1037,training,routine log,50,5,487.1,3,45.6,27.4
PICK-1038,training,routine log,33,6,791.1,1,58.8,38.83
PICK-1039,training,routine log,68,24,846.9,3,48.1,38.43
PICK-1040,training,routine log,43,6,112.9,3,80.7,25.23
PICK-1041,training,routine log,18,3,643.1,4,55.7,26.89
PICK-1042,training,routine log,28,5,569.4,4,22.5,23.55
PICK-1043,training,routine log,33,3,624.6,6,94.9,32.95
PICK-1044,training,routine log,41,2,788.8,3,43.4,31.32
PICK-1045,training,routine log,48,3,276.9,4,56.3,25.07
PICK-1046,training,routine log,70,5,628.9,4,24.1,32.19
PICK-1047,training,routine log,5,0,558.7,3,27.6,19.88
PICK-1048,training,routine log,60,13,332.9,5,55.0,27.38
PICK-1049,training,routine log,23,5,887.7,4,16.0,24.37
PICK-1050,training,routine log,45,11,481.1,3,52.6,27.03
PICK-1051,training,routine log,56,6,418.3,4,92.7,37.85
PICK-1052,training,routine log,45,7,369.3,6,36.0,23.55
PICK-1053,training,routine log,13,2,273.3,2,31.8,20.27
PICK-1054,training,routine log,65,9,494.0,3,20.6,30.62
PICK-1055,training,routine log,31,1,130.5,4,21.7,18.36
PICK-1056,training,routine log,60,7,419.4,6,70.1,31.48
PICK-1057,training,routine log,70,3,88.2,5,53.7,25.17
PICK-1058,training,routine log,70,16,830.5,1,42.5,46.77
PICK-1059,training,routine log,28,2,761.0,5,72.6,29.91
PICK-1060,training,routine log,59,14,143.8,2,55.7,31.3
PICK-1061,training,routine log,5,0,219.4,2,72.4,20.5
PICK-1062,training,routine log,9,1,854.0,6,77.8,27.84
PICK-1063,training,routine log,65,23,589.8,6,72.8,90.33
PICK-1064,training,routine log,21,1,363.1,5,60.2,18.5
PICK-1065,training,routine log,47,12,356.3,1,21.2,32.69
PICK-1066,training,routine log,77,14,492.0,6,76.5,40.86
PICK-1067,training,routine log,34,2,154.2,1,73.6,33.72
PICK-1068,training,routine log,68,18,168.1,1,18.4,33.52
PICK-1069,training,routine log,54,3,761.9,6,49.4,33.92
PICK-1070,training,routine log,69,8,807.0,6,94.4,42.27
PICK-1071,training,routine log,51,15,236.8,1,51.3,34.95
PICK-1072,training,routine log,54,2,82.2,3,23.4,21.34
PICK-1073,training,routine log,10,3,127.7,6,39.7,56.52
PICK-1074,training,routine log,63,6,510.0,4,77.7,35.32
PICK-1075,training,routine log,28,5,157.8,4,46.4,20.27
PICK-1076,training,routine log,79,13,753.2,6,26.4,109.14
PICK-1077,training,routine log,23,3,297.0,3,96.4,28.36
PICK-1078,training,routine log,7,1,724.3,4,16.2,20.54
PICK-1079,training,routine log,32,11,559.2,5,85.1,35.37
PICK-1080,training,routine log,37,13,770.7,4,65.5,35.57
PICK-1081,training,routine log,34,4,205.8,6,40.1,18.49
PICK-1082,training,routine log,44,6,212.6,5,92.6,108.29
PICK-1083,training,routine log,78,5,338.0,5,94.7,37.86
PICK-1084,training,routine log,14,8,644.8,1,73.9,32.73
PICK-1085,training,routine log,53,6,455.8,4,74.4,31.2
PICK-1086,training,routine log,8,1,749.2,4,59.6,26.03
PICK-1087,training,routine log,21,4,749.5,5,84.2,26.82
PICK-1088,training,routine log,48,17,251.5,1,97.5,40.06
PICK-1089,training,routine log,34,3,509.6,3,51.0,25.26
PICK-1090,training,routine log,64,5,677.7,5,22.5,35.19
PICK-1091,training,routine log,69,9,671.3,5,77.4,38.96
PICK-1092,training,routine log,69,6,543.8,1,53.4,42.63
PICK-1093,training,routine log,30,2,858.8,5,85.1,40.0
PICK-1094,training,routine log,60,16,166.3,4,91.2,33.53
PICK-1095,training,routine log,61,13,300.2,5,75.4,28.51
PICK-1096,training,routine log,11,1,868.2,5,88.3,31.5
PICK-1097,training,routine log,62,4,534.0,5,89.0,38.81
PICK-1098,training,routine log,17,2,100.9,6,73.8,18.67
PICK-1099,training,routine log,41,11,841.4,4,36.6,30.34
PICK-1100,training,routine log,41,2,145.1,3,85.8,25.41
PICK-1101,training,routine log,17,3,154.4,2,44.4,17.89
PICK-1102,training,routine log,10,4,844.5,1,38.8,31.7
PICK-1103,training,routine log,52,5,416.9,6,36.9,29.64
PICK-1104,training,routine log,51,8,254.6,1,43.8,34.39
PICK-1105,training,routine log,9,4,561.7,5,33.2,19.67
PICK-1106,training,routine log,50,14,206.3,6,69.0,115.24
PICK-1107,training,routine log,74,2,289.8,1,40.1,38.85
PICK-1108,training,routine log,5,1,466.7,2,25.5,18.5
PICK-1109,training,routine log,6,1,148.3,2,19.2,18.7
PICK-1110,training,routine log,28,8,340.3,4,70.7,24.25
PICK-1111,training,routine log,60,15,548.3,2,78.4,35.74
PICK-1112,training,routine log,43,11,776.3,3,73.1,33.82
PICK-1113,training,routine log,79,15,762.5,5,80.1,43.65
PICK-1114,training,routine log,40,11,802.0,4,77.7,36.71
PICK-1115,training,routine log,57,8,641.3,1,62.8,39.57
PICK-1116,training,routine log,25,8,376.1,6,55.7,24.67
PICK-1117,training,routine log,68,16,855.9,2,83.7,47.56
PICK-1118,training,routine log,52,13,351.5,6,93.5,35.09
PICK-1119,training,routine log,66,12,770.5,4,73.7,41.7
PICK-1120,training,routine log,20,5,358.7,6,24.0,16.84
PICK-1121,training,routine log,22,6,577.0,5,69.6,22.61
PICK-1122,training,routine log,59,4,802.1,2,50.1,37.57
PICK-1123,training,routine log,25,2,530.2,1,48.3,31.15
PICK-1124,training,routine log,44,0,557.6,3,88.9,36.06
PICK-1125,training,routine log,17,2,208.1,4,18.5,18.68
PICK-1126,training,routine log,41,5,439.8,4,46.8,27.28
PICK-1127,training,routine log,21,2,534.3,1,90.0,38.38
PICK-1128,training,routine log,77,6,503.2,5,49.9,35.06
PICK-1129,training,routine log,23,4,82.8,4,68.3,20.0
PICK-1130,training,routine log,38,1,683.1,4,28.3,22.96
PICK-1131,training,routine log,36,2,656.3,5,15.8,25.92
PICK-1132,training,routine log,78,13,662.0,3,56.9,39.28
PICK-1133,training,routine log,6,2,585.8,3,40.3,22.73
PICK-1134,training,routine log,17,5,734.6,1,15.3,28.82
PICK-1135,training,routine log,12,1,661.8,4,43.8,18.64
PICK-1136,training,routine log,11,1,435.3,6,47.3,19.94
PICK-1137,training,routine log,78,19,583.7,4,18.7,27.3
PICK-1138,training,routine log,55,16,847.5,6,53.6,36.06
PICK-1139,training,routine log,33,4,599.0,1,18.7,34.87
PICK-1140,training,routine log,9,0,201.5,2,78.1,21.39
PICK-1141,training,routine log,24,2,612.6,3,45.0,25.07
PICK-1142,training,routine log,52,9,263.9,6,46.8,25.65
PICK-1143,training,routine log,32,3,681.1,6,67.6,31.11
PICK-1144,training,routine log,32,6,565.7,1,25.4,32.01
PICK-1145,training,routine log,38,1,507.4,1,56.0,35.3
PICK-1146,training,routine log,69,10,488.3,4,20.6,31.61
PICK-1147,training,routine log,31,12,224.1,2,45.4,24.91
PICK-1148,training,routine log,69,3,426.8,6,18.6,28.72
PICK-1149,training,routine log,60,14,285.8,2,44.3,30.05
PICK-1150,training,routine log,74,18,92.8,5,78.9,35.63
PICK-1151,training,routine log,11,1,369.2,3,77.2,126.66
PICK-1152,training,routine log,42,14,875.7,5,81.4,121.08
PICK-1153,training,routine log,33,4,716.5,2,28.2,26.17
PICK-1154,training,routine log,17,5,354.2,6,41.1,20.55
PICK-1155,training,routine log,37,4,169.9,5,83.0,21.32
PICK-1156,training,routine log,9,1,776.9,1,30.9,31.79
PICK-1157,training,routine log,18,3,89.4,4,72.9,16.53
PICK-1158,training,routine log,78,4,898.8,4,21.7,32.32
PICK-1159,training,routine log,32,9,570.9,1,75.1,36.99
PICK-1160,training,routine log,29,3,348.1,1,68.8,28.58
PICK-1161,training,routine log,29,1,374.9,2,30.9,23.85
PICK-1162,training,routine log,38,8,294.5,2,52.6,27.82
PICK-1163,training,routine log,59,4,713.0,4,48.4,35.17
PICK-1164,training,routine log,41,4,668.6,4,86.2,34.11
PICK-1165,training,routine log,72,6,289.4,6,94.3,40.04
PICK-1166,training,routine log,55,7,581.6,4,93.3,37.9
PICK-1167,training,routine log,29,8,603.9,6,84.0,29.03
PICK-1168,training,routine log,76,21,516.1,5,52.0,35.67
PICK-1169,training,routine log,76,2,336.7,6,30.9,27.55
PICK-1170,training,routine log,24,3,895.7,5,80.5,31.74
PICK-1171,training,routine log,4,2,208.2,6,23.0,12.36
PICK-1172,training,routine log,16,5,863.5,6,59.4,25.51
PICK-1173,training,routine log,26,1,166.5,4,18.4,15.39
PICK-1174,training,routine log,42,7,310.6,2,31.3,29.24
PICK-1175,training,routine log,30,3,175.6,5,31.2,17.65
PICK-1176,training,routine log,35,4,274.8,3,39.0,23.35
PICK-1177,training,routine log,8,1,296.6,6,34.0,13.93
PICK-1178,training,routine log,25,4,898.8,6,75.7,33.96
PICK-1179,training,routine log,28,5,781.4,4,56.0,31.11
PICK-1180,training,routine log,47,3,424.3,6,20.0,25.52
PICK-1181,training,routine log,77,17,879.6,4,24.2,38.37
PICK-1182,training,routine log,45,14,526.4,2,92.1,41.01
PICK-1183,training,routine log,9,3,591.2,6,58.9,25.62
PICK-1184,training,routine log,80,24,635.2,4,74.6,113.03
PICK-1185,training,routine log,58,5,752.4,6,36.9,26.36
PICK-1186,training,routine log,52,8,648.6,5,61.5,29.61
PICK-1187,training,routine log,69,14,449.7,2,36.0,30.67
PICK-1188,training,routine log,14,1,690.3,4,45.6,25.17
PICK-1189,training,routine log,47,12,623.3,3,24.9,27.78
PICK-1190,training,routine log,69,5,624.6,1,58.4,43.31
PICK-1191,training,routine log,62,4,427.8,3,32.1,30.04
PICK-1192,training,routine log,50,3,226.4,2,70.6,27.6
PICK-1193,training,routine log,15,4,736.7,1,50.4,32.91
PICK-1194,training,routine log,33,3,765.7,2,70.7,34.81
PICK-1195,training,routine log,68,12,319.2,6,82.8,30.33
PICK-1196,training,routine log,33,4,249.8,6,15.1,19.45
PICK-1197,training,routine log,23,1,429.5,4,94.9,31.09
PICK-1198,training,routine log,71,10,610.2,3,87.9,44.62
PICK-1199,training,routine log,31,7,396.7,4,49.8,25.55
PICK-1200,training,routine log,55,10,362.3,6,22.8,26.49
PICK-1201,training,routine log,13,2,758.6,2,58.9,26.76
PICK-1202,training,routine log,29,3,822.5,6,40.0,27.15
PICK-1203,training,routine log,12,0,191.6,3,41.4,17.22
PICK-1204,training,routine log,13,1,681.6,2,20.6,24.58
PICK-1205,training,routine log,24,2,239.0,1,74.1,29.24
PICK-1206,training,routine log,37,12,676.0,4,91.8,37.06
PICK-1207,training,routine log,44,0,675.5,3,80.7,34.12
PICK-1208,training,routine log,22,6,240.3,6,78.4,22.47
PICK-1209,training,routine log,11,4,237.4,5,84.6,74.45
PICK-1210,training,routine log,19,2,787.7,3,86.0,36.18
PICK-1211,training,routine log,71,17,499.4,5,45.8,31.91
PICK-1212,training,routine log,39,9,879.6,5,44.0,33.09
PICK-1213,training,routine log,22,4,560.4,1,83.5,33.69
PICK-1214,training,routine log,27,5,287.0,5,92.2,24.12
PICK-1215,training,routine log,67,16,343.5,1,54.7,39.21
PICK-1216,training,routine log,57,15,113.6,3,26.3,24.96
PICK-1217,training,routine log,12,1,723.3,2,38.3,23.29
PICK-1218,training,routine log,50,2,316.3,2,72.5,33.92
PICK-1219,training,routine log,16,5,290.2,6,29.9,13.92
PICK-1220,training,routine log,71,19,389.7,3,41.2,33.69
PICK-1221,training,routine log,54,9,195.4,3,57.5,26.06
PICK-1222,training,routine log,12,0,121.4,4,68.1,14.55
PICK-1223,training,routine log,18,3,281.1,5,88.7,122.2
PICK-1224,training,routine log,5,2,741.6,1,32.6,29.64
PICK-1225,training,routine log,15,1,653.6,2,40.7,28.68
PICK-1226,training,routine log,29,3,508.6,3,40.3,25.61
PICK-1227,training,routine log,13,2,219.5,6,32.4,13.79
PICK-1228,training,routine log,69,22,468.5,1,33.2,44.98
PICK-1229,training,routine log,24,4,697.0,5,43.4,26.13
PICK-1230,training,routine log,4,1,734.6,4,15.5,19.65
PICK-1231,training,routine log,42,6,252.0,1,70.9,33.84
PICK-1232,training,routine log,66,18,92.1,6,93.8,31.99
PICK-1233,training,routine log,4,2,561.0,4,59.6,19.41
PICK-1234,training,routine log,31,6,863.5,3,71.4,38.53
PICK-1235,training,routine log,68,11,434.7,4,18.2,30.26
PICK-1236,training,routine log,75,25,623.0,4,61.0,36.58
PICK-1237,training,routine log,28,1,444.7,6,45.0,18.9
PICK-1238,training,routine log,8,2,332.3,6,21.9,16.45
PICK-1239,training,routine log,68,1,402.4,6,37.0,32.15
PICK-1240,training,routine log,75,9,733.2,6,71.6,37.91
PICK-1241,training,routine log,62,3,817.7,6,55.3,34.53
PICK-1242,training,routine log,66,5,423.9,4,74.3,29.74
PICK-1243,training,routine log,38,3,383.6,6,65.1,26.61
PICK-1244,training,routine log,65,9,677.2,6,46.1,27.15
PICK-1245,training,routine log,22,4,293.4,4,32.1,16.33
PICK-1246,training,routine log,19,4,439.8,4,82.0,23.75
PICK-1247,training,routine log,26,1,525.4,2,26.3,26.16
PICK-1248,training,routine log,51,8,316.1,6,23.1,22.17
PICK-1249,training,routine log,62,4,859.6,4,51.4,37.12
PICK-1250,training,routine log,56,13,663.2,1,53.3,48.58
PICK-1251,training,routine log,24,5,372.5,5,19.7,15.33
PICK-1252,training,routine log,9,1,525.9,3,21.5,20.57
PICK-1253,training,routine log,25,0,659.3,3,30.9,25.55
PICK-1254,training,routine log,48,15,808.4,5,38.1,30.68
PICK-1255,training,routine log,57,9,754.9,2,69.2,33.87
PICK-1256,training,routine log,8,1,99.5,3,23.0,11.9
PICK-1257,training,routine log,54,6,128.2,6,93.6,30.06
PICK-1258,training,routine log,69,4,265.8,5,40.0,26.9
PICK-1259,training,routine log,77,9,840.2,4,31.1,39.43
PICK-1260,training,routine log,49,11,274.4,1,54.6,32.95
PICK-1261,training,routine log,44,10,880.5,5,51.7,34.0
PICK-1262,training,routine log,24,6,499.3,2,68.3,28.65
PICK-1263,training,routine log,23,1,330.7,4,82.2,23.0
PICK-1264,training,routine log,29,1,212.8,5,30.3,18.24
PICK-1265,training,routine log,26,8,687.4,5,76.2,29.86
PICK-1266,training,routine log,54,18,232.3,3,50.2,27.42
PICK-1267,training,routine log,67,9,173.4,4,21.4,26.53
PICK-1268,training,routine log,71,21,380.2,1,31.8,41.28
PICK-1269,training,routine log,64,17,331.1,5,82.7,28.79
PICK-1270,training,routine log,21,6,514.0,6,16.0,17.94
PICK-1271,training,routine log,13,1,329.0,1,52.9,100.45
PICK-1272,training,routine log,54,6,519.3,2,47.8,30.76
PICK-1273,training,routine log,48,10,733.4,4,73.7,32.99
PICK-1274,training,routine log,68,8,666.9,5,33.2,30.38
PICK-1275,training,routine log,71,11,778.6,5,92.6,47.18
PICK-1276,training,routine log,13,1,654.8,1,77.9,34.94
PICK-1277,training,routine log,51,7,753.3,4,74.3,34.19
PICK-1278,training,routine log,28,4,778.7,5,41.4,27.38
PICK-1279,training,routine log,53,16,749.0,5,84.3,40.37
PICK-1280,training,routine log,63,14,601.2,4,56.7,35.29
PICK-1281,training,routine log,29,2,349.1,2,86.6,33.29
PICK-1282,training,routine log,79,20,868.7,2,15.9,40.84
PICK-1283,training,routine log,76,4,736.9,5,78.3,41.22
PICK-1284,training,routine log,25,9,293.0,2,76.6,23.93
PICK-1285,training,routine log,44,12,549.7,3,31.4,25.32
PICK-1286,training,routine log,4,2,164.3,2,58.4,18.16
PICK-1287,training,routine log,39,2,397.9,4,40.6,24.43
PICK-1288,training,routine log,74,20,542.2,1,40.2,47.82
PICK-1289,training,routine log,64,10,160.2,2,44.7,29.81
PICK-1290,training,routine log,50,14,570.2,3,94.9,37.55
PICK-1291,training,routine log,54,15,449.7,2,52.6,35.33
PICK-1292,training,routine log,4,0,318.0,5,81.7,20.16
PICK-1293,training,routine log,58,6,303.9,3,96.8,34.62
PICK-1294,training,routine log,13,4,714.1,3,94.1,34.22
PICK-1295,training,routine log,53,1,299.2,6,52.9,25.09
PICK-1296,training,routine log,5,1,219.7,2,94.7,29.2
PICK-1297,training,routine log,18,3,870.3,4,30.6,23.77
PICK-1298,training,routine log,56,19,268.0,5,90.5,35.63
PICK-1299,training,routine log,63,3,772.5,6,62.9,37.88
PICK-1300,training,routine log,23,4,745.6,4,50.0,27.35
PICK-1301,training,routine log,53,16,355.3,4,82.8,27.49
PICK-1302,training,routine log,30,6,424.6,6,19.4,21.57
PICK-1303,training,routine log,19,1,536.0,1,17.4,26.96
PICK-1304,training,routine log,47,16,797.8,4,45.9,31.83
PICK-1305,training,routine log,52,7,102.9,6,83.8,24.35
PICK-1306,training,routine log,4,3,230.1,1,45.2,28.07
PICK-1307,training,routine log,21,4,236.1,6,67.9,21.95
PICK-1308,training,routine log,9,2,844.9,4,44.5,25.99
PICK-1309,training,routine log,23,5,506.8,5,24.7,19.68
PICK-1310,training,routine log,60,15,737.4,5,90.8,38.82
PICK-1311,training,routine log,7,0,753.7,4,67.3,23.29
PICK-1312,training,routine log,23,4,94.1,5,74.1,18.95
PICK-1313,training,routine log,34,9,310.5,4,66.5,26.48
PICK-1314,training,routine log,49,3,389.7,1,43.3,32.65
PICK-1315,training,routine log,62,15,188.3,1,88.3,41.57
PICK-1316,training,routine log,11,2,230.0,4,76.2,19.68
PICK-1317,training,routine log,20,3,508.4,5,61.4,21.57
PICK-1318,training,routine log,51,6,489.3,3,76.9,35.83
PICK-1319,training,routine log,65,8,479.9,2,56.9,35.29
PICK-1320,training,routine log,57,13,126.7,6,66.6,22.1
PICK-1321,training,routine log,4,2,324.8,1,72.4,24.82
PICK-1322,training,routine log,66,14,464.6,3,37.4,29.7
PICK-1323,training,routine log,75,12,882.8,3,15.7,37.07
PICK-1324,training,routine log,55,11,700.2,4,50.9,35.05
PICK-1325,training,routine log,62,7,837.3,5,97.5,42.25
PICK-1326,training,routine log,78,12,634.7,2,77.6,45.49
PICK-1327,training,routine log,33,6,260.0,6,34.6,17.48
PICK-1328,training,routine log,7,0,276.6,1,73.6,28.03
PICK-1329,training,routine log,67,17,517.4,3,38.1,32.78
PICK-1330,training,routine log,6,1,482.6,3,42.3,18.14
PICK-1331,training,routine log,54,1,442.8,1,34.5,33.01
PICK-1332,training,routine log,79,6,733.9,3,37.2,39.0
PICK-1333,training,routine log,80,21,572.4,6,82.0,41.53
PICK-1334,training,routine log,34,2,296.6,1,88.4,38.26
PICK-1335,training,routine log,38,1,669.9,1,89.8,44.78
PICK-1336,training,routine log,60,3,478.8,6,94.6,36.42
PICK-1337,training,routine log,36,5,314.5,5,40.2,20.31
PICK-1338,training,routine log,64,16,689.7,2,75.0,44.92
PICK-1339,training,routine log,19,4,366.2,5,56.7,19.61
PICK-1340,training,routine log,28,4,799.4,5,16.0,25.62
PICK-1341,training,routine log,24,3,135.6,4,53.5,20.22
PICK-1342,training,routine log,54,9,811.2,5,83.2,37.0
PICK-1343,training,routine log,44,5,622.2,6,39.7,29.0
PICK-1344,training,routine log,28,1,732.7,2,34.5,29.19
PICK-1345,training,routine log,28,6,99.9,5,56.1,21.37
PICK-1346,training,routine log,41,5,135.5,2,61.5,22.69
