reading_id,recorded_at,station,direction,bicycles
20268,2026-04-16T13:00,Market Gate,outbound,37
20269,2026-04-16T13:00,University,inbound,42
20270,2026-04-16T13:00,University,outbound,33
20271,2026-04-16T13:00,North Bridge,inbound,29
20272,2026-04-16T13:00,North Bridge,outbound,34
20273,2026-04-16T14:00,Riverside,inbound,49
20274,2026-04-16T14:00,Riverside,outbound,56
20275,2026-04-16T14:00,Market Gate,inbound,40
20276,2026-04-16T14:00,Market Gate,outbound,30
20277,2026-04-16T14:00,University,inbound,49
20278,2026-04-16T14:00,University,outbound,51
20279,2026-04-16T14:00,North Bridge,inbound,40
20280,2026-04-16T14:00,North Bridge,outbound,31
20281,2026-04-16T15:00,Riverside,inbound,76
20282,2026-04-16T15:00,Riverside,outbound,67
20283,2026-04-16T15:00,Market Gate,inbound,68
20284,2026-04-16T15:00,Market Gate,outbound,56
20285,2026-04-16T15:00,University,inbound,62
20286,2026-04-16T15:00,University,outbound,67
20287,2026-04-16T15:00,North Bridge,inbound,53
20288,2026-04-16T15:00,North Bridge,outbound,54
20289,2026-04-16T16:00,Riverside,inbound,105
20290,2026-04-16T16:00,Riverside,outbound,91
20291,2026-04-16T16:00,Market Gate,inbound,74
20292,2026-04-16T16:00,Market Gate,outbound,84
20293,2026-04-16T16:00,University,inbound,91
20294,2026-04-16T16:00,University,outbound,89
20295,2026-04-16T16:00,North Bridge,inbound,75
20296,2026-04-16T16:00,North Bridge,outbound,58
20297,2026-04-16T17:00,Riverside,inbound,115
20298,2026-04-16T17:00,Riverside,outbound,101
20299,2026-04-16T17:00,Market Gate,inbound,101
20300,2026-04-16T17:00,Market Gate,outbound,81
20301,2026-04-16T17:00,University,inbound,105
20302,2026-04-16T17:00,University,outbound,99
20303,2026-04-16T17:00,North Bridge,inbound,78
20304,2026-04-16T17:00,North Bridge,outbound,67
20305,2026-04-16T18:00,Riverside,inbound,98
20306,2026-04-16T18:00,Riverside,outbound,102
20307,2026-04-16T18:00,Market Gate,inbound,82
20308,2026-04-16T18:00,Market Gate,outbound,75
20309,2026-04-16T18:00,University,inbound,96
20310,2026-04-16T18:00,University,outbound,90
20311,2026-04-16T18:00,North Bridge,inbound,77
20312,2026-04-16T18:00,North Bridge,outbound,63
20313,2026-04-16T19:00,Riverside,inbound,75
20314,2026-04-16T19:00,Riverside,outbound,80
20315,2026-04-16T19:00,Market Gate,inbound,58
20316,2026-04-16T19:00,Market Gate,outbound,57
20317,2026-04-16T19:00,University,inbound,74
20318,2026-04-16T19:00,University,outbound,58
20319,2026-04-16T19:00,North Bridge,inbound,51
20320,2026-04-16T19:00,North Bridge,outbound,44
20321,2026-04-16T20:00,Riverside,inbound,50
20322,2026-04-16T20:00,Riverside,outbound,54
20323,2026-04-16T20:00,Market Gate,inbound,43
20324,2026-04-16T20:00,Market Gate,outbound,26
20325,2026-04-16T20:00,University,inbound,47
20326,2026-04-16T20:00,University,outbound,49
20327,2026-04-16T20:00,North Bridge,inbound,45
20328,2026-04-16T20:00,North Bridge,outbound,43
20329,2026-04-16T21:00,Riverside,inbound,47
20330,2026-04-16T21:00,Riverside,outbound,35
20331,2026-04-16T21:00,Market Gate,inbound,30
20332,2026-04-16T21:00,Market Gate,outbound,33
20333,2026-04-16T21:00,University,inbound,42
20334,2026-04-16T21:00,University,outbound,38
20335,2026-04-16T21:00,North Bridge,inbound,29
20336,2026-04-16T21:00,North Bridge,outbound,24
20337,2026-04-16T22:00,Riverside,inbound,42
20338,2026-04-16T22:00,Riverside,outbound,33
20339,2026-04-16T22:00,Market Gate,inbound,33
20340,2026-04-16T22:00,Market Gate,outbound,27
20341,2026-04-16T22:00,University,inbound,37
20342,2026-04-16T22:00,University,outbound,35
20343,2026-04-16T22:00,North Bridge,inbound,28
20344,2026-04-16T22:00,North Bridge,outbound,23
20345,2026-04-16T23:00,Riverside,inbound,33
20346,2026-04-16T23:00,Riverside,outbound,31
20347,2026-04-16T23:00,Market Gate,inbound,32
20348,2026-04-16T23:00,Market Gate,outbound,23
20349,2026-04-16T23:00,University,inbound,37
20350,2026-04-16T23:00,University,outbound,28
20351,2026-04-16T23:00,North Bridge,inbound,23
20352,2026-04-16T23:00,North Bridge,outbound,30
20353,2026-04-17T00:00,Riverside,inbound,35
20354,2026-04-17T00:00,Riverside,outbound,35
20355,2026-04-17T00:00,Market Gate,inbound,31
20356,2026-04-17T00:00,Market Gate,outbound,29
20357,2026-04-17T00:00,University,inbound,43
20358,2026-04-17T00:00,University,outbound,30
20359,2026-04-17T00:00,North Bridge,inbound,26
20360,2026-04-17T00:00,North Bridge,outbound,26
20361,2026-04-17T01:00,Riverside,inbound,36
20362,2026-04-17T01:00,Riverside,outbound,38
20363,2026-04-17T01:00,Market Gate,inbound,34
20364,2026-04-17T01:00,Market Gate,outbound,30
20365,2026-04-17T01:00,University,inbound,31
20366,2026-04-17T01:00,University,outbound,33
20367,2026-04-17T01:00,North Bridge,inbound,21
20368,2026-04-17T01:00,North Bridge,outbound,28
20369,2026-04-17T02:00,Riverside,inbound,33
20370,2026-04-17T02:00,Riverside,outbound,37
20371,2026-04-17T02:00,Market Gate,inbound,32
20372,2026-04-17T02:00,Market Gate,outbound,19
20373,2026-04-17T02:00,University,inbound,36
20374,2026-04-17T02:00,University,outbound,35
20375,2026-04-17T02:00,North Bridge,inbound,26
20376,2026-04-17T02:00,North Bridge,outbound,18
20377,2026-04-17T03:00,Riverside,inbound,41
20378,2026-04-17T03:00,Riverside,outbound,40
20379,2026-04-17T03:00,Market Gate,inbound,26
20380,2026-04-17T03:00,Market Gate,outbound,29
20381,2026-04-17T03:00,University,inbound,32
20382,2026-04-17T03:00,University,outbound,36
20383,2026-04-17T03:00,North Bridge,inbound,18
20384,2026-04-17T03:00,North Bridge,outbound,17
20385,2026-04-17T04:00,Riverside,inbound,43
20386,2026-04-17T04:00,Riverside,outbound,41
20387,2026-04-17T04:00,Market Gate,inbound,24
20388,2026-04-17T04:00,Market Gate,outbound,32
20389,2026-04-17T04:00,University,inbound,32
20390,2026-04-17T04:00,University,outbound,40
20391,2026-04-17T04:00,North Bridge,inbound,14
20392,2026-04-17T04:00,North Bridge,outbound,23
20393,2026-04-17T05:00,Riverside,inbound,59
20394,2026-04-17T05:00,Riverside,outbound,43
20395,2026-04-17T05:00,Market Gate,inbound,31
20396,2026-04-17T05:00,Market Gate,outbound,28
20397,2026-04-17T05:00,University,inbound,44
20398,2026-04-17T05:00,University,outbound,46
20399,2026-04-17T05:00,North Bridge,inbound,34
20400,2026-04-17T05:00,North Bridge,outbound,31
20401,2026-04-17T06:00,Riverside,inbound,77
20402,2026-04-17T06:00,Riverside,outbound,77
20403,2026-04-17T06:00,Market Gate,inbound,59
20404,2026-04-17T06:00,Market Gate,outbound,61
20405,2026-04-17T06:00,University,inbound,66
20406,2026-04-17T06:00,University,outbound,59
20407,2026-04-17T06:00,North Bridge,inbound,46
20408,2026-04-17T06:00,North Bridge,outbound,42
20409,2026-04-17T07:00,Riverside,inbound,115
20410,2026-04-17T07:00,Riverside,outbound,99
20411,2026-04-17T07:00,Market Gate,inbound,93
20412,2026-04-17T07:00,Market Gate,outbound,82
20413,2026-04-17T07:00,University,inbound,103
20414,2026-04-17T07:00,University,outbound,93
20415,2026-04-17T07:00,North Bridge,inbound,74
20416,2026-04-17T07:00,North Bridge,outbound,70
20417,2026-04-17T08:00,Riverside,inbound,128
20418,2026-04-17T08:00,Riverside,outbound,126
20419,2026-04-17T08:00,Market Gate,inbound,96
20420,2026-04-17T08:00,Market Gate,outbound,96
20421,2026-04-17T08:00,University,inbound,111
20422,2026-04-17T08:00,University,outbound,100
20423,2026-04-17T08:00,North Bridge,inbound,87
20424,2026-04-17T08:00,North Bridge,outbound,85
20425,2026-04-17T09:00,Riverside,inbound,118
20426,2026-04-17T09:00,Riverside,outbound,99
20427,2026-04-17T09:00,Market Gate,inbound,81
20428,2026-04-17T09:00,Market Gate,outbound,82
20429,2026-04-17T09:00,University,inbound,113
20430,2026-04-17T09:00,University,outbound,98
20431,2026-04-17T09:00,North Bridge,inbound,74
20432,2026-04-17T09:00,North Bridge,outbound,73
20433,2026-04-17T10:00,Riverside,inbound,76
20434,2026-04-17T10:00,Riverside,outbound,71
20435,2026-04-17T10:00,Market Gate,inbound,62
20436,2026-04-17T10:00,Market Gate,outbound,62
20437,2026-04-17T10:00,University,inbound,70
20438,2026-04-17T10:00,University,outbound,75
20439,2026-04-17T10:00,North Bridge,inbound,51
20440,2026-04-17T10:00,North Bridge,outbound,43
20441,2026-04-17T11:00,Riverside,inbound,50
20442,2026-04-17T11:00,Riverside,outbound,48
20443,2026-04-17T11:00,Market Gate,inbound,45
20444,2026-04-17T11:00,Market Gate,outbound,35
20445,2026-04-17T11:00,University,inbound,47
20446,2026-04-17T11:00,University,outbound,43
20447,2026-04-17T11:00,North Bridge,inbound,35
20448,2026-04-17T11:00,North Bridge,outbound,29
20449,2026-04-17T12:00,Riverside,inbound,52
20450,2026-04-17T12:00,Riverside,outbound,47
20451,2026-04-17T12:00,Market Gate,inbound,34
20452,2026-04-17T12:00,Market Gate,outbound,33
20453,2026-04-17T12:00,University,inbound,38
20454,2026-04-17T12:00,University,outbound,42
20455,2026-04-17T12:00,North Bridge,inbound,35
20456,2026-04-17T12:00,North Bridge,outbound,26
20457,2026-04-17T13:00,Riverside,inbound,47
20458,2026-04-17T13:00,Riverside,outbound,45
20459,2026-04-17T13:00,Market Gate,inbound,42
20460,2026-04-17T13:00,Market Gate,outbound,24
20461,2026-04-17T13:00,University,inbound,36
20462,2026-04-17T13:00,University,outbound,35
20463,2026-04-17T13:00,North Bridge,inbound,34
20464,2026-04-17T13:00,North Bridge,outbound,26
20465,2026-04-17T14:00,Riverside,inbound,53
20466,2026-04-17T14:00,Riverside,outbound,47
20467,2026-04-17T14:00,Market Gate,inbound,40
20468,2026-04-17T14:00,Market Gate,outbound,36
20469,2026-04-17T14:00,University,inbound,39
20470,2026-04-17T14:00,University,outbound,48
20471,2026-04-17T14:00,North Bridge,inbound,44
20472,2026-04-17T14:00,North Bridge,outbound,34
20473,2026-04-17T15:00,Riverside,inbound,80
20474,2026-04-17T15:00,Riverside,outbound,84
20475,2026-04-17T15:00,Market Gate,inbound,61
20476,2026-04-17T15:00,Market Gate,outbound,49
20477,2026-04-17T15:00,University,inbound,80
20478,2026-04-17T15:00,University,outbound,70
20479,2026-04-17T15:00,North Bridge,inbound,55
20480,2026-04-17T15:00,North Bridge,outbound,45
20481,2026-04-17T16:00,Riverside,inbound,101
20482,2026-04-17T16:00,Riverside,outbound,91
20483,2026-04-17T16:00,Market Gate,inbound,80
20484,2026-04-17T16:00,Market Gate,outbound,79
20485,2026-04-17T16:00,University,inbound,91
20486,2026-04-17T16:00,University,outbound,83
20487,2026-04-17T16:00,North Bridge,inbound,77
20488,2026-04-17T16:00,North Bridge,outbound,69
20489,2026-04-17T17:00,Riverside,inbound,103
20490,2026-04-17T17:00,Riverside,outbound,107
20491,2026-04-17T17:00,Market Gate,inbound,94
20492,2026-04-17T17:00,Market Gate,outbound,88
20493,2026-04-17T17:00,University,inbound,99
20494,2026-04-17T17:00,University,outbound,94
20495,2026-04-17T17:00,North Bridge,inbound,82
20496,2026-04-17T17:00,North Bridge,outbound,72
20497,2026-04-17T18:00,Riverside,inbound,107
20498,2026-04-17T18:00,Riverside,outbound,104
20499,2026-04-17T18:00,Market Gate,inbound,85
20500,2026-04-17T18:00,Market Gate,outbound,77
20501,2026-04-17T18:00,University,inbound,88
20502,2026-04-17T18:00,University,outbound,86
20503,2026-04-17T18:00,North Bridge,inbound,74
20504,2026-04-17T18:00,North Bridge,outbound,62
20505,2026-04-17T19:00,Riverside,inbound,74
20506,2026-04-17T19:00,Riverside,outbound,66
20507,2026-04-17T19:00,Market Gate,inbound,62
20508,2026-04-17T19:00,Market Gate,outbound,54
20509,2026-04-17T19:00,University,inbound,71
20510,2026-04-17T19:00,University,outbound,70
20511,2026-04-17T19:00,North Bridge,inbound,48
20512,2026-04-17T19:00,North Bridge,outbound,55
20513,2026-04-17T20:00,Riverside,inbound,60
20514,2026-04-17T20:00,Riverside,outbound,56
20515,2026-04-17T20:00,Market Gate,inbound,37
20516,2026-04-17T20:00,Market Gate,outbound,34
20517,2026-04-17T20:00,University,inbound,48
20518,2026-04-17T20:00,University,outbound,47
20519,2026-04-17T20:00,North Bridge,inbound,47
20520,2026-04-17T20:00,North Bridge,outbound,23
20521,2026-04-17T21:00,Riverside,inbound,37
20522,2026-04-17T21:00,Riverside,outbound,36
20523,2026-04-17T21:00,Market Gate,inbound,40
20524,2026-04-17T21:00,Market Gate,outbound,33
20525,2026-04-17T21:00,University,inbound,40
20526,2026-04-17T21:00,University,outbound,31
20527,2026-04-17T21:00,North Bridge,inbound,24
20528,2026-04-17T21:00,North Bridge,outbound,19
20529,2026-04-17T22:00,Riverside,inbound,47
20530,2026-04-17T22:00,Riverside,outbound,46
20531,2026-04-17T22:00,Market Gate,inbound,28
20532,2026-04-17T22:00,Market Gate,outbound,29
20533,2026-04-17T22:00,University,inbound,44
20534,2026-04-17T22:00,University,outbound,37
20535,2026-04-17T22:00,North Bridge,inbound,32
20536,2026-04-17T22:00,North Bridge,outbound,24
20537,2026-04-17T23:00,Riverside,inbound,30
20538,2026-04-17T23:00,Riverside,outbound,22
20539,2026-04-17T23:00,Market Gate,inbound,38
20540,2026-04-17T23:00,Market Gate,outbound,26
20541,2026-04-17T23:00,University,inbound,41
20542,2026-04-17T23:00,University,outbound,28
20543,2026-04-17T23:00,North Bridge,inbound,28
20544,2026-04-17T23:00,North Bridge,outbound,17
20545,2026-04-18T00:00,Riverside,inbound,28
20546,2026-04-18T00:00,Riverside,outbound,21
20547,2026-04-18T00:00,Market Gate,inbound,24
20548,2026-04-18T00:00,Market Gate,outbound,26
20549,2026-04-18T00:00,University,inbound,22
20550,2026-04-18T00:00,University,outbound,16
20551,2026-04-18T00:00,North Bridge,inbound,12
20552,2026-04-18T00:00,North Bridge,outbound,17
20553,2026-04-18T01:00,Riverside,inbound,27
20554,2026-04-18T01:00,Riverside,outbound,29
20555,2026-04-18T01:00,Market Gate,inbound,12
20556,2026-04-18T01:00,Market Gate,outbound,19
20557,2026-04-18T01:00,University,inbound,26
20558,2026-04-18T01:00,University,outbound,10
20559,2026-04-18T01:00,North Bridge,inbound,19
20560,2026-04-18T01:00,North Bridge,outbound,13
20561,2026-04-18T02:00,Riverside,inbound,31
20562,2026-04-18T02:00,Riverside,outbound,31
20563,2026-04-18T02:00,Market Gate,inbound,22
20564,2026-04-18T02:00,Market Gate,outbound,7
20565,2026-04-18T02:00,University,inbound,18
20566,2026-04-18T02:00,University,outbound,20
20567,2026-04-18T02:00,North Bridge,inbound,19
20568,2026-04-18T02:00,North Bridge,outbound,17
20569,2026-04-18T03:00,Riverside,inbound,32
20570,2026-04-18T03:00,Riverside,outbound,23
20571,2026-04-18T03:00,Market Gate,inbound,18
20572,2026-04-18T03:00,Market Gate,outbound,23
20573,2026-04-18T03:00,University,inbound,27
20574,2026-04-18T03:00,University,outbound,22
20575,2026-04-18T03:00,North Bridge,inbound,22
20576,2026-04-18T03:00,North Bridge,outbound,20
20577,2026-04-18T04:00,Riverside,inbound,32
20578,2026-04-18T04:00,Riverside,outbound,19
20579,2026-04-18T04:00,Market Gate,inbound,24
20580,2026-04-18T04:00,Market Gate,outbound,18
20581,2026-04-18T04:00,University,inbound,23
20582,2026-04-18T04:00,University,outbound,20
20583,2026-04-18T04:00,North Bridge,inbound,26
20584,2026-04-18T04:00,North Bridge,outbound,21
20585,2026-04-18T05:00,Riverside,inbound,42
20586,2026-04-18T05:00,Riverside,outbound,28
20587,2026-04-18T05:00,Market Gate,inbound,25
20588,2026-04-18T05:00,Market Gate,outbound,32
20589,2026-04-18T05:00,University,inbound,23
20590,2026-04-18T05:00,University,outbound,35
20591,2026-04-18T05:00,North Bridge,inbound,22
20592,2026-04-18T05:00,North Bridge,outbound,17
20593,2026-04-18T06:00,Riverside,inbound,55
20594,2026-04-18T06:00,Riverside,outbound,58
20595,2026-04-18T06:00,Market Gate,inbound,49
20596,2026-04-18T06:00,Market Gate,outbound,43
20597,2026-04-18T06:00,University,inbound,56
20598,2026-04-18T06:00,University,outbound,60
20599,2026-04-18T06:00,North Bridge,inbound,45
20600,2026-04-18T06:00,North Bridge,outbound,30
20601,2026-04-18T07:00,Riverside,inbound,76
20602,2026-04-18T07:00,Riverside,outbound,62
20603,2026-04-18T07:00,Market Gate,inbound,55
20604,2026-04-18T07:00,Market Gate,outbound,66
20605,2026-04-18T07:00,University,inbound,71
20606,2026-04-18T07:00,University,outbound,67
20607,2026-04-18T07:00,North Bridge,inbound,58
20608,2026-04-18T07:00,North Bridge,outbound,58
20609,2026-04-18T08:00,Riverside,inbound,96
20610,2026-04-18T08:00,Riverside,outbound,76
20611,2026-04-18T08:00,Market Gate,inbound,82
20612,2026-04-18T08:00,Market Gate,outbound,70
20613,2026-04-18T08:00,University,inbound,83
20614,2026-04-18T08:00,University,outbound,72
20615,2026-04-18T08:00,North Bridge,inbound,71
20616,2026-04-18T08:00,North Bridge,outbound,60
20617,2026-04-18T09:00,Riverside,inbound,80
20618,2026-04-18T09:00,Riverside,outbound,71
20619,2026-04-18T09:00,Market Gate,inbound,61
20620,2026-04-18T09:00,Market Gate,outbound,51
20621,2026-04-18T09:00,University,inbound,81
20622,2026-04-18T09:00,University,outbound,66
20623,2026-04-18T09:00,North Bridge,inbound,56
20624,2026-04-18T09:00,North Bridge,outbound,46
20625,2026-04-18T10:00,Riverside,inbound,54
20626,2026-04-18T10:00,Riverside,outbound,55
20627,2026-04-18T10:00,Market Gate,inbound,37
20628,2026-04-18T10:00,Market Gate,outbound,41
20629,2026-04-18T10:00,University,inbound,50
20630,2026-04-18T10:00,University,outbound,45
20631,2026-04-18T10:00,North Bridge,inbound,42
20632,2026-04-18T10:00,North Bridge,outbound,41
20633,2026-04-18T11:00,Riverside,inbound,41
20634,2026-04-18T11:00,Riverside,outbound,40
20635,2026-04-18T11:00,Market Gate,inbound,25
20636,2026-04-18T11:00,Market Gate,outbound,23
20637,2026-04-18T11:00,University,inbound,25
20638,2026-04-18T11:00,University,outbound,34
20639,2026-04-18T11:00,North Bridge,inbound,29
20640,2026-04-18T11:00,North Bridge,outbound,23
20641,2026-04-18T12:00,Riverside,inbound,33
20642,2026-04-18T12:00,Riverside,outbound,34
20643,2026-04-18T12:00,Market Gate,inbound,26
20644,2026-04-18T12:00,Market Gate,outbound,17
20645,2026-04-18T12:00,University,inbound,25
20646,2026-04-18T12:00,University,outbound,27
20647,2026-04-18T12:00,North Bridge,inbound,17
20648,2026-04-18T12:00,North Bridge,outbound,15
20649,2026-04-18T13:00,Riverside,inbound,45
20650,2026-04-18T13:00,Riverside,outbound,35
20651,2026-04-18T13:00,Market Gate,inbound,27
20652,2026-04-18T13:00,Market Gate,outbound,38
20653,2026-04-18T13:00,University,inbound,38
20654,2026-04-18T13:00,University,outbound,27
20655,2026-04-18T13:00,North Bridge,inbound,20
20656,2026-04-18T13:00,North Bridge,outbound,23
20657,2026-04-18T14:00,Riverside,inbound,46
20658,2026-04-18T14:00,Riverside,outbound,37
20659,2026-04-18T14:00,Market Gate,inbound,29
20660,2026-04-18T14:00,Market Gate,outbound,24
20661,2026-04-18T14:00,University,inbound,38
20662,2026-04-18T14:00,University,outbound,21
20663,2026-04-18T14:00,North Bridge,inbound,24
20664,2026-04-18T14:00,North Bridge,outbound,22
20665,2026-04-18T15:00,Riverside,inbound,49
20666,2026-04-18T15:00,Riverside,outbound,60
20667,2026-04-18T15:00,Market Gate,inbound,41
20668,2026-04-18T15:00,Market Gate,outbound,45
20669,2026-04-18T15:00,University,inbound,47
20670,2026-04-18T15:00,University,outbound,44
20671,2026-04-18T15:00,North Bridge,inbound,43
20672,2026-04-18T15:00,North Bridge,outbound,33
20673,2026-04-18T16:00,Riverside,inbound,72
20674,2026-04-18T16:00,Riverside,outbound,74
20675,2026-04-18T16:00,Market Gate,inbound,62
20676,2026-04-18T16:00,Market Gate,outbound,56
20677,2026-04-18T16:00,University,inbound,58
20678,2026-04-18T16:00,University,outbound,68
20679,2026-04-18T16:00,North Bridge,inbound,46
20680,2026-04-18T16:00,North Bridge,outbound,42
20681,2026-04-18T17:00,Riverside,inbound,86
20682,2026-04-18T17:00,Riverside,outbound,77
20683,2026-04-18T17:00,Market Gate,inbound,67
20684,2026-04-18T17:00,Market Gate,outbound,65
20685,2026-04-18T17:00,University,inbound,74
20686,2026-04-18T17:00,University,outbound,76
20687,2026-04-18T17:00,North Bridge,inbound,62
20688,2026-04-18T17:00,North Bridge,outbound,51
20689,2026-04-18T18:00,Riverside,inbound,76
20690,2026-04-18T18:00,Riverside,outbound,72
20691,2026-04-18T18:00,Market Gate,inbound,56
20692,2026-04-18T18:00,Market Gate,outbound,52
20693,2026-04-18T18:00,University,inbound,72
20694,2026-04-18T18:00,University,outbound,60
20695,2026-04-18T18:00,North Bridge,inbound,51
20696,2026-04-18T18:00,North Bridge,outbound,48
20697,2026-04-18T19:00,Riverside,inbound,56
20698,2026-04-18T19:00,Riverside,outbound,56
20699,2026-04-18T19:00,Market Gate,inbound,48
20700,2026-04-18T19:00,Market Gate,outbound,44
20701,2026-04-18T19:00,University,inbound,50
20702,2026-04-18T19:00,University,outbound,46
20703,2026-04-18T19:00,North Bridge,inbound,33
20704,2026-04-18T19:00,North Bridge,outbound,31
20705,2026-04-18T20:00,Riverside,inbound,46
20706,2026-04-18T20:00,Riverside,outbound,35
20707,2026-04-18T20:00,Market Gate,inbound,47
20708,2026-04-18T20:00,Market Gate,outbound,36
20709,2026-04-18T20:00,University,inbound,26
20710,2026-04-18T20:00,University,outbound,35
20711,2026-04-18T20:00,North Bridge,inbound,24
20712,2026-04-18T20:00,North Bridge,outbound,26
20713,2026-04-18T21:00,Riverside,inbound,26
20714,2026-04-18T21:00,Riverside,outbound,28
20715,2026-04-18T21:00,Market Gate,inbound,15
20716,2026-04-18T21:00,Market Gate,outbound,23
20717,2026-04-18T21:00,University,inbound,31
20718,2026-04-18T21:00,University,outbound,30
20719,2026-04-18T21:00,North Bridge,inbound,12
20720,2026-04-18T21:00,North Bridge,outbound,19
20721,2026-04-18T22:00,Riverside,inbound,35
20722,2026-04-18T22:00,Riverside,outbound,30
20723,2026-04-18T22:00,Market Gate,inbound,31
20724,2026-04-18T22:00,Market Gate,outbound,15
20725,2026-04-18T22:00,University,inbound,27
20726,2026-04-18T22:00,University,outbound,26
20727,2026-04-18T22:00,North Bridge,inbound,19
20728,2026-04-18T22:00,North Bridge,outbound,22
20729,2026-04-18T23:00,Riverside,inbound,28
20730,2026-04-18T23:00,Riverside,outbound,27
20731,2026-04-18T23:00,Market Gate,inbound,15
20732,2026-04-18T23:00,Market Gate,outbound,22
20733,2026-04-18T23:00,University,inbound,32
20734,2026-04-18T23:00,University,outbound,20
20735,2026-04-18T23:00,North Bridge,inbound,13
20736,2026-04-18T23:00,North Bridge,outbound,25
20737,2026-04-19T00:00,Riverside,inbound,30
20738,2026-04-19T00:00,Riverside,outbound,17
20739,2026-04-19T00:00,Market Gate,inbound,21
20740,2026-04-19T00:00,Market Gate,outbound,16
20741,2026-04-19T00:00,University,inbound,31
20742,2026-04-19T00:00,University,outbound,30
20743,2026-04-19T00:00,North Bridge,inbound,18
20744,2026-04-19T00:00,North Bridge,outbound,21
20745,2026-04-19T01:00,Riverside,inbound,34
20746,2026-04-19T01:00,Riverside,outbound,31
20747,2026-04-19T01:00,Market Gate,inbound,16
20748,2026-04-19T01:00,Market Gate,outbound,18
20749,2026-04-19T01:00,University,inbound,27
20750,2026-04-19T01:00,University,outbound,22
20751,2026-04-19T01:00,North Bridge,inbound,21
20752,2026-04-19T01:00,North Bridge,outbound,15
20753,2026-04-19T02:00,Riverside,inbound,20
20754,2026-04-19T02:00,Riverside,outbound,23
20755,2026-04-19T02:00,Market Gate,inbound,24
20756,2026-04-19T02:00,Market Gate,outbound,15
20757,2026-04-19T02:00,University,inbound,23
20758,2026-04-19T02:00,University,outbound,18
20759,2026-04-19T02:00,North Bridge,inbound,15
20760,2026-04-19T02:00,North Bridge,outbound,9
20761,2026-04-19T03:00,Riverside,inbound,22
20762,2026-04-19T03:00,Riverside,outbound,23
20763,2026-04-19T03:00,Market Gate,inbound,17
20764,2026-04-19T03:00,Market Gate,outbound,31
20765,2026-04-19T03:00,University,inbound,27
20766,2026-04-19T03:00,University,outbound,19
20767,2026-04-19T03:00,North Bridge,inbound,24
20768,2026-04-19T03:00,North Bridge,outbound,18
20769,2026-04-19T04:00,Riverside,inbound,33
20770,2026-04-19T04:00,Riverside,outbound,34
20771,2026-04-19T04:00,Market Gate,inbound,19
20772,2026-04-19T04:00,Market Gate,outbound,26
20773,2026-04-19T04:00,University,inbound,24
20774,2026-04-19T04:00,University,outbound,20
20775,2026-04-19T04:00,North Bridge,inbound,12
20776,2026-04-19T04:00,North Bridge,outbound,15
20777,2026-04-19T05:00,Riverside,inbound,38
20778,2026-04-19T05:00,Riverside,outbound,33
20779,2026-04-19T05:00,Market Gate,inbound,32
20780,2026-04-19T05:00,Market Gate,outbound,23
20781,2026-04-19T05:00,University,inbound,36
20782,2026-04-19T05:00,University,outbound,35
20783,2026-04-19T05:00,North Bridge,inbound,32
20784,2026-04-19T05:00,North Bridge,outbound,29
20785,2026-04-19T06:00,Riverside,inbound,57
20786,2026-04-19T06:00,Riverside,outbound,51
20787,2026-04-19T06:00,Market Gate,inbound,42
20788,2026-04-19T06:00,Market Gate,outbound,35
20789,2026-04-19T06:00,University,inbound,45
20790,2026-04-19T06:00,University,outbound,44
20791,2026-04-19T06:00,North Bridge,inbound,32
20792,2026-04-19T06:00,North Bridge,outbound,37
20793,2026-04-19T07:00,Riverside,inbound,84
20794,2026-04-19T07:00,Riverside,outbound,82
20795,2026-04-19T07:00,Market Gate,inbound,73
20796,2026-04-19T07:00,Market Gate,outbound,64
20797,2026-04-19T07:00,University,inbound,69
20798,2026-04-19T07:00,University,outbound,73
20799,2026-04-19T07:00,North Bridge,inbound,60
20800,2026-04-19T07:00,North Bridge,outbound,53
20801,2026-04-19T08:00,Riverside,inbound,96
20802,2026-04-19T08:00,Riverside,outbound,81
20803,2026-04-19T08:00,Market Gate,inbound,82
20804,2026-04-19T08:00,Market Gate,outbound,65
20805,2026-04-19T08:00,University,inbound,91
20806,2026-04-19T08:00,University,outbound,83
20807,2026-04-19T08:00,North Bridge,inbound,65
20808,2026-04-19T08:00,North Bridge,outbound,55
20809,2026-04-19T09:00,Riverside,inbound,93
20810,2026-04-19T09:00,Riverside,outbound,69
20811,2026-04-19T09:00,Market Gate,inbound,61
20812,2026-04-19T09:00,Market Gate,outbound,52
20813,2026-04-19T09:00,University,inbound,77
20814,2026-04-19T09:00,University,outbound,60
20815,2026-04-19T09:00,North Bridge,inbound,58
20816,2026-04-19T09:00,North Bridge,outbound,48
20817,2026-04-19T10:00,Riverside,inbound,54
20818,2026-04-19T10:00,Riverside,outbound,57
20819,2026-04-19T10:00,Market Gate,inbound,48
20820,2026-04-19T10:00,Market Gate,outbound,36
20821,2026-04-19T10:00,University,inbound,51
20822,2026-04-19T10:00,University,outbound,43
20823,2026-04-19T10:00,North Bridge,inbound,34
20824,2026-04-19T10:00,North Bridge,outbound,26
20825,2026-04-19T11:00,Riverside,inbound,32
20826,2026-04-19T11:00,Riverside,outbound,32
20827,2026-04-19T11:00,Market Gate,inbound,44
20828,2026-04-19T11:00,Market Gate,outbound,20
20829,2026-04-19T11:00,University,inbound,33
20830,2026-04-19T11:00,University,outbound,33
20831,2026-04-19T11:00,North Bridge,inbound,18
