reading_id,vibration_rms_mm_s,motor_temp_c,load_pct,current_variation_a,acoustic_kurtosis,days_since_service,recent_auto_stops,ambient_temp_c,urgent_inspection
EQ-02161,1.19,63.4,89.2,0.27,2.11,13,0,31.6,0
EQ-02162,1.78,87.6,84.5,1.99,2.02,98,1,18.3,0
EQ-02163,3.7,66.6,98.5,0.19,4.58,109,0,22.4,0
EQ-02164,1.83,75.1,28.1,0.24,3.25,121,3,32.8,0
EQ-02165,3.32,76.9,68.8,3.35,2.53,57,2,31.5,0
EQ-02166,0.94,59.5,78.3,1.08,1.8,323,0,29.3,0
EQ-02167,0.7,58.7,82.6,0.23,1.59,206,0,30.9,0
EQ-02168,0.16,75.1,35.8,0.86,2.65,27,1,27.2,0
EQ-02169,1.6,58.4,57.8,0.27,1.25,538,0,32.4,0
EQ-02170,5.82,72.2,74.1,2.21,4.35,257,1,20.5,0
EQ-02171,1.76,59.7,28.3,1.77,1.48,27,1,26.2,0
EQ-02172,1.99,54.8,68.7,0.39,1.1,136,0,28.6,0
EQ-02173,4.87,66.6,39.6,0.67,4.08,188,0,25.0,0
EQ-02174,2.47,40.7,54.6,2.42,2.37,115,1,28.5,0
EQ-02175,1.22,56.4,63.2,1.78,3.32,400,0,21.2,0
EQ-02176,2.28,46.4,58.3,0.92,1.36,102,0,17.4,0
EQ-02177,1.07,63.2,25.2,0.47,3.0,182,2,27.8,0
EQ-02178,2.11,58.0,36.7,0.44,2.35,24,1,17.8,0
EQ-02179,6.23,53.1,28.1,2.67,2.84,218,0,31.1,0
EQ-02180,1.18,51.7,83.9,0.43,6.07,331,0,24.3,0
EQ-02181,0.69,66.0,56.8,0.79,3.42,355,2,24.7,0
EQ-02182,3.27,62.6,40.0,0.47,3.03,447,0,31.4,0
EQ-02183,2.26,71.6,63.8,2.18,2.62,410,0,23.5,0
EQ-02184,1.53,66.7,77.7,0.92,1.86,309,1,24.4,0
EQ-02185,2.86,60.6,40.9,0.16,1.77,421,0,17.4,0
EQ-02186,2.3,54.4,24.9,0.1,2.79,93,2,26.2,0
EQ-02187,3.33,65.6,65.9,3.08,6.11,78,0,12.9,0
EQ-02188,7.36,63.9,73.0,0.5,1.98,111,0,33.3,0
EQ-02189,0.81,71.3,69.7,0.8,5.74,237,1,25.8,0
EQ-02190,1.38,42.6,96.1,0.25,2.62,363,0,21.8,0
EQ-02191,2.42,48.8,77.3,0.61,1.64,58,1,12.7,0
EQ-02192,3.93,65.8,89.3,1.43,1.25,5,0,26.8,0
EQ-02193,1.28,71.0,86.3,0.97,4.83,124,0,29.4,0
EQ-02194,1.48,76.1,88.8,0.22,3.13,445,2,26.9,0
EQ-02195,4.35,47.4,49.6,1.41,3.11,408,0,21.9,0
EQ-02196,2.84,64.0,70.3,0.67,2.06,325,0,30.9,0
EQ-02197,4.24,79.3,79.6,0.05,4.87,237,4,13.0,0
EQ-02198,1.98,58.4,58.1,0.21,1.9,459,0,22.1,0
EQ-02199,2.06,60.2,64.4,2.01,1.9,340,1,19.6,0
EQ-02200,1.22,50.0,74.2,0.47,2.36,75,0,17.6,0
EQ-02201,2.37,58.3,78.8,1.45,4.46,460,0,28.6,0
EQ-02202,3.38,52.1,26.0,0.89,2.95,361,2,23.3,0
EQ-02203,3.24,68.7,26.9,2.28,3.32,142,0,25.2,0
EQ-02204,1.06,63.3,49.6,1.25,3.06,295,1,20.3,0
EQ-02205,2.0,59.3,48.3,2.13,4.41,228,2,16.8,0
EQ-02206,2.97,65.6,47.8,0.56,1.7,407,1,33.8,0
EQ-02207,3.77,86.5,38.9,0.46,2.55,56,1,17.1,0
EQ-02208,1.61,71.7,41.5,2.02,2.09,248,1,17.0,0
EQ-02209,0.69,64.4,95.5,0.57,4.28,130,0,26.3,0
EQ-02210,6.36,70.4,86.7,2.88,2.55,296,2,20.0,1
EQ-02211,6.4,72.5,82.2,0.29,2.93,438,0,23.1,0
EQ-02212,2.77,66.3,53.6,2.26,4.83,42,0,16.7,0
EQ-02213,3.15,65.6,85.9,1.17,2.94,490,1,30.1,0
EQ-02214,0.97,58.2,72.2,0.77,3.22,145,2,25.4,0
EQ-02215,1.55,52.8,44.4,0.64,2.53,281,0,12.2,0
EQ-02216,1.36,65.3,32.2,0.91,1.98,196,1,11.5,0
EQ-02217,7.68,79.1,65.2,0.54,1.05,83,2,19.6,1
EQ-02218,4.62,71.3,54.3,3.16,4.08,275,0,17.4,0
EQ-02219,3.68,66.6,39.8,0.29,1.96,186,0,23.6,0
EQ-02220,2.15,67.2,89.8,0.22,3.01,474,2,21.9,0
EQ-02221,3.0,71.2,83.2,1.71,1.81,211,1,18.7,0
EQ-02222,2.58,58.6,41.5,1.98,1.05,400,0,18.7,0
EQ-02223,0.82,71.6,40.9,0.7,3.08,301,2,28.7,0
EQ-02224,4.81,65.3,78.9,0.56,1.39,388,0,22.7,0
EQ-02225,7.44,76.6,26.3,0.15,4.34,214,0,17.0,0
EQ-02226,4.87,68.9,52.2,1.39,2.04,147,1,22.0,0
EQ-02227,4.1,66.7,89.7,2.6,2.83,338,0,21.5,0
EQ-02228,8.6,56.4,42.2,0.67,1.65,295,1,14.2,0
EQ-02229,8.07,58.6,48.3,1.73,2.64,77,1,19.4,0
EQ-02230,0.28,75.5,87.0,0.09,2.63,219,2,17.6,0
EQ-02231,1.84,54.6,66.0,1.31,5.15,439,2,23.0,0
EQ-02232,4.35,64.2,76.4,1.45,6.65,517,1,19.2,1
EQ-02233,5.86,61.4,81.1,1.3,7.4,414,0,16.2,0
EQ-02234,3.71,59.1,36.3,1.56,2.07,394,0,17.3,0
EQ-02235,1.12,55.6,39.6,2.19,4.29,160,1,18.0,0
EQ-02236,8.53,98.7,89.8,2.37,1.88,189,1,23.6,1
EQ-02237,3.03,72.5,28.4,0.55,4.32,48,0,35.6,0
EQ-02238,0.82,68.7,28.9,0.92,1.2,312,0,25.9,0
EQ-02239,0.15,59.6,88.9,1.62,2.59,470,0,36.8,0
EQ-02240,0.41,69.7,42.6,2.58,7.06,327,0,27.4,0
EQ-02241,1.22,76.5,69.8,1.12,8.56,472,1,24.3,0
EQ-02242,1.12,59.5,50.6,0.65,2.58,3,1,28.8,0
EQ-02243,0.68,66.7,81.3,1.61,1.3,250,0,28.8,0
EQ-02244,4.02,54.2,69.2,0.86,3.9,449,0,26.5,1
EQ-02245,2.19,59.5,22.2,0.05,1.45,170,2,22.6,0
EQ-02246,1.87,50.0,77.2,0.7,2.45,296,0,24.5,0
EQ-02247,5.86,68.2,93.2,1.69,3.05,127,1,32.1,1
EQ-02248,2.36,65.5,71.1,0.06,4.88,22,0,18.8,1
EQ-02249,3.59,67.2,38.3,0.3,13.5,444,2,21.4,0
EQ-02250,2.96,54.2,62.5,0.53,3.17,214,2,8.0,0
EQ-02251,7.21,60.2,33.9,0.23,4.04,462,2,22.8,0
EQ-02252,3.45,67.2,57.7,3.58,6.29,82,0,28.9,0
EQ-02253,5.24,44.8,54.2,1.46,3.05,258,1,20.2,0
EQ-02254,6.25,59.3,28.0,1.06,2.35,265,0,29.9,0
EQ-02255,1.41,57.4,76.4,1.08,5.45,168,1,19.0,0
EQ-02256,2.19,79.3,40.2,1.12,2.52,518,0,22.2,0
EQ-02257,4.72,73.4,43.2,0.34,1.18,119,0,10.9,0
EQ-02258,0.49,62.0,37.0,1.87,2.84,97,2,25.9,0
EQ-02259,3.28,81.7,82.8,2.04,1.05,465,1,14.5,0
EQ-02260,2.15,76.7,47.7,0.85,2.98,272,0,25.5,0
EQ-02261,3.16,63.7,70.0,3.83,1.3,9,0,30.7,0
EQ-02262,1.54,63.9,83.4,1.94,3.48,330,0,29.0,0
EQ-02263,4.36,68.0,81.9,3.04,10.66,151,1,16.0,1
EQ-02264,1.58,65.9,31.7,0.83,2.41,160,1,22.9,0
EQ-02265,0.61,56.1,48.6,1.07,2.98,404,0,26.5,0
EQ-02266,1.42,85.6,48.7,0.87,3.6,303,1,13.6,0
EQ-02267,1.79,58.4,62.8,0.14,1.37,271,0,18.6,0
EQ-02268,4.35,68.1,60.4,0.93,5.63,270,0,31.9,0
EQ-02269,2.11,48.7,87.2,0.9,3.14,502,0,23.0,0
EQ-02270,3.56,84.6,32.1,0.59,3.96,310,0,34.9,0
EQ-02271,6.16,64.8,44.2,3.39,2.42,227,2,23.7,1
EQ-02272,2.22,69.0,39.8,0.56,3.75,299,1,22.8,0
EQ-02273,6.35,70.0,31.4,0.97,2.84,344,0,28.9,0
EQ-02274,4.42,66.9,71.0,1.21,5.97,387,0,31.7,0
EQ-02275,0.75,65.8,45.4,1.89,3.4,428,0,30.6,0
EQ-02276,1.14,54.1,75.2,2.38,4.83,69,1,14.5,0
EQ-02277,5.27,54.3,30.8,1.59,2.09,264,1,9.8,0
EQ-02278,0.79,60.0,34.0,1.51,2.88,393,0,18.7,0
EQ-02279,2.1,65.8,40.0,0.59,6.26,157,0,16.8,0
EQ-02280,1.05,75.3,27.1,2.5,2.71,114,2,22.7,0
EQ-02281,5.19,70.8,41.1,0.07,2.37,258,1,19.3,0
EQ-02282,4.26,58.2,46.1,2.0,2.28,134,0,28.6,0
EQ-02283,2.05,76.7,58.9,0.4,2.27,354,0,31.8,0
EQ-02284,1.78,56.7,82.8,1.59,1.43,452,2,19.8,0
EQ-02285,2.21,82.7,96.5,2.0,2.48,349,1,22.1,0
EQ-02286,2.17,80.1,89.1,2.31,5.55,328,0,25.2,1
EQ-02287,1.99,74.8,43.7,0.94,1.73,140,0,20.9,0
EQ-02288,1.91,69.2,81.1,1.12,3.59,519,0,31.0,0
EQ-02289,1.49,55.8,51.0,1.65,1.81,495,2,18.6,0
EQ-02290,1.19,60.7,48.6,0.86,4.51,227,0,20.7,0
EQ-02291,4.21,77.2,58.0,1.04,4.9,114,0,28.8,0
EQ-02292,5.29,58.1,47.5,0.42,2.18,151,0,29.4,0
EQ-02293,2.29,67.6,46.9,1.97,5.37,250,0,16.1,0
EQ-02294,2.52,60.8,52.8,1.89,3.99,347,0,21.2,0
EQ-02295,1.5,75.1,61.8,0.54,2.91,383,1,22.6,0
EQ-02296,4.96,67.3,49.5,1.1,1.84,268,0,17.2,0
EQ-02297,2.28,69.6,71.1,0.76,1.92,424,1,17.6,0
EQ-02298,2.04,60.0,88.6,0.66,2.74,521,0,24.4,0
EQ-02299,1.62,50.9,67.3,0.19,4.36,216,0,26.3,0
EQ-02300,1.46,69.2,96.2,0.33,1.05,61,1,23.7,0
EQ-02301,2.6,73.1,64.8,0.93,1.37,93,1,21.4,0
EQ-02302,2.52,73.7,67.6,0.37,1.95,231,1,17.8,0
EQ-02303,2.02,82.0,58.1,0.61,6.15,486,0,19.3,1
EQ-02304,1.96,65.9,39.1,2.08,3.78,463,3,26.2,0
EQ-02305,0.86,74.5,44.0,1.54,2.35,509,1,18.9,0
EQ-02306,1.03,70.5,47.1,0.21,5.02,496,1,14.4,0
EQ-02307,0.86,66.5,36.7,0.56,2.79,149,2,25.9,0
EQ-02308,2.04,69.6,72.7,0.47,1.44,84,0,28.4,0
EQ-02309,0.83,63.6,61.8,2.31,4.42,181,0,21.9,0
EQ-02310,1.29,64.5,90.9,0.05,3.05,530,0,25.3,0
EQ-02311,2.88,68.9,57.3,1.49,3.8,78,1,26.0,0
EQ-02312,7.37,61.6,78.2,0.23,1.65,428,1,23.4,0
EQ-02313,4.21,56.0,40.2,0.1,2.57,467,1,25.6,0
EQ-02314,4.01,89.9,27.1,1.39,4.75,531,1,27.4,0
EQ-02315,2.13,68.8,23.0,0.55,5.22,338,1,21.6,0
EQ-02316,0.98,48.0,70.8,0.97,1.9,272,0,29.9,0
EQ-02317,3.4,78.8,52.7,0.83,2.74,190,0,20.1,0
EQ-02318,1.12,35.0,40.9,0.21,6.1,170,1,24.7,0
EQ-02319,3.75,71.4,24.1,0.99,2.69,493,0,23.6,0
EQ-02320,0.73,71.3,42.9,1.0,3.24,474,0,30.6,0
EQ-02321,3.02,81.8,95.3,0.24,1.77,407,1,27.5,0
EQ-02322,1.78,73.0,69.5,2.2,1.05,481,1,20.9,0
EQ-02323,4.74,62.6,81.5,1.46,3.24,507,1,28.0,0
EQ-02324,0.58,67.2,96.6,0.61,2.52,475,1,19.7,0
EQ-02325,4.42,60.5,53.6,1.07,1.76,194,1,33.6,0
EQ-02326,1.61,63.1,61.0,1.56,1.43,470,1,25.3,0
EQ-02327,3.62,82.6,87.3,0.96,3.82,76,0,18.7,0
EQ-02328,9.72,70.0,51.9,0.94,5.1,226,0,27.2,0
EQ-02329,2.66,73.6,31.0,0.44,1.3,9,1,27.7,0
EQ-02330,2.21,64.4,28.5,0.92,1.57,139,2,25.0,0
EQ-02331,3.96,77.2,70.9,1.4,1.74,444,0,17.0,0
EQ-02332,6.49,76.7,52.2,1.73,2.77,263,1,20.5,0
EQ-02333,1.29,64.1,99.4,1.63,2.57,109,1,31.9,0
EQ-02334,1.88,63.6,62.8,2.46,4.76,521,0,19.0,0
EQ-02335,3.53,51.4,40.8,1.82,4.18,131,0,26.7,0
EQ-02336,1.05,56.0,59.8,3.13,1.6,182,1,24.0,0
EQ-02337,2.35,58.1,46.4,3.49,1.91,204,0,29.0,0
EQ-02338,0.96,75.7,70.4,0.91,2.17,248,0,22.2,0
EQ-02339,6.01,69.6,91.4,1.17,5.38,284,0,23.5,1
EQ-02340,2.24,56.9,70.3,0.87,3.03,472,1,10.6,0
EQ-02341,2.83,66.0,73.5,0.37,3.32,467,0,22.7,0
EQ-02342,1.61,71.4,92.1,0.6,4.25,130,2,13.0,0
EQ-02343,4.15,49.3,82.5,0.78,1.63,130,1,27.6,0
EQ-02344,1.13,61.9,23.8,1.75,7.9,26,1,27.1,0
EQ-02345,3.11,68.4,84.3,0.87,1.88,223,0,24.8,0
EQ-02346,2.72,60.5,62.4,0.88,1.72,478,0,27.3,0
EQ-02347,5.38,78.5,50.9,0.39,3.66,168,0,22.5,0
EQ-02348,2.63,68.5,88.1,0.48,4.4,508,0,27.4,0
EQ-02349,4.26,55.7,89.0,0.52,3.87,432,0,33.2,0
EQ-02350,1.89,63.1,76.1,0.18,4.02,132,0,26.8,0
EQ-02351,3.77,67.5,36.7,0.52,1.54,475,0,28.6,0
EQ-02352,4.43,59.9,23.7,0.97,2.68,500,0,18.4,0
EQ-02353,1.25,57.2,50.4,0.58,1.78,200,0,24.7,0
EQ-02354,3.37,79.9,93.6,2.69,2.64,40,1,21.8,0
EQ-02355,0.84,67.0,27.6,1.53,2.43,378,1,15.4,0
EQ-02356,4.22,64.2,88.0,3.25,1.96,243,2,28.9,0
EQ-02357,2.13,48.9,37.4,4.33,8.85,145,1,26.5,0
EQ-02358,0.46,73.6,63.9,0.57,1.62,380,0,28.3,0
EQ-02359,5.42,60.0,50.4,0.52,1.88,472,0,18.3,1
EQ-02360,3.4,73.5,70.1,1.14,3.04,49,1,31.4,0
EQ-02361,6.9,67.5,86.0,1.18,3.4,538,0,16.2,1
EQ-02362,2.77,68.4,92.6,0.82,1.71,212,2,14.8,0
EQ-02363,0.99,66.5,49.3,2.01,7.59,162,1,20.4,1
EQ-02364,5.06,68.7,32.9,1.81,3.59,479,1,19.1,0
EQ-02365,3.16,76.2,50.6,1.03,1.66,231,1,28.2,0
EQ-02366,5.71,49.2,94.1,0.21,2.95,217,0,26.7,0
EQ-02367,0.68,74.1,82.6,2.55,2.58,158,1,33.8,0
EQ-02368,4.17,60.3,48.9,1.62,2.89,485,0,15.8,0
EQ-02369,3.68,81.1,96.1,2.2,1.65,135,2,19.0,0
EQ-02370,0.52,55.1,97.6,1.17,2.83,448,1,8.0,0
EQ-02371,0.77,68.1,84.5,0.96,2.59,410,0,16.6,0
EQ-02372,4.56,69.6,29.0,0.43,9.67,276,0,18.6,0
EQ-02373,0.87,59.2,89.9,5.08,2.27,453,0,26.5,0
EQ-02374,4.17,78.2,91.0,0.06,3.89,320,1,20.1,0
EQ-02375,1.08,87.2,39.6,2.12,1.05,253,1,15.7,1
EQ-02376,1.94,61.9,74.9,2.89,1.23,287,1,21.0,0
EQ-02377,1.61,64.1,89.0,1.13,1.34,244,0,23.2,0
EQ-02378,3.36,68.4,67.8,0.83,5.96,464,1,26.3,1
EQ-02379,1.61,70.4,67.0,0.87,2.05,283,0,19.3,0
EQ-02380,2.04,74.4,95.2,1.72,3.67,495,1,20.0,0
EQ-02381,1.09,41.3,44.0,1.9,4.78,6,2,37.2,0
EQ-02382,1.51,62.2,25.8,0.6,4.33,528,2,28.2,0
EQ-02383,1.4,66.5,78.2,1.42,2.13,470,1,17.8,0
EQ-02384,7.7,52.3,67.2,0.37,4.23,67,1,22.8,0
EQ-02385,0.88,64.7,52.6,0.32,4.76,150,0,24.3,0
EQ-02386,2.01,48.8,60.9,0.76,1.85,152,1,31.0,0
EQ-02387,1.59,61.3,48.6,1.14,1.86,486,0,21.9,0
EQ-02388,1.44,51.8,79.6,0.73,2.51,119,1,21.1,0
EQ-02389,2.31,50.3,91.3,2.64,1.46,437,1,29.0,0
EQ-02390,1.43,67.0,45.5,0.5,1.79,5,1,27.0,0
EQ-02391,0.95,84.7,49.8,3.41,1.88,157,0,25.7,1
EQ-02392,1.38,79.2,62.3,0.46,2.19,467,0,17.6,0
EQ-02393,1.68,49.9,63.0,1.01,2.19,473,1,29.7,0
EQ-02394,6.37,69.1,57.5,0.52,1.67,527,0,29.4,0
EQ-02395,2.01,68.6,73.7,0.8,1.52,37,1,17.4,0
EQ-02396,2.19,55.3,56.2,3.52,3.06,82,1,14.9,0
EQ-02397,1.68,66.1,51.7,1.7,2.9,413,1,34.2,0
EQ-02398,4.22,71.6,88.6,0.94,3.25,26,0,23.7,0
EQ-02399,0.62,45.7,44.2,3.36,3.15,105,0,19.3,0
EQ-02400,3.32,42.7,85.0,0.93,4.53,296,1,20.2,0
EQ-02401,0.96,60.4,39.9,0.54,2.38,43,1,21.4,0
EQ-02402,3.61,63.9,30.0,0.69,3.41,395,0,22.2,0
EQ-02403,0.74,70.5,98.6,0.09,2.43,317,0,23.4,0
EQ-02404,5.25,53.7,51.8,1.52,3.08,488,0,18.7,0
EQ-02405,2.23,56.9,37.1,2.08,6.32,49,0,18.2,0
EQ-02406,0.61,58.2,60.5,1.22,2.09,385,0,9.5,0
EQ-02407,0.82,71.2,29.5,0.2,2.58,125,0,37.2,0
EQ-02408,4.07,56.2,28.7,1.11,3.53,170,0,24.7,0
EQ-02409,2.0,65.8,26.6,0.23,4.04,255,1,23.7,0
EQ-02410,2.9,60.1,27.6,0.17,1.86,270,0,25.9,0
EQ-02411,2.88,52.2,81.3,0.05,1.93,140,0,20.6,0
EQ-02412,3.28,71.2,30.8,0.38,2.31,340,1,30.9,0
EQ-02413,1.31,79.3,53.6,0.53,4.33,505,0,18.5,0
EQ-02414,0.32,79.7,92.9,0.69,3.16,48,2,25.3,0
EQ-02415,1.7,79.0,35.7,2.88,1.87,527,1,18.8,1
EQ-02416,4.03,77.3,23.5,2.04,5.37,461,3,30.8,0
EQ-02417,5.18,65.6,97.1,0.51,3.76,48,1,30.1,0
EQ-02418,5.68,70.1,74.9,2.17,4.39,237,0,28.2,0
EQ-02419,0.44,48.0,38.3,0.63,2.93,126,0,13.1,0
EQ-02420,1.32,68.0,95.2,0.57,1.77,133,0,18.3,0
EQ-02421,0.92,77.0,33.7,2.69,2.02,191,0,12.7,0
EQ-02422,2.15,44.3,75.4,1.44,2.29,169,1,25.9,0
EQ-02423,5.92,72.0,34.5,1.03,1.94,61,0,22.8,0
EQ-02424,1.94,70.0,98.0,1.42,2.06,212,1,27.7,0
EQ-02425,0.19,64.9,44.3,0.8,3.44,360,0,23.3,0
EQ-02426,1.05,65.6,46.9,1.42,3.33,170,2,28.3,0
EQ-02427,5.07,49.8,82.4,0.59,2.62,21,1,34.9,0
EQ-02428,2.89,60.1,49.1,0.16,1.86,356,0,18.1,0
EQ-02429,2.95,85.8,66.5,1.59,3.23,262,1,21.2,0
EQ-02430,1.68,62.4,93.4,1.71,11.6,61,0,15.7,0
EQ-02431,2.0,75.1,81.0,1.13,1.7,280,1,28.8,0
EQ-02432,1.37,59.0,70.0,1.34,2.36,320,0,24.4,0
EQ-02433,4.56,63.6,87.0,1.55,1.05,190,1,26.8,0
EQ-02434,3.3,70.3,82.4,2.31,1.05,111,0,24.0,1
EQ-02435,2.91,75.4,30.4,1.34,2.27,388,1,21.5,0
EQ-02436,3.86,78.0,27.0,1.97,4.57,259,2,22.0,1
EQ-02437,5.05,61.9,36.0,1.57,2.34,64,1,17.6,0
EQ-02438,6.52,59.0,67.9,0.28,5.35,144,1,32.3,0
EQ-02439,4.64,71.4,74.8,1.82,1.48,43,0,25.6,0
EQ-02440,1.67,53.7,90.2,0.89,3.83,66,2,34.5,0
EQ-02441,5.33,56.1,32.0,0.49,5.16,154,0,22.0,0
EQ-02442,3.7,76.8,77.3,1.69,2.01,359,0,25.0,0
EQ-02443,1.44,58.0,65.4,0.13,4.07,293,3,27.6,0
EQ-02444,4.87,74.6,87.2,0.7,1.05,216,2,17.0,1
EQ-02445,4.19,56.5,26.4,0.11,5.16,99,0,29.3,0
EQ-02446,2.57,57.9,84.8,0.3,8.18,385,1,20.7,0
EQ-02447,2.01,62.5,91.5,5.55,1.82,450,1,34.6,0
EQ-02448,2.23,61.7,51.4,0.46,2.77,28,0,17.6,0
EQ-02449,0.95,52.3,63.8,1.38,3.74,517,1,23.1,0
EQ-02450,10.5,63.9,94.2,4.4,1.17,76,1,23.7,1
EQ-02451,2.25,63.2,83.9,0.57,3.07,63,1,20.7,0
EQ-02452,0.48,49.3,95.9,0.37,1.64,303,0,21.7,0
EQ-02453,3.17,61.6,93.1,0.92,2.18,344,2,29.3,0
EQ-02454,4.28,71.8,36.0,0.85,2.48,89,0,25.9,0
EQ-02455,3.42,90.0,87.1,0.92,5.42,167,1,23.7,1
EQ-02456,2.95,57.9,89.6,0.08,2.07,147,3,27.4,0
EQ-02457,4.27,73.0,61.1,1.0,2.78,116,1,22.0,0
EQ-02458,2.04,64.9,52.9,0.44,2.02,48,1,34.9,0
EQ-02459,1.29,66.5,48.8,0.42,3.38,503,1,21.5,0
EQ-02460,0.74,83.9,27.3,0.5,4.8,89,1,23.0,0
EQ-02461,1.2,57.5,67.8,0.58,3.18,154,0,20.1,0
EQ-02462,1.07,58.7,69.6,0.33,5.75,392,0,19.6,0
EQ-02463,2.22,71.9,25.4,0.71,2.26,375,0,22.1,0
EQ-02464,6.39,62.4,69.4,1.03,1.94,212,1,16.8,0
EQ-02465,1.99,62.1,57.1,1.64,3.11,343,2,23.6,0
EQ-02466,1.08,80.2,66.4,0.85,2.53,218,0,17.5,0
EQ-02467,2.28,92.0,67.9,0.95,3.62,34,0,13.4,0
EQ-02468,3.08,64.9,89.3,0.55,1.81,468,1,20.7,0
EQ-02469,6.78,71.2,27.7,0.08,2.73,104,0,22.0,0
EQ-02470,2.68,60.6,55.0,1.1,2.02,78,0,20.9,0
EQ-02471,4.32,54.3,25.3,0.44,9.28,163,1,25.9,0
EQ-02472,8.29,79.5,89.7,2.25,2.59,314,0,19.3,1
EQ-02473,3.74,63.9,37.0,1.02,13.5,332,0,28.8,0
EQ-02474,1.83,79.6,62.5,0.23,3.93,535,1,26.7,0
EQ-02475,6.68,71.0,87.2,1.4,3.96,351,1,19.0,1
EQ-02476,4.51,68.4,74.6,0.73,1.24,526,0,26.5,0
EQ-02477,4.71,57.9,30.0,1.75,2.71,251,1,18.6,0
EQ-02478,1.5,62.1,34.0,0.74,3.5,377,0,31.6,0
EQ-02479,0.81,45.5,94.8,0.33,1.96,98,1,24.2,0
EQ-02480,1.54,66.3,67.4,0.2,1.62,485,0,25.8,0
EQ-02481,3.76,74.6,23.9,2.08,4.09,248,0,35.3,0
EQ-02482,1.55,54.5,56.5,2.53,3.23,177,0,23.8,0
EQ-02483,3.44,60.6,86.0,3.22,3.79,198,2,21.1,0
EQ-02484,3.02,74.5,93.8,1.86,3.34,176,3,26.0,0
EQ-02485,2.12,82.4,75.4,0.14,4.21,324,0,19.3,0
EQ-02486,5.55,60.0,85.0,0.18,4.21,517,1,19.1,1
EQ-02487,3.62,84.4,77.9,0.79,3.12,413,0,24.0,1
EQ-02488,3.87,59.2,25.9,0.38,2.39,240,0,21.4,0
EQ-02489,2.22,77.6,32.8,1.79,2.33,15,0,18.4,0
EQ-02490,5.54,75.8,60.1,1.42,1.74,531,1,28.9,0
EQ-02491,0.82,61.9,25.4,1.32,2.04,273,1,33.6,0
EQ-02492,2.13,53.8,40.0,0.41,3.53,519,0,18.4,0
EQ-02493,4.03,67.7,95.8,2.26,1.84,304,1,24.7,0
EQ-02494,4.52,61.7,35.4,3.3,3.35,59,0,28.3,0
EQ-02495,1.15,76.1,58.4,0.1,3.64,54,0,23.5,0
EQ-02496,1.9,74.4,70.7,0.73,5.32,412,0,26.4,0
EQ-02497,0.93,69.1,44.8,0.44,3.92,519,0,25.1,0
EQ-02498,8.61,62.9,46.3,1.81,3.0,335,2,25.8,0
EQ-02499,4.25,66.0,45.7,1.04,2.55,511,2,25.1,0
EQ-02500,1.41,67.1,75.7,0.5,6.51,336,2,39.3,0
EQ-02501,0.69,53.6,71.1,1.8,2.0,321,0,35.1,0
EQ-02502,0.15,75.9,48.2,2.53,1.42,150,1,26.8,0
EQ-02503,6.96,52.1,62.5,0.52,3.39,508,0,23.3,0
EQ-02504,0.81,69.6,36.4,0.95,2.38,297,0,25.8,0
EQ-02505,2.52,82.2,65.4,2.64,3.86,148,0,18.7,0
EQ-02506,1.82,89.8,70.3,1.04,2.77,29,0,8.4,0
EQ-02507,8.54,57.9,38.5,1.5,1.89,532,0,27.6,1
EQ-02508,4.71,65.0,67.9,2.92,2.51,372,1,25.9,0
EQ-02509,0.25,64.3,32.7,0.2,1.62,264,0,26.0,0
EQ-02510,1.13,49.3,47.4,0.63,3.53,18,0,26.2,0
EQ-02511,2.61,65.3,36.1,4.08,1.85,110,0,37.1,0
EQ-02512,6.12,71.3,98.5,0.25,3.83,165,1,25.1,1
EQ-02513,10.5,74.3,93.5,0.38,3.18,105,1,22.3,1
EQ-02514,4.66,62.2,81.9,0.83,6.98,360,2,18.7,0
EQ-02515,4.94,55.9,92.2,0.98,1.46,422,2,18.3,0
EQ-02516,3.51,54.5,71.3,1.24,1.71,87,0,21.6,0
EQ-02517,4.19,70.5,83.1,1.46,3.52,301,0,31.7,0
EQ-02518,3.03,66.0,56.4,2.42,2.36,123,0,21.5,0
EQ-02519,0.42,54.4,64.1,0.57,3.06,426,1,33.5,0
EQ-02520,10.5,54.9,37.7,0.11,1.77,111,1,32.8,0
EQ-02521,0.89,72.4,43.1,0.85,2.38,252,0,15.2,0
EQ-02522,4.19,62.1,69.2,0.28,2.41,357,0,19.6,0
EQ-02523,3.18,68.8,94.2,0.59,2.42,77,1,25.7,0
EQ-02524,1.37,73.3,54.2,1.49,1.05,515,0,23.0,0
EQ-02525,2.09,62.0,40.9,2.17,1.35,347,0,30.7,0
EQ-02526,1.02,59.6,89.9,1.59,3.02,433,3,18.2,0
EQ-02527,3.15,59.6,57.2,1.19,3.5,289,0,23.6,0
EQ-02528,1.27,62.9,70.9,0.42,4.07,7,1,24.9,0
EQ-02529,5.72,66.8,68.6,1.24,1.58,539,1,17.7,0
EQ-02530,3.38,63.3,69.3,0.49,3.77,392,2,21.4,1
EQ-02531,2.02,54.5,71.0,0.95,2.72,346,1,16.3,0
EQ-02532,0.76,67.1,24.0,0.19,1.9,410,1,24.6,0
EQ-02533,1.43,71.8,63.3,0.66,2.13,424,1,23.8,0
EQ-02534,2.43,75.3,59.2,1.65,2.8,344,1,19.0,0
EQ-02535,0.15,53.2,41.9,0.51,3.35,31,0,20.3,0
EQ-02536,2.86,68.4,64.3,1.37,3.21,398,0,28.2,0
