device_id,device_age_days,temperature_c,vibration_mm_s,errors_24h,days_since_service,alert_next_7_days
DV-1236,1384,53.8,1.52,2,418,1
DV-1237,1720,64.1,2.2,0,39,0
DV-1238,1819,41.6,1.75,3,398,0
DV-1239,1063,49.5,2.82,1,145,0
DV-1240,1520,41.9,1.04,2,102,1
DV-1241,2020,35.7,2.46,3,170,0
DV-1242,1497,28.5,2.87,2,397,0
DV-1243,1898,51.4,2.01,1,172,0
DV-1244,770,47.4,2.55,1,146,0
DV-1245,237,61.8,1.39,0,111,0
DV-1246,1462,38.6,4.5,1,361,0
DV-1247,226,45.9,0.73,2,297,0
DV-1248,756,36.4,0.99,2,95,0
DV-1249,1579,51.5,2.37,2,176,1
DV-1250,1183,34.2,1.48,1,127,0
DV-1251,1241,32.8,3.26,3,284,0
DV-1252,273,42.5,1.58,1,114,0
DV-1253,33,38.9,0.99,2,236,0
DV-1254,738,43.8,1.1,0,185,0
DV-1255,793,46.3,1.55,1,310,0
DV-1256,1107,43.3,0.96,1,221,0
DV-1257,414,44.4,7.03,0,200,0
DV-1258,96,24.7,0.89,0,57,0
DV-1259,1105,41.7,3.79,0,387,0
DV-1260,1057,43.7,2.62,1,49,0
DV-1261,553,41.9,1.75,1,220,1
DV-1262,1220,33.6,0.72,3,259,1
DV-1263,2112,43.6,2.18,1,65,0
DV-1264,1404,40.4,4.03,0,294,0
DV-1265,431,49.0,1.25,2,224,0
DV-1266,970,67.5,6.34,1,265,1
DV-1267,845,47.5,2.27,0,71,0
DV-1268,1535,48.4,1.05,2,126,0
DV-1269,782,58.1,0.8,1,239,0
DV-1270,1295,29.6,1.6,3,390,0
DV-1271,1439,44.2,3.03,0,264,0
DV-1272,1490,44.1,6.84,2,404,1
DV-1273,2109,69.0,3.87,3,415,1
DV-1274,1993,22.7,2.07,2,80,0
DV-1275,1274,47.3,1.91,2,70,0
DV-1276,910,30.0,3.54,0,244,0
DV-1277,1295,57.6,4.86,2,320,1
DV-1278,130,47.5,1.78,2,104,0
DV-1279,1941,48.0,3.87,1,288,1
DV-1280,72,47.3,4.04,0,108,0
DV-1281,354,70.8,1.12,2,56,1
DV-1282,686,41.3,4.83,1,26,0
DV-1283,1040,45.0,1.2,0,275,0
DV-1284,644,38.8,2.16,0,302,0
DV-1285,1567,22.8,2.3,1,249,0
DV-1286,937,44.0,5.26,0,2,0
DV-1287,1913,50.7,1.91,0,10,0
DV-1288,1903,46.5,2.1,0,19,0
DV-1289,1631,51.3,0.82,1,162,0
DV-1290,1631,54.3,7.7,2,332,1
DV-1291,1349,43.2,3.84,1,301,1
DV-1292,1216,35.0,1.87,0,273,0
DV-1293,371,40.7,2.81,0,226,0
DV-1294,1677,41.4,3.14,3,243,0
DV-1295,176,47.3,0.66,0,130,0
DV-1296,1833,44.5,2.43,2,205,0
DV-1297,314,81.3,1.82,0,313,0
DV-1298,1631,45.9,1.78,1,403,1
DV-1299,385,43.3,1.63,1,145,0
DV-1300,2052,41.5,1.82,1,275,0
DV-1301,455,48.2,3.21,3,310,0
DV-1302,1616,69.7,5.9,0,225,1
DV-1303,760,43.7,2.2,1,333,0
DV-1304,873,68.8,2.04,0,280,1
DV-1305,665,37.9,2.59,1,356,0
DV-1306,1577,43.7,3.68,1,331,0
DV-1307,2138,52.7,4.0,0,298,1
DV-1308,1799,64.6,1.68,1,244,1
DV-1309,396,44.8,4.32,1,360,1
DV-1310,1798,57.1,1.05,0,322,0
DV-1311,1173,40.1,1.66,2,200,0
DV-1312,579,38.4,1.55,0,70,0
DV-1313,981,27.8,3.01,1,208,0
DV-1314,139,58.7,2.42,1,164,0
DV-1315,70,38.4,3.27,4,376,0
DV-1316,1673,45.6,3.0,0,172,1
DV-1317,2059,22.2,1.54,1,74,0
DV-1318,1800,41.8,0.54,2,339,0
DV-1319,2136,46.5,2.8,0,360,0
DV-1320,1818,53.9,1.35,0,389,1
DV-1321,813,46.5,1.48,2,137,1
DV-1322,694,42.4,3.15,1,240,0
DV-1323,812,40.2,2.56,1,28,0
DV-1324,1784,32.7,0.2,0,158,0
DV-1325,842,63.4,0.73,3,255,0
DV-1326,2092,56.2,3.17,1,70,1
DV-1327,1710,59.9,0.79,2,242,1
DV-1328,1484,60.6,0.55,1,232,1
DV-1329,287,57.5,3.37,1,242,0
DV-1330,1002,47.3,0.92,0,42,0
DV-1331,41,60.5,5.53,3,141,1
DV-1332,225,45.4,2.9,2,293,1
DV-1333,1483,61.3,1.23,0,229,0
DV-1334,1622,59.5,2.49,2,363,1
DV-1335,1898,43.7,2.97,0,327,1
DV-1336,1404,43.5,4.49,2,46,0
DV-1337,1946,63.1,3.94,0,287,0
DV-1338,42,68.5,0.59,3,357,0
DV-1339,340,55.1,6.06,6,117,1
DV-1340,500,35.0,6.49,2,281,0
DV-1341,2167,34.0,0.94,1,339,1
DV-1342,1304,51.2,1.69,3,16,0
DV-1343,1387,35.1,4.7,0,247,1
DV-1344,1229,71.2,1.19,2,118,0
DV-1345,1059,38.8,7.48,1,131,0
DV-1346,1058,52.1,2.11,1,37,0
DV-1347,898,60.3,1.38,2,394,0
DV-1348,937,52.3,3.43,1,301,1
DV-1349,2161,35.6,1.1,3,282,0
DV-1350,1260,40.9,3.16,3,207,0
DV-1351,1476,52.0,4.59,1,283,1
DV-1352,1377,49.4,5.51,1,46,0
DV-1353,1883,43.3,2.39,1,357,0
DV-1354,1370,59.4,1.99,0,155,0
DV-1355,2132,34.7,0.2,0,242,0
DV-1356,1031,45.7,2.27,4,387,1
DV-1357,884,46.8,2.37,0,418,0
DV-1358,1907,46.8,1.19,1,297,1
DV-1359,1293,54.9,1.53,1,379,0
DV-1360,1097,72.0,2.2,2,32,0
DV-1361,1595,55.0,1.28,0,101,0
DV-1362,432,34.9,3.04,3,157,0
DV-1363,38,43.1,4.3,3,296,0
DV-1364,1742,50.5,4.38,0,71,1
DV-1365,1894,40.7,2.75,1,396,0
DV-1366,1275,34.6,5.89,0,54,0
DV-1367,2116,43.5,3.55,0,414,1
DV-1368,1901,52.4,3.15,0,321,0
DV-1369,1432,52.1,3.48,0,219,1
DV-1370,1532,53.6,1.09,0,113,0
DV-1371,1109,47.6,1.11,2,30,0
DV-1372,105,50.5,1.86,0,293,0
DV-1373,351,61.3,3.44,2,292,1
DV-1374,898,57.0,4.26,0,338,0
DV-1375,1035,67.2,1.27,0,137,0
DV-1376,279,44.3,4.27,2,133,0
DV-1377,632,50.6,2.21,1,309,1
DV-1378,1496,55.3,4.52,2,293,1
DV-1379,339,46.3,1.76,3,205,0
DV-1380,1281,31.3,3.23,1,205,0
DV-1381,1948,29.6,2.45,0,58,0
DV-1382,1061,26.6,8.21,1,248,1
DV-1383,2051,39.1,7.81,1,397,1
DV-1384,1196,62.9,2.39,0,321,0
DV-1385,321,56.3,2.86,0,222,0
DV-1386,2071,68.3,2.08,1,183,1
DV-1387,1863,47.6,0.2,2,280,0
DV-1388,331,47.5,4.27,1,267,1
DV-1389,2199,54.6,1.54,1,239,0
DV-1390,1828,53.6,1.72,2,56,0
DV-1391,287,38.5,2.14,1,182,0
DV-1392,361,43.6,0.48,1,369,0
DV-1393,2016,51.2,3.43,2,415,0
DV-1394,2001,47.5,0.66,1,243,0
DV-1395,615,60.0,6.28,3,92,1
DV-1396,1321,51.9,0.68,0,170,0
DV-1397,1107,56.9,1.55,3,36,1
DV-1398,346,31.8,2.91,0,383,0
DV-1399,2049,67.8,3.49,5,330,1
DV-1400,542,40.3,1.82,0,208,0
DV-1401,117,41.0,2.6,0,367,0
DV-1402,1516,47.5,3.76,4,86,0
DV-1403,2172,52.9,1.89,4,264,1
DV-1404,858,57.6,2.47,0,358,0
DV-1405,1023,32.1,3.55,3,41,0
DV-1406,1675,50.4,4.63,1,232,1
DV-1407,1319,51.5,2.85,1,415,0
DV-1408,358,54.6,0.76,3,227,1
DV-1409,248,42.2,1.01,1,202,0
DV-1410,868,41.6,3.63,2,25,0
DV-1411,1077,25.3,5.88,2,262,0
DV-1412,1920,45.6,2.24,2,51,0
DV-1413,824,44.6,3.31,0,181,0
DV-1414,670,59.7,6.9,4,222,1
DV-1415,320,52.1,0.61,1,341,1
DV-1416,1908,55.3,3.81,2,319,1
DV-1417,600,51.6,3.49,1,378,1
DV-1418,648,41.8,1.18,1,131,0
DV-1419,637,50.6,1.85,0,416,1
DV-1420,2049,45.9,0.21,1,21,0
DV-1421,1399,53.2,3.8,3,261,0
DV-1422,350,56.9,2.49,0,139,0
DV-1423,1040,57.3,1.98,0,91,1
DV-1424,1768,41.7,1.11,2,362,0
DV-1425,1597,54.3,2.07,0,148,0
DV-1426,2113,40.3,4.72,0,416,1
DV-1427,802,57.7,1.89,0,201,0
DV-1428,1359,48.8,3.58,0,407,0
DV-1429,473,45.1,4.61,2,405,0
DV-1430,720,44.0,2.61,1,184,0
DV-1431,1099,64.3,0.73,1,312,0
DV-1432,1453,66.7,4.27,2,298,1
DV-1433,682,40.8,1.35,3,382,1
DV-1434,682,40.2,3.51,2,69,0
DV-1435,1644,58.6,1.48,3,45,0
DV-1436,1441,75.8,3.66,0,157,1
DV-1437,1972,55.1,8.55,1,272,1
DV-1438,1036,47.6,2.34,4,162,1
DV-1439,1245,39.4,5.16,3,405,1
DV-1440,179,36.8,1.83,0,20,0
DV-1441,882,47.9,1.52,1,54,0
DV-1442,293,43.8,1.59,1,266,0
DV-1443,880,55.8,2.76,0,276,0
DV-1444,969,30.4,1.1,1,254,0
DV-1445,1594,58.8,0.89,0,121,0
DV-1446,221,59.9,1.6,2,351,1
DV-1447,1559,57.1,1.5,1,335,0
DV-1448,133,30.0,3.11,4,295,0
DV-1449,258,48.2,4.17,2,369,0
DV-1450,1123,53.2,4.48,0,366,0
DV-1451,112,45.6,1.86,0,302,0
DV-1452,1413,38.6,3.08,2,264,1
DV-1453,2130,51.9,5.29,1,224,0
DV-1454,1737,48.2,1.13,1,234,0
DV-1455,1463,23.6,1.53,1,65,0
DV-1456,979,47.2,10.51,0,68,1
DV-1457,990,40.8,1.42,0,84,0
DV-1458,914,43.7,0.71,2,27,0
DV-1459,1620,43.1,4.34,0,27,0
DV-1460,1680,49.8,1.53,2,178,0
DV-1461,1804,52.0,1.86,1,235,0
DV-1462,516,26.7,0.87,1,391,0
DV-1463,929,35.8,3.79,1,53,0
DV-1464,2178,46.5,0.22,1,372,0
DV-1465,1667,54.0,0.87,0,374,0
DV-1466,1367,47.1,2.58,1,65,0
DV-1467,222,60.1,6.47,0,40,1
DV-1468,750,31.4,1.37,0,286,0
DV-1469,267,63.5,2.11,2,152,0
DV-1470,1590,46.0,9.3,1,312,1
DV-1471,110,43.3,1.96,0,230,0
DV-1472,725,42.4,1.3,0,302,0
DV-1473,596,31.3,4.21,0,92,0
DV-1474,1146,53.3,4.05,0,367,0
DV-1475,368,39.5,2.8,4,301,0
DV-1476,1411,42.1,2.0,4,203,1
DV-1477,600,57.4,2.96,0,376,1
DV-1478,766,44.9,2.55,0,415,0
DV-1479,2115,41.6,1.34,0,108,0
DV-1480,544,49.4,3.02,0,210,0
DV-1481,1473,57.6,0.54,1,127,0
DV-1482,2155,47.0,6.06,2,249,1
DV-1483,776,50.8,5.92,2,269,1
DV-1484,43,53.8,2.47,1,150,0
DV-1485,1478,67.8,1.25,0,245,0
DV-1486,1537,44.1,2.35,3,109,1
DV-1487,1087,37.1,1.39,0,304,0
DV-1488,2108,41.9,2.02,1,180,0
DV-1489,1738,44.9,0.63,1,376,0
DV-1490,245,50.7,0.76,1,191,1
DV-1491,357,56.0,6.79,0,302,1
DV-1492,918,56.9,0.69,1,351,0
DV-1493,2080,56.9,1.93,1,262,1
DV-1494,92,60.0,1.71,0,262,0
DV-1495,1992,59.5,2.41,1,404,1
DV-1496,1837,46.9,1.94,1,91,0
DV-1497,1282,41.8,4.32,0,99,0
DV-1498,1208,32.6,0.88,2,72,0
DV-1499,840,53.8,2.49,0,303,0
DV-1500,1795,73.0,4.18,2,332,1
DV-1501,876,56.9,2.62,1,33,0
DV-1502,436,41.4,4.44,0,411,0
DV-1503,1830,60.0,2.81,0,255,0
DV-1504,330,42.9,4.41,1,19,0
DV-1505,1574,62.6,4.87,0,110,1
DV-1506,1754,57.2,7.99,2,183,1
DV-1507,681,46.5,0.86,1,178,0
DV-1508,274,24.5,0.21,3,28,0
DV-1509,618,50.2,1.26,1,322,0
DV-1510,1328,40.4,6.69,2,21,0
DV-1511,642,34.0,2.13,0,248,0
DV-1512,2141,38.3,0.54,1,403,0
DV-1513,1081,46.1,7.48,0,305,1
DV-1514,1860,59.6,2.74,3,197,0
DV-1515,1138,35.9,2.85,3,340,0
DV-1516,270,54.4,3.3,1,170,0
DV-1517,1331,30.5,1.64,0,384,0
DV-1518,1000,44.8,2.03,2,236,0
DV-1519,1071,59.2,0.82,0,271,0
DV-1520,685,60.6,0.2,0,134,0
DV-1521,971,58.8,3.72,2,291,0
DV-1522,122,39.6,0.82,0,113,0
DV-1523,1940,64.3,2.14,2,37,0
DV-1524,257,43.9,0.99,3,27,0
DV-1525,1966,59.1,3.73,2,271,1
DV-1526,1841,47.7,2.56,0,63,0
DV-1527,2199,55.5,2.46,0,175,0
DV-1528,1465,37.1,1.03,1,408,0
DV-1529,542,55.2,1.77,2,35,0
DV-1530,336,43.8,1.99,4,405,0
DV-1531,1645,46.1,3.67,0,51,0
DV-1532,643,45.1,0.39,1,328,0
DV-1533,684,59.7,1.2,3,171,1
DV-1534,1310,51.5,6.28,1,271,1
DV-1535,58,51.7,1.13,1,185,0
DV-1536,598,40.0,3.04,0,358,0
DV-1537,743,57.8,0.69,1,68,0
DV-1538,897,61.5,1.85,3,61,0
DV-1539,1431,51.2,1.95,1,339,0
DV-1540,1685,61.3,1.44,2,142,0
DV-1541,672,43.6,1.35,5,404,0
DV-1542,1232,47.6,1.91,1,408,0
DV-1543,901,36.9,1.45,1,341,0
DV-1544,1672,40.1,2.13,0,407,1
DV-1545,962,35.8,1.42,2,2,0
DV-1546,280,48.6,4.22,0,90,0
DV-1547,1388,31.7,3.6,1,143,0
DV-1548,2111,39.6,3.57,2,307,0
DV-1549,307,45.6,3.49,1,143,0
DV-1550,983,55.2,5.61,2,114,1
DV-1551,693,36.4,3.81,2,82,0
DV-1552,1636,41.0,3.52,1,66,0
DV-1553,1239,48.5,2.34,2,72,0
DV-1554,272,57.6,4.05,2,170,0
DV-1555,1943,53.5,3.08,1,152,1
DV-1556,223,44.1,2.33,0,259,0
DV-1557,148,57.1,2.3,0,121,0
DV-1558,117,29.4,1.69,3,203,0
DV-1559,609,52.3,3.97,1,45,0
DV-1560,134,59.1,1.65,2,132,0
DV-1561,961,39.9,2.72,0,93,0
DV-1562,1113,60.1,0.34,1,121,0
DV-1563,711,29.4,2.12,2,3,0
DV-1564,1775,48.8,2.73,0,380,0
DV-1565,575,59.2,0.59,0,302,0
DV-1566,74,44.1,1.46,1,383,0
DV-1567,451,31.2,2.56,1,264,0
DV-1568,918,53.6,6.75,1,13,0
DV-1569,1569,45.0,5.33,2,217,0
DV-1570,462,50.1,2.13,0,126,0
DV-1571,1609,39.0,3.42,2,161,0
DV-1572,1577,53.2,3.04,0,371,0
DV-1573,2195,56.9,3.49,0,181,1
DV-1574,2145,54.2,6.35,2,410,1
DV-1575,98,43.0,0.64,5,228,0
DV-1576,1871,54.8,2.0,1,306,0
DV-1577,1461,48.9,1.64,2,230,0
DV-1578,724,44.0,3.55,2,398,0
DV-1579,974,51.7,5.76,2,205,1
DV-1580,1633,46.0,1.83,1,11,0
DV-1581,458,54.6,3.1,1,95,0
DV-1582,1725,44.8,2.86,0,281,0
DV-1583,679,42.5,0.68,1,418,1
DV-1584,980,55.7,2.61,2,240,0
DV-1585,771,60.0,0.62,1,378,0
DV-1586,1353,32.3,2.07,0,125,0
DV-1587,121,59.9,0.9,2,416,0
DV-1588,2089,41.8,1.14,0,267,1
DV-1589,1170,58.7,0.79,2,44,0
DV-1590,1298,51.9,3.15,1,287,1
DV-1591,661,59.3,2.83,2,394,0
DV-1592,1399,25.6,2.02,3,76,0
DV-1593,964,32.8,1.24,1,42,0
DV-1594,1328,53.6,3.0,1,116,0
DV-1595,1384,43.9,3.27,2,134,1
DV-1596,2192,56.6,2.06,0,95,0
DV-1597,1848,51.8,2.86,1,76,0
DV-1598,368,50.0,1.31,2,0,0
DV-1599,85,39.2,1.41,1,329,0
DV-1600,1145,50.0,3.56,2,135,0
DV-1601,815,35.0,2.23,1,312,1
DV-1602,36,37.0,2.46,2,270,0
DV-1603,2185,42.7,1.23,1,234,1
DV-1604,668,42.3,1.27,1,387,0
DV-1605,2196,50.3,3.53,0,21,0
DV-1606,517,42.4,0.59,1,12,0
DV-1607,484,59.1,2.28,0,76,1
DV-1608,1014,43.6,1.38,3,337,0
DV-1609,123,28.2,1.21,0,381,0
DV-1610,163,57.0,4.08,2,28,0
DV-1611,296,45.6,6.26,1,73,0
DV-1612,1879,49.3,3.04,0,406,0
DV-1613,897,59.5,1.97,1,17,0
DV-1614,1135,41.9,4.16,1,137,0
DV-1615,915,36.0,1.69,2,369,0
DV-1616,135,50.0,4.24,2,12,0
DV-1617,2191,46.8,3.6,0,34,1
DV-1618,1956,41.2,1.32,2,100,0
DV-1619,2071,45.5,1.26,2,265,0
DV-1620,1752,58.1,2.63,2,186,1
DV-1621,617,47.3,1.17,1,197,0
DV-1622,2137,47.7,7.1,1,94,1
DV-1623,313,42.5,0.99,1,393,0
DV-1624,1764,61.1,2.77,1,353,0
DV-1625,2107,42.4,3.54,1,403,1
DV-1626,2120,67.7,7.69,3,281,1
DV-1627,1347,36.0,1.3,0,16,0
DV-1628,1172,58.3,2.47,1,295,0
DV-1629,415,46.3,2.35,0,351,0
DV-1630,421,45.5,2.71,2,53,0
DV-1631,441,66.6,2.43,3,324,1
DV-1632,2038,57.4,1.16,3,377,0
DV-1633,266,53.4,3.35,2,245,0
DV-1634,1044,52.4,1.71,1,248,0
DV-1635,62,34.4,3.0,1,344,0
DV-1636,1683,40.2,3.26,0,61,1
DV-1637,1925,45.1,1.61,1,19,0
DV-1638,448,64.4,2.6,2,39,0
DV-1639,1822,46.2,0.2,0,390,0
DV-1640,1225,34.7,2.8,1,366,0
DV-1641,520,25.1,4.69,1,265,0
DV-1642,1327,43.9,3.7,2,404,1
DV-1643,1952,50.6,1.65,0,68,1
DV-1644,1162,44.1,3.25,0,86,0
DV-1645,1375,44.3,2.64,3,213,0
DV-1646,1409,31.6,2.69,0,199,0
DV-1647,484,49.0,1.89,1,171,0
DV-1648,749,51.6,0.64,1,350,0
DV-1649,1111,48.8,1.82,2,319,1
DV-1650,707,50.7,0.57,0,241,0
DV-1651,721,47.8,1.35,1,74,0
DV-1652,1501,46.9,0.91,2,130,0
DV-1653,1927,41.3,1.17,0,304,0
DV-1654,2013,51.4,5.14,2,98,0
DV-1655,85,43.8,3.26,2,85,0
DV-1656,1606,55.7,2.63,4,387,1
DV-1657,614,39.1,5.23,3,230,0
DV-1658,1183,49.0,2.9,3,280,0
DV-1659,1354,46.5,1.16,1,308,0
DV-1660,533,55.2,3.87,2,46,0
DV-1661,513,44.7,3.56,2,283,0
DV-1662,2089,29.3,2.81,7,400,1
DV-1663,1806,54.6,2.79,2,43,0
DV-1664,91,52.9,5.04,1,237,1
DV-1665,1540,68.0,0.9,1,268,0
DV-1666,365,46.1,1.57,0,12,0
DV-1667,668,49.8,3.32,0,133,0
DV-1668,962,42.3,0.28,1,56,0
DV-1669,1067,58.6,3.89,1,412,0
DV-1670,87,40.2,2.99,0,51,0
DV-1671,1500,58.4,1.41,3,124,0
DV-1672,1772,40.9,0.48,2,237,0
DV-1673,682,56.7,2.74,1,367,1
DV-1674,2188,57.7,2.27,0,314,1
DV-1675,864,50.4,1.74,0,265,1
DV-1676,343,44.6,0.68,1,346,0
DV-1677,1911,55.8,3.06,1,88,0
DV-1678,248,49.2,0.87,2,261,0
DV-1679,1473,35.2,4.96,0,220,0
DV-1680,257,44.8,8.77,2,230,0
DV-1681,334,43.5,2.18,0,47,0
DV-1682,1184,55.8,1.96,2,124,0
DV-1683,1799,33.2,3.23,0,54,0
DV-1684,1378,57.9,2.04,1,11,0
DV-1685,1190,43.0,5.31,0,198,0
DV-1686,742,48.7,1.09,1,286,0
DV-1687,419,45.8,1.88,2,379,0
DV-1688,1878,40.4,2.89,0,118,0
DV-1689,1119,53.0,1.75,3,86,0
DV-1690,2151,73.0,1.52,4,258,1
DV-1691,1388,43.5,1.82,2,99,0
DV-1692,1460,56.1,1.76,0,387,1
DV-1693,1759,41.3,1.04,1,109,0
DV-1694,1924,45.6,1.66,4,12,1
DV-1695,2068,53.7,1.86,1,69,0
DV-1696,2031,53.1,1.65,0,8,0
DV-1697,209,56.6,0.2,5,303,0
DV-1698,641,41.9,1.39,1,227,0
DV-1699,1219,39.6,3.52,2,48,0
DV-1700,62,74.5,0.68,0,212,1
DV-1701,308,47.4,1.03,2,317,1
DV-1702,1274,19.2,5.58,0,72,0
DV-1703,603,64.4,0.49,0,337,1
DV-1704,606,45.0,3.08,0,132,0
DV-1705,1767,48.2,1.95,0,272,0
DV-1706,2022,53.2,0.74,0,299,1
DV-1707,1805,38.1,0.6,2,14,0
DV-1708,223,54.1,7.82,0,169,1
DV-1709,519,42.7,7.05,0,52,0
DV-1710,477,67.7,1.92,2,65,0
DV-1711,2116,66.6,1.34,2,179,1
DV-1712,1700,31.3,0.6,1,140,0
DV-1713,2064,25.2,2.84,1,169,0
DV-1714,1000,52.9,3.16,0,207,0
DV-1715,1473,44.5,1.8,1,415,0
DV-1716,2063,56.4,4.49,1,359,1
DV-1717,2118,63.3,4.3,3,277,1
DV-1718,1754,44.9,2.08,1,6,0
DV-1719,1176,55.7,1.0,0,100,1
DV-1720,1382,33.5,1.23,1,344,0
DV-1721,773,62.1,4.64,1,297,1
DV-1722,1797,42.7,2.71,0,71,0
DV-1723,2009,61.9,2.4,1,194,0
DV-1724,1747,64.9,3.51,1,119,1
DV-1725,163,43.4,1.51,1,197,0
DV-1726,1036,62.3,2.5,0,358,1
DV-1727,1393,38.0,3.51,1,181,0
DV-1728,910,47.4,2.88,1,158,0
DV-1729,128,18.3,0.99,1,293,0
DV-1730,745,46.9,0.57,2,365,0
DV-1731,1687,27.4,1.78,3,267,0
DV-1732,433,38.7,2.84,0,8,0
DV-1733,1484,69.9,2.87,1,253,1
DV-1734,332,38.2,4.3,0,280,1
DV-1735,1859,56.4,3.79,1,39,1
DV-1736,806,49.8,1.67,0,391,0
DV-1737,426,43.7,4.24,2,402,1
DV-1738,1125,49.0,2.23,3,377,0
DV-1739,2058,46.0,3.63,0,368,1
DV-1740,377,51.0,1.67,0,206,0
DV-1741,1243,42.2,3.16,2,278,0
DV-1742,796,36.3,0.98,0,232,0
DV-1743,796,49.2,3.35,3,218,0
DV-1744,524,52.8,0.48,0,188,0
DV-1745,1725,38.2,2.46,1,140,0
DV-1746,164,24.2,2.72,4,17,0
DV-1747,669,46.7,1.76,0,29,0
DV-1748,1907,52.6,1.78,1,297,0
DV-1749,316,47.2,5.8,3,19,0
DV-1750,1578,62.3,5.53,0,191,1
DV-1751,289,37.0,1.53,3,378,0
DV-1752,285,60.5,0.7,0,397,0
DV-1753,1269,38.0,2.43,1,165,0
DV-1754,234,46.4,5.5,1,373,1
DV-1755,51,52.4,2.08,2,355,0
DV-1756,558,63.6,3.89,1,293,1
DV-1757,1203,58.5,2.28,0,186,0
DV-1758,1592,42.2,3.36,3,367,1
DV-1759,1705,39.0,1.14,0,290,0
DV-1760,1957,37.2,4.66,2,347,1
DV-1761,1202,49.9,1.2,3,308,1
DV-1762,196,51.2,4.1,1,316,0
DV-1763,1415,62.8,3.14,1,61,0
DV-1764,2155,66.7,3.52,0,146,1
DV-1765,2192,47.8,3.53,1,229,0
DV-1766,324,39.7,4.6,3,298,1
DV-1767,2088,42.1,4.0,2,385,1
DV-1768,1058,48.5,1.48,1,127,0
DV-1769,236,41.1,4.85,0,413,0
DV-1770,1445,44.8,0.68,0,113,0
DV-1771,275,42.6,0.22,2,321,0
DV-1772,766,40.1,1.25,1,114,0
DV-1773,902,56.4,7.59,1,91,1
DV-1774,1835,24.4,3.32,0,409,0
DV-1775,2092,59.3,3.72,1,199,1
DV-1776,1318,37.4,4.59,3,391,1
DV-1777,1721,47.8,5.02,2,256,1
DV-1778,1079,43.5,0.41,0,248,0
DV-1779,1247,51.5,1.18,0,12,0
DV-1780,288,70.3,4.16,0,296,1
DV-1781,1999,47.4,3.14,0,9,0
DV-1782,1172,51.8,0.43,2,349,0
DV-1783,1452,36.9,0.87,0,314,0
DV-1784,592,28.8,1.47,0,185,0
DV-1785,1296,41.2,0.62,1,152,0
DV-1786,38,45.2,2.4,3,254,0
DV-1787,1066,48.7,0.55,1,41,0
DV-1788,1486,52.2,1.19,0,171,0
DV-1789,1490,58.6,1.15,2,124,0
DV-1790,1148,46.5,2.22,1,360,0
DV-1791,1202,57.4,1.15,1,325,0
DV-1792,1400,58.7,1.95,1,304,0
DV-1793,1742,44.1,1.08,0,140,1
DV-1794,1670,41.5,4.23,0,180,0
DV-1795,2028,42.3,2.84,0,206,1
DV-1796,1022,51.0,4.08,0,50,0
DV-1797,112,48.9,2.89,1,81,0
DV-1798,1284,45.8,0.82,2,330,0
DV-1799,259,39.0,2.91,1,41,0
DV-1800,1319,45.0,1.45,1,130,0
DV-1801,1556,60.8,2.26,2,106,0
DV-1802,292,50.4,6.41,2,228,1
DV-1803,490,64.9,1.44,1,78,0
DV-1804,88,47.7,1.29,1,55,0
DV-1805,1123,50.9,2.98,0,286,1
DV-1806,1930,52.6,3.08,3,384,0
DV-1807,237,46.9,3.46,4,374,1
DV-1808,475,32.4,2.66,2,131,0
DV-1809,907,38.1,4.1,5,248,0
DV-1810,1561,42.8,1.03,0,171,0
DV-1811,1142,32.2,6.42,1,120,0
DV-1812,312,29.6,4.8,0,331,0
DV-1813,1555,24.2,4.62,0,307,0
DV-1814,2086,52.8,3.0,3,122,1
DV-1815,1938,51.6,3.73,2,73,0
DV-1816,1661,60.5,2.87,0,280,1
DV-1817,155,42.0,6.26,0,145,0
DV-1818,331,42.6,2.99,0,54,0
DV-1819,1615,28.2,0.71,0,417,0
DV-1820,790,47.3,2.53,0,65,0
DV-1821,1954,51.7,3.94,1,406,1
DV-1822,307,54.4,2.88,3,21,0
DV-1823,700,49.3,2.79,1,119,0
DV-1824,1874,54.7,2.48,3,239,1
DV-1825,593,60.0,3.1,1,12,0
DV-1826,1331,61.3,4.34,0,169,0
DV-1827,1399,55.1,1.77,1,346,0
DV-1828,1240,49.2,0.94,1,59,0
DV-1829,1494,44.1,5.2,2,138,0
DV-1830,1358,55.0,3.72,0,419,1
DV-1831,1951,63.8,1.62,0,377,0
DV-1832,1569,46.9,3.33,1,319,1
DV-1833,266,54.1,4.02,2,20,0
DV-1834,376,66.6,1.05,0,140,0
DV-1835,1992,41.4,3.69,0,386,0
DV-1836,1941,68.6,0.71,2,356,1
DV-1837,1874,50.5,2.13,0,333,0
DV-1838,292,34.4,0.67,3,192,0
DV-1839,2117,38.2,0.89,0,370,0
DV-1840,97,41.1,4.11,0,339,0
DV-1841,296,23.0,2.01,1,147,0
DV-1842,1239,53.7,2.34,1,393,0
DV-1843,1233,56.0,0.63,0,0,0
DV-1844,392,21.1,0.48,0,21,0
DV-1845,1521,44.9,1.72,1,75,0
DV-1846,2109,65.0,1.72,0,217,0
DV-1847,1584,32.8,0.48,1,289,0
DV-1848,1653,54.0,4.15,0,274,0
DV-1849,87,58.2,2.75,2,49,0
DV-1850,1700,32.2,4.64,0,37,1
DV-1851,569,53.6,2.95,1,267,0
DV-1852,2118,28.2,3.67,1,23,0
DV-1853,441,36.3,5.63,1,230,0
