reading_id,temperature_c,humidity_pct,co2_ppm,pm25_ug_m3,voc_ppb,occupancy_count,filter_age_days,airflow_m3_min,ventilation_alert
AQ-0841,19.2,62.1,641,34.3,295,8,132,9.3,1
AQ-0842,19.2,54.8,643,8.0,88,9,26,7.8,0
AQ-0843,21.7,70.7,774,14.3,327,11,184,7.9,1
AQ-0844,23.4,55.4,388,6.8,112,5,43,7.0,0
AQ-0845,22.4,57.9,588,22.7,131,5,29,7.5,0
AQ-0846,23.5,64.7,472,11.6,247,7,178,9.0,0
AQ-0847,21.9,77.1,744,23.4,167,11,96,8.7,0
AQ-0848,19.4,79.2,353,9.3,342,4,230,8.2,1
AQ-0849,28.2,50.8,582,11.3,129,7,125,9.8,0
AQ-0850,21.4,75.1,555,28.1,267,4,160,7.2,1
AQ-0851,24.1,80.7,402,28.3,234,6,3,8.7,0
AQ-0852,24.7,70.7,351,8.4,377,5,145,7.7,0
AQ-0853,30.6,48.3,420,12.0,130,7,175,6.9,0
AQ-0854,29.3,28.3,650,10.8,248,7,141,6.9,1
AQ-0855,24.6,74.8,786,20.6,364,10,52,8.3,1
AQ-0856,20.1,76.7,464,12.2,232,5,98,10.1,0
AQ-0857,22.9,53.2,379,19.0,392,6,233,8.8,1
AQ-0858,22.3,80.5,551,26.1,160,6,94,9.6,0
AQ-0859,24.8,63.5,471,28.6,283,8,56,9.4,0
AQ-0860,24.8,45.0,614,23.3,304,11,175,8.4,1
AQ-0861,16.5,30.7,432,6.8,88,5,235,6.1,1
AQ-0862,22.6,80.3,521,19.6,114,7,119,10.7,0
AQ-0863,19.8,65.3,631,12.5,312,8,179,7.0,1
AQ-0864,18.1,54.5,466,5.4,247,7,35,9.6,0
AQ-0865,19.8,73.5,355,50.0,146,5,32,11.1,0
AQ-0866,23.8,67.5,557,14.0,138,7,206,7.4,1
AQ-0867,28.1,60.7,354,11.8,190,5,218,8.9,0
AQ-0868,27.7,52.1,587,5.7,186,8,124,10.7,0
AQ-0869,22.1,59.6,660,7.7,132,7,50,6.4,1
AQ-0870,19.6,68.0,702,18.2,374,6,38,9.7,0
AQ-0871,22.2,45.9,600,22.5,275,11,122,8.9,0
AQ-0872,17.3,31.2,845,8.6,54,8,50,7.0,0
AQ-0873,22.6,45.4,353,9.7,131,9,34,6.9,0
AQ-0874,18.1,53.5,817,8.5,150,8,82,7.3,0
AQ-0875,24.6,78.6,637,10.7,84,8,194,8.7,1
AQ-0876,28.2,68.8,911,8.5,171,13,54,8.1,1
AQ-0877,26.9,41.0,510,7.3,98,7,218,8.1,1
AQ-0878,24.9,57.4,350,12.6,189,3,14,8.1,0
AQ-0879,24.6,72.3,809,19.3,125,9,148,8.5,1
AQ-0880,24.7,41.5,526,12.2,522,4,68,10.9,0
AQ-0881,18.9,62.8,635,7.8,127,8,238,8.6,0
AQ-0882,22.7,66.4,806,7.2,90,9,21,8.1,0
AQ-0883,23.3,53.9,393,27.6,79,4,52,10.2,0
AQ-0884,21.2,58.4,479,28.1,245,4,135,6.7,1
AQ-0885,24.4,75.0,376,12.4,269,8,26,9.5,0
AQ-0886,23.6,51.4,628,21.8,349,6,229,6.6,1
AQ-0887,22.8,48.5,624,19.2,208,10,171,7.8,1
AQ-0888,20.2,58.3,409,25.8,395,5,113,9.0,1
AQ-0889,24.1,75.3,451,4.8,87,6,24,8.1,0
AQ-0890,22.7,70.1,904,12.4,354,10,100,6.2,1
AQ-0891,24.0,47.4,398,8.4,122,5,3,8.8,0
AQ-0892,23.7,62.4,700,13.4,315,8,78,5.8,0
AQ-0893,24.0,34.4,379,26.7,119,5,197,8.7,0
AQ-0894,20.8,50.7,647,13.6,96,6,3,5.9,0
AQ-0895,22.3,54.8,350,13.9,77,4,49,9.0,0
AQ-0896,23.6,48.8,615,9.6,194,7,106,8.5,0
AQ-0897,21.9,28.4,569,14.9,107,9,22,9.0,0
AQ-0898,23.6,60.5,630,18.4,229,9,163,6.8,1
AQ-0899,22.9,70.1,496,22.3,398,8,4,7.6,1
AQ-0900,28.2,55.6,647,24.1,172,7,29,7.5,0
AQ-0901,23.7,29.0,501,6.7,119,7,149,9.8,0
AQ-0902,24.2,78.1,864,12.1,121,12,156,7.4,1
AQ-0903,25.2,59.4,689,19.7,145,11,227,9.7,1
AQ-0904,17.6,49.1,548,4.4,47,5,13,7.8,0
AQ-0905,28.9,29.7,388,7.8,168,4,148,7.6,0
AQ-0906,21.3,54.6,557,20.1,180,8,178,9.2,1
AQ-0907,25.1,68.7,718,16.0,164,11,35,9.4,0
AQ-0908,25.2,28.0,463,10.5,330,5,202,7.9,1
AQ-0909,30.8,74.7,657,15.0,143,11,119,7.8,1
AQ-0910,26.1,72.8,350,12.0,142,3,124,10.0,0
AQ-0911,20.8,60.9,376,13.6,206,4,136,7.6,0
AQ-0912,25.4,39.4,533,8.7,169,10,41,11.0,0
AQ-0913,15.7,48.0,759,19.4,80,7,159,7.3,1
AQ-0914,27.9,45.3,721,7.5,239,11,68,7.1,1
AQ-0915,20.7,34.2,786,40.5,350,10,149,5.5,1
AQ-0916,21.7,64.6,642,24.5,287,9,213,8.1,1
AQ-0917,16.7,78.2,486,12.9,148,4,85,7.4,0
AQ-0918,24.1,38.0,361,15.3,147,8,228,8.4,0
AQ-0919,27.8,62.3,633,8.9,232,8,203,8.1,1
AQ-0920,25.7,30.2,744,14.0,173,10,57,6.8,0
AQ-0921,23.3,67.2,350,36.4,120,7,51,7.9,0
AQ-0922,24.7,59.8,379,7.0,210,5,161,8.8,0
AQ-0923,20.6,50.6,599,11.6,184,8,9,8.5,0
AQ-0924,23.7,40.3,572,36.2,173,8,223,9.2,1
AQ-0925,20.5,60.3,466,8.1,338,6,212,10.9,1
AQ-0926,23.4,39.4,970,7.7,87,9,223,6.7,1
AQ-0927,15.7,65.2,734,14.5,389,10,46,7.6,0
AQ-0928,24.6,79.2,350,7.8,61,4,71,10.0,0
AQ-0929,29.1,43.1,645,33.2,191,7,85,8.4,0
AQ-0930,23.3,46.4,637,12.1,321,11,196,9.2,1
AQ-0931,19.2,58.1,641,26.5,367,9,207,8.8,1
AQ-0932,31.0,62.0,494,8.6,308,3,178,8.3,0
AQ-0933,20.5,31.6,350,7.9,47,3,181,7.6,0
AQ-0934,25.3,62.1,683,13.0,240,9,170,6.4,1
AQ-0935,25.0,35.3,476,10.5,218,5,166,7.2,1
AQ-0936,20.5,72.4,664,6.8,119,8,103,10.1,0
AQ-0937,24.3,68.5,782,7.2,130,11,126,10.1,0
AQ-0938,19.9,76.2,521,7.7,192,8,85,11.3,0
AQ-0939,28.4,61.6,475,14.3,264,3,101,7.0,0
AQ-0940,21.5,40.5,563,11.9,195,5,234,8.1,1
AQ-0941,23.3,71.3,582,21.0,362,7,206,7.8,1
AQ-0942,20.2,71.3,350,6.0,110,4,125,6.9,0
AQ-0943,21.8,61.8,471,22.1,105,6,17,6.6,0
AQ-0944,19.2,54.9,884,12.5,169,11,95,5.5,0
AQ-0945,21.0,56.1,399,5.1,209,4,123,6.0,0
AQ-0946,23.9,80.3,621,12.6,184,9,218,7.7,1
AQ-0947,18.4,30.4,818,17.9,130,13,224,6.7,1
AQ-0948,27.7,35.9,654,10.7,319,8,96,9.6,0
AQ-0949,28.9,39.4,827,23.3,107,10,31,6.9,0
AQ-0950,20.2,53.0,611,6.2,179,6,15,7.6,0
AQ-0951,18.7,54.3,479,17.0,196,6,125,8.0,0
AQ-0952,24.0,75.0,616,12.7,150,8,156,8.7,1
AQ-0953,27.2,54.4,507,28.4,94,7,62,7.6,1
AQ-0954,21.5,43.4,527,4.6,192,8,123,8.6,0
AQ-0955,24.7,50.0,531,9.6,616,7,21,8.8,0
AQ-0956,24.3,44.8,573,9.8,475,7,27,8.0,0
AQ-0957,19.8,47.2,579,7.2,288,7,107,8.9,0
AQ-0958,25.2,34.3,672,24.7,167,9,171,6.8,1
AQ-0959,21.4,64.4,484,7.1,359,6,157,10.8,1
AQ-0960,19.0,29.5,674,19.1,107,6,89,7.2,0
AQ-0961,24.7,49.9,376,21.4,168,6,52,9.7,0
AQ-0962,26.9,49.7,590,18.4,237,7,188,5.9,0
AQ-0963,25.3,63.6,572,34.5,228,10,189,8.0,1
AQ-0964,21.1,44.2,559,8.1,151,6,9,8.8,0
AQ-0965,24.6,81.8,690,13.0,194,11,233,8.5,1
AQ-0966,27.9,66.7,399,14.0,41,5,72,6.8,0
AQ-0967,19.2,76.6,510,12.0,117,5,177,8.7,1
AQ-0968,26.1,66.3,556,20.9,252,10,3,8.1,0
AQ-0969,26.0,43.0,544,29.5,70,9,124,10.5,0
AQ-0970,24.9,55.6,698,5.0,127,5,176,7.0,1
AQ-0971,22.2,64.5,350,27.0,246,8,136,10.9,0
AQ-0972,26.5,44.6,350,26.6,238,5,18,10.7,0
AQ-0973,18.0,65.0,682,25.9,73,7,43,5.7,0
AQ-0974,25.0,45.6,350,18.7,152,3,127,7.7,0
AQ-0975,28.9,56.4,668,23.2,453,9,201,6.4,1
AQ-0976,26.2,61.1,546,36.6,375,7,177,9.1,1
AQ-0977,24.0,28.2,693,9.7,233,8,209,8.1,1
AQ-0978,19.1,71.1,546,19.0,154,8,124,9.3,0
AQ-0979,22.6,81.0,644,15.9,249,9,83,7.1,0
AQ-0980,31.7,28.9,700,23.2,173,7,208,10.7,0
AQ-0981,21.9,30.7,432,8.4,169,5,97,8.8,0
AQ-0982,18.7,80.8,521,18.5,306,7,145,8.0,1
AQ-0983,22.2,38.6,350,7.7,97,6,227,11.6,0
AQ-0984,26.0,80.7,373,21.1,319,7,53,10.7,0
AQ-0985,23.3,63.1,444,22.6,140,7,122,10.5,0
AQ-0986,26.7,64.4,350,4.8,134,3,194,7.5,0
AQ-0987,24.3,67.8,549,29.6,302,6,74,8.3,0
AQ-0988,30.4,68.9,723,21.3,225,9,27,7.6,0
AQ-0989,28.4,78.9,356,12.5,186,3,215,5.9,1
AQ-0990,26.8,77.2,485,27.1,140,7,60,9.7,0
AQ-0991,27.8,66.3,484,21.2,177,8,206,11.3,1
AQ-0992,26.0,52.5,440,15.6,42,7,98,9.1,0
AQ-0993,18.3,42.6,609,18.7,205,5,123,9.5,0
AQ-0994,25.0,79.4,426,25.4,126,5,17,8.2,0
AQ-0995,20.6,55.6,350,11.5,150,5,14,10.0,0
AQ-0996,24.5,29.3,613,13.6,68,9,221,3.8,1
AQ-0997,24.4,33.8,531,4.6,153,5,210,8.8,1
AQ-0998,24.3,29.9,350,19.0,325,4,177,9.7,0
AQ-0999,26.8,36.8,559,27.2,285,5,13,9.8,0
AQ-1000,16.7,66.6,350,8.2,83,3,196,8.0,0
AQ-1001,23.6,39.8,716,38.1,347,10,40,8.4,0
AQ-1002,24.3,33.1,394,23.5,240,6,209,8.6,1
AQ-1003,27.9,67.4,683,18.6,246,10,86,8.3,0
AQ-1004,26.1,45.8,493,26.0,197,5,175,8.6,0
AQ-1005,22.8,67.6,510,9.1,432,5,3,6.7,0
AQ-1006,21.4,30.8,610,24.4,196,9,149,7.7,1
AQ-1007,20.0,46.9,634,13.0,382,9,26,7.4,1
AQ-1008,26.9,73.9,508,7.9,129,7,234,9.0,1
AQ-1009,15.8,44.1,484,14.6,319,5,1,8.8,0
AQ-1010,14.0,34.0,551,25.3,376,9,169,6.5,1
AQ-1011,29.2,50.4,656,11.0,126,11,159,8.6,1
AQ-1012,25.0,47.0,828,16.0,331,9,8,5.3,0
AQ-1013,20.8,68.2,596,45.0,301,7,177,6.4,1
AQ-1014,27.9,71.8,663,11.7,167,10,205,10.2,1
AQ-1015,22.6,63.7,536,8.7,185,6,179,6.3,0
AQ-1016,24.0,70.8,626,11.6,213,9,140,8.1,0
AQ-1017,24.6,40.4,713,19.1,197,11,96,7.8,1
AQ-1018,19.7,44.3,350,7.7,50,2,78,7.5,0
AQ-1019,17.5,45.3,366,10.0,438,6,116,9.7,0
AQ-1020,19.5,50.8,399,18.1,251,4,205,9.9,1
AQ-1021,17.2,75.4,480,20.2,86,8,165,9.2,1
AQ-1022,19.3,65.1,501,18.2,250,5,116,10.0,0
AQ-1023,17.7,72.9,856,8.1,321,12,54,8.0,1
AQ-1024,26.8,57.4,724,12.6,149,8,193,7.3,0
AQ-1025,27.0,30.7,576,10.7,119,10,74,10.3,0
AQ-1026,24.3,31.4,865,12.0,300,14,52,8.6,0
AQ-1027,19.4,56.4,657,21.5,137,9,76,7.8,0
AQ-1028,23.4,61.0,752,15.9,83,7,37,8.8,0
AQ-1029,24.2,62.3,581,47.6,150,9,91,8.3,0
AQ-1030,25.5,61.4,518,28.1,357,5,204,6.9,1
AQ-1031,27.3,51.5,588,12.3,123,5,132,7.5,0
AQ-1032,24.5,76.6,751,29.6,129,8,28,7.8,0
AQ-1033,25.9,67.8,350,19.6,125,1,81,8.7,0
AQ-1034,22.3,46.0,688,18.6,266,7,234,8.8,1
AQ-1035,17.6,34.6,641,31.7,120,7,41,8.4,0
AQ-1036,25.2,45.5,598,10.1,393,11,218,8.6,1
AQ-1037,24.0,42.6,571,15.5,129,8,130,9.6,0
AQ-1038,24.8,37.8,591,10.1,252,5,22,7.9,0
AQ-1039,19.8,80.4,350,12.9,274,5,111,9.6,0
AQ-1040,15.8,31.6,350,7.3,228,2,139,10.8,0
AQ-1041,19.0,78.2,746,7.4,192,9,208,7.6,1
AQ-1042,19.3,49.8,520,6.2,95,7,74,8.5,0
AQ-1043,32.2,33.1,622,60.1,286,4,136,7.1,1
AQ-1044,28.6,76.8,556,34.5,180,8,66,9.4,0
AQ-1045,24.1,55.1,769,38.1,152,12,154,9.9,0
AQ-1046,22.6,78.7,350,7.6,195,3,103,10.1,0
AQ-1047,28.8,73.3,350,18.7,150,4,229,9.8,1
AQ-1048,25.2,43.2,773,22.8,282,10,149,9.8,1
AQ-1049,16.8,81.6,632,34.3,131,7,20,6.8,0
AQ-1050,20.2,70.0,350,23.6,198,5,206,9.8,1
AQ-1051,24.8,41.8,573,10.5,57,9,219,8.4,1
AQ-1052,22.8,81.0,668,13.8,102,8,144,9.6,0
AQ-1053,21.9,66.6,605,14.2,140,8,175,9.7,0
AQ-1054,33.2,55.1,385,15.6,116,6,124,8.2,0
AQ-1055,20.0,69.2,350,30.0,305,4,119,7.3,1
AQ-1056,24.2,41.7,614,7.4,145,8,54,9.8,0
AQ-1057,23.6,60.6,644,6.1,407,7,237,7.3,1
AQ-1058,17.2,72.7,417,17.6,183,4,32,8.1,0
AQ-1059,29.9,42.7,543,13.5,77,9,172,5.8,1
AQ-1060,18.2,52.6,559,7.6,262,9,59,10.6,0
AQ-1061,23.2,61.7,770,9.1,175,9,219,6.7,1
AQ-1062,19.1,42.2,350,7.5,97,5,31,9.4,0
AQ-1063,25.0,50.5,575,6.6,67,7,126,6.7,0
AQ-1064,20.1,67.5,350,20.0,345,5,153,9.6,1
AQ-1065,25.5,54.8,533,8.4,137,7,119,10.9,0
AQ-1066,21.6,74.3,803,26.8,112,11,238,8.1,1
AQ-1067,21.3,30.9,467,24.1,225,5,149,8.2,0
AQ-1068,24.4,46.4,532,8.7,98,7,75,8.3,0
AQ-1069,18.3,80.9,667,16.0,110,7,46,6.8,0
AQ-1070,27.4,42.2,548,13.2,130,6,189,8.5,1
AQ-1071,19.2,52.5,360,8.7,373,4,159,8.0,0
AQ-1072,24.7,53.7,350,14.3,159,4,37,10.8,0
AQ-1073,21.8,35.3,465,28.6,113,8,205,9.4,0
AQ-1074,20.4,79.0,647,7.7,243,10,87,7.0,1
AQ-1075,16.0,31.5,350,24.7,100,6,230,7.1,1
AQ-1076,23.6,33.6,619,23.9,205,6,151,7.5,1
AQ-1077,18.5,67.0,350,15.0,174,5,120,10.3,0
AQ-1078,20.4,39.3,492,5.0,235,5,85,8.5,0
AQ-1079,15.3,45.2,548,14.4,132,7,233,6.5,1
AQ-1080,24.6,55.1,552,10.6,316,9,87,9.3,0
AQ-1081,23.1,67.1,354,50.5,157,6,36,10.5,0
AQ-1082,17.3,75.3,534,12.0,217,3,225,6.2,1
AQ-1083,17.8,44.6,350,28.9,50,3,38,9.0,0
AQ-1084,18.2,41.9,350,14.2,292,3,199,11.3,0
AQ-1085,30.3,71.7,541,43.6,321,4,48,8.1,0
AQ-1086,20.6,56.5,362,13.0,199,5,105,9.4,0
AQ-1087,26.3,54.7,696,20.8,149,10,214,9.1,1
AQ-1088,28.1,50.6,383,27.6,244,5,108,10.6,0
AQ-1089,20.4,63.7,818,11.2,158,15,203,9.9,0
AQ-1090,25.1,65.7,350,7.5,74,3,158,10.8,0
AQ-1091,19.3,79.7,712,6.6,92,9,169,8.2,0
AQ-1092,23.3,71.3,483,8.3,176,6,116,8.5,0
AQ-1093,23.4,31.0,517,16.1,107,9,228,9.7,1
AQ-1094,28.7,54.2,371,13.2,201,5,22,7.6,0
AQ-1095,23.0,63.2,529,15.1,138,7,172,8.6,0
AQ-1096,35.0,39.8,619,26.6,126,6,16,8.1,0
AQ-1097,26.6,77.6,350,15.3,54,6,80,8.8,0
AQ-1098,19.1,30.7,585,24.9,50,6,99,7.3,0
AQ-1099,23.7,42.0,350,15.4,92,6,218,8.6,0
AQ-1100,21.3,81.7,611,18.3,170,9,196,9.5,1
AQ-1101,22.8,45.8,468,36.6,134,9,130,9.8,0
AQ-1102,23.8,34.1,496,10.4,45,8,56,7.4,0
AQ-1103,25.7,48.7,594,13.2,155,8,188,9.8,1
AQ-1104,17.5,41.6,736,4.0,187,8,98,8.2,1
AQ-1105,20.2,68.6,427,19.9,105,8,223,10.5,1
AQ-1106,29.5,64.4,572,24.9,73,7,44,8.0,0
AQ-1107,19.3,66.5,404,16.4,203,4,75,8.3,0
AQ-1108,24.0,77.1,461,9.1,163,6,198,7.5,1
AQ-1109,28.3,43.6,490,3.7,55,6,25,10.3,0
AQ-1110,27.6,49.2,479,8.4,122,7,158,9.1,0
AQ-1111,27.8,69.0,358,9.1,238,5,198,11.7,0
AQ-1112,27.1,59.5,415,9.3,30,3,129,7.6,0
AQ-1113,21.9,57.7,656,16.3,87,10,64,8.7,0
AQ-1114,23.5,36.1,495,16.4,215,10,83,9.8,0
AQ-1115,25.8,30.9,484,12.1,190,6,223,8.3,0
AQ-1116,22.6,66.3,350,6.4,178,3,190,7.1,1
AQ-1117,20.2,70.0,719,15.5,108,10,149,6.9,1
AQ-1118,20.5,69.5,630,21.7,145,7,136,7.7,1
AQ-1119,27.0,79.4,439,5.9,182,5,107,6.7,0
AQ-1120,23.1,56.3,355,6.0,155,7,49,9.9,0
AQ-1121,30.0,50.8,350,15.3,221,4,213,10.0,0
AQ-1122,26.5,60.7,350,2.2,156,3,117,10.0,0
AQ-1123,21.2,30.5,670,13.6,183,11,240,6.5,1
AQ-1124,19.0,81.8,469,13.9,236,7,39,10.9,0
AQ-1125,20.6,76.1,725,15.3,199,6,77,8.3,0
AQ-1126,20.3,52.9,629,9.0,126,8,160,10.4,0
AQ-1127,20.1,50.3,683,6.6,132,9,170,7.6,0
AQ-1128,16.6,78.6,426,6.1,97,5,215,9.3,1
AQ-1129,18.8,66.1,568,11.0,292,8,195,7.4,1
AQ-1130,22.2,69.6,621,13.4,352,9,154,7.7,1
AQ-1131,20.8,76.8,469,15.1,583,3,129,8.1,0
AQ-1132,16.5,30.7,694,12.6,84,8,66,8.5,0
AQ-1133,27.3,47.3,615,12.6,134,10,53,6.1,0
AQ-1134,20.0,64.9,442,14.0,66,6,89,7.2,0
AQ-1135,22.8,44.0,401,13.8,51,5,121,9.1,0
AQ-1136,22.4,40.7,526,24.9,343,8,195,8.0,1
AQ-1137,18.2,70.2,535,11.7,86,7,188,8.3,0
AQ-1138,27.3,73.2,490,13.9,288,6,86,8.1,0
AQ-1139,22.9,31.3,350,2.9,149,3,12,11.1,0
AQ-1140,23.7,45.3,350,9.6,63,1,94,7.6,0
AQ-1141,25.2,64.7,819,23.3,133,10,17,9.1,0
AQ-1142,20.5,82.0,609,16.0,210,10,134,8.5,1
AQ-1143,25.6,59.1,350,11.6,186,3,84,9.0,0
AQ-1144,24.1,54.2,610,10.5,234,9,24,10.1,0
AQ-1145,21.2,59.8,350,11.6,75,3,98,8.4,0
AQ-1146,26.8,60.9,663,8.0,110,8,190,10.2,0
AQ-1147,26.4,44.7,454,30.6,167,5,47,8.9,0
AQ-1148,28.4,50.8,457,19.5,145,5,122,8.2,0
AQ-1149,18.2,48.5,687,8.5,388,9,204,9.1,1
AQ-1150,27.9,66.1,352,32.9,479,6,56,9.4,0
AQ-1151,14.5,29.6,454,5.2,158,6,225,7.9,0
AQ-1152,29.1,29.6,443,17.1,146,5,112,8.4,0
AQ-1153,24.5,49.0,736,16.9,312,7,51,5.5,0
AQ-1154,22.3,72.9,436,18.6,181,6,224,8.9,1
AQ-1155,20.7,53.1,611,25.4,235,7,33,8.1,0
AQ-1156,16.5,51.6,350,4.7,112,5,88,8.8,0
AQ-1157,19.6,48.9,660,13.7,434,10,52,5.9,0
AQ-1158,22.0,41.9,393,4.3,459,6,228,9.2,1
AQ-1159,22.4,34.0,410,16.8,68,5,187,8.4,1
AQ-1160,26.2,31.7,764,7.5,288,10,11,8.7,0
AQ-1161,21.5,29.2,669,15.5,248,8,60,3.0,0
AQ-1162,26.8,39.0,548,6.8,153,7,110,9.6,0
AQ-1163,25.8,55.8,597,7.2,204,8,35,7.3,0
AQ-1164,25.8,80.7,501,38.5,129,4,146,7.0,1
AQ-1165,21.9,60.8,625,38.6,117,8,36,7.8,0
AQ-1166,27.4,43.0,616,6.4,95,8,160,7.0,0
AQ-1167,18.7,77.5,527,7.0,128,6,6,6.3,0
AQ-1168,15.3,37.3,613,9.9,307,8,240,7.3,1
AQ-1169,22.1,39.0,580,8.7,355,12,13,8.4,0
AQ-1170,21.0,43.1,350,28.1,283,1,207,9.8,0
AQ-1171,23.7,30.8,499,14.6,129,6,155,7.8,0
AQ-1172,25.5,43.1,579,16.7,140,8,16,8.6,0
AQ-1173,25.3,39.3,368,4.8,164,6,200,9.6,0
AQ-1174,20.2,71.0,618,11.1,68,7,46,8.2,0
AQ-1175,21.9,29.1,483,16.2,157,7,209,8.2,0
AQ-1176,19.2,74.5,350,25.5,131,0,104,6.1,1
AQ-1177,28.2,41.2,406,16.2,415,3,107,9.9,0
AQ-1178,25.1,40.0,350,15.9,134,4,90,7.5,1
AQ-1179,26.0,34.5,626,21.6,95,10,35,8.7,0
AQ-1180,24.5,75.3,350,35.4,72,4,166,9.4,0
AQ-1181,19.2,75.8,588,12.3,132,5,206,10.5,0
AQ-1182,18.6,70.3,381,8.8,295,5,225,8.0,1
AQ-1183,19.8,67.3,535,8.3,144,6,148,7.7,0
AQ-1184,28.7,46.2,596,8.8,318,9,59,8.3,1
AQ-1185,21.8,81.0,590,18.2,129,7,170,8.3,1
AQ-1186,20.3,59.5,636,16.9,481,6,118,7.0,1
AQ-1187,28.2,37.7,517,8.2,261,5,15,9.3,0
AQ-1188,29.7,67.6,552,28.2,127,7,132,7.6,0
AQ-1189,16.5,49.3,522,17.5,159,7,4,11.6,0
AQ-1190,26.6,29.2,755,15.7,230,12,175,7.2,0
AQ-1191,18.7,41.0,388,21.2,236,4,43,7.8,0
AQ-1192,24.9,39.4,354,31.1,350,6,225,9.0,1
AQ-1193,24.3,65.8,451,10.3,174,6,103,10.2,0
AQ-1194,20.8,68.3,724,18.2,255,11,185,7.7,1
AQ-1195,23.9,33.6,756,20.9,174,11,182,6.7,1
AQ-1196,31.2,36.1,842,7.5,197,10,69,8.5,0
AQ-1197,20.7,30.7,453,6.8,383,4,154,7.7,0
AQ-1198,23.5,51.9,488,13.0,133,7,178,6.4,1
AQ-1199,27.2,69.7,350,6.5,83,4,131,8.2,0
AQ-1200,23.6,47.2,513,18.7,143,8,84,8.7,1
AQ-1201,19.0,42.3,492,19.2,161,7,48,6.3,0
AQ-1202,19.6,39.8,623,10.9,206,10,198,9.2,0
AQ-1203,27.3,41.0,758,29.0,163,12,230,7.9,1
AQ-1204,26.4,42.0,653,15.4,146,9,63,8.0,0
AQ-1205,35.0,34.4,810,19.4,212,12,120,7.1,1
AQ-1206,18.4,60.0,591,7.2,414,8,214,7.3,1
AQ-1207,24.9,74.7,698,6.9,239,7,53,8.1,0
AQ-1208,21.3,57.0,350,21.2,134,2,46,10.5,0
AQ-1209,29.1,65.2,524,29.2,170,7,189,7.7,1
AQ-1210,19.8,76.7,646,16.9,232,9,20,5.9,0
AQ-1211,19.6,68.6,536,2.4,57,4,229,8.3,0
AQ-1212,22.8,74.0,774,15.1,172,7,94,5.7,1
AQ-1213,19.3,31.6,752,13.3,269,13,108,6.7,1
AQ-1214,27.5,28.4,382,21.7,480,6,49,8.9,0
AQ-1215,22.3,52.1,428,15.2,251,8,46,10.9,0
AQ-1216,22.3,35.2,756,7.9,505,11,132,10.2,0
AQ-1217,29.1,44.6,402,15.6,211,4,239,8.1,1
AQ-1218,23.6,78.7,717,20.8,291,6,9,3.3,0
AQ-1219,21.8,38.7,516,19.7,92,7,98,6.9,0
AQ-1220,21.9,31.4,350,23.5,130,5,83,9.8,0
AQ-1221,27.5,79.1,350,17.0,80,3,198,12.1,1
AQ-1222,26.8,67.9,561,41.6,289,5,227,6.8,1
AQ-1223,26.0,42.3,834,12.1,125,12,209,9.7,1
AQ-1224,25.6,50.5,608,14.8,247,4,42,7.5,1
AQ-1225,21.1,50.7,526,8.4,129,8,196,8.9,0
AQ-1226,25.5,48.4,389,24.9,53,5,174,8.8,0
AQ-1227,18.8,36.2,768,30.9,111,9,178,7.1,1
AQ-1228,26.1,64.5,600,7.2,249,9,13,9.6,0
AQ-1229,27.6,42.9,822,14.9,102,7,68,5.8,0
AQ-1230,27.0,69.8,715,21.4,103,8,43,8.4,0
AQ-1231,29.8,34.8,553,18.5,345,6,179,8.6,1
AQ-1232,26.2,47.1,524,15.1,292,6,203,8.5,1
AQ-1233,26.8,73.4,543,36.2,396,6,238,8.0,1
AQ-1234,30.9,52.4,755,5.7,187,7,13,6.3,1
AQ-1235,33.4,59.0,498,7.5,282,3,14,7.8,0
AQ-1236,27.3,52.6,467,16.4,72,5,90,8.8,1
AQ-1237,22.1,51.2,773,11.3,92,7,121,5.4,0
AQ-1238,26.2,53.2,540,11.7,79,8,210,8.1,1
AQ-1239,24.1,79.4,798,11.9,378,10,146,9.4,1
AQ-1240,26.1,73.9,847,22.1,89,11,236,6.7,1
AQ-1241,25.6,61.1,350,13.3,71,5,190,9.2,0
AQ-1242,20.4,30.1,437,6.0,81,7,128,8.5,0
AQ-1243,29.3,69.7,880,24.2,262,13,176,6.3,1
AQ-1244,19.6,69.8,466,11.0,419,7,51,9.2,0
AQ-1245,20.7,45.7,613,25.6,290,8,7,8.2,0
AQ-1246,15.9,32.0,527,12.7,282,8,108,10.1,0
AQ-1247,28.5,54.7,453,32.8,250,5,30,9.0,0
AQ-1248,21.9,47.0,555,17.4,140,6,176,9.0,0
AQ-1249,24.1,49.8,703,5.9,106,11,239,7.3,1
AQ-1250,23.1,51.7,350,13.4,128,7,114,10.6,0
AQ-1251,28.8,76.5,836,5.6,89,12,145,8.2,0
AQ-1252,23.2,75.1,467,20.2,172,9,141,11.3,0
AQ-1253,20.0,74.6,737,34.8,183,11,124,7.6,1
AQ-1254,26.2,41.3,435,34.2,105,7,225,7.9,0
AQ-1255,20.4,58.5,410,15.8,109,3,117,9.4,0
AQ-1256,29.4,38.0,514,5.3,263,7,141,7.3,0
AQ-1257,22.1,50.9,515,9.0,140,10,137,9.5,0
AQ-1258,23.7,76.1,350,12.8,66,4,182,6.0,0
AQ-1259,19.2,73.9,394,14.9,364,7,66,6.7,0
AQ-1260,19.8,54.9,350,11.2,169,1,38,8.2,0
AQ-1261,23.1,66.9,656,15.4,484,10,89,8.4,1
AQ-1262,20.2,51.8,737,7.5,64,10,6,8.8,0
