dispatch_id,departed_at,hub,service_level,status,packages,delay_minutes
DSP-081498,2025-08-15 09:08:00,Harbor,Priority,completed,6,14
DSP-081499,2025-08-15 09:12:00,South,Priority,completed,4,13
DSP-081500,2025-08-15 09:16:00,Central,Economy,completed,8,12
DSP-081501,2025-08-15 09:20:00,River,Economy,completed,9,21
DSP-081502,2025-08-15 09:24:00,South,Economy,completed,9,16
DSP-081503,2025-08-15 09:28:00,Harbor,Priority,completed,8,14
DSP-081504,2025-08-15 09:32:00,Harbor,Priority,completed,2,17
DSP-081505,2025-08-15 09:36:00,South,Economy,completed,3,13
DSP-081506,2025-08-15 09:40:00,Harbor,Economy,completed,8,19
DSP-081507,2025-08-15 09:44:00,River,Priority,completed,6,17
DSP-081508,2025-08-15 09:48:00,Harbor,Economy,completed,11,17
DSP-081509,2025-08-15 09:52:00,Central,Economy,completed,4,11
DSP-081510,2025-08-15 09:56:00,West,Priority,completed,2,17
DSP-081511,2025-08-15 10:00:00,Harbor,Economy,completed,4,13
DSP-081512,2025-08-15 10:04:00,Central,Economy,completed,11,12
DSP-081513,2025-08-15 10:08:00,South,Economy,completed,5,11
DSP-081514,2025-08-15 10:12:00,Central,Priority,completed,8,6
DSP-081515,2025-08-15 10:16:00,South,Priority,completed,1,8
DSP-081516,2025-08-15 10:20:00,Harbor,Economy,completed,5,12
DSP-081517,2025-08-15 10:24:00,Harbor,Priority,completed,7,11
DSP-081518,2025-08-15 10:28:00,South,Priority,completed,2,9
DSP-081519,2025-08-15 10:32:00,Central,Priority,completed,2,6
DSP-081520,2025-08-15 10:36:00,River,Economy,cancelled,10,
DSP-081521,2025-08-15 10:40:00,Harbor,Priority,completed,7,9
DSP-081522,2025-08-15 10:44:00,Central,Economy,completed,4,9
DSP-081523,2025-08-15 10:48:00,Harbor,Economy,completed,11,12
DSP-081524,2025-08-15 10:52:00,Central,Economy,completed,4,10
DSP-081525,2025-08-15 10:56:00,South,Priority,completed,5,4
DSP-081526,2025-08-15 11:00:00,West,Economy,completed,7,14
DSP-081527,2025-08-15 11:04:00,River,Economy,completed,8,13
DSP-081528,2025-08-15 11:08:00,West,Economy,completed,11,15
DSP-081529,2025-08-15 11:12:00,North,Economy,completed,11,12
DSP-081530,2025-08-15 11:16:00,South,Economy,completed,6,11
DSP-081531,2025-08-15 11:20:00,Central,Priority,completed,7,6
DSP-081532,2025-08-15 11:24:00,North,Economy,completed,11,10
DSP-081533,2025-08-15 11:28:00,Central,Priority,completed,6,7
DSP-081534,2025-08-15 11:32:00,West,Economy,completed,10,18
DSP-081535,2025-08-15 11:36:00,Harbor,Economy,completed,9,11
DSP-081536,2025-08-15 11:40:00,West,Priority,completed,4,15
DSP-081537,2025-08-15 11:44:00,West,Priority,completed,3,11
DSP-081538,2025-08-15 11:48:00,South,Economy,completed,10,11
DSP-081539,2025-08-15 11:52:00,River,Economy,completed,5,18
DSP-081540,2025-08-15 11:56:00,River,Economy,completed,4,18
DSP-081541,2025-08-15 12:00:00,West,Economy,completed,10,15
DSP-081542,2025-08-15 12:04:00,River,Economy,completed,9,20
DSP-081543,2025-08-15 12:08:00,Harbor,Economy,completed,9,13
DSP-081544,2025-08-15 12:12:00,Harbor,Economy,completed,7,13
DSP-081545,2025-08-15 12:16:00,South,Economy,completed,9,12
DSP-081546,2025-08-15 12:20:00,River,Economy,completed,4,12
DSP-081547,2025-08-15 12:24:00,Central,Economy,completed,3,11
DSP-081548,2025-08-15 12:28:00,North,Priority,completed,2,9
DSP-081549,2025-08-15 12:32:00,South,Priority,completed,1,9
DSP-081550,2025-08-15 12:36:00,South,Economy,completed,12,7
DSP-081551,2025-08-15 12:40:00,Central,Priority,completed,1,4
DSP-081552,2025-08-15 12:44:00,North,Priority,completed,4,8
DSP-081553,2025-08-15 12:48:00,South,Economy,completed,6,7
DSP-081554,2025-08-15 12:52:00,Central,Priority,completed,4,6
DSP-081555,2025-08-15 12:56:00,River,Priority,completed,4,12
DSP-081556,2025-08-15 13:00:00,South,Economy,completed,10,10
DSP-081557,2025-08-15 13:04:00,Central,Priority,completed,4,4
DSP-081558,2025-08-15 13:08:00,River,Economy,completed,11,12
DSP-081559,2025-08-15 13:12:00,River,Priority,completed,6,13
DSP-081560,2025-08-15 13:16:00,River,Economy,completed,5,14
DSP-081561,2025-08-15 13:20:00,Central,Economy,completed,9,7
DSP-081562,2025-08-15 13:24:00,North,Economy,completed,5,10
DSP-081563,2025-08-15 13:28:00,Harbor,Economy,completed,5,12
DSP-081564,2025-08-15 13:32:00,South,Economy,completed,10,12
DSP-081565,2025-08-15 13:36:00,North,Economy,completed,5,7
DSP-081566,2025-08-15 13:40:00,River,Priority,completed,5,14
DSP-081567,2025-08-15 13:44:00,North,Economy,completed,1,8
DSP-081568,2025-08-15 13:48:00,South,Economy,completed,8,11
DSP-081569,2025-08-15 13:52:00,Harbor,Economy,completed,7,13
DSP-081570,2025-08-15 13:56:00,Central,Economy,completed,7,10
DSP-081571,2025-08-15 14:00:00,River,Economy,completed,10,13
DSP-081572,2025-08-15 14:04:00,Harbor,Economy,completed,5,13
DSP-081573,2025-08-15 14:08:00,West,Economy,completed,3,16
DSP-081574,2025-08-15 14:12:00,West,Economy,completed,8,17
DSP-081575,2025-08-15 14:16:00,West,Economy,completed,9,15
DSP-081576,2025-08-15 14:20:00,North,Economy,completed,7,11
DSP-081577,2025-08-15 14:24:00,River,Economy,completed,3,12
DSP-081578,2025-08-15 14:28:00,North,Economy,completed,4,10
DSP-081579,2025-08-15 14:32:00,North,Priority,completed,3,10
DSP-081580,2025-08-15 14:36:00,South,Economy,completed,8,7
DSP-081581,2025-08-15 14:40:00,Harbor,Priority,completed,2,9
DSP-081582,2025-08-15 14:44:00,West,Economy,completed,4,16
DSP-081583,2025-08-15 14:48:00,North,Economy,completed,9,9
DSP-081584,2025-08-15 14:52:00,South,Economy,completed,9,6
DSP-081585,2025-08-15 14:56:00,Central,Priority,completed,6,9
DSP-081586,2025-08-15 15:00:00,South,Economy,completed,7,10
DSP-081587,2025-08-15 15:04:00,River,Economy,completed,10,12
DSP-081588,2025-08-15 15:08:00,South,Priority,completed,7,9
DSP-081589,2025-08-15 15:12:00,Harbor,Priority,completed,5,8
DSP-081590,2025-08-15 15:16:00,North,Priority,completed,1,9
DSP-081591,2025-08-15 15:20:00,West,Economy,completed,5,18
DSP-081592,2025-08-15 15:24:00,Central,Economy,completed,4,7
DSP-081593,2025-08-15 15:28:00,North,Economy,completed,6,10
DSP-081594,2025-08-15 15:32:00,Central,Economy,completed,2,7
DSP-081595,2025-08-15 15:36:00,Central,Priority,cancelled,1,
DSP-081596,2025-08-15 15:40:00,North,Economy,completed,11,11
DSP-081597,2025-08-15 15:44:00,Central,Economy,completed,12,10
DSP-081598,2025-08-15 15:48:00,Harbor,Economy,completed,3,14
DSP-081599,2025-08-15 15:52:00,Harbor,Economy,completed,6,13
DSP-081600,2025-08-15 15:56:00,Harbor,Economy,completed,6,13
DSP-081601,2025-08-15 16:00:00,Harbor,Economy,completed,3,20
DSP-081602,2025-08-15 16:04:00,Harbor,Economy,completed,9,15
DSP-081603,2025-08-15 16:08:00,South,Priority,completed,7,13
DSP-081604,2025-08-15 16:12:00,River,Priority,completed,1,18
DSP-081605,2025-08-15 16:16:00,Central,Priority,completed,4,13
DSP-081606,2025-08-15 16:20:00,Central,Economy,completed,8,13
DSP-081607,2025-08-15 16:24:00,Central,Economy,completed,3,10
DSP-081608,2025-08-15 16:28:00,West,Priority,completed,4,21
DSP-081609,2025-08-15 16:32:00,North,Economy,completed,7,16
DSP-081610,2025-08-15 16:36:00,North,Economy,cancelled,2,
DSP-081611,2025-08-15 16:40:00,South,Priority,completed,1,11
DSP-081612,2025-08-15 16:44:00,West,Economy,completed,5,21
DSP-081613,2025-08-15 16:48:00,South,Economy,completed,8,16
DSP-081614,2025-08-15 16:52:00,North,Economy,completed,7,15
DSP-081615,2025-08-15 16:56:00,North,Priority,completed,2,10
DSP-081616,2025-08-15 17:00:00,South,Priority,completed,7,13
DSP-081617,2025-08-15 17:04:00,West,Economy,cancelled,9,
DSP-081618,2025-08-15 17:08:00,South,Economy,completed,7,13
DSP-081619,2025-08-15 17:12:00,West,Economy,completed,1,24
DSP-081620,2025-08-15 17:16:00,River,Economy,completed,7,21
DSP-081621,2025-08-15 17:20:00,River,Priority,completed,1,16
DSP-081622,2025-08-15 17:24:00,West,Priority,completed,1,22
DSP-081623,2025-08-15 17:28:00,South,Economy,completed,5,13
DSP-081624,2025-08-15 17:32:00,South,Economy,completed,7,17
DSP-081625,2025-08-15 17:36:00,Central,Economy,completed,8,12
DSP-081626,2025-08-15 17:40:00,North,Economy,completed,4,16
DSP-081627,2025-08-15 17:44:00,Central,Economy,completed,7,15
DSP-081628,2025-08-15 17:48:00,River,Priority,completed,1,16
DSP-081629,2025-08-15 17:52:00,Central,Economy,completed,8,13
DSP-081630,2025-08-15 17:56:00,South,Economy,completed,5,19
DSP-081631,2025-08-15 18:00:00,West,Economy,completed,6,25
DSP-081632,2025-08-15 18:04:00,West,Priority,completed,8,20
DSP-081633,2025-08-15 18:08:00,Central,Economy,completed,9,19
DSP-081634,2025-08-15 18:12:00,Central,Priority,completed,3,14
DSP-081635,2025-08-15 18:16:00,River,Economy,completed,9,19
DSP-081636,2025-08-15 18:20:00,South,Economy,completed,4,12
DSP-081637,2025-08-15 18:24:00,River,Priority,completed,7,19
DSP-081638,2025-08-15 18:28:00,Central,Economy,completed,10,12
DSP-081639,2025-08-15 18:32:00,North,Priority,completed,5,15
DSP-081640,2025-08-15 18:36:00,Harbor,Priority,completed,6,16
DSP-081641,2025-08-15 18:40:00,West,Economy,completed,9,20
DSP-081642,2025-08-15 18:44:00,South,Economy,completed,2,14
DSP-081643,2025-08-15 18:48:00,South,Economy,completed,3,13
DSP-081644,2025-08-15 18:52:00,North,Priority,completed,6,18
DSP-081645,2025-08-15 18:56:00,West,Economy,completed,6,19
DSP-081646,2025-08-15 19:00:00,North,Priority,completed,6,8
DSP-081647,2025-08-15 19:04:00,West,Priority,completed,2,13
DSP-081648,2025-08-15 19:08:00,South,Priority,completed,2,6
DSP-081649,2025-08-15 19:12:00,North,Priority,completed,2,7
DSP-081650,2025-08-15 19:16:00,Harbor,Economy,completed,7,10
DSP-081651,2025-08-15 19:20:00,South,Economy,completed,12,11
DSP-081652,2025-08-15 19:24:00,West,Economy,completed,9,16
DSP-081653,2025-08-15 19:28:00,River,Economy,completed,11,15
DSP-081654,2025-08-15 19:32:00,West,Economy,completed,8,18
DSP-081655,2025-08-15 19:36:00,Central,Economy,completed,9,10
DSP-081656,2025-08-15 19:40:00,South,Economy,completed,2,7
DSP-081657,2025-08-15 19:44:00,South,Economy,completed,9,10
DSP-081658,2025-08-15 19:48:00,Harbor,Priority,completed,5,7
DSP-081659,2025-08-15 19:52:00,North,Economy,completed,8,10
DSP-081660,2025-08-15 19:56:00,South,Priority,completed,8,7
DSP-081661,2025-08-15 20:00:00,River,Economy,completed,10,13
DSP-081662,2025-08-15 20:04:00,West,Priority,completed,6,14
DSP-081663,2025-08-15 20:08:00,Harbor,Priority,completed,8,10
DSP-081664,2025-08-15 20:12:00,South,Economy,completed,9,10
DSP-081665,2025-08-15 20:16:00,South,Economy,completed,5,8
DSP-081666,2025-08-15 20:20:00,West,Priority,completed,6,15
DSP-081667,2025-08-15 20:24:00,River,Economy,completed,6,13
DSP-081668,2025-08-15 20:28:00,South,Priority,completed,7,7
DSP-081669,2025-08-15 20:32:00,Harbor,Economy,completed,6,13
DSP-081670,2025-08-15 20:36:00,South,Priority,completed,2,10
DSP-081671,2025-08-15 20:40:00,Central,Priority,completed,4,6
DSP-081672,2025-08-15 20:44:00,Harbor,Economy,completed,8,9
DSP-081673,2025-08-15 20:48:00,West,Economy,completed,4,15
DSP-081674,2025-08-15 20:52:00,River,Economy,completed,6,14
DSP-081675,2025-08-15 20:56:00,South,Priority,completed,3,7
DSP-081676,2025-08-15 21:00:00,North,Economy,completed,8,13
DSP-081677,2025-08-15 21:04:00,South,Economy,completed,9,9
DSP-081678,2025-08-15 21:08:00,North,Priority,completed,5,8
DSP-081679,2025-08-15 21:12:00,West,Economy,completed,9,16
DSP-081680,2025-08-15 21:16:00,Central,Economy,completed,4,7
DSP-081681,2025-08-15 21:20:00,River,Priority,completed,2,12
DSP-081682,2025-08-15 21:24:00,West,Priority,completed,9,16
DSP-081683,2025-08-15 21:28:00,Harbor,Priority,completed,8,7
DSP-081684,2025-08-15 21:32:00,Harbor,Economy,completed,6,14
DSP-081685,2025-08-15 21:36:00,River,Priority,completed,8,12
DSP-081686,2025-08-15 21:40:00,West,Economy,completed,2,18
DSP-081687,2025-08-15 21:44:00,River,Priority,completed,1,11
DSP-081688,2025-08-15 21:48:00,West,Priority,completed,9,10
DSP-081689,2025-08-15 21:52:00,West,Economy,completed,3,19
DSP-081690,2025-08-15 21:56:00,Central,Economy,completed,5,12
DSP-081691,2025-08-15 22:00:00,South,Economy,completed,7,10
DSP-081692,2025-08-15 22:04:00,South,Economy,completed,6,7
DSP-081693,2025-08-15 22:08:00,South,Economy,completed,6,9
DSP-081694,2025-08-15 22:12:00,River,Economy,completed,11,15
DSP-081695,2025-08-15 22:16:00,Central,Economy,cancelled,6,
DSP-081696,2025-08-15 22:20:00,North,Priority,completed,1,7
DSP-081697,2025-08-15 22:24:00,North,Economy,completed,2,7
DSP-081698,2025-08-15 22:28:00,West,Priority,completed,4,16
DSP-081699,2025-08-15 22:32:00,North,Economy,cancelled,4,
DSP-081700,2025-08-15 22:36:00,South,Economy,completed,6,10
DSP-081701,2025-08-15 22:40:00,Harbor,Priority,completed,5,11
DSP-081702,2025-08-15 22:44:00,South,Priority,completed,6,6
DSP-081703,2025-08-15 22:48:00,North,Economy,completed,6,8
DSP-081704,2025-08-15 22:52:00,North,Economy,completed,10,9
DSP-081705,2025-08-15 22:56:00,South,Economy,completed,4,7
DSP-081706,2025-08-15 23:00:00,West,Economy,completed,7,16
DSP-081707,2025-08-15 23:04:00,South,Economy,completed,7,7
DSP-081708,2025-08-15 23:08:00,West,Priority,completed,1,14
DSP-081709,2025-08-15 23:12:00,Harbor,Priority,completed,3,9
DSP-081710,2025-08-15 23:16:00,North,Economy,completed,7,11
DSP-081711,2025-08-15 23:20:00,West,Economy,completed,3,14
DSP-081712,2025-08-15 23:24:00,Harbor,Economy,completed,3,11
DSP-081713,2025-08-15 23:28:00,Central,Economy,completed,7,8
DSP-081714,2025-08-15 23:32:00,South,Economy,completed,5,10
DSP-081715,2025-08-15 23:36:00,Central,Priority,completed,4,6
DSP-081716,2025-08-15 23:40:00,River,Economy,cancelled,3,
DSP-081717,2025-08-15 23:44:00,Central,Economy,completed,12,6
DSP-081718,2025-08-15 23:48:00,West,Priority,completed,3,13
DSP-081719,2025-08-15 23:52:00,North,Priority,completed,2,6
DSP-081720,2025-08-15 23:56:00,River,Economy,completed,9,17
DSP-081721,2025-08-16 00:00:00,West,Economy,completed,3,16
DSP-081722,2025-08-16 00:04:00,South,Priority,completed,4,6
DSP-081723,2025-08-16 00:08:00,South,Economy,completed,5,10
DSP-081724,2025-08-16 00:12:00,North,Economy,completed,3,9
DSP-081725,2025-08-16 00:16:00,Central,Priority,completed,9,4
DSP-081726,2025-08-16 00:20:00,Central,Priority,completed,2,8
DSP-081727,2025-08-16 00:24:00,River,Priority,completed,9,10
DSP-081728,2025-08-16 00:28:00,South,Priority,completed,5,6
DSP-081729,2025-08-16 00:32:00,River,Economy,completed,6,14
DSP-081730,2025-08-16 00:36:00,Central,Economy,completed,8,8
DSP-081731,2025-08-16 00:40:00,Central,Economy,completed,5,9
DSP-081732,2025-08-16 00:44:00,North,Priority,completed,9,6
DSP-081733,2025-08-16 00:48:00,Harbor,Priority,completed,6,11
DSP-081734,2025-08-16 00:52:00,Central,Economy,completed,6,8
DSP-081735,2025-08-16 00:56:00,South,Economy,completed,8,8
DSP-081736,2025-08-16 01:00:00,North,Economy,completed,9,10
DSP-081737,2025-08-16 01:04:00,Central,Priority,completed,5,5
DSP-081738,2025-08-16 01:08:00,Central,Priority,completed,7,5
DSP-081739,2025-08-16 01:12:00,South,Economy,completed,2,6
DSP-081740,2025-08-16 01:16:00,Central,Economy,completed,10,9
DSP-081741,2025-08-16 01:20:00,South,Economy,completed,6,7
DSP-081742,2025-08-16 01:24:00,West,Economy,completed,10,19
DSP-081743,2025-08-16 01:28:00,North,Economy,completed,6,12
DSP-081744,2025-08-16 01:32:00,Central,Economy,completed,11,7
DSP-081745,2025-08-16 01:36:00,South,Economy,completed,3,8
DSP-081746,2025-08-16 01:40:00,Central,Economy,completed,4,10
DSP-081747,2025-08-16 01:44:00,River,Priority,completed,3,12
DSP-081748,2025-08-16 01:48:00,North,Economy,completed,8,8
DSP-081749,2025-08-16 01:52:00,Central,Economy,completed,2,7
DSP-081750,2025-08-16 01:56:00,Harbor,Economy,completed,5,15
DSP-081751,2025-08-16 02:00:00,Harbor,Priority,completed,6,10
DSP-081752,2025-08-16 02:04:00,West,Economy,completed,7,15
DSP-081753,2025-08-16 02:08:00,West,Economy,completed,8,16
DSP-081754,2025-08-16 02:12:00,North,Economy,completed,5,8
DSP-081755,2025-08-16 02:16:00,River,Economy,completed,5,18
DSP-081756,2025-08-16 02:20:00,South,Priority,completed,4,7
DSP-081757,2025-08-16 02:24:00,Central,Economy,completed,9,7
DSP-081758,2025-08-16 02:28:00,South,Economy,completed,4,8
DSP-081759,2025-08-16 02:32:00,West,Economy,completed,12,13
DSP-081760,2025-08-16 02:36:00,West,Economy,completed,2,15
DSP-081761,2025-08-16 02:40:00,West,Economy,completed,2,15
DSP-081762,2025-08-16 02:44:00,West,Economy,completed,9,15
DSP-081763,2025-08-16 02:48:00,West,Priority,completed,2,16
DSP-081764,2025-08-16 02:52:00,Central,Economy,completed,11,7
DSP-081765,2025-08-16 02:56:00,Central,Economy,completed,4,7
DSP-081766,2025-08-16 03:00:00,Central,Priority,completed,1,3
DSP-081767,2025-08-16 03:04:00,South,Economy,completed,9,10
DSP-081768,2025-08-16 03:08:00,South,Priority,completed,1,4
DSP-081769,2025-08-16 03:12:00,South,Economy,completed,8,8
DSP-081770,2025-08-16 03:16:00,Harbor,Economy,completed,9,9
DSP-081771,2025-08-16 03:20:00,West,Economy,completed,12,15
DSP-081772,2025-08-16 03:24:00,North,Economy,completed,8,9
DSP-081773,2025-08-16 03:28:00,River,Economy,completed,9,14
DSP-081774,2025-08-16 03:32:00,North,Priority,completed,8,8
DSP-081775,2025-08-16 03:36:00,Harbor,Economy,completed,3,12
DSP-081776,2025-08-16 03:40:00,Harbor,Economy,completed,8,10
DSP-081777,2025-08-16 03:44:00,River,Economy,completed,4,17
DSP-081778,2025-08-16 03:48:00,Central,Economy,completed,7,6
DSP-081779,2025-08-16 03:52:00,Central,Economy,completed,11,8
DSP-081780,2025-08-16 03:56:00,North,Economy,completed,10,9
DSP-081781,2025-08-16 04:00:00,Harbor,Economy,completed,12,12
DSP-081782,2025-08-16 04:04:00,Central,Economy,completed,11,9
DSP-081783,2025-08-16 04:08:00,North,Economy,completed,5,9
DSP-081784,2025-08-16 04:12:00,West,Priority,completed,5,13
DSP-081785,2025-08-16 04:16:00,North,Economy,completed,9,17
DSP-081786,2025-08-16 04:20:00,South,Economy,completed,4,9
DSP-081787,2025-08-16 04:24:00,River,Economy,completed,8,17
DSP-081788,2025-08-16 04:28:00,West,Economy,completed,9,15
DSP-081789,2025-08-16 04:32:00,Harbor,Economy,completed,7,12
DSP-081790,2025-08-16 04:36:00,North,Economy,completed,5,8
DSP-081791,2025-08-16 04:40:00,North,Economy,cancelled,3,
DSP-081792,2025-08-16 04:44:00,Harbor,Economy,completed,7,12
DSP-081793,2025-08-16 04:48:00,Harbor,Economy,completed,9,9
DSP-081794,2025-08-16 04:52:00,West,Priority,completed,8,14
DSP-081795,2025-08-16 04:56:00,Central,Economy,completed,7,7
DSP-081796,2025-08-16 05:00:00,South,Economy,completed,9,12
DSP-081797,2025-08-16 05:04:00,West,Economy,completed,10,14
DSP-081798,2025-08-16 05:08:00,North,Economy,completed,11,12
DSP-081799,2025-08-16 05:12:00,Central,Economy,completed,3,8
DSP-081800,2025-08-16 05:16:00,South,Economy,completed,2,6
DSP-081801,2025-08-16 05:20:00,North,Economy,completed,5,8
DSP-081802,2025-08-16 05:24:00,West,Priority,completed,1,15
DSP-081803,2025-08-16 05:28:00,Harbor,Economy,completed,5,11
DSP-081804,2025-08-16 05:32:00,Central,Priority,completed,8,5
DSP-081805,2025-08-16 05:36:00,Harbor,Priority,completed,2,10
DSP-081806,2025-08-16 05:40:00,North,Priority,completed,1,6
DSP-081807,2025-08-16 05:44:00,Central,Economy,completed,10,8
DSP-081808,2025-08-16 05:48:00,South,Economy,completed,5,9
DSP-081809,2025-08-16 05:52:00,North,Economy,completed,6,10
DSP-081810,2025-08-16 05:56:00,North,Economy,completed,11,11
DSP-081811,2025-08-16 06:00:00,Central,Economy,completed,9,9
DSP-081812,2025-08-16 06:04:00,North,Economy,completed,4,13
DSP-081813,2025-08-16 06:08:00,North,Economy,completed,7,13
DSP-081814,2025-08-16 06:12:00,South,Economy,completed,1,9
DSP-081815,2025-08-16 06:16:00,South,Priority,completed,1,10
DSP-081816,2025-08-16 06:20:00,West,Economy,completed,4,13
DSP-081817,2025-08-16 06:24:00,Harbor,Priority,completed,7,7
DSP-081818,2025-08-16 06:28:00,River,Economy,completed,5,12
DSP-081819,2025-08-16 06:32:00,South,Economy,completed,9,12
DSP-081820,2025-08-16 06:36:00,West,Priority,completed,3,14
DSP-081821,2025-08-16 06:40:00,South,Economy,completed,5,10
DSP-081822,2025-08-16 06:44:00,Harbor,Economy,completed,6,11
DSP-081823,2025-08-16 06:48:00,River,Economy,completed,4,12
DSP-081824,2025-08-16 06:52:00,South,Economy,completed,7,9
DSP-081825,2025-08-16 06:56:00,South,Priority,completed,2,5
DSP-081826,2025-08-16 07:00:00,Central,Economy,completed,10,14
DSP-081827,2025-08-16 07:04:00,South,Economy,completed,4,18
DSP-081828,2025-08-16 07:08:00,North,Priority,completed,7,14
DSP-081829,2025-08-16 07:12:00,South,Economy,completed,5,14
DSP-081830,2025-08-16 07:16:00,South,Economy,completed,3,13
DSP-081831,2025-08-16 07:20:00,South,Economy,completed,1,15
DSP-081832,2025-08-16 07:24:00,South,Economy,completed,8,16
DSP-081833,2025-08-16 07:28:00,Harbor,Economy,completed,9,22
DSP-081834,2025-08-16 07:32:00,South,Economy,completed,3,13
DSP-081835,2025-08-16 07:36:00,West,Priority,completed,3,19
DSP-081836,2025-08-16 07:40:00,West,Priority,completed,7,20
DSP-081837,2025-08-16 07:44:00,Central,Economy,completed,6,12
DSP-081838,2025-08-16 07:48:00,West,Economy,cancelled,6,
DSP-081839,2025-08-16 07:52:00,Central,Economy,completed,3,11
DSP-081840,2025-08-16 07:56:00,River,Economy,completed,6,18
DSP-081841,2025-08-16 08:00:00,Harbor,Priority,completed,6,14
DSP-081842,2025-08-16 08:04:00,South,Priority,completed,4,11
DSP-081843,2025-08-16 08:08:00,South,Priority,completed,3,13
DSP-081844,2025-08-16 08:12:00,Harbor,Economy,completed,5,17
DSP-081845,2025-08-16 08:16:00,West,Economy,completed,3,25
DSP-081846,2025-08-16 08:20:00,West,Economy,completed,8,23
DSP-081847,2025-08-16 08:24:00,Harbor,Economy,completed,6,15
DSP-081848,2025-08-16 08:28:00,North,Priority,completed,3,15
DSP-081849,2025-08-16 08:32:00,North,Economy,completed,9,18
DSP-081850,2025-08-16 08:36:00,Harbor,Economy,completed,1,20
DSP-081851,2025-08-16 08:40:00,North,Priority,completed,3,15
DSP-081852,2025-08-16 08:44:00,North,Priority,completed,5,14
DSP-081853,2025-08-16 08:48:00,North,Economy,completed,10,16
DSP-081854,2025-08-16 08:52:00,South,Economy,completed,3,16
DSP-081855,2025-08-16 08:56:00,South,Priority,completed,8,13
DSP-081856,2025-08-16 09:00:00,Central,Economy,completed,5,14
DSP-081857,2025-08-16 09:04:00,South,Priority,completed,8,17
DSP-081858,2025-08-16 09:08:00,West,Economy,completed,8,24
DSP-081859,2025-08-16 09:12:00,West,Priority,completed,8,20
DSP-081860,2025-08-16 09:16:00,West,Priority,completed,5,20
DSP-081861,2025-08-16 09:20:00,West,Economy,completed,6,19
DSP-081862,2025-08-16 09:24:00,Central,Priority,completed,7,13
DSP-081863,2025-08-16 09:28:00,North,Economy,completed,10,16
DSP-081864,2025-08-16 09:32:00,North,Economy,completed,6,15
DSP-081865,2025-08-16 09:36:00,Central,Economy,completed,9,14
DSP-081866,2025-08-16 09:40:00,South,Economy,completed,10,16
DSP-081867,2025-08-16 09:44:00,North,Economy,completed,10,16
DSP-081868,2025-08-16 09:48:00,West,Economy,completed,5,20
DSP-081869,2025-08-16 09:52:00,Harbor,Priority,completed,5,17
DSP-081870,2025-08-16 09:56:00,River,Economy,cancelled,7,
DSP-081871,2025-08-16 10:00:00,West,Priority,completed,8,14
DSP-081872,2025-08-16 10:04:00,Central,Priority,completed,7,5
DSP-081873,2025-08-16 10:08:00,Central,Economy,completed,12,9
DSP-081874,2025-08-16 10:12:00,River,Economy,cancelled,10,
DSP-081875,2025-08-16 10:16:00,North,Economy,completed,1,10
DSP-081876,2025-08-16 10:20:00,River,Priority,completed,9,14
DSP-081877,2025-08-16 10:24:00,North,Economy,cancelled,8,
DSP-081878,2025-08-16 10:28:00,West,Economy,completed,9,13
DSP-081879,2025-08-16 10:32:00,West,Priority,completed,5,11
DSP-081880,2025-08-16 10:36:00,North,Economy,completed,1,14
DSP-081881,2025-08-16 10:40:00,Central,Economy,completed,5,7
DSP-081882,2025-08-16 10:44:00,South,Priority,completed,5,9
DSP-081883,2025-08-16 10:48:00,North,Economy,completed,6,12
DSP-081884,2025-08-16 10:52:00,West,Economy,completed,8,20
DSP-081885,2025-08-16 10:56:00,South,Priority,completed,1,5
DSP-081886,2025-08-16 11:00:00,North,Economy,completed,6,10
DSP-081887,2025-08-16 11:04:00,Harbor,Economy,completed,9,10
DSP-081888,2025-08-16 11:08:00,North,Priority,completed,9,6
DSP-081889,2025-08-16 11:12:00,Central,Economy,completed,12,8
DSP-081890,2025-08-16 11:16:00,North,Economy,completed,6,9
DSP-081891,2025-08-16 11:20:00,North,Economy,completed,4,9
DSP-081892,2025-08-16 11:24:00,West,Economy,completed,8,18
DSP-081893,2025-08-16 11:28:00,Central,Priority,completed,8,5
DSP-081894,2025-08-16 11:32:00,Central,Economy,completed,11,8
DSP-081895,2025-08-16 11:36:00,West,Economy,completed,1,16
DSP-081896,2025-08-16 11:40:00,South,Economy,cancelled,8,
DSP-081897,2025-08-16 11:44:00,North,Economy,completed,10,8
DSP-081898,2025-08-16 11:48:00,South,Priority,completed,4,5
DSP-081899,2025-08-16 11:52:00,North,Priority,completed,3,9
DSP-081900,2025-08-16 11:56:00,Central,Economy,completed,6,4
DSP-081901,2025-08-16 12:00:00,North,Economy,completed,8,9
DSP-081902,2025-08-16 12:04:00,North,Economy,completed,10,12
DSP-081903,2025-08-16 12:08:00,South,Economy,completed,7,8
DSP-081904,2025-08-16 12:12:00,Central,Priority,completed,7,7
DSP-081905,2025-08-16 12:16:00,South,Priority,cancelled,3,
DSP-081906,2025-08-16 12:20:00,West,Priority,completed,1,14
DSP-081907,2025-08-16 12:24:00,Central,Priority,completed,8,9
DSP-081908,2025-08-16 12:28:00,Central,Economy,completed,7,12
DSP-081909,2025-08-16 12:32:00,River,Economy,completed,11,12
DSP-081910,2025-08-16 12:36:00,South,Economy,completed,6,8
DSP-081911,2025-08-16 12:40:00,River,Priority,completed,3,11
DSP-081912,2025-08-16 12:44:00,South,Economy,completed,5,11
