sequence_id,split,step,temperature_c,door_open,vibration_g,risk_label,event_step
room_0669,train,10,3.709,0,0.169,1,6
room_0669,train,11,4.578,1,0.155,1,6
room_0669,train,12,3.946,0,0.279,1,6
room_0670,train,0,3.884,0,0.15,1,10
room_0670,train,1,4.758,0,0.095,1,10
room_0670,train,2,4.575,0,0.164,1,10
room_0670,train,3,4.138,0,0.177,1,10
room_0670,train,4,4.746,0,0.28,1,10
room_0670,train,5,5.195,0,0.245,1,10
room_0670,train,6,3.478,0,0.239,1,10
room_0670,train,7,4.622,0,0.209,1,10
room_0670,train,8,3.604,0,0.207,1,10
room_0670,train,9,4.175,0,0.195,1,10
room_0670,train,10,9.514,1,0.897,1,10
room_0670,train,11,5.04,0,0.181,1,10
room_0670,train,12,3.607,0,0.146,1,10
room_0670,train,13,3.742,0,0.192,1,10
room_0670,train,14,3.999,0,0.217,1,10
room_0670,train,15,4.51,0,0.211,1,10
room_0671,train,0,4.451,0,0.295,1,9
room_0671,train,1,4.138,0,0.166,1,9
room_0671,train,2,4.457,0,0.07,1,9
room_0671,train,3,3.673,0,0.216,1,9
room_0671,train,4,4.154,1,0.174,1,9
room_0671,train,5,3.138,0,0.217,1,9
room_0671,train,6,4.434,0,0.253,1,9
room_0671,train,7,3.649,0,0.174,1,9
room_0671,train,8,4.225,0,0.217,1,9
room_0671,train,9,9.849,1,0.764,1,9
room_0671,train,10,3.53,0,0.151,1,9
room_0671,train,11,4.872,0,0.189,1,9
room_0671,train,12,3.478,0,0.2,1,9
room_0671,train,13,4.65,1,0.249,1,9
room_0671,train,14,4.776,0,0.099,1,9
room_0672,train,0,3.874,0,0.286,1,2
room_0672,train,1,3.786,0,0.087,1,2
room_0672,train,2,10.524,1,0.746,1,2
room_0672,train,3,3.756,0,0.213,1,2
room_0672,train,4,4.315,0,0.197,1,2
room_0672,train,5,3.525,1,0.231,1,2
room_0672,train,6,4.072,0,0.184,1,2
room_0672,train,7,4.211,0,0.14,1,2
room_0672,train,8,4.948,0,0.171,1,2
room_0672,train,9,4.263,0,0.272,1,2
room_0673,train,0,4.489,0,0.195,1,7
room_0673,train,1,3.758,0,0.192,1,7
room_0673,train,2,3.989,0,0.138,1,7
room_0673,train,3,4.456,0,0.24,1,7
room_0673,train,4,5.026,0,0.185,1,7
room_0673,train,5,4.307,0,0.144,1,7
room_0673,train,6,3.58,0,0.253,1,7
room_0673,train,7,10.591,1,0.754,1,7
room_0673,train,8,4.452,0,0.121,1,7
room_0673,train,9,2.982,0,0.209,1,7
room_0673,train,10,4.145,0,0.202,1,7
room_0673,train,11,4.054,0,0.176,1,7
room_0673,train,12,3.715,0,0.232,1,7
room_0673,train,13,4.509,0,0.276,1,7
room_0673,train,14,3.866,1,0.216,1,7
room_0673,train,15,3.631,0,0.256,1,7
room_0674,train,0,3.904,0,0.134,1,1
room_0674,train,1,9.174,1,0.799,1,1
room_0674,train,2,4.255,0,0.167,1,1
room_0674,train,3,4.546,0,0.262,1,1
room_0674,train,4,3.547,0,0.163,1,1
room_0674,train,5,4.141,0,0.21,1,1
room_0674,train,6,3.812,0,0.3,1,1
room_0674,train,7,3.67,0,0.185,1,1
room_0675,test,0,3.739,0,0.174,0,-1
room_0675,test,1,10.43,0,0.213,0,-1
room_0675,test,2,3.171,0,0.186,0,-1
room_0675,test,3,3.739,0,0.216,0,-1
room_0675,test,4,4.616,0,0.228,0,-1
room_0675,test,5,3.57,0,0.207,0,-1
room_0675,test,6,3.909,0,0.164,0,-1
room_0675,test,7,3.457,0,0.209,0,-1
room_0676,test,0,3.518,1,0.169,0,-1
room_0676,test,1,4.319,0,0.17,0,-1
room_0676,test,2,3.585,0,0.19,0,-1
room_0676,test,3,3.737,1,0.777,0,-1
room_0676,test,4,4.132,0,0.229,0,-1
room_0676,test,5,3.976,0,0.231,0,-1
room_0676,test,6,3.773,0,0.119,0,-1
room_0676,test,7,4.095,0,0.191,0,-1
room_0677,train,0,4.019,0,0.235,0,-1
room_0677,train,1,4.032,0,0.173,0,-1
room_0677,train,2,4.198,0,0.142,0,-1
room_0677,train,3,3.659,0,0.205,0,-1
room_0677,train,4,3.013,0,0.172,0,-1
room_0677,train,5,4.05,0,0.129,0,-1
room_0677,train,6,3.669,0,0.208,0,-1
room_0677,train,7,3.839,0,0.136,0,-1
room_0677,train,8,4.302,0,0.193,0,-1
room_0677,train,9,4.382,0,0.244,0,-1
room_0677,train,10,4.636,0,0.174,0,-1
room_0677,train,11,4.101,0,0.244,0,-1
room_0678,train,0,4.097,1,0.217,1,1
room_0678,train,1,9.539,1,0.87,1,1
room_0678,train,2,4.211,0,0.168,1,1
room_0678,train,3,4.302,0,0.134,1,1
room_0678,train,4,3.691,0,0.17,1,1
room_0678,train,5,4.068,0,0.298,1,1
room_0678,train,6,3.942,0,0.188,1,1
room_0678,train,7,4.944,1,0.139,1,1
room_0678,train,8,4.226,0,0.134,1,1
room_0678,train,9,4.269,0,0.256,1,1
room_0678,train,10,3.384,0,0.193,1,1
room_0678,train,11,4.033,0,0.169,1,1
room_0678,train,12,3.645,0,0.273,1,1
room_0678,train,13,4.099,0,0.238,1,1
room_0679,train,0,4.32,0,0.219,0,-1
room_0679,train,1,4.168,1,0.857,0,-1
room_0679,train,2,3.426,0,0.192,0,-1
room_0679,train,3,4.402,0,0.243,0,-1
room_0679,train,4,3.49,0,0.225,0,-1
room_0679,train,5,4.079,0,0.155,0,-1
room_0679,train,6,3.692,0,0.214,0,-1
room_0679,train,7,3.905,0,0.178,0,-1
room_0679,train,8,4.204,0,0.271,0,-1
room_0679,train,9,4.88,0,0.257,0,-1
room_0679,train,10,3.494,1,0.199,0,-1
room_0679,train,11,3.14,0,0.276,0,-1
room_0679,train,12,3.73,0,0.225,0,-1
room_0680,train,0,3.745,0,0.181,0,-1
room_0680,train,1,4.329,0,0.176,0,-1
room_0680,train,2,4.121,0,0.234,0,-1
room_0680,train,3,3.751,0,0.277,0,-1
room_0680,train,4,3.724,0,0.186,0,-1
room_0680,train,5,3.605,0,0.164,0,-1
room_0680,train,6,3.967,0,0.234,0,-1
room_0680,train,7,3.629,0,0.252,0,-1
room_0680,train,8,4.453,0,0.207,0,-1
room_0680,train,9,5.041,0,0.201,0,-1
room_0680,train,10,3.809,0,0.236,0,-1
room_0680,train,11,4.503,0,0.257,0,-1
room_0680,train,12,3.388,0,0.178,0,-1
room_0680,train,13,3.94,0,0.208,0,-1
room_0681,train,0,3.708,0,0.224,1,1
room_0681,train,1,10.314,1,0.847,1,1
room_0681,train,2,3.61,0,0.117,1,1
room_0681,train,3,4.57,0,0.148,1,1
room_0681,train,4,4.461,0,0.263,1,1
room_0681,train,5,3.813,0,0.228,1,1
room_0681,train,6,4.677,0,0.091,1,1
room_0681,train,7,3.891,0,0.193,1,1
room_0681,train,8,3.936,0,0.164,1,1
room_0681,train,9,3.92,0,0.179,1,1
room_0682,train,0,3.71,0,0.254,0,-1
room_0682,train,1,4.02,0,0.22,0,-1
room_0682,train,2,3.774,0,0.167,0,-1
room_0682,train,3,4.03,0,0.128,0,-1
room_0682,train,4,3.542,0,0.23,0,-1
room_0682,train,5,4.0,0,0.159,0,-1
room_0682,train,6,3.998,0,0.191,0,-1
room_0682,train,7,4.932,0,0.259,0,-1
room_0682,train,8,3.883,0,0.2,0,-1
room_0682,train,9,3.976,0,0.253,0,-1
room_0682,train,10,4.293,1,0.95,0,-1
room_0682,train,11,4.357,0,0.193,0,-1
room_0682,train,12,4.653,0,0.15,0,-1
room_0682,train,13,3.902,0,0.232,0,-1
room_0682,train,14,3.905,0,0.256,0,-1
room_0682,train,15,4.06,0,0.223,0,-1
room_0682,train,16,4.618,0,0.234,0,-1
room_0682,train,17,3.867,0,0.119,0,-1
room_0683,train,0,4.272,0,0.173,0,-1
room_0683,train,1,4.237,0,0.19,0,-1
room_0683,train,2,3.44,0,0.202,0,-1
room_0683,train,3,4.435,0,0.191,0,-1
room_0683,train,4,3.721,0,0.274,0,-1
room_0683,train,5,4.083,0,0.248,0,-1
room_0683,train,6,4.221,0,0.231,0,-1
room_0683,train,7,3.82,0,0.169,0,-1
room_0684,train,0,4.374,0,0.204,0,-1
room_0684,train,1,3.706,1,0.119,0,-1
room_0684,train,2,4.274,0,0.18,0,-1
room_0684,train,3,4.02,0,0.132,0,-1
room_0684,train,4,3.506,0,0.243,0,-1
room_0684,train,5,3.92,0,0.259,0,-1
room_0684,train,6,3.948,0,0.237,0,-1
room_0684,train,7,10.927,0,0.223,0,-1
room_0684,train,8,4.702,0,0.179,0,-1
room_0684,train,9,3.605,0,0.171,0,-1
room_0684,train,10,4.056,0,0.182,0,-1
room_0684,train,11,3.883,0,0.207,0,-1
room_0684,train,12,4.235,0,0.285,0,-1
room_0684,train,13,3.994,0,0.189,0,-1
room_0684,train,14,4.259,0,0.202,0,-1
room_0684,train,15,3.939,0,0.228,0,-1
room_0684,train,16,5.159,0,0.17,0,-1
room_0684,train,17,3.825,0,0.212,0,-1
room_0685,train,0,3.422,0,0.225,0,-1
room_0685,train,1,4.407,0,0.217,0,-1
room_0685,train,2,4.267,0,0.24,0,-1
room_0685,train,3,4.286,1,0.177,0,-1
room_0685,train,4,3.747,1,0.157,0,-1
room_0685,train,5,3.783,0,0.21,0,-1
room_0685,train,6,3.787,1,0.876,0,-1
room_0685,train,7,4.009,0,0.279,0,-1
room_0685,train,8,3.513,0,0.163,0,-1
room_0685,train,9,3.851,0,0.246,0,-1
room_0685,train,10,3.801,1,0.263,0,-1
room_0685,train,11,4.077,0,0.239,0,-1
room_0685,train,12,3.934,0,0.145,0,-1
room_0686,train,0,4.515,0,0.149,0,-1
room_0686,train,1,3.7,0,0.166,0,-1
room_0686,train,2,4.95,0,0.163,0,-1
room_0686,train,3,4.574,1,0.175,0,-1
room_0686,train,4,2.883,0,0.163,0,-1
room_0686,train,5,4.163,1,0.229,0,-1
room_0686,train,6,4.554,1,0.173,0,-1
room_0686,train,7,4.334,0,0.201,0,-1
room_0686,train,8,4.016,0,0.166,0,-1
room_0686,train,9,4.219,0,0.089,0,-1
room_0686,train,10,4.301,0,0.228,0,-1
room_0687,test,0,3.681,1,0.27,1,11
room_0687,test,1,2.814,1,0.283,1,11
room_0687,test,2,3.86,0,0.3,1,11
room_0687,test,3,4.111,0,0.227,1,11
room_0687,test,4,4.677,0,0.207,1,11
room_0687,test,5,3.979,0,0.171,1,11
room_0687,test,6,3.558,0,0.163,1,11
room_0687,test,7,4.331,1,0.235,1,11
room_0687,test,8,3.895,0,0.124,1,11
room_0687,test,9,3.524,0,0.154,1,11
room_0687,test,10,4.379,0,0.214,1,11
room_0687,test,11,9.521,1,0.931,1,11
room_0687,test,12,3.455,1,0.229,1,11
room_0687,test,13,4.251,0,0.153,1,11
room_0687,test,14,3.405,0,0.182,1,11
room_0687,test,15,3.364,0,0.261,1,11
room_0687,test,16,3.947,0,0.275,1,11
room_0687,test,17,4.314,0,0.183,1,11
room_0688,train,0,3.431,0,0.253,1,5
room_0688,train,1,4.332,0,0.146,1,5
room_0688,train,2,3.942,0,0.246,1,5
room_0688,train,3,4.498,0,0.155,1,5
room_0688,train,4,3.959,0,0.173,1,5
room_0688,train,5,9.946,1,0.932,1,5
room_0688,train,6,3.279,0,0.264,1,5
room_0688,train,7,4.377,0,0.16,1,5
room_0688,train,8,3.48,0,0.144,1,5
room_0688,train,9,5.553,0,0.128,1,5
room_0688,train,10,4.373,0,0.092,1,5
room_0688,train,11,4.31,0,0.168,1,5
room_0688,train,12,4.068,0,0.208,1,5
room_0688,train,13,4.451,1,0.191,1,5
room_0688,train,14,3.838,0,0.251,1,5
room_0688,train,15,3.716,0,0.273,1,5
room_0689,train,0,4.107,0,0.252,0,-1
room_0689,train,1,4.484,0,0.291,0,-1
room_0689,train,2,3.694,0,0.179,0,-1
room_0689,train,3,5.108,0,0.236,0,-1
room_0689,train,4,3.117,0,0.227,0,-1
room_0689,train,5,3.768,0,0.197,0,-1
room_0689,train,6,4.255,0,0.177,0,-1
room_0689,train,7,3.231,0,0.18,0,-1
room_0689,train,8,4.597,0,0.189,0,-1
room_0689,train,9,3.175,0,0.196,0,-1
room_0689,train,10,4.528,0,0.146,0,-1
room_0689,train,11,3.945,0,0.184,0,-1
room_0689,train,12,4.134,0,0.137,0,-1
room_0690,train,0,4.133,0,0.174,0,-1
room_0690,train,1,3.276,0,0.146,0,-1
room_0690,train,2,3.994,0,0.176,0,-1
room_0690,train,3,4.059,0,0.205,0,-1
room_0690,train,4,3.643,1,0.121,0,-1
room_0690,train,5,3.73,0,0.252,0,-1
room_0690,train,6,4.059,0,0.298,0,-1
room_0690,train,7,3.856,0,0.206,0,-1
room_0690,train,8,3.447,0,0.206,0,-1
room_0690,train,9,4.092,0,0.223,0,-1
room_0690,train,10,4.426,0,0.168,0,-1
room_0690,train,11,3.506,0,0.174,0,-1
room_0690,train,12,10.31,0,0.237,0,-1
room_0690,train,13,3.988,0,0.261,0,-1
room_0690,train,14,4.141,0,0.318,0,-1
room_0690,train,15,4.166,0,0.168,0,-1
room_0690,train,16,3.676,0,0.227,0,-1
room_0691,train,0,3.69,0,0.186,0,-1
room_0691,train,1,4.114,0,0.171,0,-1
room_0691,train,2,3.736,0,0.195,0,-1
room_0691,train,3,4.402,0,0.19,0,-1
room_0691,train,4,3.703,0,0.143,0,-1
room_0691,train,5,4.363,0,0.146,0,-1
room_0691,train,6,4.329,0,0.189,0,-1
room_0691,train,7,4.447,1,0.902,0,-1
room_0691,train,8,4.202,0,0.175,0,-1
room_0691,train,9,3.248,0,0.134,0,-1
room_0691,train,10,4.183,0,0.192,0,-1
room_0691,train,11,3.249,0,0.214,0,-1
room_0691,train,12,4.05,0,0.196,0,-1
room_0692,train,0,3.611,0,0.108,0,-1
room_0692,train,1,4.032,0,0.192,0,-1
room_0692,train,2,4.172,0,0.201,0,-1
room_0692,train,3,4.729,0,0.219,0,-1
room_0692,train,4,4.359,0,0.226,0,-1
room_0692,train,5,4.564,0,0.244,0,-1
room_0692,train,6,3.765,0,0.245,0,-1
room_0692,train,7,4.423,0,0.265,0,-1
room_0692,train,8,3.79,0,0.263,0,-1
room_0692,train,9,4.218,0,0.255,0,-1
room_0692,train,10,4.469,0,0.153,0,-1
room_0692,train,11,4.284,0,0.233,0,-1
room_0693,train,0,4.524,0,0.205,1,1
room_0693,train,1,9.47,1,0.837,1,1
room_0693,train,2,3.147,1,0.216,1,1
room_0693,train,3,4.436,0,0.147,1,1
room_0693,train,4,3.413,0,0.255,1,1
room_0693,train,5,3.963,1,0.143,1,1
room_0693,train,6,3.319,0,0.167,1,1
room_0693,train,7,4.13,0,0.177,1,1
room_0694,train,0,4.784,0,0.241,0,-1
room_0694,train,1,3.239,0,0.236,0,-1
room_0694,train,2,4.426,0,0.271,0,-1
room_0694,train,3,4.099,0,0.235,0,-1
room_0694,train,4,3.274,0,0.134,0,-1
room_0694,train,5,3.324,0,0.189,0,-1
room_0694,train,6,4.781,0,0.236,0,-1
room_0694,train,7,4.409,0,0.118,0,-1
room_0694,train,8,3.234,0,0.071,0,-1
room_0694,train,9,4.075,1,0.794,0,-1
room_0694,train,10,3.881,0,0.266,0,-1
room_0694,train,11,3.859,0,0.173,0,-1
room_0694,train,12,4.042,0,0.114,0,-1
room_0694,train,13,3.965,0,0.247,0,-1
room_0694,train,14,3.837,0,0.173,0,-1
room_0694,train,15,4.305,0,0.261,0,-1
room_0694,train,16,3.71,0,0.254,0,-1
room_0694,train,17,4.191,0,0.195,0,-1
room_0695,train,0,4.253,0,0.267,1,11
room_0695,train,1,3.555,0,0.134,1,11
room_0695,train,2,3.74,0,0.24,1,11
room_0695,train,3,4.528,0,0.178,1,11
room_0695,train,4,4.721,0,0.179,1,11
room_0695,train,5,4.577,0,0.208,1,11
room_0695,train,6,4.413,0,0.253,1,11
room_0695,train,7,3.826,0,0.211,1,11
room_0695,train,8,4.161,0,0.187,1,11
room_0695,train,9,3.173,0,0.194,1,11
room_0695,train,10,3.843,0,0.176,1,11
room_0695,train,11,10.863,1,0.806,1,11
room_0695,train,12,4.017,0,0.244,1,11
room_0695,train,13,3.882,0,0.182,1,11
room_0695,train,14,4.371,0,0.168,1,11
room_0695,train,15,4.125,0,0.201,1,11
room_0695,train,16,3.835,0,0.221,1,11
room_0695,train,17,3.905,0,0.161,1,11
room_0696,train,0,4.124,0,0.134,1,1
room_0696,train,1,9.593,1,0.89,1,1
room_0696,train,2,4.108,0,0.211,1,1
room_0696,train,3,3.997,0,0.11,1,1
room_0696,train,4,4.356,0,0.154,1,1
room_0696,train,5,4.006,0,0.147,1,1
room_0696,train,6,4.454,0,0.204,1,1
room_0696,train,7,4.299,0,0.247,1,1
room_0696,train,8,3.794,0,0.134,1,1
room_0696,train,9,3.328,0,0.175,1,1
room_0696,train,10,4.823,0,0.206,1,1
room_0697,train,0,4.136,0,0.167,0,-1
room_0697,train,1,4.584,0,0.168,0,-1
room_0697,train,2,4.286,1,0.743,0,-1
room_0697,train,3,4.377,0,0.21,0,-1
room_0697,train,4,4.07,0,0.242,0,-1
room_0697,train,5,4.095,0,0.161,0,-1
room_0697,train,6,4.659,0,0.232,0,-1
room_0697,train,7,3.167,0,0.356,0,-1
room_0698,train,0,3.939,0,0.126,1,11
room_0698,train,1,3.725,0,0.201,1,11
room_0698,train,2,4.299,0,0.19,1,11
room_0698,train,3,4.045,0,0.212,1,11
room_0698,train,4,4.267,0,0.235,1,11
room_0698,train,5,3.837,0,0.109,1,11
room_0698,train,6,4.026,0,0.102,1,11
room_0698,train,7,3.802,0,0.166,1,11
room_0698,train,8,4.491,0,0.263,1,11
room_0698,train,9,3.491,1,0.174,1,11
room_0698,train,10,4.225,1,0.218,1,11
room_0698,train,11,10.582,1,0.775,1,11
room_0698,train,12,3.866,0,0.186,1,11
room_0698,train,13,3.977,0,0.203,1,11
room_0698,train,14,4.159,0,0.141,1,11
room_0698,train,15,3.594,0,0.125,1,11
room_0698,train,16,3.635,0,0.183,1,11
room_0699,train,0,3.662,1,0.191,1,6
room_0699,train,1,4.504,0,0.254,1,6
room_0699,train,2,3.676,0,0.194,1,6
room_0699,train,3,3.835,0,0.205,1,6
room_0699,train,4,4.309,0,0.201,1,6
room_0699,train,5,4.132,0,0.157,1,6
room_0699,train,6,9.245,1,0.851,1,6
room_0699,train,7,4.3,0,0.179,1,6
room_0699,train,8,4.346,0,0.155,1,6
room_0699,train,9,3.787,1,0.15,1,6
room_0699,train,10,3.859,0,0.271,1,6
room_0699,train,11,4.177,0,0.122,1,6
room_0699,train,12,4.554,0,0.16,1,6
room_0699,train,13,3.902,0,0.206,1,6
room_0699,train,14,3.644,0,0.283,1,6
room_0699,train,15,4.362,0,0.191,1,6
room_0700,train,0,4.172,0,0.209,0,-1
room_0700,train,1,4.605,0,0.232,0,-1
room_0700,train,2,3.003,0,0.228,0,-1
room_0700,train,3,4.329,1,0.919,0,-1
room_0700,train,4,3.505,0,0.288,0,-1
room_0700,train,5,3.841,0,0.202,0,-1
room_0700,train,6,3.634,0,0.184,0,-1
room_0700,train,7,3.751,0,0.176,0,-1
room_0701,train,0,3.309,0,0.233,1,3
room_0701,train,1,3.081,0,0.205,1,3
room_0701,train,2,4.766,0,0.216,1,3
room_0701,train,3,10.615,1,0.774,1,3
room_0701,train,4,4.27,0,0.209,1,3
room_0701,train,5,4.145,0,0.256,1,3
room_0701,train,6,3.852,0,0.249,1,3
room_0701,train,7,3.711,1,0.268,1,3
room_0701,train,8,3.74,0,0.21,1,3
room_0702,train,0,4.89,0,0.237,0,-1
room_0702,train,1,3.451,0,0.286,0,-1
room_0702,train,2,3.737,0,0.248,0,-1
room_0702,train,3,3.832,0,0.209,0,-1
room_0702,train,4,3.631,0,0.208,0,-1
room_0702,train,5,3.468,0,0.136,0,-1
room_0702,train,6,4.062,0,0.151,0,-1
room_0702,train,7,4.716,0,0.111,0,-1
room_0702,train,8,4.376,0,0.229,0,-1
room_0702,train,9,3.516,0,0.198,0,-1
room_0702,train,10,3.701,0,0.287,0,-1
room_0702,train,11,3.492,0,0.158,0,-1
room_0702,train,12,4.021,0,0.231,0,-1
room_0702,train,13,3.904,0,0.183,0,-1
room_0702,train,14,3.687,0,0.236,0,-1
room_0702,train,15,3.418,0,0.18,0,-1
room_0702,train,16,10.475,0,0.217,0,-1
room_0702,train,17,2.874,0,0.205,0,-1
room_0703,train,0,3.867,1,0.251,0,-1
room_0703,train,1,3.185,0,0.2,0,-1
room_0703,train,2,4.29,1,0.202,0,-1
room_0703,train,3,4.834,0,0.193,0,-1
room_0703,train,4,4.905,1,0.159,0,-1
room_0703,train,5,4.42,1,0.879,0,-1
room_0703,train,6,3.817,0,0.163,0,-1
room_0703,train,7,4.497,0,0.247,0,-1
room_0703,train,8,3.612,0,0.201,0,-1
room_0704,train,0,3.768,0,0.203,0,-1
room_0704,train,1,4.426,0,0.236,0,-1
room_0704,train,2,3.911,0,0.213,0,-1
room_0704,train,3,4.095,1,0.232,0,-1
room_0704,train,4,4.626,0,0.167,0,-1
room_0704,train,5,4.823,0,0.211,0,-1
room_0704,train,6,4.035,0,0.104,0,-1
room_0704,train,7,4.545,0,0.225,0,-1
room_0704,train,8,4.711,0,0.263,0,-1
room_0704,train,9,3.832,0,0.217,0,-1
room_0704,train,10,3.746,0,0.179,0,-1
room_0704,train,11,4.361,0,0.132,0,-1
room_0704,train,12,4.182,0,0.197,0,-1
room_0704,train,13,3.795,0,0.226,0,-1
room_0704,train,14,3.77,0,0.176,0,-1
room_0704,train,15,4.653,1,0.186,0,-1
room_0704,train,16,3.863,0,0.191,0,-1
room_0705,train,0,3.826,0,0.187,1,7
room_0705,train,1,3.625,0,0.213,1,7
room_0705,train,2,4.462,0,0.174,1,7
room_0705,train,3,3.867,0,0.148,1,7
room_0705,train,4,4.009,0,0.235,1,7
room_0705,train,5,4.105,0,0.228,1,7
room_0705,train,6,3.934,1,0.157,1,7
room_0705,train,7,10.373,1,0.817,1,7
room_0705,train,8,4.377,0,0.173,1,7
room_0705,train,9,3.908,0,0.193,1,7
room_0705,train,10,3.814,0,0.245,1,7
room_0706,train,0,4.099,0,0.19,1,1
room_0706,train,1,9.044,1,0.849,1,1
room_0706,train,2,3.832,0,0.188,1,1
room_0706,train,3,3.554,0,0.143,1,1
room_0706,train,4,3.82,0,0.226,1,1
room_0706,train,5,4.425,0,0.18,1,1
room_0706,train,6,4.182,0,0.127,1,1
room_0706,train,7,3.485,0,0.243,1,1
room_0707,train,0,3.871,0,0.277,1,8
room_0707,train,1,3.367,0,0.21,1,8
room_0707,train,2,4.563,0,0.251,1,8
room_0707,train,3,3.931,0,0.13,1,8
room_0707,train,4,3.621,0,0.16,1,8
room_0707,train,5,4.4,0,0.235,1,8
room_0707,train,6,4.21,0,0.159,1,8
room_0707,train,7,3.94,0,0.123,1,8
room_0707,train,8,10.623,1,0.789,1,8
room_0707,train,9,3.949,1,0.167,1,8
room_0707,train,10,3.786,0,0.202,1,8
room_0707,train,11,4.587,0,0.209,1,8
room_0707,train,12,3.708,0,0.252,1,8
room_0708,train,0,4.412,0,0.259,1,4
room_0708,train,1,4.558,0,0.245,1,4
room_0708,train,2,4.357,0,0.09,1,4
room_0708,train,3,3.493,0,0.179,1,4
room_0708,train,4,10.439,1,0.806,1,4
room_0708,train,5,3.818,1,0.264,1,4
room_0708,train,6,3.769,0,0.175,1,4
room_0708,train,7,4.108,0,0.133,1,4
room_0708,train,8,4.067,0,0.25,1,4
room_0708,train,9,4.424,0,0.258,1,4
room_0709,test,0,4.212,0,0.148,0,-1
room_0709,test,1,4.298,0,0.142,0,-1
room_0709,test,2,4.458,1,0.757,0,-1
room_0709,test,3,3.468,0,0.312,0,-1
room_0709,test,4,3.818,0,0.242,0,-1
room_0709,test,5,3.508,0,0.183,0,-1
room_0709,test,6,4.455,0,0.146,0,-1
room_0709,test,7,3.918,0,0.181,0,-1
room_0709,test,8,4.125,0,0.229,0,-1
room_0709,test,9,3.693,1,0.144,0,-1
room_0709,test,10,4.426,0,0.173,0,-1
room_0709,test,11,3.794,0,0.245,0,-1
room_0709,test,12,4.302,0,0.215,0,-1
room_0709,test,13,4.14,0,0.183,0,-1
room_0709,test,14,3.566,0,0.194,0,-1
room_0710,test,0,2.857,0,0.2,1,6
room_0710,test,1,3.972,0,0.142,1,6
room_0710,test,2,4.013,0,0.21,1,6
room_0710,test,3,5.498,0,0.16,1,6
room_0710,test,4,4.728,0,0.123,1,6
room_0710,test,5,4.755,1,0.151,1,6
room_0710,test,6,9.532,1,0.801,1,6
room_0710,test,7,4.441,0,0.195,1,6
room_0710,test,8,4.022,0,0.268,1,6
room_0710,test,9,3.795,0,0.187,1,6
room_0710,test,10,3.186,0,0.124,1,6
room_0711,test,0,3.321,1,0.178,0,-1
room_0711,test,1,9.082,0,0.176,0,-1
room_0711,test,2,3.512,0,0.198,0,-1
room_0711,test,3,4.447,0,0.125,0,-1
room_0711,test,4,3.551,0,0.299,0,-1
room_0711,test,5,3.461,0,0.11,0,-1
room_0711,test,6,3.977,0,0.134,0,-1
room_0711,test,7,3.694,0,0.177,0,-1
room_0711,test,8,4.021,0,0.259,0,-1
room_0711,test,9,4.154,0,0.166,0,-1
room_0711,test,10,4.172,0,0.183,0,-1
room_0711,test,11,4.686,0,0.26,0,-1
room_0711,test,12,4.273,0,0.198,0,-1
room_0711,test,13,4.407,0,0.12,0,-1
room_0712,train,0,3.556,1,0.241,1,2
room_0712,train,1,4.076,0,0.195,1,2
room_0712,train,2,9.284,1,0.916,1,2
room_0712,train,3,3.813,0,0.15,1,2
room_0712,train,4,3.412,0,0.197,1,2
room_0712,train,5,2.99,0,0.185,1,2
room_0712,train,6,4.848,0,0.227,1,2
room_0712,train,7,4.817,0,0.164,1,2
room_0713,train,0,4.235,0,0.148,0,-1
room_0713,train,1,3.513,0,0.166,0,-1
room_0713,train,2,4.565,0,0.223,0,-1
room_0713,train,3,3.826,0,0.215,0,-1
room_0713,train,4,3.029,0,0.158,0,-1
room_0713,train,5,4.819,0,0.168,0,-1
room_0713,train,6,3.833,0,0.266,0,-1
room_0713,train,7,4.161,0,0.175,0,-1
room_0713,train,8,3.346,0,0.218,0,-1
room_0713,train,9,3.614,0,0.149,0,-1
room_0713,train,10,3.792,0,0.272,0,-1
room_0713,train,11,4.12,0,0.15,0,-1
room_0713,train,12,3.54,0,0.186,0,-1
room_0713,train,13,3.401,0,0.144,0,-1
room_0713,train,14,4.169,0,0.221,0,-1
room_0713,train,15,3.301,0,0.204,0,-1
room_0713,train,16,4.933,0,0.191,0,-1
room_0714,train,0,3.968,0,0.18,0,-1
room_0714,train,1,4.5,0,0.159,0,-1
room_0714,train,2,4.154,0,0.262,0,-1
room_0714,train,3,4.617,0,0.226,0,-1
room_0714,train,4,4.631,1,0.213,0,-1
room_0714,train,5,9.567,0,0.205,0,-1
room_0714,train,6,3.945,0,0.248,0,-1
room_0714,train,7,3.73,1,0.147,0,-1
room_0714,train,8,3.82,0,0.204,0,-1
room_0714,train,9,3.989,0,0.306,0,-1
room_0714,train,10,4.344,0,0.107,0,-1
room_0714,train,11,3.703,0,0.171,0,-1
room_0714,train,12,3.763,0,0.147,0,-1
room_0714,train,13,3.796,0,0.179,0,-1
room_0714,train,14,4.06,0,0.215,0,-1
room_0715,train,0,3.511,0,0.204,0,-1
room_0715,train,1,2.863,0,0.15,0,-1
room_0715,train,2,3.991,0,0.316,0,-1
room_0715,train,3,3.78,0,0.158,0,-1
room_0715,train,4,4.016,1,0.826,0,-1
room_0715,train,5,4.23,1,0.188,0,-1
room_0715,train,6,3.457,1,0.225,0,-1
room_0715,train,7,3.868,0,0.159,0,-1
room_0715,train,8,4.086,0,0.209,0,-1
