order_item_id,order_id,product_id,quantity,unit_price_at_sale
OI06507,O03046,P035,3,67.39
OI06508,O05444,P049,5,34.75
OI06509,O05732,P006,4,380.87
OI06510,O05764,P040,5,296.82
OI06511,O05995,P012,2,86.46
OI06512,O05995,P001,1,378.87
OI06513,O01873,P059,2,10.1
OI06514,O01873,P038,1,133.77
OI06515,O01873,P028,2,185.4
OI06516,O02596,P045,3,296.59
OI06517,O02596,P021,4,443.61
OI06518,O02596,P056,2,28.94
OI06519,O02596,P020,3,62.75
OI06520,O02967,P055,3,29.47
OI06521,O02967,P024,5,29.52
OI06522,O02967,P033,4,68.48
OI06523,O04106,P044,1,356.11
OI06524,O04106,P010,5,383.82
OI06525,O05016,P023,1,416.72
OI06526,O05115,P011,4,54.4
OI06527,O05115,P055,4,29.47
OI06528,O01753,P045,3,296.59
OI06529,O01753,P021,5,443.61
OI06530,O01753,P037,1,193.81
OI06531,O02609,P011,3,54.4
OI06532,O02609,P037,1,193.81
OI06533,O02609,P006,4,380.87
OI06534,O02619,P032,4,364.88
OI06535,O02619,P042,2,358.05
OI06536,O03774,P002,5,181.52
OI06537,O04431,P019,5,135.4
OI06538,O05248,P050,5,182.2
OI06539,O05248,P011,1,54.4
OI06540,O05248,P038,5,133.77
OI06541,O05756,P056,1,28.94
OI06542,O05756,P022,5,358.81
OI06543,O05756,P042,5,358.05
OI06544,O05858,P054,3,310.0
OI06545,O00693,P056,4,28.94
OI06546,O00693,P047,5,116.76
OI06547,O00988,P038,1,133.77
OI06548,O02029,P015,1,441.96
OI06549,O02155,P059,5,10.1
OI06550,O03130,P059,4,10.1
OI06551,O03701,P050,4,182.2
OI06552,O03701,P056,4,28.94
OI06553,O03701,P051,3,389.34
OI06554,O04430,P044,5,356.11
OI06555,O04430,P030,4,268.92
OI06556,O00087,P018,2,252.47
OI06557,O00346,P053,4,123.07
OI06558,O00346,P024,4,29.52
OI06559,O00770,P059,4,10.1
OI06560,O00770,P001,5,378.87
OI06561,O00770,P018,1,252.47
OI06562,O01825,P042,3,358.05
OI06563,O01825,P009,1,384.59
OI06564,O02373,P011,1,54.4
OI06565,O02892,P037,1,193.81
OI06566,O02892,P055,3,29.47
OI06567,O03021,P026,1,29.64
OI06568,O03021,P011,1,54.4
OI06569,O03021,P051,3,389.34
OI06570,O03151,P019,3,135.4
OI06571,O03151,P046,1,23.84
OI06572,O03151,P005,3,267.21
OI06573,O03535,P038,3,133.77
OI06574,O04118,P005,1,267.21
OI06575,O04118,P042,3,358.05
OI06576,O04118,P032,2,364.88
OI06577,O04365,P045,1,296.59
OI06578,O04365,P029,1,384.93
OI06579,O04365,P027,2,9.99
OI06580,O05141,P041,4,76.71
OI06581,O05141,P016,5,407.27
OI06582,O05141,P044,4,356.11
OI06583,O05682,P011,3,54.4
OI06584,O05682,P052,5,155.23
OI06585,O00794,P032,5,364.88
OI06586,O00794,P005,3,267.21
OI06587,O00794,P058,1,114.8
OI06588,O01756,P017,1,391.13
OI06589,O01756,P030,2,268.92
OI06590,O01756,P044,1,356.11
OI06591,O01852,P021,5,443.61
OI06592,O03173,P052,5,155.23
OI06593,O03173,P037,1,193.81
OI06594,O03173,P060,1,349.64
OI06595,O03173,P059,4,10.1
OI06596,O03246,P019,1,135.4
OI06597,O03246,P030,2,268.92
OI06598,O03246,P015,1,441.96
OI06599,O03246,P029,2,384.93
OI06600,O01035,P056,4,28.94
OI06601,O01035,P048,1,146.16
OI06602,O01035,P032,3,364.88
OI06603,O02640,P041,3,76.71
OI06604,O02640,P055,2,29.47
OI06605,O03016,P057,3,91.24
OI06606,O03016,P042,5,358.05
OI06607,O05418,P032,3,364.88
OI06608,O05418,P037,3,193.81
OI06609,O05418,P045,2,296.59
OI06610,O05418,P012,3,86.46
OI06611,O00162,P013,2,417.94
OI06612,O00264,P045,3,296.59
OI06613,O00542,P035,2,67.39
OI06614,O00552,P004,4,27.73
OI06615,O00552,P049,2,34.75
OI06616,O00751,P028,2,185.4
OI06617,O00751,P001,3,378.87
OI06618,O00751,P021,1,443.61
OI06619,O00751,P026,3,29.64
OI06620,O00999,P055,1,29.47
OI06621,O00999,P003,5,215.44
OI06622,O00999,P040,4,296.82
OI06623,O01601,P060,1,349.64
OI06624,O01601,P041,2,76.71
OI06625,O02237,P036,2,15.81
OI06626,O02237,P030,5,268.92
OI06627,O02237,P020,2,62.75
OI06628,O03382,P022,5,358.81
OI06629,O03382,P036,5,15.81
OI06630,O03495,P049,5,34.75
OI06631,O03495,P016,2,407.27
OI06632,O03568,P022,1,358.81
OI06633,O03568,P057,5,91.24
OI06634,O03568,P017,5,391.13
OI06635,O04209,P012,4,86.46
OI06636,O04209,P001,1,378.87
OI06637,O04209,P046,4,23.84
OI06638,O04373,P006,4,380.87
OI06639,O04373,P013,3,417.94
OI06640,O04486,P010,5,383.82
OI06641,O04486,P012,3,86.46
OI06642,O04486,P028,5,185.4
OI06643,O04486,P046,3,23.84
OI06644,O05384,P033,2,68.48
OI06645,O05384,P018,5,252.47
OI06646,O05384,P044,4,356.11
OI06647,O05459,P037,4,193.81
OI06648,O05459,P048,1,146.16
OI06649,O05553,P030,5,268.92
OI06650,O01311,P010,2,383.82
OI06651,O01311,P028,4,185.4
OI06652,O02697,P044,3,356.11
OI06653,O02697,P049,3,34.75
OI06654,O02697,P035,4,67.39
OI06655,O02697,P003,2,215.44
OI06656,O05819,P024,5,29.52
OI06657,O05819,P036,3,15.81
OI06658,O00477,P052,3,155.23
OI06659,O03529,P059,3,10.1
OI06660,O03529,P006,5,380.87
OI06661,O03529,P040,2,296.82
OI06662,O03529,P022,4,358.81
OI06663,O04140,P001,1,378.87
OI06664,O04797,P057,4,91.24
OI06665,O04797,P023,3,416.72
OI06666,O04797,P053,3,123.07
OI06667,O04829,P030,4,268.92
OI06668,O04829,P058,5,114.8
OI06669,O05637,P009,4,384.59
OI06670,O05637,P013,4,417.94
OI06671,O05986,P058,3,114.8
OI06672,O05986,P048,4,146.16
OI06673,O05986,P056,5,28.94
OI06674,O05986,P002,3,181.52
OI06675,O00039,P038,2,133.77
OI06676,O00039,P059,5,10.1
OI06677,O00140,P032,3,364.88
OI06678,O00879,P008,1,157.6
OI06679,O00879,P018,5,252.47
OI06680,O00879,P045,1,296.59
OI06681,O00879,P043,2,447.66
OI06682,O01928,P012,3,86.46
OI06683,O01928,P015,5,441.96
OI06684,O03094,P034,4,271.08
OI06685,O03094,P002,3,181.52
OI06686,O03188,P033,1,68.48
OI06687,O03188,P030,4,268.92
OI06688,O03188,P014,1,11.23
OI06689,O03753,P041,1,76.71
OI06690,O04374,P013,1,417.94
OI06691,O04374,P023,1,416.72
OI06692,O04789,P017,2,391.13
OI06693,O04789,P054,3,310.0
OI06694,O05620,P052,5,155.23
OI06695,O05620,P012,5,86.46
OI06696,O05620,P031,1,90.92
OI06697,O05620,P032,4,364.88
OI06698,O00316,P056,5,28.94
OI06699,O00316,P034,2,271.08
OI06700,O00316,P047,4,116.76
OI06701,O00656,P015,3,441.96
OI06702,O00656,P047,2,116.76
OI06703,O00656,P031,5,90.92
OI06704,O00656,P002,4,181.52
OI06705,O01390,P040,1,296.82
OI06706,O01390,P046,3,23.84
OI06707,O01683,P056,1,28.94
OI06708,O03521,P019,5,135.4
OI06709,O03521,P001,1,378.87
OI06710,O03521,P018,3,252.47
OI06711,O03521,P044,1,356.11
OI06712,O04796,P056,2,28.94
OI06713,O05109,P051,4,389.34
OI06714,O05109,P059,3,10.1
OI06715,O05109,P032,2,364.88
OI06716,O00717,P030,2,268.92
OI06717,O01210,P028,5,185.4
OI06718,O01210,P010,4,383.82
OI06719,O01210,P026,4,29.64
OI06720,O01556,P035,3,67.39
OI06721,O01556,P026,2,29.64
OI06722,O01556,P022,2,358.81
OI06723,O01610,P054,5,310.0
OI06724,O01732,P001,5,378.87
OI06725,O01732,P048,2,146.16
OI06726,O02038,P020,5,62.75
OI06727,O02038,P024,3,29.52
OI06728,O02220,P060,3,349.64
OI06729,O02220,P035,1,67.39
OI06730,O02220,P019,2,135.4
OI06731,O02581,P003,2,215.44
OI06732,O02673,P004,3,27.73
OI06733,O02673,P017,4,391.13
OI06734,O02673,P001,4,378.87
OI06735,O02731,P023,4,416.72
OI06736,O02731,P015,5,441.96
OI06737,O02731,P025,5,349.98
OI06738,O04186,P041,3,76.71
OI06739,O04186,P058,4,114.8
OI06740,O04186,P047,5,116.76
OI06741,O05274,P052,2,155.23
OI06742,O05369,P054,5,310.0
OI06743,O05369,P052,4,155.23
OI06744,O05369,P051,2,389.34
OI06745,O05500,P052,5,155.23
OI06746,O05500,P047,1,116.76
OI06747,O05500,P028,5,185.4
OI06748,O05500,P053,3,123.07
OI06749,O00114,P058,4,114.8
OI06750,O00114,P031,2,90.92
OI06751,O01258,P040,2,296.82
OI06752,O01258,P008,1,157.6
OI06753,O01258,P044,1,356.11
OI06754,O01280,P023,1,416.72
OI06755,O01716,P026,3,29.64
OI06756,O02138,P019,3,135.4
OI06757,O02138,P049,2,34.75
OI06758,O02404,P038,2,133.77
OI06759,O02404,P009,5,384.59
OI06760,O02404,P042,2,358.05
OI06761,O02725,P043,2,447.66
OI06762,O02804,P056,3,28.94
OI06763,O02804,P041,2,76.71
OI06764,O03421,P045,1,296.59
OI06765,O03421,P004,3,27.73
OI06766,O03421,P024,1,29.52
OI06767,O03631,P040,3,296.82
OI06768,O03890,P054,1,310.0
OI06769,O03890,P046,4,23.84
OI06770,O03890,P023,2,416.72
OI06771,O03901,P049,3,34.75
OI06772,O03901,P047,1,116.76
OI06773,O03901,P030,3,268.92
OI06774,O03901,P011,1,54.4
OI06775,O04403,P015,4,441.96
OI06776,O04403,P037,3,193.81
OI06777,O04727,P016,3,407.27
OI06778,O04727,P044,1,356.11
OI06779,O04727,P048,3,146.16
OI06780,O04727,P025,4,349.98
OI06781,O04766,P008,1,157.6
OI06782,O04766,P057,2,91.24
OI06783,O04766,P055,3,29.47
OI06784,O05228,P055,2,29.47
OI06785,O05228,P001,2,378.87
OI06786,O05317,P020,4,62.75
OI06787,O00040,P055,2,29.47
OI06788,O00040,P058,1,114.8
OI06789,O00483,P026,4,29.64
OI06790,O00483,P052,2,155.23
OI06791,O00799,P049,3,34.75
OI06792,O00799,P043,2,447.66
OI06793,O00799,P042,3,358.05
OI06794,O00874,P056,2,28.94
OI06795,O00874,P039,3,409.81
OI06796,O00874,P060,1,349.64
OI06797,O02329,P015,5,441.96
OI06798,O02521,P014,4,11.23
OI06799,O02521,P034,4,271.08
OI06800,O02669,P038,1,133.77
OI06801,O02669,P035,4,67.39
OI06802,O02823,P057,2,91.24
OI06803,O02823,P016,4,407.27
OI06804,O02823,P001,4,378.87
OI06805,O03553,P045,2,296.59
OI06806,O03553,P019,5,135.4
OI06807,O04007,P026,2,29.64
OI06808,O04007,P058,3,114.8
OI06809,O05168,P052,3,155.23
OI06810,O05168,P053,3,123.07
OI06811,O05168,P037,3,193.81
OI06812,O05240,P047,4,116.76
OI06813,O05240,P023,2,416.72
OI06814,O00312,P006,3,380.87
OI06815,O00312,P022,4,279.87
OI06816,O01587,P021,1,346.02
OI06817,O01587,P053,2,123.07
OI06818,O03439,P014,1,11.23
OI06819,O04127,P033,2,68.48
OI06820,O04127,P043,5,447.66
OI06821,O04127,P035,3,67.39
OI06822,O04550,P052,4,155.23
OI06823,O04550,P050,4,182.2
OI06824,O04550,P040,5,296.82
OI06825,O05135,P008,4,157.6
OI06826,O05135,P014,5,11.23
OI06827,O05660,P050,3,182.2
OI06828,O05660,P058,4,114.8
OI06829,O05660,P051,4,389.34
OI06830,O00993,P050,5,182.2
OI06831,O00993,P009,2,384.59
OI06832,O00993,P013,5,417.94
OI06833,O00993,P021,1,346.02
OI06834,O01529,P028,5,185.4
OI06835,O01529,P005,1,267.21
OI06836,O01529,P036,5,15.81
OI06837,O01975,P029,5,384.93
OI06838,O01975,P050,3,182.2
OI06839,O01975,P039,4,409.81
OI06840,O01975,P045,3,296.59
OI06841,O02803,P010,5,383.82
OI06842,O02803,P008,1,157.6
OI06843,O02803,P031,3,90.92
OI06844,O03978,P034,5,271.08
OI06845,O03978,P056,3,28.94
OI06846,O04038,P027,1,9.99
OI06847,O04038,P038,3,133.77
OI06848,O04038,P025,4,349.98
OI06849,O04425,P013,4,417.94
OI06850,O04678,P014,5,11.23
OI06851,O04678,P031,3,90.92
OI06852,O04678,P038,2,133.77
OI06853,O05839,P030,1,268.92
OI06854,O05839,P056,5,28.94
OI06855,O05839,P023,2,325.04
OI06856,O05839,P016,5,407.27
OI06857,O00709,P021,2,346.02
OI06858,O01580,P044,3,356.11
OI06859,O01580,P040,3,296.82
OI06860,O01738,P017,5,305.08
OI06861,O02035,P037,5,193.81
OI06862,O02035,P027,4,9.99
OI06863,O02035,P031,2,90.92
OI06864,O02603,P060,4,349.64
OI06865,O03674,P015,1,441.96
OI06866,O03674,P032,5,364.88
OI06867,O04110,P052,4,155.23
OI06868,O04110,P021,4,346.02
OI06869,O04110,P013,1,417.94
OI06870,O04110,P060,5,349.64
OI06871,O04745,P030,1,268.92
OI06872,O04907,P039,4,409.81
OI06873,O04907,P006,1,380.87
OI06874,O04907,P014,3,11.23
OI06875,O04907,P052,5,155.23
OI06876,O05282,P032,2,364.88
OI06877,O05282,P011,3,54.4
OI06878,O05282,P010,1,383.82
OI06879,O05336,P031,5,90.92
OI06880,O05336,P045,1,296.59
OI06881,O00897,P034,3,271.08
OI06882,O00897,P026,5,29.64
OI06883,O04638,P017,5,305.08
OI06884,O05538,P043,1,447.66
OI06885,O05633,P043,3,447.66
OI06886,O05902,P032,3,364.88
OI06887,O05902,P055,5,29.47
OI06888,O05939,P007,4,345.2
OI06889,O05939,P024,4,23.03
OI06890,O05939,P016,4,407.27
OI06891,O00846,P002,5,181.52
OI06892,O00846,P023,3,325.04
OI06893,O00846,P058,5,114.8
OI06894,O05703,P028,4,185.4
OI06895,O01153,P050,3,182.2
OI06896,O01153,P055,4,29.47
OI06897,O01153,P013,5,417.94
OI06898,O01153,P015,1,441.96
OI06899,O01997,P038,2,133.77
OI06900,O01997,P056,1,28.94
OI06901,O01997,P042,3,358.05
OI06902,O01997,P033,5,68.48
OI06903,O02889,P043,4,447.66
OI06904,O02889,P025,5,349.98
OI06905,O02889,P019,5,105.61
OI06906,O03785,P051,3,389.34
OI06907,O05676,P027,5,9.99
OI06908,O05821,P038,1,133.77
OI06909,O00501,P025,1,349.98
OI06910,O00501,P031,2,90.92
OI06911,O00501,P054,5,310.0
OI06912,O00758,P006,3,380.87
OI06913,O02120,P014,4,11.23
OI06914,O02120,P034,2,271.08
OI06915,O02120,P056,3,28.94
OI06916,O02120,P060,4,349.64
OI06917,O03796,P047,3,116.76
OI06918,O03796,P060,4,349.64
OI06919,O03796,P056,1,28.94
OI06920,O04563,P056,3,28.94
OI06921,O04563,P033,3,68.48
OI06922,O05057,P021,5,346.02
OI06923,O00745,P007,1,345.2
OI06924,O00745,P025,3,349.98
OI06925,O00745,P005,3,267.21
OI06926,O01333,P050,5,182.2
OI06927,O01425,P008,5,157.6
OI06928,O01425,P009,5,384.59
OI06929,O02216,P046,3,23.84
OI06930,O02216,P053,1,123.07
OI06931,O02216,P021,4,346.02
OI06932,O04255,P043,2,447.66
OI06933,O04286,P005,5,267.21
OI06934,O05252,P044,5,356.11
OI06935,O05252,P040,4,296.82
OI06936,O05540,P019,2,105.61
OI06937,O00609,P030,1,268.92
OI06938,O00609,P020,1,48.95
OI06939,O00609,P015,4,441.96
OI06940,O01092,P007,2,345.2
OI06941,O01092,P048,2,146.16
OI06942,O01092,P041,3,76.71
OI06943,O01953,P005,2,267.21
OI06944,O01953,P050,4,182.2
OI06945,O02582,P044,3,356.11
OI06946,O02582,P017,4,305.08
OI06947,O02922,P007,2,345.2
OI06948,O02922,P023,3,325.04
OI06949,O03072,P003,2,215.44
OI06950,O03091,P042,4,358.05
OI06951,O04003,P055,1,29.47
OI06952,O04003,P041,4,76.71
OI06953,O04179,P021,1,346.02
OI06954,O04879,P028,5,185.4
OI06955,O04879,P006,2,380.87
OI06956,O04879,P008,1,157.6
OI06957,O00359,P059,2,10.1
OI06958,O00359,P017,3,305.08
OI06959,O00359,P014,4,11.23
OI06960,O00359,P025,3,349.98
OI06961,O01679,P051,1,389.34
OI06962,O01679,P002,1,181.52
OI06963,O02660,P009,4,384.59
OI06964,O02660,P050,5,182.2
OI06965,O03233,P059,4,10.1
OI06966,O05024,P023,1,325.04
OI06967,O05213,P020,5,48.95
OI06968,O05213,P013,3,417.94
OI06969,O05213,P026,1,29.64
OI06970,O05551,P032,2,364.88
OI06971,O05795,P005,3,267.21
OI06972,O05795,P023,5,325.04
OI06973,O05795,P003,1,215.44
OI06974,O05795,P046,5,23.84
OI06975,O01211,P002,1,181.52
OI06976,O01211,P047,3,116.76
OI06977,O01211,P038,4,133.77
OI06978,O02424,P031,4,90.92
OI06979,O02424,P024,1,23.03
OI06980,O02424,P005,3,267.21
OI06981,O03729,P031,3,90.92
OI06982,O03729,P049,4,34.75
OI06983,O03729,P037,3,193.81
OI06984,O03729,P040,1,296.82
OI06985,O04775,P034,5,271.08
OI06986,O04775,P039,1,409.81
OI06987,O05659,P056,5,28.94
OI06988,O05659,P057,4,91.24
OI06989,O05659,P052,5,155.23
OI06990,O00237,P055,3,29.47
OI06991,O00237,P007,4,345.2
OI06992,O00503,P049,3,34.75
OI06993,O00503,P053,1,123.07
OI06994,O00503,P043,4,447.66
OI06995,O02630,P046,5,23.84
OI06996,O02630,P004,5,27.73
OI06997,O02630,P037,5,193.81
OI06998,O02742,P010,5,383.82
OI06999,O02742,P018,5,196.93
OI07000,O02742,P020,5,48.95
OI07001,O03210,P043,4,447.66
OI07002,O03210,P044,1,356.11
OI07003,O03210,P051,2,389.34
OI07004,O03210,P005,4,267.21
OI07005,O03556,P052,5,155.23
OI07006,O05040,P044,4,356.11
OI07007,O05040,P056,4,28.94
OI07008,O00639,P052,3,155.23
OI07009,O00639,P047,4,116.76
OI07010,O00639,P003,1,215.44
OI07011,O01481,P014,4,11.23
OI07012,O01481,P058,1,114.8
OI07013,O01481,P047,2,116.76
OI07014,O01481,P001,2,378.87
OI07015,O02879,P058,5,114.8
OI07016,O05834,P006,2,380.87
OI07017,O00076,P034,1,271.08
OI07018,O00076,P060,5,349.64
OI07019,O00076,P044,5,356.11
OI07020,O00468,P027,5,9.99
OI07021,O00632,P046,4,23.84
OI07022,O00632,P011,2,54.4
OI07023,O02188,P025,3,349.98
OI07024,O02188,P010,1,383.82
OI07025,O02188,P003,4,215.44
OI07026,O03928,P015,2,441.96
OI07027,O03928,P039,5,409.81
OI07028,O04262,P029,5,384.93
OI07029,O04783,P031,5,90.92
OI07030,O04783,P041,3,76.71
OI07031,O05706,P050,4,182.2
OI07032,O05706,P043,4,447.66
OI07033,O05797,P008,2,157.6
OI07034,O05797,P045,2,296.59
OI07035,O05978,P053,1,123.07
OI07036,O05978,P027,4,9.99
OI07037,O02204,P013,2,417.94
OI07038,O02204,P016,1,407.27
OI07039,O02204,P035,1,67.39
OI07040,O03651,P047,2,116.76
OI07041,O03651,P051,2,389.34
OI07042,O03651,P043,4,447.66
OI07043,O04178,P039,1,409.81
OI07044,O04178,P010,2,383.82
OI07045,O04178,P001,5,378.87
OI07046,O04785,P050,2,182.2
OI07047,O04785,P052,4,155.23
OI07048,O04887,P046,1,23.84
OI07049,O04887,P033,5,68.48
OI07050,O04887,P050,2,182.2
OI07051,O04887,P058,4,114.8
OI07052,O00545,P025,2,349.98
OI07053,O00545,P057,3,91.24
OI07054,O00943,P004,5,27.73
OI07055,O00943,P019,1,105.61
OI07056,O00943,P048,2,146.16
OI07057,O02086,P036,5,15.81
OI07058,O02086,P058,4,114.8
OI07059,O04495,P024,5,23.03
OI07060,O01310,P052,4,155.23
OI07061,O01310,P058,5,114.8
OI07062,O01310,P042,1,358.05
OI07063,O01463,P033,2,68.48
OI07064,O01463,P049,2,34.75
OI07065,O01571,P040,4,296.82
OI07066,O01571,P036,4,15.81
OI07067,O01919,P011,5,54.4
OI07068,O01919,P020,3,62.75
OI07069,O01919,P057,5,91.24
OI07070,O02978,P024,4,29.52
OI07071,O02978,P007,1,345.2
OI07072,O02978,P046,4,23.84
OI07073,O03922,P030,1,268.92
OI07074,O04800,P036,1,15.81
OI07075,O04800,P056,3,28.94
OI07076,O05560,P012,5,86.46
OI07077,O05560,P051,1,389.34
OI07078,O05560,P040,2,296.82
OI07079,O05580,P012,3,86.46
OI07080,O05580,P043,4,447.66
OI07081,O05610,P048,4,146.16
OI07082,O05610,P007,4,345.2
OI07083,O05610,P036,4,15.81
OI07084,O00898,P010,4,383.82
OI07085,O00898,P037,1,193.81
OI07086,O00898,P042,1,358.05
OI07087,O01203,P024,4,29.52
OI07088,O01203,P026,4,29.64
OI07089,O01339,P018,2,252.47
OI07090,O01339,P015,4,441.96
OI07091,O01339,P030,1,268.92
OI07092,O01339,P044,2,356.11
OI07093,O01504,P059,5,10.1
OI07094,O01504,P030,4,268.92
OI07095,O01544,P055,1,29.47
OI07096,O01544,P005,3,267.21
OI07097,O01544,P044,3,356.11
OI07098,O01857,P028,2,185.4
OI07099,O01857,P030,5,268.92
OI07100,O01857,P041,2,76.71
OI07101,O02965,P019,1,135.4
OI07102,O02965,P021,3,443.61
OI07103,O03864,P029,2,384.93
OI07104,O04614,P028,5,185.4
OI07105,O04614,P047,4,116.76
OI07106,O04614,P023,1,416.72
OI07107,O04860,P052,4,155.23
OI07108,O04860,P043,5,447.66
OI07109,O04860,P021,5,443.61
OI07110,O05743,P028,4,185.4
OI07111,O05743,P043,1,447.66
OI07112,O05743,P048,5,146.16
OI07113,O05743,P004,1,27.73
OI07114,O00954,P035,2,67.39
OI07115,O00954,P001,3,378.87
OI07116,O00954,P039,4,409.81
OI07117,O01681,P058,3,114.8
OI07118,O02559,P052,2,155.23
OI07119,O02559,P025,4,349.98
OI07120,O02559,P046,5,23.84
OI07121,O04250,P060,5,349.64
OI07122,O04250,P002,2,181.52
OI07123,O04250,P022,5,358.81
OI07124,O04250,P017,4,391.13
OI07125,O04445,P001,1,378.87
OI07126,O04445,P043,1,447.66
OI07127,O04445,P046,5,23.84
OI07128,O04445,P052,2,155.23
OI07129,O05088,P040,3,296.82
OI07130,O05465,P013,5,417.94
OI07131,O05465,P001,5,378.87
OI07132,O05465,P014,1,11.23
OI07133,O00663,P012,3,86.46
OI07134,O00786,P028,5,185.4
OI07135,O00786,P003,2,215.44
OI07136,O00786,P052,2,155.23
OI07137,O00786,P043,4,447.66
OI07138,O01543,P056,2,28.94
OI07139,O01543,P039,5,409.81
OI07140,O02696,P018,5,252.47
OI07141,O03816,P029,1,384.93
OI07142,O03816,P014,5,11.23
OI07143,O03816,P023,2,416.72
OI07144,O03915,P016,5,407.27
OI07145,O03915,P054,1,310.0
OI07146,O04998,P016,2,407.27
OI07147,O04998,P028,4,185.4
OI07148,O05741,P027,2,9.99
OI07149,O00116,P019,3,135.4
OI07150,O00116,P015,2,441.96
OI07151,O01553,P043,3,447.66
OI07152,O01553,P032,3,364.88
OI07153,O01553,P022,4,358.81
OI07154,O01656,P047,2,116.76
OI07155,O01725,P050,3,182.2
OI07156,O01725,P024,4,29.52
OI07157,O02055,P043,4,447.66
OI07158,O02055,P059,5,10.1
OI07159,O02055,P023,4,416.72
OI07160,O02389,P051,1,389.34
OI07161,O02389,P028,3,185.4
OI07162,O02389,P031,5,90.92
OI07163,O03142,P051,5,389.34
OI07164,O03142,P040,4,296.82
OI07165,O03724,P011,3,54.4
OI07166,O03724,P018,5,252.47
OI07167,O04088,P015,1,441.96
OI07168,O04088,P048,3,146.16
OI07169,O04834,P011,2,54.4
OI07170,O05678,P049,2,34.75
OI07171,O05814,P047,1,116.76
OI07172,O05814,P055,3,29.47
OI07173,O05814,P054,5,310.0
OI07174,O05925,P002,3,181.52
OI07175,O05925,P058,1,114.8
OI07176,O00643,P017,3,391.13
OI07177,O00643,P001,4,378.87
OI07178,O00643,P058,2,114.8
OI07179,O00643,P053,1,123.07
OI07180,O00660,P060,4,349.64
OI07181,O01741,P035,2,67.39
OI07182,O01783,P004,3,27.73
OI07183,O01783,P056,3,28.94
OI07184,O03070,P036,5,15.81
OI07185,O03070,P002,5,181.52
OI07186,O04002,P001,5,378.87
OI07187,O04002,P013,1,417.94
OI07188,O04002,P059,1,10.1
OI07189,O04157,P060,3,349.64
OI07190,O04157,P007,5,345.2
OI07191,O04669,P045,3,296.59
OI07192,O05392,P014,1,11.23
OI07193,O05392,P026,5,29.64
OI07194,O05643,P001,5,378.87
OI07195,O01890,P024,2,29.52
OI07196,O02280,P028,3,185.4
OI07197,O02280,P024,1,29.52
OI07198,O04023,P024,5,29.52
OI07199,O04023,P038,4,133.77
OI07200,O04370,P003,5,215.44
OI07201,O05487,P044,4,356.11
OI07202,O05487,P049,5,34.75
OI07203,O05628,P010,1,383.82
OI07204,O05628,P037,5,193.81
OI07205,O05734,P016,5,407.27
OI07206,O05734,P055,2,29.47
OI07207,O05805,P055,1,29.47
OI07208,O05805,P014,1,11.23
OI07209,O05805,P052,3,155.23
OI07210,O00927,P047,4,116.76
OI07211,O00927,P043,2,447.66
OI07212,O00927,P051,4,389.34
OI07213,O01162,P012,3,86.46
OI07214,O02081,P033,3,68.48
OI07215,O02081,P054,5,310.0
OI07216,O02081,P042,3,358.05
OI07217,O02149,P051,3,389.34
OI07218,O02149,P023,5,416.72
OI07219,O02149,P020,3,62.75
OI07220,O02149,P048,4,146.16
OI07221,O02305,P008,1,157.6
OI07222,O02305,P050,4,182.2
OI07223,O02305,P032,4,364.88
OI07224,O02400,P021,5,443.61
OI07225,O03279,P007,2,345.2
OI07226,O03290,P007,4,345.2
OI07227,O03336,P056,2,28.94
OI07228,O03336,P054,4,310.0
OI07229,O03336,P050,1,182.2
OI07230,O03437,P052,5,155.23
OI07231,O03437,P046,5,23.84
OI07232,O04336,P009,2,384.59
OI07233,O04336,P019,4,135.4
OI07234,O04336,P052,2,155.23
OI07235,O04336,P026,3,29.64
OI07236,O00198,P030,3,268.92
OI07237,O00198,P027,1,9.99
OI07238,O00234,P024,3,29.52
OI07239,O00234,P053,3,123.07
OI07240,O00234,P060,5,349.64
OI07241,O01400,P047,3,116.76
OI07242,O01400,P028,5,185.4
OI07243,O02158,P027,2,9.99
OI07244,O02158,P032,1,364.88
OI07245,O02158,P015,5,441.96
OI07246,O02413,P044,4,356.11
OI07247,O02413,P005,5,267.21
OI07248,O02924,P034,3,271.08
OI07249,O02924,P036,3,15.81
OI07250,O02924,P022,2,358.81
OI07251,O03291,P033,4,68.48
OI07252,O03291,P018,4,252.47
OI07253,O03322,P049,2,34.75
OI07254,O03322,P011,4,54.4
OI07255,O03330,P030,2,268.92
OI07256,O03330,P020,2,62.75
OI07257,O03765,P028,4,185.4
OI07258,O03765,P023,3,416.72
OI07259,O04335,P024,2,29.52
OI07260,O04335,P052,2,155.23
OI07261,O04335,P032,3,364.88
OI07262,O05945,P033,2,68.48
OI07263,O05945,P017,1,391.13
OI07264,O05945,P007,2,345.2
OI07265,O00585,P036,4,15.81
OI07266,O00585,P039,5,409.81
OI07267,O00585,P021,1,443.61
OI07268,O00819,P008,2,157.6
OI07269,O00819,P015,5,441.96
OI07270,O00819,P043,5,447.66
OI07271,O01747,P016,4,407.27
OI07272,O01747,P049,1,34.75
OI07273,O01747,P040,5,296.82
OI07274,O04051,P041,2,76.71
OI07275,O04051,P053,4,123.07
OI07276,O04083,P033,1,68.48
OI07277,O04083,P004,4,27.73
OI07278,O04083,P023,1,416.72
OI07279,O04312,P015,5,441.96
OI07280,O04929,P006,1,380.87
OI07281,O04987,P015,4,441.96
OI07282,O04987,P010,4,383.82
