sample_id,turbidity_ntu,conductivity_change_pct,uv_absorbance,requires_review,split
DP-N-2983,1.918,1.721,0.041,0,deployment
DP-N-2022,2.097,-0.646,0.045,0,deployment
DP-N-1052,2.741,0.836,0.032,0,deployment
DP-N-3649,1.277,1.188,0.033,0,deployment
DP-N-2435,2.057,2.659,0.042,0,deployment
DP-N-1683,1.89,0.887,0.047,0,deployment
DP-N-3429,2.43,6.34,0.038,0,deployment
DP-R-0134,2.276,5.744,0.07,1,deployment
DP-N-3743,1.596,2.608,0.03,0,deployment
DP-N-0649,0.743,-1.795,0.035,0,deployment
DP-N-0134,3.121,-0.673,0.034,0,deployment
DP-N-0524,2.72,2.851,0.043,0,deployment
DP-N-2180,1.495,-0.762,0.049,0,deployment
DP-N-1814,1.598,-4.678,0.039,0,deployment
DP-N-0434,2.115,0.646,0.029,0,deployment
DP-N-1193,1.512,-4.616,0.024,0,deployment
DP-N-0189,1.592,-1.656,0.065,0,deployment
DP-N-1696,1.349,0.126,0.032,0,deployment
DP-N-2449,2.166,1.661,0.039,0,deployment
DP-N-2545,1.09,4.302,0.035,0,deployment
DP-N-2478,2.434,-2.682,0.041,0,deployment
DP-N-3178,2.118,2.08,0.045,0,deployment
DP-N-1711,2.05,3.539,0.038,0,deployment
DP-N-2218,1.91,-0.694,0.041,0,deployment
DP-N-2812,1.675,0.019,0.025,0,deployment
DP-N-3516,0.658,-0.009,0.053,0,deployment
DP-N-2020,1.994,-2.108,0.044,0,deployment
DP-N-3109,1.943,0.116,0.043,0,deployment
DP-N-2491,1.504,-1.365,0.031,0,deployment
DP-N-1273,1.925,-3.136,0.028,0,deployment
DP-N-3779,2.055,-4.789,0.039,0,deployment
DP-N-1141,0.443,0.893,0.036,0,deployment
DP-N-1154,3.306,2.234,0.038,0,deployment
DP-N-0675,1.754,1.821,0.012,0,deployment
DP-R-0126,2.943,14.24,0.05,1,deployment
DP-N-3403,2.052,2.301,0.033,0,deployment
DP-N-3454,1.475,-4.992,0.025,0,deployment
DP-N-0986,0.999,5.87,0.044,0,deployment
DP-N-0236,1.26,-4.89,0.025,0,deployment
DP-R-0170,3.304,4.551,0.098,1,deployment
DP-N-2232,2.436,1.541,0.049,0,deployment
DP-N-0686,2.146,-2.145,0.03,0,deployment
DP-N-0212,1.039,-1.189,0.029,0,deployment
DP-N-1353,1.615,2.241,0.054,0,deployment
DP-N-2606,2.64,3.005,0.048,0,deployment
DP-N-2364,1.205,-3.167,0.034,0,deployment
DP-N-3218,2.692,-0.774,0.023,0,deployment
DP-N-3404,1.089,1.967,0.041,0,deployment
DP-N-2468,1.885,1.577,0.029,0,deployment
DP-N-0570,1.889,2.503,0.048,0,deployment
DP-N-2879,1.453,-3.571,0.054,0,deployment
DP-N-3697,2.424,1.561,0.067,0,deployment
DP-N-2549,1.613,3.259,0.05,0,deployment
DP-N-2032,0.83,-4.594,0.044,0,deployment
DP-N-2416,1.757,-6.84,0.043,0,deployment
DP-N-2982,1.988,3.285,0.042,0,deployment
DP-N-0754,1.349,2.797,0.051,0,deployment
DP-N-1427,1.856,6.41,0.033,0,deployment
DP-N-2429,1.556,2.352,0.043,0,deployment
DP-N-1330,2.028,6.157,0.056,0,deployment
DP-N-1244,1.734,-2.459,0.028,0,deployment
DP-N-0903,1.649,-0.721,0.037,0,deployment
DP-N-0591,2.542,-0.137,0.035,0,deployment
DP-N-3077,0.978,-0.487,0.032,0,deployment
DP-N-0830,0.94,-2.586,0.045,0,deployment
DP-N-1343,1.559,1.024,0.037,0,deployment
DP-N-1792,1.544,-4.261,0.044,0,deployment
DP-N-3190,1.536,-2.495,0.032,0,deployment
DP-N-0870,2.457,2.178,0.038,0,deployment
DP-N-3161,1.975,-2.43,0.073,0,deployment
DP-N-1779,2.202,3.778,0.032,0,deployment
DP-N-3605,1.202,-0.795,0.022,0,deployment
DP-N-1915,2.071,6.732,0.026,0,deployment
DP-N-2720,2.238,0.583,0.03,0,deployment
DP-N-0228,1.261,-2.581,0.038,0,deployment
DP-N-2300,2.507,-1.178,0.051,0,deployment
DP-N-3010,2.033,-5.946,0.049,0,deployment
DP-N-1022,2.352,2.63,0.03,0,deployment
DP-N-1042,1.487,-2.382,0.058,0,deployment
DP-R-0153,2.158,3.409,0.017,1,deployment
DP-N-1710,1.206,-0.442,0.056,0,deployment
DP-N-0137,1.376,2.206,0.029,0,deployment
DP-N-3305,0.625,-0.123,0.042,0,deployment
DP-N-2144,1.546,-8.394,0.024,0,deployment
DP-N-1301,2.029,-0.676,0.045,0,deployment
DP-N-2813,1.62,-0.5,0.03,0,deployment
DP-N-3501,0.748,-3.154,0.032,0,deployment
DP-N-1368,2.223,1.548,0.035,0,deployment
DP-N-3097,1.561,2.152,0.035,0,deployment
DP-N-3088,1.829,-3.822,0.044,0,deployment
DP-N-1834,1.568,1.183,0.033,0,deployment
DP-N-0272,2.202,-0.865,0.062,0,deployment
DP-N-0504,1.468,-4.64,0.033,0,deployment
DP-N-1112,1.137,2.425,0.04,0,deployment
DP-N-1420,3.1,-1.33,0.03,0,deployment
DP-N-2113,1.704,0.837,0.046,0,deployment
DP-N-0229,3.134,-3.869,0.028,0,deployment
DP-N-2626,3.021,0.366,0.045,0,deployment
DP-N-1260,1.622,1.369,0.051,0,deployment
DP-N-0063,1.103,0.29,0.049,0,deployment
DP-N-1815,1.763,0.141,0.047,0,deployment
DP-N-0877,2.534,2.088,0.046,0,deployment
DP-N-0043,1.29,1.584,0.051,0,deployment
DP-N-3304,2.314,3.584,0.027,0,deployment
DP-N-1373,2.285,5.705,0.026,0,deployment
DP-N-0635,1.416,1.315,0.038,0,deployment
DP-R-0104,3.134,-1.042,0.043,1,deployment
DP-N-1540,2.098,3.281,0.04,0,deployment
DP-N-2962,2.465,-4.375,0.053,0,deployment
DP-N-2637,2.222,0.235,0.04,0,deployment
DP-N-3389,2.371,0.081,0.019,0,deployment
DP-N-2559,1.827,0.361,0.023,0,deployment
DP-N-0746,1.926,1.737,0.017,0,deployment
DP-N-0054,1.939,1.567,0.043,0,deployment
DP-N-1290,1.933,-4.338,0.038,0,deployment
DP-N-3508,1.733,-1.776,0.046,0,deployment
DP-N-1643,2.024,2.014,0.021,0,deployment
DP-N-1881,1.641,2.042,0.056,0,deployment
DP-N-1182,2.663,0.619,0.008,0,deployment
DP-N-0313,2.486,4.43,0.044,0,deployment
DP-N-1494,2.178,0.181,0.044,0,deployment
DP-R-0135,2.826,11.098,0.045,1,deployment
DP-N-0311,1.92,3.317,0.033,0,deployment
DP-N-1183,1.896,-4.035,0.042,0,deployment
DP-N-1323,1.81,-1.7,0.037,0,deployment
DP-N-1298,1.542,1.007,0.045,0,deployment
DP-N-0486,1.778,-2.934,0.043,0,deployment
DP-N-3299,1.096,-1.482,0.04,0,deployment
DP-N-3258,2.339,-1.613,0.027,0,deployment
DP-N-2140,0.936,-0.589,0.045,0,deployment
DP-R-0123,3.854,-2.519,0.061,1,deployment
DP-N-2699,1.535,1.568,0.044,0,deployment
DP-N-3133,1.424,-1.174,0.037,0,deployment
DP-N-1088,1.55,-1.582,0.027,0,deployment
DP-N-3138,2.166,7.199,0.048,0,deployment
DP-N-0448,2.17,-6.03,0.044,0,deployment
DP-N-3740,1.41,0.002,0.053,0,deployment
DP-N-2102,1.338,3.272,0.053,0,deployment
DP-N-1610,0.628,2.028,0.026,0,deployment
DP-N-3252,1.916,0.034,0.048,0,deployment
DP-R-0112,3.882,8.534,0.091,1,deployment
DP-N-3160,1.732,4.427,0.04,0,deployment
DP-N-3671,1.078,-1.929,0.037,0,deployment
DP-N-3274,2.209,3.966,0.017,0,deployment
DP-N-1390,1.443,1.91,0.032,0,deployment
DP-N-1993,2.83,3.76,0.043,0,deployment
DP-N-0943,1.047,3.851,0.062,0,deployment
DP-N-3376,1.858,0.922,0.017,0,deployment
DP-N-2161,1.383,-0.845,0.038,0,deployment
DP-N-1274,2.122,3.007,0.029,0,deployment
DP-N-1962,0.841,6.258,0.003,0,deployment
DP-N-0255,2.162,7.692,0.026,0,deployment
DP-N-0353,2.614,-2.468,0.047,0,deployment
DP-N-2540,2.107,3.036,0.048,0,deployment
DP-N-2837,1.6,1.377,0.046,0,deployment
DP-N-3196,2.567,-0.205,0.052,0,deployment
DP-N-1120,1.884,-1.637,0.027,0,deployment
DP-N-2058,2.161,0.4,0.017,0,deployment
DP-N-0238,0.974,-1.53,0.029,0,deployment
DP-N-2406,1.796,-2.417,0.057,0,deployment
DP-N-1238,2.458,-2.275,0.042,0,deployment
DP-N-2018,1.268,1.592,0.034,0,deployment
DP-N-0015,1.89,0.554,0.05,0,deployment
DP-N-0797,1.767,2.214,0.029,0,deployment
DP-N-1663,1.511,-2.567,0.026,0,deployment
DP-N-2868,1.743,0.154,0.041,0,deployment
DP-N-2930,1.473,-3.653,0.049,0,deployment
DP-N-2404,1.866,5.55,0.045,0,deployment
DP-N-2877,1.922,1.939,0.037,0,deployment
DP-R-0120,4.041,10.467,0.079,1,deployment
DP-N-0989,1.989,-2.451,0.047,0,deployment
DP-N-1577,1.792,-1.005,0.039,0,deployment
DP-N-3480,0.549,-0.538,0.04,0,deployment
DP-N-1826,1.597,-0.624,0.027,0,deployment
DP-N-0929,1.636,0.03,0.048,0,deployment
DP-N-0723,1.516,0.917,0.017,0,deployment
DP-N-2348,2.114,-3.566,0.046,0,deployment
DP-N-1852,2.134,0.313,0.027,0,deployment
DP-N-2228,1.061,0.485,0.037,0,deployment
DP-N-0073,2.12,-4.478,0.032,0,deployment
DP-N-2684,0.408,-5.145,0.02,0,deployment
DP-N-2225,1.76,0.29,0.043,0,deployment
DP-N-1933,1.807,-0.6,0.039,0,deployment
DP-N-3766,1.007,1.907,0.049,0,deployment
DP-N-1680,2.571,4.13,0.033,0,deployment
DP-N-3070,2.347,1.892,0.062,0,deployment
DP-N-1213,2.182,1.225,0.036,0,deployment
DP-N-0301,2.464,1.133,0.022,0,deployment
DP-N-0530,2.299,-2.654,0.056,0,deployment
DP-N-1413,2.376,-2.201,0.051,0,deployment
DP-N-0983,2.331,1.584,0.059,0,deployment
DP-N-0948,1.367,5.825,0.032,0,deployment
DP-N-1543,1.285,0.878,0.049,0,deployment
DP-N-3783,2.231,-0.346,0.044,0,deployment
DP-N-1793,1.716,-2.098,0.038,0,deployment
DP-N-1300,0.574,0.968,0.028,0,deployment
DP-N-2617,1.645,3.11,0.047,0,deployment
DP-N-0001,2.144,-2.322,0.029,0,deployment
DP-N-0764,2.196,1.52,0.038,0,deployment
DP-N-3706,2.039,4.882,0.036,0,deployment
DP-R-0171,1.69,9.211,0.064,1,deployment
DP-N-2068,1.651,2.183,0.021,0,deployment
DP-N-3434,1.727,-0.326,0.017,0,deployment
DP-N-0217,2.589,-3.664,0.025,0,deployment
DP-R-0124,2.139,4.562,0.043,1,deployment
DP-N-0175,1.072,-0.689,0.032,0,deployment
DP-N-0565,2.917,0.735,0.048,0,deployment
DP-N-1401,2.491,-1.704,0.055,0,deployment
DP-N-0492,2.168,-2.749,0.037,0,deployment
DP-N-0461,2.604,0.059,0.047,0,deployment
DP-N-1621,1.921,4.177,0.043,0,deployment
DP-N-1874,1.603,0.023,0.043,0,deployment
DP-N-1383,1.499,0.068,0.029,0,deployment
DP-N-0825,1.325,2.318,0.055,0,deployment
DP-N-2381,1.491,-3.536,0.031,0,deployment
DP-N-1479,2.442,-0.229,0.029,0,deployment
DP-N-0718,2.989,-1.768,0.041,0,deployment
DP-N-2822,1.604,-0.249,0.049,0,deployment
DP-N-2581,1.225,-0.216,0.035,0,deployment
DP-N-3125,2.929,1.078,0.038,0,deployment
DP-N-1752,1.096,2.947,0.028,0,deployment
DP-N-2205,0.308,-4.854,0.043,0,deployment
DP-N-2133,1.503,-1.097,0.044,0,deployment
DP-N-0196,2.651,0.222,0.023,0,deployment
DP-N-0465,2.432,6.019,0.038,0,deployment
DP-N-2373,2.206,-1.727,0.034,0,deployment
DP-R-0130,2.599,7.867,0.117,1,deployment
DP-N-0476,1.074,-2.805,0.05,0,deployment
DP-N-3615,0.737,1.939,0.025,0,deployment
DP-N-0917,2.368,3.166,0.041,0,deployment
DP-N-0942,1.685,-5.458,0.028,0,deployment
DP-N-2579,2.486,0.639,0.034,0,deployment
DP-N-0452,2.532,0.782,0.062,0,deployment
DP-N-3654,1.866,4.976,0.028,0,deployment
DP-N-0128,1.188,3.382,0.038,0,deployment
DP-N-0804,1.687,5.85,0.034,0,deployment
DP-N-0561,1.621,3.753,0.043,0,deployment
DP-N-0652,1.775,0.875,0.041,0,deployment
DP-N-3724,1.476,1.677,0.034,0,deployment
DP-N-2132,1.308,-2.336,0.029,0,deployment
DP-N-3369,2.415,2.674,0.023,0,deployment
DP-N-1202,1.709,2.637,0.065,0,deployment
DP-N-1879,1.912,-4.648,0.043,0,deployment
DP-N-2834,2.13,-2.966,0.051,0,deployment
DP-N-1246,2.431,1.693,0.034,0,deployment
DP-N-0344,2.248,2.082,0.026,0,deployment
DP-N-3478,2.989,-0.947,0.057,0,deployment
DP-N-2395,1.743,-5.221,0.048,0,deployment
DP-N-3460,1.914,-4.961,0.049,0,deployment
DP-N-2033,2.224,1.236,0.045,0,deployment
DP-N-0265,0.511,2.527,0.038,0,deployment
DP-N-0157,2.383,-5.293,0.043,0,deployment
DP-N-3375,1.533,-1.777,0.02,0,deployment
DP-N-1317,1.723,8.494,0.043,0,deployment
DP-N-0803,2.686,2.515,0.043,0,deployment
DP-N-0351,2.491,-0.212,0.025,0,deployment
DP-N-2555,0.966,-3.282,0.025,0,deployment
DP-N-0440,1.453,-1.903,0.031,0,deployment
DP-R-0158,2.113,11.287,0.043,1,deployment
DP-N-1954,1.194,-2.22,0.05,0,deployment
DP-N-2422,1.866,3.601,0.03,0,deployment
DP-N-0254,1.679,-0.249,0.027,0,deployment
DP-N-1267,1.698,2.796,0.044,0,deployment
DP-N-1669,3.034,5.945,0.051,0,deployment
DP-N-3148,0.919,-1.274,0.048,0,deployment
DP-N-0968,1.228,-1.915,0.039,0,deployment
DP-N-2487,1.771,5.376,0.046,0,deployment
DP-N-3645,1.594,-0.538,0.047,0,deployment
DP-N-1522,1.54,0.389,0.023,0,deployment
DP-N-3247,1.459,-2.496,0.036,0,deployment
DP-N-1091,2.194,3.316,0.05,0,deployment
DP-N-0068,0.531,3.318,0.035,0,deployment
DP-N-2800,1.979,3.619,0.054,0,deployment
DP-N-2937,1.575,2.812,0.034,0,deployment
DP-N-0837,1.631,-3.827,0.047,0,deployment
DP-N-3272,1.599,-6.918,0.032,0,deployment
DP-N-1484,2.627,-0.814,0.028,0,deployment
DP-R-0101,3.721,6.693,0.075,1,deployment
DP-N-0304,2.771,-4.424,0.062,0,deployment
DP-N-1396,1.239,-2.661,0.065,0,deployment
DP-N-0067,1.039,4.396,0.042,0,deployment
DP-N-1734,1.715,4.34,0.046,0,deployment
DP-N-2683,1.462,-0.075,0.057,0,deployment
DP-N-3469,2.368,1.426,0.037,0,deployment
DP-N-1887,1.987,0.725,0.035,0,deployment
DP-N-3561,1.996,-3.803,0.036,0,deployment
DP-N-3372,1.79,5.384,0.048,0,deployment
DP-R-0108,3.025,-0.905,0.08,1,deployment
DP-N-0795,1.971,1.822,0.053,0,deployment
DP-N-0647,1.249,-0.826,0.039,0,deployment
DP-N-3631,1.578,-4.494,0.036,0,deployment
DP-N-3424,1.848,1.679,0.027,0,deployment
DP-N-0494,2.241,3.935,0.036,0,deployment
DP-N-2531,0.63,-4.141,0.041,0,deployment
DP-N-1385,1.806,-4.05,0.039,0,deployment
DP-N-3481,1.699,2.537,0.032,0,deployment
DP-N-0101,1.836,6.684,0.042,0,deployment
DP-N-2988,2.035,0.501,0.032,0,deployment
DP-N-2063,2.507,0.565,0.048,0,deployment
DP-N-2556,0.924,2.836,0.026,0,deployment
DP-N-0995,1.338,4.447,0.041,0,deployment
DP-N-1061,1.198,5.829,0.053,0,deployment
DP-N-2963,2.244,5.057,0.05,0,deployment
DP-N-2393,1.513,0.716,0.029,0,deployment
DP-N-2816,1.872,0.985,0.053,0,deployment
DP-N-0307,1.791,-0.679,0.067,0,deployment
DP-N-2342,1.292,1.118,0.061,0,deployment
DP-N-1270,2.663,-0.537,0.028,0,deployment
DP-N-0957,1.397,-2.212,0.032,0,deployment
DP-N-1818,2.193,5.345,0.04,0,deployment
DP-N-1707,1.429,2.507,0.047,0,deployment
DP-N-1412,1.431,0.998,0.036,0,deployment
DP-R-0037,2.938,2.96,0.064,1,deployment
DP-N-1840,1.54,0.434,0.038,0,deployment
DP-N-0428,0.805,-2.767,0.034,0,deployment
DP-N-1706,1.713,-5.84,0.033,0,deployment
DP-N-1465,2.124,6.912,0.023,0,deployment
DP-N-3347,1.465,2.324,0.059,0,deployment
DP-N-0532,1.704,0.55,0.042,0,deployment
DP-N-2179,1.138,3.527,0.044,0,deployment
DP-N-0623,1.626,2.069,0.034,0,deployment
DP-N-1769,1.798,-1.764,0.057,0,deployment
DP-N-3691,2.213,1.586,0.044,0,deployment
DP-N-0779,2.371,-0.23,0.03,0,deployment
DP-N-3337,2.577,2.492,0.033,0,deployment
DP-N-0954,1.206,2.545,0.034,0,deployment
DP-N-0282,2.044,2.163,0.039,0,deployment
DP-N-3054,1.324,-4.394,0.049,0,deployment
DP-N-3670,2.188,2.092,0.056,0,deployment
DP-N-2522,1.994,6.542,0.023,0,deployment
DP-N-0215,2.123,2.847,0.052,0,deployment
DP-N-2769,1.474,-0.047,0.047,0,deployment
DP-N-0239,1.586,2.108,0.055,0,deployment
DP-N-1757,1.607,-0.439,0.032,0,deployment
DP-N-2052,1.104,-0.487,0.028,0,deployment
DP-N-1291,1.619,0.698,0.051,0,deployment
DP-N-3270,1.828,4.416,0.035,0,deployment
DP-N-2126,0.604,0.35,0.067,0,deployment
DP-N-1102,1.25,1.186,0.05,0,deployment
DP-N-2118,1.451,-3.66,0.031,0,deployment
DP-N-3094,2.841,1.382,0.038,0,deployment
DP-N-2999,2.535,-0.827,0.037,0,deployment
DP-N-1170,1.968,-2.347,0.053,0,deployment
DP-N-1607,1.132,0.407,0.042,0,deployment
DP-N-3504,1.906,2.162,0.046,0,deployment
DP-N-0412,1.849,-4.178,0.039,0,deployment
DP-N-1245,0.97,-0.176,0.032,0,deployment
DP-N-2878,1.427,2.836,0.048,0,deployment
DP-N-2538,2.389,1.609,0.044,0,deployment
DP-N-3021,0.815,-3.543,0.042,0,deployment
DP-N-2941,1.735,-2.981,0.044,0,deployment
DP-N-0367,2.356,-0.003,0.031,0,deployment
DP-N-1045,0.938,-0.136,0.034,0,deployment
DP-N-3036,0.425,-4.175,0.058,0,deployment
DP-N-3215,1.839,-0.644,0.043,0,deployment
DP-N-0079,1.883,-3.218,0.053,0,deployment
DP-N-2749,1.529,-2.316,0.045,0,deployment
DP-N-0901,2.133,-3.927,0.041,0,deployment
DP-N-0478,1.009,1.995,0.055,0,deployment
DP-N-1604,1.954,4.785,0.038,0,deployment
DP-N-0976,1.434,-5.251,0.032,0,deployment
DP-N-2648,0.865,-1.325,0.039,0,deployment
DP-N-3491,1.25,5.548,0.035,0,deployment
DP-N-3253,1.364,6.054,0.044,0,deployment
DP-N-2671,2.208,1.511,0.063,0,deployment
DP-N-3116,2.29,-3.256,0.02,0,deployment
DP-N-2207,1.906,-1.445,0.035,0,deployment
DP-N-2563,2.801,5.69,0.056,0,deployment
DP-N-1748,1.11,5.006,0.029,0,deployment
DP-R-0023,3.274,6.216,0.071,1,deployment
DP-N-3224,2.06,-0.952,0.046,0,deployment
DP-N-3707,1.864,-0.64,0.064,0,deployment
DP-N-2074,2.115,-2.157,0.043,0,deployment
DP-N-0634,1.794,4.456,0.042,0,deployment
DP-N-1594,1.8,-3.727,0.045,0,deployment
DP-N-2382,1.854,-2.791,0.025,0,deployment
DP-N-2274,1.88,1.853,0.048,0,deployment
DP-N-1812,1.871,-2.421,0.04,0,deployment
DP-N-2836,1.928,-5.02,0.06,0,deployment
DP-N-0290,1.781,-1.862,0.048,0,deployment
DP-N-0156,2.04,0.464,0.02,0,deployment
DP-N-3321,1.553,2.935,0.049,0,deployment
DP-N-0139,2.097,-3.487,0.035,0,deployment
DP-N-2708,1.751,-1.609,0.041,0,deployment
DP-N-1201,2.697,2.464,0.045,0,deployment
DP-N-0109,1.282,-3.236,0.049,0,deployment
DP-N-0372,0.878,-1.216,0.022,0,deployment
DP-N-2886,1.859,4.642,0.025,0,deployment
DP-N-3420,2.932,-2.97,0.036,0,deployment
DP-N-1209,1.598,1.069,0.04,0,deployment
DP-N-1839,3.128,3.749,0.062,0,deployment
DP-N-3168,1.57,-2.517,0.041,0,deployment
DP-N-2590,0.857,0.986,0.045,0,deployment
DP-N-1764,1.995,-5.069,0.046,0,deployment
DP-N-2039,1.778,-2.474,0.054,0,deployment
DP-N-1956,0.758,-0.318,0.018,0,deployment
DP-N-3407,3.173,-2.5,0.043,0,deployment
DP-N-1153,2.779,3.41,0.047,0,deployment
DP-N-0446,1.694,0.787,0.045,0,deployment
DP-R-0178,3.182,4.809,0.101,1,deployment
DP-N-1774,1.574,-1.833,0.055,0,deployment
DP-N-0104,1.81,-0.761,0.023,0,deployment
DP-N-1768,2.218,-5.029,0.04,0,deployment
DP-N-1507,1.321,-2.69,0.053,0,deployment
DP-N-3596,1.553,-1.089,0.029,0,deployment
DP-N-1941,2.724,-2.255,0.042,0,deployment
DP-N-0037,1.074,-0.215,0.038,0,deployment
DP-N-0041,1.088,1.999,0.049,0,deployment
DP-N-1909,1.508,2.738,0.049,0,deployment
DP-R-0140,3.408,6.917,0.065,1,deployment
DP-N-0376,2.289,1.581,0.045,0,deployment
DP-N-1771,2.673,2.486,0.055,0,deployment
DP-R-0067,3.476,4.253,0.065,1,deployment
DP-R-0165,3.305,12.973,0.056,1,deployment
DP-R-0127,3.087,-0.093,0.056,1,deployment
DP-R-0094,3.203,-0.701,0.084,1,deployment
DP-N-1713,1.98,-3.865,0.048,0,deployment
DP-N-3610,0.896,0.098,0.041,0,deployment
DP-N-2142,1.081,5.631,0.031,0,deployment
DP-N-3231,1.939,4.428,0.051,0,deployment
DP-N-0529,2.025,-2.008,0.039,0,deployment
DP-N-0581,3.246,3.645,0.04,0,deployment
DP-N-2075,1.865,-1.211,0.038,0,deployment
DP-N-0062,2.327,-0.699,0.045,0,deployment
DP-N-0052,2.034,-3.601,0.045,0,deployment
DP-N-0778,2.181,1.453,0.027,0,deployment
DP-N-3107,2.966,-2.619,0.055,0,deployment
DP-N-1434,2.234,3.696,0.07,0,deployment
DP-N-1545,1.713,-0.883,0.044,0,deployment
DP-N-0173,1.587,4.822,0.045,0,deployment
DP-N-2750,1.822,3.178,0.041,0,deployment
DP-N-3416,1.398,-1.028,0.039,0,deployment
DP-N-1480,1.989,3.471,0.037,0,deployment
DP-N-2069,1.524,-3.495,0.053,0,deployment
DP-N-2479,1.437,4.197,0.037,0,deployment
DP-N-3313,1.17,-1.252,0.032,0,deployment
DP-N-1508,2.548,-4.146,0.039,0,deployment
DP-N-3203,1.972,-2.062,0.033,0,deployment
DP-N-1646,2.57,-3.738,0.049,0,deployment
DP-N-1580,1.614,1.547,0.038,0,deployment
DP-N-0842,1.257,4.016,0.058,0,deployment
DP-N-3293,1.796,0.863,0.046,0,deployment
DP-N-1233,1.559,1.979,0.021,0,deployment
DP-N-0405,1.128,4.929,0.019,0,deployment
DP-N-0436,2.54,-2.253,0.031,0,deployment
DP-N-2217,1.638,-4.474,0.044,0,deployment
DP-N-1968,1.584,-0.805,0.038,0,deployment
DP-N-2006,1.759,5.235,0.012,0,deployment
DP-N-1399,1.997,-5.281,0.034,0,deployment
DP-N-0602,1.617,3.431,0.036,0,deployment
DP-N-2281,2.044,0.656,0.049,0,deployment
DP-N-0326,2.144,3.236,0.049,0,deployment
DP-N-3081,2.653,1.375,0.032,0,deployment
DP-N-1199,2.439,-0.944,0.041,0,deployment
DP-N-3408,1.355,-5.614,0.032,0,deployment
DP-N-1365,1.497,-2.254,0.041,0,deployment
DP-N-3698,0.548,1.91,0.037,0,deployment
DP-N-0744,1.783,0.61,0.045,0,deployment
DP-N-0209,1.773,-0.996,0.031,0,deployment
DP-N-0558,0.988,1.223,0.048,0,deployment
DP-N-3602,1.411,0.437,0.034,0,deployment
DP-N-0312,1.414,-6.138,0.03,0,deployment
DP-N-0538,2.006,2.306,0.043,0,deployment
DP-N-0337,1.545,-1.183,0.037,0,deployment
DP-N-2453,1.444,3.367,0.073,0,deployment
DP-N-3648,1.61,4.351,0.055,0,deployment
DP-N-3784,1.643,5.257,0.028,0,deployment
DP-N-0668,1.572,-3.805,0.046,0,deployment
DP-N-3773,1.931,0.19,0.054,0,deployment
DP-N-1988,1.56,-1.081,0.047,0,deployment
DP-R-0036,3.725,11.895,0.071,1,deployment
DP-N-2619,1.177,2.685,0.026,0,deployment
DP-N-1593,1.57,-2.671,0.033,0,deployment
DP-N-1674,1.392,-0.968,0.033,0,deployment
DP-N-2318,1.894,1.127,0.034,0,deployment
DP-N-3185,1.938,0.739,0.048,0,deployment
DP-N-3729,1.309,-4.149,0.042,0,deployment
DP-R-0021,4.019,12.015,0.096,1,deployment
DP-N-1192,1.579,0.839,0.041,0,deployment
DP-N-2477,2.692,2.303,0.03,0,deployment
DP-N-1426,1.05,0.131,0.037,0,deployment
DP-N-2003,0.664,-1.545,0.038,0,deployment
DP-N-1173,1.31,6.135,0.038,0,deployment
DP-N-2925,1.801,-2.107,0.053,0,deployment
DP-N-3314,2.201,-2.293,0.032,0,deployment
DP-N-1615,1.903,-4.809,0.01,0,deployment
DP-N-3046,1.429,2.75,0.04,0,deployment
DP-N-3191,2.81,-4.331,0.039,0,deployment
DP-N-0418,1.686,5.446,0.054,0,deployment
DP-N-1681,1.135,-2.373,0.056,0,deployment
DP-N-3662,2.29,-2.291,0.054,0,deployment
DP-N-0103,1.781,-3.866,0.047,0,deployment
DP-N-1601,1.779,1.28,0.051,0,deployment
DP-R-0177,3.197,13.65,0.093,1,deployment
DP-N-3745,2.273,3.782,0.056,0,deployment
DP-N-1268,1.706,-1.061,0.033,0,deployment
DP-N-1006,1.967,-2.969,0.038,0,deployment
DP-N-1998,1.126,-3.225,0.028,0,deployment
DP-N-1729,2.014,1.136,0.027,0,deployment
DP-N-1619,1.374,-0.408,0.061,0,deployment
DP-N-0573,1.616,-5.25,0.065,0,deployment
DP-N-0672,1.531,4.513,0.039,0,deployment
DP-N-0727,1.733,-5.527,0.016,0,deployment
DP-N-1326,1.384,-1.861,0.039,0,deployment
DP-N-0630,1.808,5.187,0.03,0,deployment
DP-N-1165,1.867,-1.105,0.036,0,deployment
DP-N-1456,1.89,-6.479,0.039,0,deployment
DP-N-3418,1.693,2.218,0.046,0,deployment
DP-N-3628,2.142,1.5,0.033,0,deployment
DP-N-3479,2.227,5.739,0.027,0,deployment
DP-N-2171,2.182,-0.9,0.035,0,deployment
DP-N-1106,2.334,-2.527,0.043,0,deployment
DP-N-1372,0.305,0.965,0.042,0,deployment
DP-N-1533,1.144,-0.978,0.034,0,deployment
DP-N-0450,1.592,5.219,0.025,0,deployment
DP-N-1253,1.522,1.601,0.037,0,deployment
DP-N-2302,2.122,0.686,0.042,0,deployment
DP-N-0491,2.108,-4.104,0.025,0,deployment
DP-R-0062,3.233,5.161,0.117,1,deployment
DP-N-1929,2.176,-0.829,0.026,0,deployment
DP-N-0122,2.497,1.877,0.01,0,deployment
DP-N-2884,1.821,-5.003,0.036,0,deployment
DP-N-1525,2.357,3.117,0.045,0,deployment
DP-N-2169,1.213,2.872,0.035,0,deployment
DP-N-3119,2.078,1.739,0.022,0,deployment
DP-N-0618,1.592,-0.495,0.042,0,deployment
DP-N-1184,1.198,-2.749,0.061,0,deployment
